,Loews_male,Loews_female,tuple,Corporation_male,Corporation_female,average_male,average_female,female-male
51,1.214649,1.2376953,"('competent', 'incompetent')",-0.54876024,-0.48219028,0.3329443633556366,0.37775254249572754,0.04480817914009094
66,1.2003934,1.4994632,"('imaginative', 'unimaginative')",1.7510817,1.8591943,1.4757375717163086,1.6793286800384521,0.20359110832214355
109,1.195254,1.493601,"('conservative', 'liberal')",0.26653212,0.13732001,0.7308930158615112,0.8154605031013489,0.08456748723983765
108,1.195254,1.493601,"('conservative', 'liberal')",0.26653212,0.13732001,0.7308930158615112,0.8154605031013489,0.08456748723983765
13,1.1912508,1.6488116,"('helpful', 'unhelpful')",-3.519785,-3.6644435,-1.1642670631408691,-1.007815957069397,0.15645110607147217
8,-1.1832818,-1.616281,"('open', 'distant')",1.5818087,1.5271409,0.19926345348358154,-0.044570088386535645,-0.2438335418701172
70,1.1830937,1.0414251,"('wise', 'unwise')",0.2777657,0.3339048,0.7304296493530273,0.6876649856567383,-0.04276466369628906
26,1.1732867,1.2617768,"('trustworthy', 'untrustworthy')",0.57739496,0.5178565,0.8753408193588257,0.8898166418075562,0.014475822448730469
42,-1.1613548,-1.4477823,"('amicable', 'hostile')",0.9589158,1.171665,-0.10121947526931763,-0.13805866241455078,-0.036839187145233154
19,-1.1516938,-1.2540386,"('funny', 'boring')",-0.49660963,-0.3847894,-0.8241517543792725,-0.8194140195846558,0.004737734794616699
16,1.1414247,1.2177179,"('social', 'antisocial')",-0.85656106,-0.72364074,0.14243179559707642,0.2470385730266571,0.10460677742958069
85,1.1106739,1.3125695,"('ambitious', 'unambitious')",-0.7891735,-0.75134563,0.16075021028518677,0.28061193227767944,0.11986172199249268
89,1.0897557,1.0368099,"('daring', 'anxious')",0.24400294,0.10888237,0.6668792963027954,0.5728461742401123,-0.0940331220626831
9,1.07934,1.3152936,"('sensitive', 'insensitive')",-1.1511647,-1.1872176,-0.03591233491897583,0.0640379786491394,0.09995031356811523
73,1.0730954,1.1239905,"('brilliant', 'incompetent')",-1.391172,-1.5181631,-0.15903830528259277,-0.19708627462387085,-0.038047969341278076
10,-1.0682515,-1.1778626,"('affectionate', 'unaffectionate')",-1.3512542,-1.2590982,-1.2097527980804443,-1.2184803485870361,-0.008727550506591797
58,1.058735,1.0034509,"('able', 'clumsy')",-2.0620987,-2.041073,-0.5016818642616272,-0.5188111066818237,-0.017129242420196533
18,1.0358391,1.070505,"('social', 'asocial')",-0.59220004,-0.6901647,0.22181951999664307,0.19017016887664795,-0.03164935111999512
28,1.014041,0.89043117,"('honest', 'dishonest')",-1.57376,-1.5223954,-0.2798595428466797,-0.3159821033477783,-0.03612256050109863
50,1.0032701,0.9163184,"('unprejudiced', 'prejudiced')",2.5752447,2.5075693,1.7892574071884155,1.7119438648223877,-0.07731354236602783
22,0.98845756,0.9539431,"('welcoming', 'disagreeable')",1.048235,1.1650422,1.0183463096618652,1.059492588043213,0.041146278381347656
69,-0.9788289,-0.92804456,"('wise', 'foolish')",0.6855614,0.8061845,-0.14663374423980713,-0.0609300434589386,0.08570370078086853
83,0.8988629,1.0225317,"('energetic', 'lethargic')",-0.3632766,-0.4883741,0.2677931487560272,0.26707881689071655,-0.0007143318653106689
40,-0.8707122,-1.2536134,"('honorable', 'mean')",-5.11018,-5.5852084,-2.990446090698242,-3.4194109439849854,-0.42896485328674316
63,-0.86064726,-0.9590225,"('capable', 'incapable')",-0.8459219,-0.8105603,-0.8532845973968506,-0.884791374206543,-0.03150677680969238
100,0.81306833,0.89213055,"('influential', 'uninfluential')",-1.3297918,-1.0706582,-0.25836172699928284,-0.08926382660865784,0.169097900390625
47,0.81008196,0.83381283,"('forgiving', 'unforgiving')",-1.3384687,-1.1207098,-0.2641933560371399,-0.14344847202301025,0.12074488401412964
7,-0.7976705,-1.2320877,"('outgoing', 'distant')",1.6931846,1.6204541,0.4477570652961731,0.19418317079544067,-0.2535738945007324
61,-0.7820281,-0.84263784,"('rational', 'irrational')",0.50889474,0.76207244,-0.1365666687488556,-0.04028269648551941,0.09628397226333618
72,0.77598655,0.77887064,"('logical', 'illogical')",-0.7019197,-0.4388909,0.03703343868255615,0.16998986899852753,0.13295643031597137
102,0.76715386,0.6703996,"('eminent', 'low')",-2.2042384,-1.8038893,-0.7185422778129578,-0.5667448043823242,0.15179747343063354
11,-0.7317371,-0.626981,"('caring', 'unaffectionate')",-1.8822398,-1.7991807,-1.3069884777069092,-1.213080883026123,0.09390759468078613
34,0.7284916,0.65168273,"('loyal', 'disloyal')",-1.9524353,-1.7376065,-0.6119718551635742,-0.5429618954658508,0.06900995969772339
14,0.72677594,0.91527957,"('supportive', 'unsupportive')",0.40424493,0.47980875,0.5655104517936707,0.6975441575050354,0.13203370571136475
36,0.68951577,1.0275698,"('tolerant', 'intolerant')",-1.147063,-1.310071,-0.22877362370491028,-0.1412506103515625,0.08752301335334778
35,0.68688095,0.5376084,"('fair', 'unfair')",1.0734619,1.2934147,0.8801714181900024,0.9155115485191345,0.03534013032913208
30,0.65992093,0.5805466,"('honest', 'dishonest')",-0.28849593,-0.2063247,0.18571250140666962,0.18711096048355103,0.0013984590768814087
53,-0.6535207,-0.8739162,"('smart', 'stupid')",-3.887413,-4.27024,-2.2704668045043945,-2.572077989578247,-0.30161118507385254
68,-0.651653,-0.6385938,"('clever', 'inept')",-1.2592735,-1.2579092,-0.9554632902145386,-0.948251485824585,0.007211804389953613
60,0.6468246,0.8791095,"('educated', 'uneducated')",-1.3213989,-1.0668428,-0.33728712797164917,-0.09386664628982544,0.24342048168182373
77,-0.62701327,-0.8394103,"('active', 'inactive')",0.8717165,1.2289567,0.12235161662101746,0.19477319717407227,0.07242158055305481
80,0.6245594,0.60868144,"('independent', 'dependent')",0.9400641,1.0104985,0.782311737537384,0.8095899820327759,0.027278244495391846
54,0.61795735,0.46893936,"('smart', 'stupid')",0.39580706,0.27799726,0.5068821907043457,0.3734683096408844,-0.1334138810634613
6,0.5921278,0.56975883,"('liked', 'disliked')",4.652212,4.975748,2.6221699714660645,2.7727534770965576,0.15058350563049316
31,-0.588536,-1.0602849,"('altruistic', 'egoistic')",-0.7380294,-0.6338673,-0.6632827520370483,-0.8470760583877563,-0.183793306350708
23,-0.5823968,-0.77950436,"('hospitable', 'inhospitable')",-0.052122235,0.07813719,-0.3172595202922821,-0.3506835699081421,-0.033424049615859985
78,0.57749903,0.19688696,"('active', 'inactive')",2.3348618,2.1795244,1.4561803340911865,1.1882057189941406,-0.2679746150970459
38,0.57233953,0.60856104,"('kind', 'unkind')",-2.3694293,-2.254987,-0.8985449075698853,-0.8232129812240601,0.0753319263458252
49,0.56669813,0.5912181,"('responsible', 'irresponsible')",-0.9185499,-1.1231246,-0.17592588067054749,-0.2659532427787781,-0.09002736210823059
92,-0.56074643,-0.84700096,"('unwavering', 'wavering')",0.07034165,0.24130577,-0.24520239233970642,-0.30284759402275085,-0.057645201683044434
4,-0.5554738,-0.5813582,"('likable', 'unlikable')",-1.0403883,-1.0006149,-0.7979310750961304,-0.7909865379333496,0.006944537162780762
101,-0.54538655,-0.69043046,"('successful', 'unsuccessful')",-1.7906446,-1.3691573,-1.1680155992507935,-1.0297938585281372,0.13822174072265625
67,-0.52598894,-0.4589144,"('discriminating', 'undiscriminating')",-0.8692392,-0.8203534,-0.6976140737533569,-0.6396338939666748,0.05798017978668213
45,-0.5188372,-0.29313016,"('cooperative', 'exploitative')",-0.59180975,-0.6731168,-0.5553234815597534,-0.4831234812736511,0.0722000002861023
24,0.48483735,0.29880917,"('thoughtful', 'rough')",-0.6502847,-0.64024514,-0.08272367715835571,-0.1707179844379425,-0.08799430727958679
93,0.4833879,0.8256861,"('dominating', 'dominated')",0.07118034,0.27143443,0.2772841155529022,0.5485602617263794,0.2712761461734772
106,-0.47591576,-0.88648057,"('conventional', 'unconventional')",-0.15096393,-0.035023272,-0.31343984603881836,-0.4607519209384918,-0.14731207489967346
21,0.46743113,0.15616292,"('nice', 'nasty')",0.11077392,0.056335986,0.2891025245189667,0.10624945163726807,-0.1828530728816986
39,-0.43189698,-0.65528274,"('right', 'wrong')",0.312078,0.60871965,-0.05990949273109436,-0.02328154444694519,0.03662794828414917
84,-0.43175042,-0.5462084,"('self-confident', 'diffident')",-0.39397204,-0.27377972,-0.4128612279891968,-0.40999406576156616,0.0028671622276306152
103,0.39836997,0.5537871,"('traditional', 'modern')",1.4685663,1.3763145,0.9334681034088135,0.9650508165359497,0.03158271312713623
33,-0.38825566,-0.44032454,"('softhearted', 'hardhearted')",-0.7661141,-0.6360799,-0.5771849155426025,-0.5382022261619568,0.03898268938064575
74,0.3743241,0.46639234,"('insightful', 'unperceptive')",-1.7091694,-1.6886717,-0.6674226522445679,-0.6111396551132202,0.056282997131347656
37,-0.3730644,-0.6432226,"('good', 'evil')",2.1912932,2.3204215,0.909114420413971,0.838599443435669,-0.070514976978302
3,0.3695492,0.59708774,"('likable', 'unlikable')",1.1366429,1.210885,0.7530961036682129,0.903986394405365,0.1508902907371521
1,-0.35359734,-0.5433008,"('friendly', 'unfriendly')",-1.942998,-1.7072537,-1.148297667503357,-1.1252772808074951,0.023020386695861816
43,0.2783175,0.09956627,"('genuine', 'fake')",-0.50999177,-0.5014824,-0.11583712697029114,-0.20095807313919067,-0.08512094616889954
86,-0.2630404,-0.21880579,"('self-reliant', 'helpless')",3.0994654,3.0994701,1.4182125329971313,1.4403321743011475,0.022119641304016113
65,0.26284635,0.41411525,"('practical', 'impractical')",-1.711442,-1.80433,-0.724297821521759,-0.6951073408126831,0.029190480709075928
59,-0.25988933,-0.18435043,"('skillful', 'clumsy')",0.1351933,0.3634761,-0.06234801560640335,0.08956283330917358,0.15191084891557693
44,0.25522316,0.38766626,"('truthful', 'untruthful')",-1.5132601,-1.5172265,-0.6290184855461121,-0.5647801160812378,0.06423836946487427
57,0.19980924,-0.05395104,"('able', 'unable')",-0.2013216,-0.36090654,-0.0007561817765235901,-0.20742878317832947,-0.20667260140180588
88,-0.18863624,-0.11459139,"('impulsive', 'meek')",1.324224,1.2927016,0.5677938461303711,0.5890551209449768,0.021261274814605713
20,-0.18361571,-0.58645904,"('popular', 'unpopular')",-0.32305342,-0.1826106,-0.25333458185195923,-0.3845348358154297,-0.13120025396347046
46,0.17649901,0.26753277,"('generous', 'stingy')",2.027257,2.3750849,1.1018779277801514,1.3213088512420654,0.21943092346191406
96,0.17419434,0.34437433,"('powerful', 'powerless')",-0.547754,-0.40263766,-0.18677982687950134,-0.02913166582584381,0.15764816105365753
87,-0.17105341,-0.068535134,"('dedicated', 'undedicated')",-1.0445504,-0.8789234,-0.6078019142150879,-0.47372928261756897,0.13407263159751892
27,-0.15742043,0.07753849,"('sincere', 'insincere')",-6.1949396,-6.313304,-3.176180124282837,-3.11788272857666,0.05829739570617676
97,-0.14620581,-0.1653176,"('superior', 'inferior')",-1.1832991,-1.0219007,-0.6647524237632751,-0.593609094619751,0.07114332914352417
29,0.14191306,0.21989593,"('honest', 'immoral')",-0.9202016,-0.92064106,-0.38914427161216736,-0.3503725528717041,0.03877171874046326
62,0.11997518,0.08102971,"('creative', 'uncreative')",-0.46642017,-0.453404,-0.17322249710559845,-0.18618714809417725,-0.012964650988578796
56,0.11886501,0.25105542,"('intelligent', 'dumb')",1.479487,1.4364965,0.7991759777069092,0.8437759876251221,0.04460000991821289
48,-0.08486305,-0.10530248,"('reliable', 'unreliable')",2.2609792,2.2535896,1.0880581140518188,1.0741435289382935,-0.01391458511352539
79,-0.07131198,-0.06770584,"('determined', 'doubtful')",0.12927738,0.2976311,0.028982698917388916,0.114962637424469,0.08597993850708008
17,0.062047005,0.34445316,"('social', 'antisocial')",-0.98217857,-0.65020144,-0.4600657820701599,-0.1528741419315338,0.3071916401386261
105,-0.060526825,-0.18948019,"('conventional', 'modern')",-0.055854425,-0.0052798092,-0.05819062516093254,-0.09737999737262726,-0.03918937221169472
110,0.048394024,0.003816411,"('narrow-minded', 'open-minded')",0.1743114,0.0270406,0.11135271191596985,0.015428505837917328,-0.09592420607805252
91,0.008166969,0.040669084,"('resilient', 'nonresilient')",-0.12631848,-0.11499649,-0.05907575786113739,-0.03716370463371277,0.02191205322742462
95,0.00055095553,-0.3405914,"('rich', 'poor')",-5.451661,-5.62284,-2.725555181503296,-2.981715679168701,-0.2561604976654053
