,Parker-Hannifin_male,Parker-Hannifin_female,tuple,average_male,average_female,female-male
50,0.34027255,0.32617635,"('rich', 'poor')",0.34027254581451416,0.32617634534835815,-0.014096200466156006
39,0.33699673,0.21747316,"('wise', 'foolish')",0.33699673414230347,0.21747316420078278,-0.11952356994152069
25,-0.33654037,-0.23928306,"('forgiving', 'unforgiving')",-0.3365403711795807,-0.23928305506706238,0.09725731611251831
42,-0.30488896,-0.0883147,"('secure', 'insecure')",-0.3048889636993408,-0.08831469714641571,0.2165742665529251
38,0.2751082,0.2221354,"('discriminating', 'undiscriminating')",0.2751081883907318,0.22213539481163025,-0.05297279357910156
56,-0.23695748,-0.19482806,"('conventional', 'unconventional')",-0.23695747554302216,-0.194828063249588,0.04212941229343414
7,-0.20835093,0.07823524,"('polite', 'impolite')",-0.20835092663764954,0.07823523879051208,0.2865861654281616
17,-0.18629882,-0.008908749,"('tolerant', 'intolerant')",-0.18629881739616394,-0.008908748626708984,0.17739006876945496
46,0.16333595,0.2677026,"('energetic', 'lethargic')",0.16333594918251038,0.2677026093006134,0.10436666011810303
57,0.15843058,0.33204085,"('conservative', 'liberal')",0.1584305763244629,0.33204084634780884,0.17361027002334595
27,-0.13281435,0.05937224,"('responsible', 'irresponsible')",-0.13281434774398804,0.05937223881483078,0.19218658655881882
26,-0.12211025,-0.15825349,"('reliable', 'unreliable')",-0.12211024761199951,-0.1582534909248352,-0.03614324331283569
36,-0.11218661,-0.27585775,"('capable', 'incapable')",-0.11218661069869995,-0.27585774660110474,-0.16367113590240479
47,-0.10782689,-0.109478146,"('ambitious', 'unambitious')",-0.10782688856124878,-0.10947814583778381,-0.0016512572765350342
1,0.10172239,0.025311142,"('friendly', 'unfriendly')",0.10172238945960999,0.025311142206192017,-0.07641124725341797
40,-0.04127969,0.20982337,"('logical', 'illogical')",-0.041279688477516174,0.2098233699798584,0.2511030584573746
54,-0.013705701,0.1222669,"('successful', 'unsuccessful')",-0.013705700635910034,0.12226690351963043,0.13597260415554047
