,PepsiCo_male,PepsiCo_female,tuple,average_male,average_female,female-male
38,-0.8320391,-0.700681,"('kind', 'unkind')",-0.8320391178131104,-0.7006809711456299,0.13135814666748047
12,0.8229066,0.73245627,"('sympathetic', 'unsympathetic')",0.8229066133499146,0.7324562668800354,-0.09045034646987915
5,0.8146832,0.75754344,"('pleasant', 'repellent')",0.814683198928833,0.7575434446334839,-0.05713975429534912
50,0.8088,0.8404256,"('unprejudiced', 'prejudiced')",0.8087999820709229,0.8404256105422974,0.03162562847137451
80,0.7950877,0.7405536,"('independent', 'dependent')",0.7950876951217651,0.740553617477417,-0.054534077644348145
13,-0.77137357,-0.76096404,"('helpful', 'unhelpful')",-0.7713735699653625,-0.760964035987854,0.010409533977508545
107,0.76897883,0.82683206,"('conventional', 'modern')",0.7689788341522217,0.8268320560455322,0.05785322189331055
15,0.76558125,0.8604669,"('polite', 'impolite')",0.7655812501907349,0.8604668974876404,0.09488564729690552
39,-0.7598209,-0.7392427,"('right', 'wrong')",-0.7598208785057068,-0.739242672920227,0.020578205585479736
74,-0.74902296,-0.8167715,"('insightful', 'unperceptive')",-0.7490229606628418,-0.8167715072631836,-0.0677485466003418
58,0.73865044,0.89679587,"('able', 'clumsy')",0.7386504411697388,0.8967958688735962,0.15814542770385742
51,0.7362317,0.6423924,"('competent', 'incompetent')",0.7362316846847534,0.6423923969268799,-0.09383928775787354
2,0.72856945,0.7501974,"('friendly', 'unfriendly')",0.7285694479942322,0.7501974105834961,0.021627962589263916
70,0.69803506,0.6358766,"('wise', 'unwise')",0.6980350613594055,0.6358765959739685,-0.06215846538543701
97,-0.6812756,-0.6351696,"('superior', 'inferior')",-0.6812756061553955,-0.6351696252822876,0.04610598087310791
68,-0.6483977,-0.86376685,"('clever', 'inept')",-0.64839768409729,-0.8637668490409851,-0.21536916494369507
85,0.6343436,0.64430916,"('ambitious', 'unambitious')",0.6343436241149902,0.6443091630935669,0.00996553897857666
47,0.62392515,0.5784161,"('forgiving', 'unforgiving')",0.6239251494407654,0.578416109085083,-0.04550904035568237
90,0.61421776,0.5015707,"('motivated', 'unmotivated')",0.6142177581787109,0.5015707015991211,-0.11264705657958984
60,0.60565317,0.734719,"('educated', 'uneducated')",0.6056531667709351,0.7347189784049988,0.12906581163406372
65,-0.59675,-0.5958065,"('practical', 'impractical')",-0.596750020980835,-0.5958064794540405,0.0009435415267944336
44,-0.58813643,-0.68314505,"('truthful', 'untruthful')",-0.5881364345550537,-0.6831450462341309,-0.09500861167907715
71,0.58093953,0.5908201,"('efficient', 'inefficient')",0.580939531326294,0.5908200740814209,0.009880542755126953
109,0.57906127,0.6078094,"('conservative', 'liberal')",0.5790612697601318,0.6078094244003296,0.028748154640197754
108,0.57906127,0.6078094,"('conservative', 'liberal')",0.5790612697601318,0.6078094244003296,0.028748154640197754
45,-0.5780708,-0.6168299,"('cooperative', 'exploitative')",-0.5780708193778992,-0.6168298721313477,-0.038759052753448486
54,0.57303005,0.360954,"('smart', 'stupid')",0.5730300545692444,0.3609539866447449,-0.2120760679244995
32,-0.5083782,-0.47298002,"('benevolent', 'hardhearted')",-0.5083782076835632,-0.4729800224304199,0.03539818525314331
102,-0.49983683,-0.40728948,"('eminent', 'low')",-0.49983683228492737,-0.4072894752025604,0.09254735708236694
104,-0.48768282,-0.4811483,"('conventional', 'unconventional')",-0.4876828193664551,-0.48114830255508423,0.00653451681137085
57,-0.4785475,-0.58419687,"('able', 'unable')",-0.47854751348495483,-0.5841968655586243,-0.10564935207366943
41,0.47656906,0.49151838,"('incorrupt', 'corrupt')",0.4765690565109253,0.49151837825775146,0.014949321746826172
88,0.46610212,0.39464277,"('impulsive', 'meek')",0.46610212326049805,0.39464277029037476,-0.07145935297012329
17,0.46400672,0.50301653,"('social', 'antisocial')",0.4640067219734192,0.5030165314674377,0.039009809494018555
77,0.43983093,0.42015833,"('active', 'inactive')",0.4398309290409088,0.420158326625824,-0.01967260241508484
33,-0.43611136,-0.47067088,"('softhearted', 'hardhearted')",-0.43611136078834534,-0.4706708788871765,-0.03455951809883118
105,-0.42985335,-0.46846122,"('conventional', 'modern')",-0.4298533499240875,-0.46846121549606323,-0.03860786557197571
20,-0.40935484,-0.5562288,"('popular', 'unpopular')",-0.4093548357486725,-0.5562288165092468,-0.14687398076057434
24,0.394281,0.3624468,"('thoughtful', 'rough')",0.3942809998989105,0.3624468147754669,-0.031834185123443604
81,-0.3851326,-0.4939416,"('industrious', 'lazy')",-0.3851326107978821,-0.49394160509109497,-0.10880899429321289
92,-0.37723207,-0.44789863,"('unwavering', 'wavering')",-0.37723207473754883,-0.44789862632751465,-0.07066655158996582
87,-0.3461151,-0.32555264,"('dedicated', 'undedicated')",-0.3461151123046875,-0.32555264234542847,0.020562469959259033
106,0.343472,0.2908123,"('conventional', 'unconventional')",0.3434720039367676,0.29081231355667114,-0.052659690380096436
82,-0.34160617,-0.28624013,"('industrious', 'meek')",-0.34160616993904114,-0.2862401306629181,0.05536603927612305
52,0.33810127,0.22685972,"('competitive', 'uncompetitive')",0.33810126781463623,0.22685971856117249,-0.11124154925346375
23,-0.30572212,-0.39709204,"('hospitable', 'inhospitable')",-0.30572211742401123,-0.3970920443534851,-0.09136992692947388
73,-0.30416372,-0.36989874,"('brilliant', 'incompetent')",-0.30416372418403625,-0.3698987364768982,-0.06573501229286194
72,-0.30029923,-0.24686971,"('logical', 'illogical')",-0.3002992272377014,-0.24686971306800842,0.05342951416969299
42,0.2779907,0.26559305,"('amicable', 'hostile')",0.2779906988143921,0.2655930519104004,-0.0123976469039917
9,0.2749297,0.1841966,"('sensitive', 'insensitive')",0.2749297022819519,0.1841966062784195,-0.09073309600353241
25,0.24735,0.15882027,"('moral', 'immoral')",0.24735000729560852,0.1588202714920044,-0.08852973580360413
62,-0.23965636,-0.3475575,"('creative', 'uncreative')",-0.23965635895729065,-0.3475574851036072,-0.10790112614631653
79,-0.22479445,-0.12049213,"('determined', 'doubtful')",-0.2247944474220276,-0.1204921305179596,0.104302316904068
4,-0.19790822,-0.266568,"('likable', 'unlikable')",-0.1979082226753235,-0.26656800508499146,-0.06865978240966797
10,-0.19432175,-0.17967525,"('affectionate', 'unaffectionate')",-0.19432175159454346,-0.17967525124549866,0.0146465003490448
28,-0.18697894,-0.22806513,"('honest', 'dishonest')",-0.18697893619537354,-0.2280651330947876,-0.04108619689941406
100,0.1795659,0.21439749,"('influential', 'uninfluential')",0.1795659065246582,0.21439749002456665,0.03483158349990845
36,0.17111447,0.20663863,"('tolerant', 'intolerant')",0.1711144745349884,0.2066386342048645,0.0355241596698761
43,-0.15894805,-0.05345249,"('genuine', 'fake')",-0.15894804894924164,-0.053452491760253906,0.10549555718898773
67,0.14580256,0.026871607,"('discriminating', 'undiscriminating')",0.1458025574684143,0.026871606707572937,-0.11893095076084137
61,-0.1455183,-0.07443945,"('rational', 'irrational')",-0.14551830291748047,-0.07443945109844208,0.07107885181903839
14,-0.13440645,-0.27025658,"('supportive', 'unsupportive')",-0.1344064474105835,-0.27025657892227173,-0.13585013151168823
96,0.1292423,0.13076445,"('powerful', 'powerless')",0.12924230098724365,0.1307644546031952,0.001522153615951538
18,-0.10639092,-0.047854304,"('social', 'asocial')",-0.10639092326164246,-0.04785430431365967,0.05853661894798279
21,0.10140872,-0.08329892,"('nice', 'nasty')",0.10140872001647949,-0.08329892158508301,-0.1847076416015625
49,0.101225376,-0.00577116,"('responsible', 'irresponsible')",0.10122537612915039,-0.005771160125732422,-0.10699653625488281
37,-0.10101771,-0.2682953,"('good', 'evil')",-0.10101771354675293,-0.2682952880859375,-0.16727757453918457
30,-0.09685059,-0.14035322,"('honest', 'dishonest')",-0.09685058891773224,-0.1403532177209854,-0.043502628803253174
29,0.084902495,0.024945289,"('honest', 'immoral')",0.08490249514579773,0.02494528889656067,-0.05995720624923706
78,-0.05989304,-0.32123506,"('active', 'inactive')",-0.05989304184913635,-0.3212350606918335,-0.26134201884269714
93,-0.048904657,0.08966282,"('dominating', 'dominated')",-0.0489046573638916,0.0896628201007843,0.1385674774646759
0,0.04698932,0.1843451,"('sociable', 'unsociable')",0.0469893217086792,0.1843450963497162,0.137355774641037
59,-0.043424666,0.00048571825,"('skillful', 'clumsy')",-0.04342466592788696,0.0004857182502746582,0.04391038417816162
110,-0.0429838,0.103922844,"('narrow-minded', 'open-minded')",-0.042983800172805786,0.10392284393310547,0.14690664410591125
34,0.04262671,0.10161686,"('loyal', 'disloyal')",0.04262670874595642,0.10161685943603516,0.058990150690078735
86,-0.03971389,-0.0048143864,"('self-reliant', 'helpless')",-0.039713889360427856,-0.0048143863677978516,0.034899502992630005
31,0.033945054,0.022812933,"('altruistic', 'egoistic')",0.033945053815841675,0.02281293272972107,-0.011132121086120605
55,0.010911286,-0.05737999,"('intelligent', 'unintelligent')",0.010911285877227783,-0.05737999081611633,-0.06829127669334412
91,-0.009700552,-0.10581386,"('resilient', 'nonresilient')",-0.009700551629066467,-0.10581386089324951,-0.09611330926418304
