,Eversource_male,Eversource_female,tuple,Energy_male,Energy_female,average_male,average_female,female-male
52,1.0819955,0.76097,"('competitive', 'uncompetitive')",0.6844605,0.55959433,0.883228,0.6602821,-0.2229459
64,1.0731848,0.8641529,"('clever', 'incompetent')",0.053016484,0.005084142,0.5631007,0.4346185,-0.1284822
88,-1.0720488,-1.0754637,"('impulsive', 'meek')",0.33654112,0.37298727,-0.3677538,-0.3512382,0.0165156
18,1.007865,0.9338614,"('social', 'asocial')",-0.69985807,-0.7545368,0.1540034,0.0896623,-0.0643411
19,-0.94841605,-0.9644752,"('funny', 'boring')",-0.13538814,-0.03990853,-0.5419021,-0.5021919,0.0397102
96,0.91339564,0.73510915,"('powerful', 'powerless')",-0.8768334,-0.8493043,0.0182811,-0.0570976,-0.0753787
80,0.9035084,0.8328333,"('independent', 'dependent')",0.910199,0.86372226,0.9068537,0.8482778,-0.0585759
74,0.9001854,0.6028779,"('insightful', 'unperceptive')",-0.57297194,-0.68869704,0.1636067,-0.0429096,-0.2065163
34,0.8667611,0.9702794,"('loyal', 'disloyal')",-1.1445514,-1.0622392,-0.1388952,-0.0459799,0.0929153
110,-0.842381,-0.48457414,"('narrow-minded', 'open-minded')",0.39467308,0.4702797,-0.223854,-0.0071472,0.2167068
102,0.8404753,0.63896614,"('eminent', 'low')",-0.44348398,-0.48489523,0.1984957,0.0770355,-0.1214602
27,0.8377661,0.8794545,"('sincere', 'insincere')",-4.626646,-4.595598,-1.8944399,-1.8580718,0.0363681
68,-0.8254308,-1.0299292,"('clever', 'inept')",-0.785535,-0.9187091,-0.8054829,-0.9743191,-0.1688362
38,0.8005686,0.84433544,"('kind', 'unkind')",-1.3442032,-1.1759269,-0.2718173,-0.1657957,0.1060216
106,0.78820014,0.54659677,"('conventional', 'unconventional')",-0.06386308,0.13974884,0.3621685,0.3431728,-0.0189957
9,0.78136915,0.7421666,"('sensitive', 'insensitive')",-1.0588791,-1.3602222,-0.138755,-0.3090278,-0.1702728
107,0.7686443,0.72483337,"('conventional', 'modern')",1.5888056,1.6297069,1.1787249,1.1772702,-0.0014547
86,-0.76789224,-0.786229,"('self-reliant', 'helpless')",1.4863324,1.5164629,0.3592201,0.365117,0.0058969
70,0.7596287,0.7616095,"('wise', 'unwise')",0.26251295,0.33861598,0.5110708,0.5501127,0.0390419
54,0.7100587,0.30010858,"('smart', 'stupid')",-0.82057345,-1.0337156,-0.0552574,-0.3668035,-0.3115461
13,0.7055007,0.5061487,"('helpful', 'unhelpful')",-1.8578492,-2.0366828,-0.5761743,-0.7652671,-0.1890928
32,-0.70084,-0.46076488,"('benevolent', 'hardhearted')",-1.6566849,-1.4991838,-1.1787624,-0.9799743,0.1987881
44,0.6986165,0.57575095,"('truthful', 'untruthful')",-1.0396365,-1.0893031,-0.17051,-0.2567761,-0.0862661
39,-0.6868286,-0.61271703,"('right', 'wrong')",-0.9251549,-0.6825063,-0.8059918,-0.6476117,0.1583801
73,0.66442925,0.23866336,"('brilliant', 'incompetent')",-0.686167,-0.98009014,-0.0108689,-0.3707134,-0.3598445
49,0.6595663,0.47904795,"('responsible', 'irresponsible')",-1.2295014,-1.5301963,-0.2849675,-0.5255742,-0.2406067
47,0.6250328,0.6391055,"('forgiving', 'unforgiving')",0.08044623,0.28504205,0.3527395,0.4620738,0.1093343
98,-0.6092373,-0.4086671,"('prestigious', 'insignificant')",-1.0743887,-0.94518626,-0.841813,-0.6769267,0.1648863
23,0.60610765,0.4870745,"('hospitable', 'inhospitable')",0.33259988,0.23093963,0.4693538,0.3590071,-0.1103467
28,0.58968294,0.8189551,"('honest', 'dishonest')",-1.7097434,-1.8101741,-0.5600302,-0.4956095,0.0644207
29,0.5847093,0.34779397,"('honest', 'immoral')",-0.56368613,-0.63960296,0.0105116,-0.1459045,-0.1564161
50,-0.58003354,-0.72741616,"('unprejudiced', 'prejudiced')",1.5476372,1.404901,0.4838018,0.3387424,-0.1450594
8,-0.573878,-0.609323,"('open', 'distant')",-0.7762499,-0.81774896,-0.675064,-0.713536,-0.038472
33,-0.5646956,-0.30539978,"('softhearted', 'hardhearted')",-1.1810461,-1.2171636,-0.8728709,-0.7612817,0.1115892
95,-0.5511888,-0.5092821,"('rich', 'poor')",-4.6272683,-4.6285095,-2.5892286,-2.5688958,0.0203328
59,-0.5491767,-0.56804496,"('skillful', 'clumsy')",-0.1364826,0.048796505,-0.3428296,-0.2596242,0.0832054
85,0.547984,0.64540017,"('ambitious', 'unambitious')",-0.82016814,-0.78828305,-0.1360921,-0.0714414,0.0646507
46,0.52984416,0.76479894,"('generous', 'stingy')",1.0676553,1.213471,0.7987497,0.989135,0.1903853
7,-0.51448965,-0.5807823,"('outgoing', 'distant')",-0.9582027,-1.0771656,-0.7363462,-0.8289739,-0.0926277
57,0.49665356,0.21054956,"('able', 'unable')",-0.37518016,-0.5816332,0.0607367,-0.1855418,-0.2462785
11,0.48218846,0.5823337,"('caring', 'unaffectionate')",-2.286759,-2.2344143,-0.9022852,-0.8260403,0.0762449
101,-0.47898427,-0.71490157,"('successful', 'unsuccessful')",-1.207387,-1.2541333,-0.8431856,-0.9845175,-0.1413319
40,-0.47183496,-0.59621626,"('honorable', 'mean')",-4.225788,-4.4529896,-2.3488116,-2.5246029,-0.1757913
65,0.47141987,0.13445014,"('practical', 'impractical')",-0.5334346,-0.785117,-0.0310074,-0.3253334,-0.294326
53,-0.46746266,-0.45308822,"('smart', 'stupid')",-4.909489,-5.013891,-2.6884758,-2.7334898,-0.045014
62,0.4662338,0.49420124,"('creative', 'uncreative')",-1.4342988,-1.3323181,-0.4840325,-0.4190584,0.0649741
92,-0.4620298,-0.3220716,"('unwavering', 'wavering')",-0.49687544,-0.45122316,-0.4794526,-0.3866474,0.0928052
1,0.418775,0.55687237,"('friendly', 'unfriendly')",-2.1311111,-2.0460515,-0.8561681,-0.7445896,0.1115785
91,0.41020888,0.21534972,"('resilient', 'nonresilient')",0.1483301,-0.023761854,0.2792695,0.0957939,-0.1834756
17,0.4065643,0.32329684,"('social', 'antisocial')",-0.5612922,-0.5452804,-0.0773639,-0.1109918,-0.0336279
30,0.3740918,0.20085435,"('honest', 'dishonest')",-0.64175344,-0.68884104,-0.1338308,-0.2439933,-0.1101625
79,0.3690932,0.1443791,"('determined', 'doubtful')",0.6132475,0.49427894,0.4911703,0.319329,-0.1718413
83,0.3617071,0.32264596,"('energetic', 'lethargic')",-0.1950517,-0.4262385,0.0833277,-0.0517963,-0.135124
36,0.3518255,0.47068858,"('tolerant', 'intolerant')",-0.84972167,-0.9090461,-0.2489481,-0.2191788,0.0297693
72,0.34685126,0.51075333,"('logical', 'illogical')",-1.4162765,-1.1993184,-0.5347126,-0.3442825,0.1904301
51,0.33561066,0.22352089,"('competent', 'incompetent')",-0.14547682,-0.18504402,0.0950669,0.0192384,-0.0758285
3,0.33415264,0.14932677,"('likable', 'unlikable')",1.1934199,1.2132078,0.7637863,0.6812673,-0.082519
67,0.32491946,0.25734562,"('discriminating', 'undiscriminating')",-1.0063081,-0.93288183,-0.3406943,-0.3377681,0.0029262
99,-0.30482373,-0.1928674,"('prestigious', 'insignificant')",-1.3910214,-1.157311,-0.8479226,-0.6750892,0.1728334
105,-0.28352064,-0.14532869,"('conventional', 'modern')",-0.6967027,-0.5708891,-0.4901117,-0.3581089,0.1320028
35,0.27507007,0.40356642,"('fair', 'unfair')",0.40752128,0.54896545,0.3412957,0.4762659,0.1349702
37,-0.26781636,-0.21006271,"('good', 'evil')",0.9984116,1.0562552,0.3652976,0.4230962,0.0577986
48,-0.2572628,-0.37495142,"('reliable', 'unreliable')",2.3701181,2.1675105,1.0564277,0.8962796,-0.1601481
61,0.2470895,0.49061197,"('rational', 'irrational')",-0.49054417,-0.11518322,-0.1217273,0.1877144,0.3094417
31,-0.20766866,-0.14874315,"('altruistic', 'egoistic')",-1.3396593,-1.1237662,-0.773664,-0.6362547,0.1374093
58,0.19884737,0.45107013,"('able', 'clumsy')",-1.1952903,-1.0738436,-0.4982215,-0.3113867,0.1868348
42,-0.19575503,0.052148342,"('amicable', 'hostile')",-0.10989034,0.3637843,-0.1528227,0.2079663,0.360789
21,0.19102204,0.00945124,"('nice', 'nasty')",0.28618646,0.070064664,0.2386042,0.039758,-0.1988462
56,-0.18974672,-0.18526179,"('intelligent', 'dumb')",-0.05113907,-0.11410457,-0.1204429,-0.1496832,-0.0292403
78,0.17371184,-0.21181795,"('active', 'inactive')",0.48425913,0.26222402,0.3289855,0.025203,-0.3037825
24,0.13407634,0.025077686,"('thoughtful', 'rough')",-1.1226311,-1.047693,-0.4942774,-0.5113077,-0.0170303
26,0.11793961,0.27943745,"('trustworthy', 'untrustworthy')",0.93724823,0.97419345,0.5275939,0.6268154,0.0992215
6,-0.114494294,-0.19545382,"('liked', 'disliked')",3.9144573,4.0049515,1.8999815,1.9047488,0.0047673
20,-0.11395,-0.229151,"('popular', 'unpopular')",-0.34597415,-0.18668996,-0.2299621,-0.2079205,0.0220416
66,0.112341836,0.0492865,"('imaginative', 'unimaginative')",1.2511733,1.1167598,0.6817576,0.5830231,-0.0987345
89,0.11161959,-0.082327604,"('daring', 'anxious')",0.58057547,0.36130643,0.3460975,0.1394894,-0.2066081
63,-0.104093954,-0.053835556,"('capable', 'incapable')",-0.7407539,-0.8478951,-0.4224239,-0.4508653,-0.0284414
45,0.10301235,-0.087035924,"('cooperative', 'exploitative')",0.20671351,-0.052718133,0.1548629,-0.069877,-0.2247399
87,0.10169845,-0.087539636,"('dedicated', 'undedicated')",-0.19721216,-0.20700407,-0.0477569,-0.1472719,-0.099515
10,-0.09735358,0.20764875,"('affectionate', 'unaffectionate')",-1.2531061,-1.0973046,-0.6752298,-0.4448279,0.2304019
69,-0.086983055,0.067497686,"('wise', 'foolish')",-0.952003,-0.7261133,-0.519493,-0.3293078,0.1901852
77,-0.08415484,-0.08282435,"('active', 'inactive')",0.0413664,0.13626847,-0.0213942,0.0267221,0.0481163
4,-0.06031614,-0.14459127,"('likable', 'unlikable')",-1.4142011,-1.2659484,-0.7372586,-0.7052698,0.0319888
97,0.034294903,0.05266285,"('superior', 'inferior')",-0.38541403,-0.39921665,-0.1755596,-0.1732769,0.0022827
43,-0.029218126,-0.0134681575,"('genuine', 'fake')",-0.65539926,-0.7165202,-0.3423087,-0.3649942,-0.0226855
104,0.02724582,0.3772056,"('conventional', 'unconventional')",-1.1860037,-0.82809633,-0.579379,-0.2254454,0.3539336
84,0.016000256,-0.1450444,"('self-confident', 'diffident')",-1.2299539,-1.3634865,-0.6069768,-0.7542655,-0.1472887
93,-0.015839547,-0.064850435,"('dominating', 'dominated')",0.4705351,0.34520972,0.2273478,0.1401796,-0.0871682
