,Tesla_male,Tesla_female,tuple,average_male,average_female,female-male
16,0.75125134,0.6269744,"('fair', 'unfair')",0.7512513399124146,0.6269744038581848,-0.12427693605422974
6,0.74283546,0.8029751,"('supportive', 'unsupportive')",0.7428354620933533,0.8029751181602478,0.06013965606689453
42,0.74115217,0.62938094,"('secure', 'insecure')",0.7411521673202515,0.6293809413909912,-0.11177122592926025
20,-0.65258634,-0.542895,"('right', 'wrong')",-0.6525863409042358,-0.5428950190544128,0.109691321849823
13,0.6307723,0.55755854,"('sincere', 'insincere')",0.6307722926139832,0.557558536529541,-0.07321375608444214
10,-0.6254021,-0.59691095,"('hospitable', 'inhospitable')",-0.6254020929336548,-0.5969109535217285,0.02849113941192627
27,-0.61302024,-0.66540337,"('responsible', 'irresponsible')",-0.6130202412605286,-0.6654033660888672,-0.05238312482833862
38,-0.6057068,-0.3577488,"('discriminating', 'undiscriminating')",-0.6057068109512329,-0.357748806476593,0.2479580044746399
55,-0.58666426,-0.5103855,"('conventional', 'unconventional')",-0.5866642594337463,-0.5103855133056641,0.07627874612808228
40,-0.57585055,-0.4481805,"('logical', 'illogical')",-0.5758505463600159,-0.44818049669265747,0.1276700496673584
21,0.57223165,0.83749795,"('incorrupt', 'corrupt')",0.572231650352478,0.8374979496002197,0.2652662992477417
7,0.55897063,0.7082623,"('polite', 'impolite')",0.5589706301689148,0.7082623243331909,0.14929169416427612
39,-0.5472085,-0.46926916,"('wise', 'foolish')",-0.5472084879875183,-0.46926915645599365,0.07793933153152466
17,-0.48147935,-0.47768193,"('tolerant', 'intolerant')",-0.48147934675216675,-0.4776819348335266,0.0037974119186401367
18,0.4784038,0.47116166,"('good', 'evil')",0.47840380668640137,0.4711616635322571,-0.007242143154144287
51,-0.4521873,-0.28446376,"('powerful', 'powerless')",-0.45218729972839355,-0.2844637632369995,0.16772353649139404
4,-0.38590676,-0.56825453,"('sensitive', 'insensitive')",-0.38590675592422485,-0.5682545304298401,-0.18234777450561523
48,-0.38236564,-0.18838018,"('dedicated', 'undedicated')",-0.3823656439781189,-0.1883801817893982,0.1939854621887207
34,-0.37840822,-0.21737717,"('rational', 'irrational')",-0.3784082233905792,-0.217377170920372,0.16103105247020721
43,-0.30625325,-0.035362482,"('active', 'inactive')",-0.30625325441360474,-0.03536248207092285,0.2708907723426819
2,-0.2921758,-0.00042545795,"('likable', 'unlikable')",-0.2921757996082306,-0.0004254579544067383,0.29175034165382385
32,-0.26700923,-0.23133582,"('able', 'unable')",-0.2670092284679413,-0.2313358187675476,0.03567340970039368
56,0.23888257,0.2789783,"('conventional', 'unconventional')",0.23888257145881653,0.27897828817367554,0.04009571671485901
0,0.21493176,0.51496154,"('sociable', 'unsociable')",0.21493175625801086,0.5149615406990051,0.30002978444099426
47,-0.17582715,-0.17414409,"('ambitious', 'unambitious')",-0.17582714557647705,-0.17414408922195435,0.001683056354522705
54,0.15906844,-0.006215751,"('successful', 'unsuccessful')",0.15906843543052673,-0.0062157511711120605,-0.1652841866016388
8,-0.15124762,0.024961501,"('popular', 'unpopular')",-0.15124762058258057,0.024961501359939575,0.17620912194252014
22,-0.09640765,0.14873862,"('amicable', 'hostile')",-0.09640765190124512,0.14873862266540527,0.2451462745666504
9,-0.05953026,-0.07570398,"('nice', 'nasty')",-0.05953025817871094,-0.07570397853851318,-0.016173720359802246
11,0.053301662,-0.03426467,"('moral', 'immoral')",0.05330166220664978,-0.03426466882228851,-0.0875663310289383
25,0.026443116,0.21811482,"('forgiving', 'unforgiving')",0.02644311636686325,0.21811482310295105,0.1916717067360878
