,Starbucks_male,Starbucks_female,tuple,average_male,average_female,female-male
56,-0.4648419,-0.27955493,"('conventional', 'unconventional')",-0.46484190225601196,-0.27955493330955505,0.1852869689464569
37,-0.46055424,-0.5925521,"('practical', 'impractical')",-0.46055424213409424,-0.592552125453949,-0.13199788331985474
15,-0.44920847,-0.43852893,"('loyal', 'disloyal')",-0.44920846819877625,-0.4385289251804352,0.010679543018341064
6,-0.40748614,-0.4711821,"('supportive', 'unsupportive')",-0.4074861407279968,-0.47118210792541504,-0.06369596719741821
2,-0.37568516,-0.53849304,"('likable', 'unlikable')",-0.3756851553916931,-0.5384930372238159,-0.1628078818321228
39,-0.3594972,-0.3325013,"('wise', 'foolish')",-0.35949718952178955,-0.33250129222869873,0.02699589729309082
4,-0.3567001,-0.6245466,"('sensitive', 'insensitive')",-0.3567000925540924,-0.6245465874671936,-0.2678464949131012
0,0.34098655,0.4397333,"('sociable', 'unsociable')",0.34098654985427856,0.4397332966327667,0.09874674677848816
29,-0.3281754,-0.7803261,"('competent', 'incompetent')",-0.3281753957271576,-0.7803261280059814,-0.45215073227882385
25,-0.29306382,-0.26098555,"('forgiving', 'unforgiving')",-0.29306381940841675,-0.2609855532646179,0.03207826614379883
46,0.29130983,0.074839234,"('energetic', 'lethargic')",0.29130983352661133,0.07483923435211182,-0.2164705991744995
45,0.27621925,0.092913225,"('independent', 'dependent')",0.2762192487716675,0.09291322529315948,-0.183306023478508
34,-0.2015355,0.08412391,"('rational', 'irrational')",-0.20153549313545227,0.08412390947341919,0.28565940260887146
21,0.1980021,0.50962317,"('incorrupt', 'corrupt')",0.19800209999084473,0.5096231698989868,0.3116210699081421
43,-0.1761579,0.06902969,"('active', 'inactive')",-0.1761579066514969,0.06902968883514404,0.24518759548664093
17,-0.11927989,-0.2317028,"('tolerant', 'intolerant')",-0.1192798912525177,-0.2317028045654297,-0.11242291331291199
16,0.108821355,0.08363022,"('fair', 'unfair')",0.10882135480642319,0.08363021910190582,-0.025191135704517365
54,-0.097122185,-0.075089425,"('successful', 'unsuccessful')",-0.0971221849322319,-0.07508942484855652,0.022032760083675385
