,Humana_male,Humana_female,tuple,average_male,average_female,female-male
17,-0.7053257,-0.93897533,"('tolerant', 'intolerant')",-0.705325722694397,-0.9389753341674805,-0.2336496114730835
12,-0.6789305,-0.5049775,"('trustworthy', 'untrustworthy')",-0.6789305210113525,-0.5049775242805481,0.17395299673080444
8,0.6639781,0.73825336,"('popular', 'unpopular')",0.663978099822998,0.7382533550262451,0.07427525520324707
52,-0.6605769,-0.4238056,"('superior', 'inferior')",-0.6605768799781799,-0.4238055944442749,0.23677128553390503
19,-0.6506027,-0.56919146,"('kind', 'unkind')",-0.6506026983261108,-0.5691914558410645,0.08141124248504639
32,-0.6343676,-0.7256981,"('able', 'unable')",-0.6343675851821899,-0.7256981134414673,-0.09133052825927734
49,0.58283246,0.5217645,"('motivated', 'unmotivated')",0.5828324556350708,0.5217645168304443,-0.061067938804626465
24,0.5485569,0.7488836,"('generous', 'stingy')",0.548556923866272,0.7488836050033569,0.20032668113708496
27,-0.5240066,-0.5930856,"('responsible', 'irresponsible')",-0.5240066051483154,-0.5930855870246887,-0.06907898187637329
22,0.4909593,0.6797753,"('amicable', 'hostile')",0.4909592866897583,0.6797752976417542,0.18881601095199585
6,0.453587,0.47603804,"('supportive', 'unsupportive')",0.45358699560165405,0.47603803873062134,0.022451043128967285
10,0.41641942,0.35934407,"('hospitable', 'inhospitable')",0.4164194166660309,0.3593440651893616,-0.05707535147666931
16,-0.41588965,-0.22571273,"('fair', 'unfair')",-0.4158896505832672,-0.22571273148059845,0.19017691910266876
33,-0.4030853,-0.39965606,"('educated', 'uneducated')",-0.40308529138565063,-0.3996560573577881,0.003429234027862549
14,-0.40022516,-0.4036679,"('honest', 'dishonest')",-0.4002251625061035,-0.4036678969860077,-0.003442734479904175
54,0.35284853,0.23212594,"('successful', 'unsuccessful')",0.35284852981567383,0.23212593793869019,-0.12072259187698364
20,-0.33697566,-0.22216421,"('right', 'wrong')",-0.33697566390037537,-0.22216421365737915,0.11481145024299622
23,-0.33374316,-0.39766073,"('truthful', 'untruthful')",-0.333743155002594,-0.3976607322692871,-0.06391757726669312
28,0.31804395,0.09675035,"('unprejudiced', 'prejudiced')",0.31804394721984863,0.09675034880638123,-0.2212935984134674
53,0.29926777,0.36297756,"('influential', 'uninfluential')",0.2992677688598633,0.3629775643348694,0.0637097954750061
2,0.2785513,0.41216868,"('likable', 'unlikable')",0.278551310300827,0.4121686816215515,0.1336173713207245
1,-0.20542467,-0.06760439,"('friendly', 'unfriendly')",-0.20542466640472412,-0.06760439276695251,0.1378202736377716
40,-0.18955564,-0.18667626,"('logical', 'illogical')",-0.18955564498901367,-0.1866762638092041,0.0028793811798095703
51,-0.16935776,-0.12638488,"('powerful', 'powerless')",-0.1693577617406845,-0.1263848841190338,0.042972877621650696
47,0.16786066,0.11409244,"('ambitious', 'unambitious')",0.16786065697669983,0.11409243941307068,-0.05376821756362915
42,0.15539414,0.18979558,"('secure', 'insecure')",0.15539413690567017,0.189795583486557,0.03440144658088684
43,0.15290359,0.22690408,"('active', 'inactive')",0.15290358662605286,0.22690407931804657,0.07400049269199371
45,-0.14293578,-0.12762082,"('independent', 'dependent')",-0.14293578267097473,-0.12762081623077393,0.015314966440200806
5,-0.14111814,-0.17435083,"('helpful', 'unhelpful')",-0.1411181390285492,-0.1743508279323578,-0.033232688903808594
31,-0.11945355,-0.24917462,"('intelligent', 'unintelligent')",-0.1194535493850708,-0.24917462468147278,-0.12972107529640198
0,-0.113529146,-0.042673796,"('sociable', 'unsociable')",-0.11352914571762085,-0.04267379641532898,0.07085534930229187
41,0.113308676,-0.064283885,"('confident', 'shy')",0.11330867558717728,-0.06428388506174088,-0.17759256064891815
4,0.11311435,0.028437555,"('sensitive', 'insensitive')",0.11311434954404831,0.028437554836273193,-0.08467679470777512
34,-0.0905644,-0.012192622,"('rational', 'irrational')",-0.09056439995765686,-0.01219262182712555,0.07837177813053131
29,-0.08184841,-0.116456896,"('competent', 'incompetent')",-0.08184841275215149,-0.11645689606666565,-0.03460848331451416
57,-0.06745313,0.02306068,"('conservative', 'liberal')",-0.06745313107967377,0.02306067943572998,0.09051381051540375
39,0.053863257,0.09907408,"('wise', 'foolish')",0.05386325716972351,0.09907408058643341,0.0452108234167099
25,-0.041523308,-0.07686353,"('forgiving', 'unforgiving')",-0.04152330756187439,-0.07686352729797363,-0.03534021973609924
38,0.009286918,0.16335939,"('discriminating', 'undiscriminating')",0.009286917746067047,0.1633593887090683,0.15407247096300125
26,-0.00031372905,-0.012211785,"('reliable', 'unreliable')",-0.00031372904777526855,-0.012211784720420837,-0.011898055672645569
46,-0.0003059581,-0.039960563,"('energetic', 'lethargic')",-0.000305958092212677,-0.03996056318283081,-0.039654605090618134
