,Nielsen_male,Nielsen_female,tuple,Holdings_male,Holdings_female,average_male,average_female,female-male
37,-0.88331014,-0.82224494,"('practical', 'impractical')",-1.6573434,-1.5400561,-1.2703267335891724,-1.1811505556106567,0.08917617797851562
55,-0.8709911,-0.72686684,"('conventional', 'unconventional')",-0.42691988,-0.44848496,-0.6489554643630981,-0.587675929069519,0.0612795352935791
16,0.82217526,1.0461498,"('fair', 'unfair')",0.8743042,0.99464476,0.8482397198677063,1.0203973054885864,0.17215758562088013
36,-0.81868863,-0.98937935,"('capable', 'incapable')",-0.72232276,-1.0001471,-0.7705056667327881,-0.9947632551193237,-0.22425758838653564
51,-0.8143036,-0.73090696,"('powerful', 'powerless')",-0.7962618,-0.46324554,-0.805282711982727,-0.5970762372016907,0.20820647478103638
52,-0.81373465,-0.7947153,"('superior', 'inferior')",-0.78949255,-0.78319675,-0.8016135692596436,-0.7889560461044312,0.012657523155212402
21,0.77699816,0.57084465,"('incorrupt', 'corrupt')",2.1524835,2.309352,1.4647407531738281,1.4400982856750488,-0.024642467498779297
47,0.77090573,0.6032888,"('ambitious', 'unambitious')",-0.7528984,-0.5429959,0.009003669023513794,0.03014644980430603,0.021142780780792236
18,0.7615025,0.6099705,"('good', 'evil')",2.5253267,2.707703,1.6434146165847778,1.658836841583252,0.015422224998474121
17,-0.6950155,-0.6204666,"('tolerant', 'intolerant')",-1.5423541,-1.3843503,-1.1186847686767578,-1.002408504486084,0.11627626419067383
2,-0.6603189,-0.453183,"('likable', 'unlikable')",-0.7356427,-0.7155111,-0.6979807615280151,-0.5843470096588135,0.11363375186920166
48,-0.58918583,-0.55392826,"('dedicated', 'undedicated')",-0.9940319,-0.89585793,-0.7916088700294495,-0.7248930931091309,0.0667157769203186
12,0.58542037,0.8450426,"('trustworthy', 'untrustworthy')",0.41538066,0.39705262,0.5004005432128906,0.6210476160049438,0.12064707279205322
25,-0.58166885,-0.40282553,"('forgiving', 'unforgiving')",-0.30482313,-0.05871731,-0.4432460069656372,-0.23077142238616943,0.21247458457946777
6,0.52545345,0.60877824,"('supportive', 'unsupportive')",0.6490345,0.9883406,0.5872439742088318,0.7985594272613525,0.21131545305252075
9,0.52159923,0.45724466,"('nice', 'nasty')",0.77133566,0.8175553,0.6464674472808838,0.6373999714851379,-0.00906747579574585
31,-0.51224124,-0.4917888,"('intelligent', 'unintelligent')",-1.2213461,-1.3420808,-0.866793692111969,-0.9169348478317261,-0.05014115571975708
34,0.51014256,0.5085527,"('rational', 'irrational')",1.5563276,1.7502799,1.0332350730895996,1.1294162273406982,0.09618115425109863
13,0.4842407,0.61220396,"('sincere', 'insincere')",-0.90881157,-1.0102932,-0.21228542923927307,-0.19904464483261108,0.013240784406661987
4,-0.41792744,-0.3554787,"('sensitive', 'insensitive')",-1.6883833,-1.8456318,-1.0531554222106934,-1.1005553007125854,-0.04739987850189209
23,0.40833223,0.3157753,"('truthful', 'untruthful')",0.1385026,0.26820248,0.2734174132347107,0.29198890924453735,0.01857149600982666
35,-0.39587712,-0.4124494,"('creative', 'uncreative')",-0.76439476,-0.64673364,-0.5801359415054321,-0.5295915007591248,0.05054444074630737
46,-0.36709005,-0.03378511,"('energetic', 'lethargic')",-1.1224997,-1.2530756,-0.7447948455810547,-0.6434303522109985,0.10136449337005615
54,0.28702816,0.21304442,"('successful', 'unsuccessful')",-1.8813348,-2.034066,-0.7971532940864563,-0.910510778427124,-0.11335748434066772
42,0.2558651,0.31981224,"('secure', 'insecure')",-0.77669746,-0.84289765,-0.260416179895401,-0.2615427076816559,-0.0011265277862548828
22,0.24292296,0.14182508,"('amicable', 'hostile')",2.034894,2.330525,1.1389085054397583,1.2361750602722168,0.0972665548324585
29,0.23392528,0.34191263,"('competent', 'incompetent')",-1.2937353,-1.301471,-0.5299049615859985,-0.4797791838645935,0.05012577772140503
20,-0.18998304,-0.04296553,"('right', 'wrong')",0.5891806,0.95958763,0.1995987743139267,0.4583110511302948,0.2587122768163681
11,-0.15360394,-0.020554721,"('moral', 'immoral')",-1.6408509,-1.881067,-0.89722740650177,-0.9508109092712402,-0.053583502769470215
0,-0.1385982,0.07173401,"('sociable', 'unsociable')",-0.8916652,-0.7533578,-0.5151317119598389,-0.34081190824508667,0.1743198037147522
8,-0.13038364,-0.15368769,"('popular', 'unpopular')",0.4957329,0.14628363,0.18267463147640228,-0.003702029585838318,-0.1863766610622406
39,-0.12648359,-0.30535814,"('wise', 'foolish')",1.0331184,1.1519731,0.45331740379333496,0.42330747842788696,-0.030009925365447998
56,0.12589504,-0.001215443,"('conventional', 'unconventional')",-0.6882695,-0.5743922,-0.2811872363090515,-0.2878038287162781,-0.0066165924072265625
10,-0.103060365,-0.4763139,"('hospitable', 'inhospitable')",1.2836788,1.2248605,0.590309202671051,0.3742733299732208,-0.2160358726978302
40,-0.097471885,-0.013264507,"('logical', 'illogical')",-1.4612262,-1.3648791,-0.7793490290641785,-0.6890718340873718,0.09027719497680664
43,-0.089672536,0.11015254,"('active', 'inactive')",-0.06374133,0.38209367,-0.07670693099498749,0.24612310528755188,0.32283003628253937
27,-0.06606388,-0.18990856,"('responsible', 'irresponsible')",-1.8007641,-1.7896037,-0.9334139823913574,-0.9897561073303223,-0.056342124938964844
38,0.057942197,0.02013123,"('discriminating', 'undiscriminating')",-0.95261633,-0.67132825,-0.4473370611667633,-0.32559850811958313,0.12173855304718018
32,0.005608797,-0.15128109,"('able', 'unable')",-0.6606281,-1.0480552,-0.32750964164733887,-0.5996681451797485,-0.27215850353240967
