,Edwards_male,Edwards_female,tuple,Lifesciences_male,Lifesciences_female,average_male,average_female,female-male
18,0.47041744,0.55082947,"('good', 'evil')",-0.6603178,-0.7977702,-0.09495016932487488,-0.12347036600112915,-0.028520196676254272
52,-0.46212706,-0.27034894,"('superior', 'inferior')",-0.4239077,-0.33024877,-0.4430173635482788,-0.30029886960983276,0.14271849393844604
48,-0.4429981,-0.49541387,"('dedicated', 'undedicated')",0.10550845,0.10018703,-0.16874483227729797,-0.1976134181022644,-0.02886858582496643
54,0.42481542,0.49004287,"('successful', 'unsuccessful')",-0.71825826,-0.64143795,-0.14672142267227173,-0.07569754123687744,0.07102388143539429
2,-0.4121468,-0.08303298,"('likable', 'unlikable')",0.57307374,0.61881614,0.0804634690284729,0.2678915858268738,0.18742811679840088
42,0.38911903,0.38900548,"('secure', 'insecure')",0.6502169,0.88070935,0.5196679830551147,0.6348574161529541,0.11518943309783936
56,0.38069168,0.4269758,"('conventional', 'unconventional')",0.891168,0.91894615,0.6359298229217529,0.6729609966278076,0.03703117370605469
53,-0.34136838,0.07341504,"('influential', 'uninfluential')",1.2209972,1.315733,0.43981441855430603,0.6945739984512329,0.2547595798969269
46,-0.3364078,-0.3124088,"('energetic', 'lethargic')",0.8568685,0.7697716,0.2602303624153137,0.22868138551712036,-0.03154897689819336
21,0.3076607,0.52820134,"('incorrupt', 'corrupt')",-0.45534116,-0.5090801,-0.07384023070335388,0.009560614824295044,0.08340084552764893
27,-0.29219854,-0.22465491,"('responsible', 'irresponsible')",0.57363135,0.49338537,0.14071640372276306,0.1343652307987213,-0.006351172924041748
20,-0.27869713,-0.12293327,"('right', 'wrong')",-0.28014258,-0.2662524,-0.27941983938217163,-0.19459283351898193,0.0848270058631897
8,0.26367038,0.5321965,"('popular', 'unpopular')",-0.2872203,-0.3446275,-0.011774957180023193,0.09378451108932495,0.10555946826934814
4,-0.25861976,-0.3216947,"('sensitive', 'insensitive')",0.79179025,0.6764955,0.26658523082733154,0.1774003952741623,-0.08918483555316925
0,-0.24893296,0.13374093,"('sociable', 'unsociable')",1.442468,1.6694033,0.5967675447463989,0.9015721082687378,0.30480456352233887
38,-0.22852054,-0.09415218,"('discriminating', 'undiscriminating')",0.5910624,0.69712794,0.18127094209194183,0.30148786306381226,0.12021692097187042
34,0.18220615,0.5395521,"('rational', 'irrational')",-0.90064514,-0.7373545,-0.359219491481781,-0.09890121221542358,0.2603182792663574
33,-0.1737478,-0.15125525,"('educated', 'uneducated')",0.43934625,0.46174875,0.13279923796653748,0.15524674952030182,0.022447511553764343
29,0.15028387,0.28735512,"('competent', 'incompetent')",0.98090196,0.94532233,0.565592885017395,0.6163387298583984,0.05074584484100342
10,0.13015747,0.18986964,"('hospitable', 'inhospitable')",-0.17145176,-0.30648205,-0.020647145807743073,-0.05830620229244232,-0.03765905648469925
37,0.09470092,0.021226406,"('practical', 'impractical')",0.3211509,0.33904886,0.2079259157180786,0.18013763427734375,-0.027788281440734863
32,-0.061287314,-0.21728662,"('able', 'unable')",-0.5340209,-0.6840902,-0.29765409231185913,-0.4506884217262268,-0.15303432941436768
43,-0.04324548,0.3269369,"('active', 'inactive')",-1.5466921,-1.4885482,-0.7949687838554382,-0.5808056592941284,0.21416312456130981
39,-0.041585922,0.1702047,"('wise', 'foolish')",-1.4475317,-1.4929218,-0.7445588111877441,-0.6613585948944092,0.08320021629333496
9,0.02185744,0.046806574,"('nice', 'nasty')",-0.06472997,-0.14262204,-0.021436266601085663,-0.04790773242712021,-0.026471465826034546
51,0.008610994,0.06343636,"('powerful', 'powerless')",-0.23600486,-0.1319066,-0.11369693279266357,-0.03423511981964111,0.07946181297302246
