,Walgreens_male,Walgreens_female,tuple,Boots_male,Boots_female,Alliance_male,Alliance_female,average_male,average_female,female-male
18,0.43216538,0.47920257,"('social', 'asocial')",-0.060644478,-0.0057476237,-0.89068615,-0.89599764,-0.1730551,-0.1408476,0.0322075
49,0.42174906,0.4848114,"('responsible', 'irresponsible')",-0.9599604,-1.0828325,-1.702419,-1.886739,-0.7468768,-0.8282533,-0.0813765
31,-0.39748394,-0.68487644,"('altruistic', 'egoistic')",-1.2584715,-1.229275,-0.5932253,-0.41851443,-0.7497269,-0.7775553,-0.0278284
79,0.38888553,0.29873255,"('determined', 'doubtful')",-0.010583863,-0.11575214,0.15001726,0.02690339,0.1761063,0.0699613,-0.106145
50,0.38637596,0.28575414,"('unprejudiced', 'prejudiced')",2.5504866,2.2705517,1.672264,1.4808458,1.5363755,1.3457173,-0.1906582
33,-0.3716181,-0.2710985,"('softhearted', 'hardhearted')",-1.0154932,-0.8063945,-1.7834451,-1.6119095,-1.0568521,-0.8964675,0.1603846
3,0.36329135,0.3927786,"('likable', 'unlikable')",2.4969907,2.3410358,2.0443766,1.9204948,1.6348861,1.5514364,-0.0834497
86,-0.3418668,-0.33372563,"('self-reliant', 'helpless')",2.8088028,2.648325,2.8013117,2.7764223,1.7560825,1.6970072,-0.0590753
24,-0.3127011,-0.34442693,"('thoughtful', 'rough')",-0.6047312,-0.613958,-1.4778476,-1.4423765,-0.7984266,-0.8002538,-0.0018272
21,0.3068837,0.1055758,"('nice', 'nasty')",1.0254941,0.7551615,0.7943715,0.61501503,0.7089164,0.4919175,-0.2169989
57,-0.27649155,-0.3794802,"('able', 'unable')",0.31303406,0.16503537,-0.50077164,-0.6183375,-0.154743,-0.2775941,-0.1228511
38,0.24522091,0.39532888,"('kind', 'unkind')",-1.1036613,-0.9115988,-1.0620174,-1.0568953,-0.6401526,-0.5243884,0.1157642
48,0.24272873,0.16828978,"('reliable', 'unreliable')",3.4015787,3.2525377,1.963063,1.9164544,1.8691235,1.7790939,-0.0900296
34,0.23926559,0.4567523,"('loyal', 'disloyal')",-1.7431681,-1.5562396,-1.602124,-1.5916309,-1.0353422,-0.8970394,0.1383028
72,0.14400427,0.29681635,"('logical', 'illogical')",-0.7609407,-0.6097103,-0.6784107,-0.44746968,-0.4317824,-0.2534545,0.1783279
88,-0.1405597,-0.15472472,"('impulsive', 'meek')",1.1520715,1.0322096,1.0477628,1.0878303,0.6864249,0.6551051,-0.0313198
30,0.14034095,0.16316473,"('honest', 'dishonest')",-0.267296,-0.38175994,-0.40679878,-0.5122161,-0.1779179,-0.2436038,-0.0656859
56,-0.13863273,-0.083995074,"('intelligent', 'dumb')",1.3575368,1.3554294,0.26876527,0.2888413,0.4958897,0.5200919,0.0242022
78,0.122583404,-0.2347915,"('active', 'inactive')",0.55456644,0.3577825,1.3751066,1.2576654,0.6840854,0.4602188,-0.2238666
43,-0.07908492,0.0040326864,"('genuine', 'fake')",-0.47069654,-0.45808393,-0.8886941,-0.91681826,-0.4794919,-0.4569565,0.0225354
67,-0.071989045,-0.0068911016,"('discriminating', 'undiscriminating')",-0.05724759,-0.016460009,-0.22749497,-0.16007438,-0.1189105,-0.0611418,0.0577687
62,0.06801217,0.064422786,"('creative', 'uncreative')",-0.7938783,-0.6840306,-0.3008384,-0.06955817,-0.3422348,-0.229722,0.1125128
35,-0.055445686,0.07231139,"('fair', 'unfair')",0.29196858,0.3852324,0.5719736,0.8574405,0.2694988,0.4383281,0.1688293
91,-0.045528516,-0.23585182,"('resilient', 'nonresilient')",-0.66372406,-0.5520538,-0.37593842,-0.39054304,-0.3617303,-0.3928162,-0.0310859
110,-0.04526949,-0.014293566,"('narrow-minded', 'open-minded')",0.033232868,0.047065973,0.27348214,0.22442463,0.0871485,0.0857323,-0.0014162
87,0.03377822,0.14737731,"('dedicated', 'undedicated')",-0.85252476,-0.7126434,-0.84122217,-0.8402128,-0.5533229,-0.468493,0.0848299
96,-0.029794753,-0.05748275,"('powerful', 'powerless')",-0.006336659,-0.104655474,0.020953834,-0.061545238,-0.0050592,-0.0745612,-0.069502
45,-0.024490654,-0.056904584,"('cooperative', 'exploitative')",-0.027595237,-0.12484816,-1.4396002,-1.7592616,-0.4972287,-0.6470048,-0.1497761
44,-0.0039924383,-0.018725038,"('truthful', 'untruthful')",-0.50473505,-0.6555065,-0.5575094,-0.63485014,-0.3554123,-0.4363606,-0.0809483
