,IQVIA_male,IQVIA_female,tuple,average_male,average_female,female-male
19,-0.67183524,-0.5495702,"('funny', 'boring')",-0.6718352437019348,-0.5495702028274536,0.1222650408744812
13,-0.6521323,-0.6217235,"('helpful', 'unhelpful')",-0.6521322727203369,-0.621723473072052,0.030408799648284912
35,0.6445785,0.8724524,"('fair', 'unfair')",0.6445785164833069,0.8724523782730103,0.22787386178970337
56,0.62991047,0.580407,"('intelligent', 'dumb')",0.6299104690551758,0.5804070234298706,-0.049503445625305176
17,0.62455046,0.6691574,"('social', 'antisocial')",0.624550461769104,0.6691573858261108,0.044606924057006836
24,-0.59415394,-0.55657583,"('thoughtful', 'rough')",-0.5941539406776428,-0.5565758347511292,0.03757810592651367
26,-0.58804333,-0.36915964,"('trustworthy', 'untrustworthy')",-0.5880433320999146,-0.36915963888168335,0.2188836932182312
0,0.5745338,0.6341671,"('sociable', 'unsociable')",0.5745338201522827,0.6341670751571655,0.05963325500488281
105,-0.5687741,-0.4838047,"('conventional', 'modern')",-0.5687741041183472,-0.48380470275878906,0.0849694013595581
99,-0.5513671,-0.27998203,"('prestigious', 'insignificant')",-0.5513671040534973,-0.2799820303916931,0.2713850736618042
42,0.5269678,0.7287318,"('amicable', 'hostile')",0.5269678235054016,0.7287318110466003,0.20176398754119873
85,0.49300754,0.51447284,"('ambitious', 'unambitious')",0.4930075407028198,0.5144728422164917,0.021465301513671875
21,0.48959202,0.46199548,"('nice', 'nasty')",0.4895920157432556,0.4619954824447632,-0.02759653329849243
79,0.46755219,0.28684568,"('determined', 'doubtful')",0.46755218505859375,0.28684568405151367,-0.18070650100708008
87,-0.4467822,-0.4876995,"('dedicated', 'undedicated')",-0.4467822015285492,-0.4876995086669922,-0.04091730713844299
54,0.44377413,-0.078694195,"('smart', 'stupid')",0.44377413392066956,-0.07869419455528259,-0.5224683284759521
18,-0.43763727,-0.22698133,"('social', 'asocial')",-0.4376372694969177,-0.22698132693767548,0.21065594255924225
4,-0.41953677,-0.24334045,"('likable', 'unlikable')",-0.4195367693901062,-0.24334044754505157,0.17619632184505463
106,0.41792583,0.34521228,"('conventional', 'unconventional')",0.4179258346557617,0.34521228075027466,-0.07271355390548706
80,0.40997323,0.43606222,"('independent', 'dependent')",0.40997323393821716,0.436062216758728,0.026088982820510864
34,-0.39422587,-0.17144026,"('loyal', 'disloyal')",-0.3942258656024933,-0.1714402586221695,0.2227856069803238
59,-0.37964463,-0.36546427,"('skillful', 'clumsy')",-0.37964463233947754,-0.3654642701148987,0.014180362224578857
41,0.37672436,0.48013842,"('incorrupt', 'corrupt')",0.37672436237335205,0.4801384210586548,0.10341405868530273
97,-0.37468934,-0.1422464,"('superior', 'inferior')",-0.37468934059143066,-0.14224639534950256,0.2324429452419281
52,0.36756465,0.3974403,"('competitive', 'uncompetitive')",0.3675646483898163,0.3974403142929077,0.02987566590309143
10,-0.36552465,-0.052869514,"('affectionate', 'unaffectionate')",-0.36552464962005615,-0.052869513630867004,0.31265513598918915
69,-0.33846918,-0.21151969,"('wise', 'foolish')",-0.33846917748451233,-0.21151968836784363,0.1269494891166687
55,-0.3251193,-0.45516366,"('intelligent', 'unintelligent')",-0.325119286775589,-0.4551636576652527,-0.1300443708896637
50,0.32285175,0.2598111,"('unprejudiced', 'prejudiced')",0.3228517472743988,0.2598111033439636,-0.06304064393043518
100,0.3083115,0.3713085,"('influential', 'uninfluential')",0.30831149220466614,0.37130850553512573,0.0629970133304596
12,0.30471295,0.45652747,"('sympathetic', 'unsympathetic')",0.3047129511833191,0.4565274715423584,0.1518145203590393
65,-0.29456538,-0.51554465,"('practical', 'impractical')",-0.2945653796195984,-0.5155446529388428,-0.22097927331924438
1,-0.29077774,-0.08987467,"('friendly', 'unfriendly')",-0.2907777428627014,-0.08987466990947723,0.20090307295322418
22,0.29063234,0.32546997,"('welcoming', 'disagreeable')",0.29063233733177185,0.325469970703125,0.03483763337135315
45,-0.28692514,-0.7141289,"('cooperative', 'exploitative')",-0.28692513704299927,-0.7141289114952087,-0.4272037744522095
98,-0.28464535,-0.30759245,"('prestigious', 'insignificant')",-0.28464534878730774,-0.3075924515724182,-0.022947102785110474
25,-0.27010226,-0.17781453,"('moral', 'immoral')",-0.27010226249694824,-0.1778145283460617,0.09228773415088654
47,-0.2681702,-0.06616205,"('forgiving', 'unforgiving')",-0.26817020773887634,-0.06616204977035522,0.20200815796852112
83,-0.25824332,-0.31562096,"('energetic', 'lethargic')",-0.2582433223724365,-0.31562095880508423,-0.057377636432647705
43,0.257299,0.5295663,"('genuine', 'fake')",0.25729900598526,0.5295662879943848,0.27226728200912476
71,0.2433438,-0.1800488,"('efficient', 'inefficient')",0.2433438003063202,-0.18004879355430603,-0.4233925938606262
11,-0.23129305,-0.062747516,"('caring', 'unaffectionate')",-0.23129305243492126,-0.0627475157380104,0.16854553669691086
44,0.23116845,0.23585215,"('truthful', 'untruthful')",0.2311684489250183,0.23585215210914612,0.004683703184127808
101,-0.2289959,-0.15825108,"('successful', 'unsuccessful')",-0.2289959043264389,-0.1582510769367218,0.0707448273897171
96,0.21778156,0.07772006,"('powerful', 'powerless')",0.21778155863285065,0.07772006094455719,-0.14006149768829346
49,-0.21307945,-0.16560292,"('responsible', 'irresponsible')",-0.21307945251464844,-0.1656029224395752,0.04747653007507324
89,-0.19910908,-0.09987314,"('daring', 'anxious')",-0.19910907745361328,-0.0998731404542923,0.09923593699932098
86,0.19125721,0.23400214,"('self-reliant', 'helpless')",0.19125720858573914,0.23400214314460754,0.04274493455886841
31,0.18131351,0.414018,"('altruistic', 'egoistic')",0.18131351470947266,0.41401800513267517,0.23270449042320251
30,0.17613402,0.22002281,"('honest', 'dishonest')",0.17613402009010315,0.22002281248569489,0.043888792395591736
110,-0.17326824,0.008308351,"('narrow-minded', 'open-minded')",-0.17326824367046356,0.008308351039886475,0.18157659471035004
51,0.16024905,0.027453426,"('competent', 'incompetent')",0.16024905443191528,0.027453426271677017,-0.13279562816023827
76,0.15964457,0.1722374,"('secure', 'insecure')",0.15964457392692566,0.17223739624023438,0.012592822313308716
103,0.1551122,0.26357263,"('traditional', 'modern')",0.15511220693588257,0.263572633266449,0.1084604263305664
68,-0.15493232,-0.6509013,"('clever', 'inept')",-0.15493232011795044,-0.6509013175964355,-0.4959689974784851
94,-0.1450148,-0.096802816,"('aggressive', 'submissive')",-0.14501479268074036,-0.09680281579494476,0.04821197688579559
2,0.13826923,0.26032436,"('friendly', 'unfriendly')",0.13826923072338104,0.2603243589401245,0.12205512821674347
60,-0.1320087,0.20925477,"('educated', 'uneducated')",-0.13200870156288147,0.20925477147102356,0.34126347303390503
74,-0.13058811,-0.35249665,"('insightful', 'unperceptive')",-0.1305881142616272,-0.3524966537952423,-0.2219085395336151
20,-0.130068,0.30655482,"('popular', 'unpopular')",-0.13006800413131714,0.3065548241138458,0.43662282824516296
73,-0.11260438,-0.66229415,"('brilliant', 'incompetent')",-0.11260437965393066,-0.6622941493988037,-0.549689769744873
67,-0.11221641,-0.0869854,"('discriminating', 'undiscriminating')",-0.11221641302108765,-0.08698540180921555,0.0252310112118721
29,0.11048427,0.14023975,"('honest', 'immoral')",0.11048427224159241,0.14023974537849426,0.029755473136901855
62,-0.10910914,0.013652518,"('creative', 'uncreative')",-0.10910914093255997,0.013652518391609192,0.12276165932416916
33,0.107989654,0.13483147,"('softhearted', 'hardhearted')",0.10798965394496918,0.1348314732313156,0.026841819286346436
57,-0.103117496,-0.5786303,"('able', 'unable')",-0.10311749577522278,-0.5786303281784058,-0.475512832403183
15,0.09034247,0.41926232,"('polite', 'impolite')",0.09034246951341629,0.4192623198032379,0.3289198502898216
104,0.08759761,0.4084661,"('conventional', 'unconventional')",0.08759760856628418,0.408466100692749,0.32086849212646484
107,0.0841756,0.40110803,"('conventional', 'modern')",0.08417560160160065,0.4011080265045166,0.31693242490291595
72,-0.08060266,0.22333008,"('logical', 'illogical')",-0.08060266077518463,0.2233300805091858,0.3039327412843704
9,0.07081336,-0.028108276,"('sensitive', 'insensitive')",0.07081335783004761,-0.028108276426792145,-0.09892163425683975
109,-0.061368376,-0.17597663,"('conservative', 'liberal')",-0.06136837601661682,-0.17597663402557373,-0.11460825800895691
108,-0.061368376,-0.17597663,"('conservative', 'liberal')",-0.06136837601661682,-0.17597663402557373,-0.11460825800895691
93,-0.045641482,0.12510224,"('dominating', 'dominated')",-0.04564148187637329,0.125102236866951,0.17074371874332428
39,-0.043356985,0.20700526,"('right', 'wrong')",-0.04335698485374451,0.20700526237487793,0.25036224722862244
84,-0.014424965,-0.077898964,"('self-confident', 'diffident')",-0.014424964785575867,-0.07789896428585052,-0.06347399950027466
88,-0.011204451,-0.051502675,"('impulsive', 'meek')",-0.011204451322555542,-0.05150267481803894,-0.0402982234954834
5,-0.008556724,-0.06329313,"('pleasant', 'repellent')",-0.008556723594665527,-0.06329312920570374,-0.05473640561103821
61,-0.0011126995,0.077775,"('rational', 'irrational')",-0.0011126995086669922,0.0777750015258789,0.0788877010345459
