,Corning_male,Corning_female,tuple,average_male,average_female,female-male
42,0.30835524,0.093528785,"('secure', 'insecure')",0.3083552420139313,0.09352878481149673,-0.21482645720243454
7,0.30696782,0.3579103,"('polite', 'impolite')",0.3069678246974945,0.35791030526161194,0.05094248056411743
25,-0.30676576,-0.3619201,"('forgiving', 'unforgiving')",-0.30676576495170593,-0.3619200885295868,-0.05515432357788086
0,-0.2835406,-0.08434965,"('sociable', 'unsociable')",-0.28354060649871826,-0.08434964716434479,0.19919095933437347
22,-0.24801242,0.5561014,"('amicable', 'hostile')",-0.24801242351531982,0.556101381778717,0.8041138052940369
29,-0.2375431,-0.29604155,"('competent', 'incompetent')",-0.23754310607910156,-0.2960415482521057,-0.05849844217300415
12,0.21220525,0.31012052,"('trustworthy', 'untrustworthy')",0.21220524609088898,0.31012052297592163,0.09791527688503265
1,-0.20486555,0.20637202,"('friendly', 'unfriendly')",-0.20486554503440857,0.20637202262878418,0.41123756766319275
21,0.18919626,0.60614526,"('incorrupt', 'corrupt')",0.18919625878334045,0.6061452627182007,0.41694900393486023
53,0.18679285,0.3109979,"('influential', 'uninfluential')",0.18679285049438477,0.3109979033470154,0.12420505285263062
54,-0.1685951,0.047110572,"('successful', 'unsuccessful')",-0.1685951054096222,0.04711057245731354,0.21570567786693573
37,-0.1475393,-0.7389823,"('practical', 'impractical')",-0.14753930270671844,-0.7389823198318481,-0.5914430171251297
10,-0.13826168,0.24762043,"('hospitable', 'inhospitable')",-0.13826167583465576,0.24762043356895447,0.38588210940361023
4,0.13476463,0.04225351,"('sensitive', 'insensitive')",0.1347646266222,0.042253509163856506,-0.0925111174583435
27,-0.13135079,-0.45349735,"('responsible', 'irresponsible')",-0.1313507854938507,-0.45349735021591187,-0.32214656472206116
26,-0.13025269,-0.19083941,"('reliable', 'unreliable')",-0.1302526891231537,-0.19083940982818604,-0.06058672070503235
31,0.09383619,0.19076005,"('intelligent', 'unintelligent')",0.09383618831634521,0.1907600462436676,0.09692385792732239
32,0.07943535,0.017128676,"('able', 'unable')",0.07943534851074219,0.017128676176071167,-0.06230667233467102
56,-0.059554428,0.10463771,"('conventional', 'unconventional')",-0.05955442786216736,0.10463771224021912,0.16419214010238647
35,-0.048187025,0.26997286,"('creative', 'uncreative')",-0.048187024891376495,0.26997286081314087,0.31815988570451736
46,-0.039209127,-0.36509892,"('energetic', 'lethargic')",-0.03920912742614746,-0.3650989234447479,-0.32588979601860046
16,0.0324035,0.35889512,"('fair', 'unfair')",0.03240349888801575,0.35889512300491333,0.3264916241168976
48,-0.010335639,-0.2444781,"('dedicated', 'undedicated')",-0.010335639119148254,-0.24447810649871826,-0.23414246737957
