,Leidos_male,Leidos_female,tuple,average_male,average_female,female-male
60,1.2595698,1.5058776,"('educated', 'uneducated')",1.259569764137268,1.5058776140213013,0.2463078498840332
100,1.2460618,1.4376445,"('influential', 'uninfluential')",1.2460618019104004,1.4376444816589355,0.19158267974853516
92,-1.1945411,-0.83875716,"('unwavering', 'wavering')",-1.194541096687317,-0.8387571573257446,0.35578393936157227
63,-1.1879088,-0.84691656,"('capable', 'incapable')",-1.1879087686538696,-0.8469165563583374,0.3409922122955322
20,-1.1812809,-0.9699303,"('popular', 'unpopular')",-1.1812808513641357,-0.9699302911758423,0.21135056018829346
83,1.1737304,1.2935815,"('energetic', 'lethargic')",1.1737303733825684,1.293581485748291,0.11985111236572266
0,1.1685457,1.1597388,"('sociable', 'unsociable')",1.1685457229614258,1.1597387790679932,-0.008806943893432617
69,-1.165141,-0.81960154,"('wise', 'foolish')",-1.165140986442566,-0.8196015357971191,0.3455394506454468
81,-1.1623355,-1.3634453,"('industrious', 'lazy')",-1.1623355150222778,-1.3634452819824219,-0.20110976696014404
62,-1.1416245,-0.89440954,"('creative', 'uncreative')",-1.1416244506835938,-0.8944095373153687,0.2472149133682251
82,-1.1298643,-1.2177899,"('industrious', 'meek')",-1.1298643350601196,-1.217789888381958,-0.08792555332183838
55,1.0955696,1.0665944,"('intelligent', 'unintelligent')",1.0955696105957031,1.0665943622589111,-0.028975248336791992
73,1.0795966,0.96123034,"('brilliant', 'incompetent')",1.0795966386795044,0.9612303376197815,-0.1183663010597229
21,1.0673534,1.0003766,"('nice', 'nasty')",1.067353367805481,1.000376582145691,-0.06697678565979004
36,1.0421607,0.82458854,"('tolerant', 'intolerant')",1.0421607494354248,0.8245885372161865,-0.21757221221923828
9,1.0290203,0.99421346,"('sensitive', 'insensitive')",1.0290203094482422,0.9942134618759155,-0.03480684757232666
53,-1.0169514,-1.1075876,"('smart', 'stupid')",-1.0169514417648315,-1.1075875759124756,-0.09063613414764404
49,1.0158141,1.0723906,"('responsible', 'irresponsible')",1.0158140659332275,1.0723905563354492,0.05657649040222168
88,-1.0054066,-0.77775115,"('impulsive', 'meek')",-1.0054066181182861,-0.7777511477470398,0.22765547037124634
46,-0.9581262,-0.80570805,"('generous', 'stingy')",-0.9581261873245239,-0.8057080507278442,0.1524181365966797
95,-0.9562049,-0.99431217,"('rich', 'poor')",-0.956204891204834,-0.9943121671676636,-0.03810727596282959
78,0.943975,0.82672906,"('active', 'inactive')",0.9439749717712402,0.8267290592193604,-0.11724591255187988
29,0.9345991,1.0407352,"('honest', 'immoral')",0.9345991015434265,1.0407352447509766,0.10613614320755005
27,-0.9246891,-0.68677235,"('sincere', 'insincere')",-0.9246891140937805,-0.686772346496582,0.2379167675971985
23,-0.88736784,-0.47939518,"('hospitable', 'inhospitable')",-0.887367844581604,-0.47939518094062805,0.40797266364097595
56,0.84654576,1.0051439,"('intelligent', 'dumb')",0.8465457558631897,1.0051438808441162,0.1585981249809265
13,0.8270103,1.1220835,"('helpful', 'unhelpful')",0.8270102739334106,1.1220835447311401,0.2950732707977295
91,0.8140268,0.9034913,"('resilient', 'nonresilient')",0.8140267729759216,0.9034913182258606,0.08946454524993896
22,-0.7937015,-0.8735016,"('welcoming', 'disagreeable')",-0.7937015295028687,-0.8735015988349915,-0.0798000693321228
67,-0.7867122,-0.5690206,"('discriminating', 'undiscriminating')",-0.7867122292518616,-0.5690206289291382,0.2176916003227234
70,0.7415799,1.1338323,"('wise', 'unwise')",0.7415798902511597,1.133832335472107,0.39225244522094727
84,-0.7200223,-0.53360534,"('self-confident', 'diffident')",-0.7200223207473755,-0.5336053371429443,0.18641698360443115
26,0.7087884,0.8347572,"('trustworthy', 'untrustworthy')",0.7087883949279785,0.8347572088241577,0.1259688138961792
17,0.7049576,0.58457303,"('social', 'antisocial')",0.7049576044082642,0.5845730304718018,-0.1203845739364624
37,-0.7001089,-0.7206477,"('good', 'evil')",-0.7001088857650757,-0.7206476926803589,-0.020538806915283203
80,0.6584279,0.7004898,"('independent', 'dependent')",0.658427894115448,0.7004898190498352,0.04206192493438721
24,-0.5862669,-0.8430141,"('thoughtful', 'rough')",-0.5862668752670288,-0.843014121055603,-0.2567472457885742
19,-0.5491385,-0.21232957,"('funny', 'boring')",-0.5491384863853455,-0.21232956647872925,0.3368089199066162
30,0.4882587,0.6437043,"('honest', 'dishonest')",0.4882586896419525,0.6437042951583862,0.15544560551643372
14,0.48662364,0.79198813,"('supportive', 'unsupportive')",0.4866236448287964,0.7919881343841553,0.3053644895553589
6,0.48227775,0.7168886,"('liked', 'disliked')",0.4822777509689331,0.7168886065483093,0.23461085557937622
87,-0.48102337,-0.31625396,"('dedicated', 'undedicated')",-0.481023371219635,-0.3162539601325989,0.16476941108703613
85,0.43790597,0.41496143,"('ambitious', 'unambitious')",0.4379059672355652,0.41496142745018005,-0.022944539785385132
28,-0.42706573,-0.16026092,"('honest', 'dishonest')",-0.42706573009490967,-0.16026091575622559,0.2668048143386841
106,-0.40774268,-0.41940403,"('conventional', 'unconventional')",-0.4077426791191101,-0.4194040298461914,-0.011661350727081299
54,0.39397025,-0.0077089816,"('smart', 'stupid')",0.393970251083374,-0.00770898163318634,-0.40167923271656036
97,-0.37092,-0.24322982,"('superior', 'inferior')",-0.37092000246047974,-0.24322982132434845,0.1276901811361313
47,-0.35915196,-0.26895598,"('forgiving', 'unforgiving')",-0.3591519594192505,-0.2689559757709503,0.09019598364830017
18,0.33748853,0.44653305,"('social', 'asocial')",0.3374885320663452,0.44653305411338806,0.10904452204704285
50,0.33333778,0.15629914,"('unprejudiced', 'prejudiced')",0.33333778381347656,0.1562991440296173,-0.17703863978385925
103,0.32942313,0.50971085,"('traditional', 'modern')",0.32942312955856323,0.5097108483314514,0.18028771877288818
57,0.29446918,0.23856631,"('able', 'unable')",0.2944691777229309,0.2385663092136383,-0.0559028685092926
110,0.28514755,-0.042198956,"('narrow-minded', 'open-minded')",0.2851475477218628,-0.04219895601272583,-0.3273465037345886
72,-0.19724336,0.0085092485,"('logical', 'illogical')",-0.1972433626651764,0.008509248495101929,0.20575261116027832
58,0.18984836,0.19890887,"('able', 'clumsy')",0.18984836339950562,0.19890886545181274,0.009060502052307129
74,0.168298,0.4741115,"('insightful', 'unperceptive')",0.16829800605773926,0.47411149740219116,0.3058134913444519
101,0.16364717,0.300684,"('successful', 'unsuccessful')",0.16364717483520508,0.30068400502204895,0.13703683018684387
35,-0.15450427,0.013579339,"('fair', 'unfair')",-0.15450426936149597,0.013579338788986206,0.16808360815048218
43,0.14500844,0.24344048,"('genuine', 'fake')",0.14500844478607178,0.24344047904014587,0.0984320342540741
33,-0.14419258,-0.04130709,"('softhearted', 'hardhearted')",-0.14419257640838623,-0.04130709171295166,0.10288548469543457
86,0.11926958,0.28639674,"('self-reliant', 'helpless')",0.11926957964897156,0.28639674186706543,0.16712716221809387
68,-0.08586493,-0.35487255,"('clever', 'inept')",-0.08586493134498596,-0.35487255454063416,-0.2690076231956482
3,-0.06084171,0.19442514,"('likable', 'unlikable')",-0.06084170937538147,0.19442513585090637,0.25526684522628784
77,-0.059865415,-0.12365544,"('active', 'inactive')",-0.05986541509628296,-0.12365543842315674,-0.06379002332687378
59,-0.055858195,0.19761336,"('skillful', 'clumsy')",-0.05585819482803345,0.19761335849761963,0.2534715533256531
34,-0.05438316,0.18703437,"('loyal', 'disloyal')",-0.054383158683776855,0.18703436851501465,0.2414175271987915
38,-0.04376757,0.19807523,"('kind', 'unkind')",-0.043767571449279785,0.19807523488998413,0.24184280633926392
44,-0.034791544,0.3720044,"('truthful', 'untruthful')",-0.03479154407978058,0.3720043897628784,0.406795933842659
79,0.033517823,0.13197255,"('determined', 'doubtful')",0.03351782262325287,0.1319725513458252,0.09845472872257233
102,0.029737353,0.14732307,"('eminent', 'low')",0.029737353324890137,0.14732307195663452,0.11758571863174438
45,0.01895219,-0.27110612,"('cooperative', 'exploitative')",0.01895219087600708,-0.27110612392425537,-0.29005831480026245
96,-0.00031150877,0.06620982,"('powerful', 'powerless')",-0.00031150877475738525,0.0662098228931427,0.06652133166790009
