,AES_male,AES_female,tuple,Corp_male,Corp_female,average_male,average_female,female-male
29,-0.27514336,-0.14347741,"('competent', 'incompetent')",-0.11847064,-0.098713234,-0.19680699706077576,-0.12109532207250595,0.0757116749882698
56,-0.26709032,-0.07024947,"('conventional', 'unconventional')",-0.62033725,-0.33703667,-0.4437137842178345,-0.2036430686712265,0.24007071554660797
35,-0.2609455,-0.38764608,"('creative', 'uncreative')",-0.33273518,-0.144564,-0.2968403398990631,-0.266105055809021,0.030735284090042114
46,-0.2421521,-0.087110676,"('energetic', 'lethargic')",-0.38989562,-0.51259035,-0.3160238564014435,-0.2998505234718323,0.016173332929611206
20,-0.23893636,-0.080311865,"('right', 'wrong')",0.6349007,0.8346789,0.19798216223716736,0.3771834969520569,0.17920133471488953
57,-0.23596552,0.097348824,"('conservative', 'liberal')",-0.18954298,-0.3518635,-0.2127542495727539,-0.1272573471069336,0.08549690246582031
10,0.2151852,0.16635703,"('hospitable', 'inhospitable')",0.81286824,0.90321416,0.5140267014503479,0.5347855687141418,0.020758867263793945
42,-0.17194816,-0.2554256,"('secure', 'insecure')",-0.30469877,-0.43046996,-0.23832346498966217,-0.342947781085968,-0.10462431609630585
25,-0.15792301,0.089193314,"('forgiving', 'unforgiving')",-0.83731735,-0.5808456,-0.497620165348053,-0.2458261400461197,0.2517940253019333
55,-0.14259173,-0.026327461,"('conventional', 'unconventional')",-0.6463947,-0.4643313,-0.3944932222366333,-0.2453293800354004,0.1491638422012329
0,-0.14254203,0.2667058,"('sociable', 'unsociable')",-1.1148067,-0.6793301,-0.628674328327179,-0.2063121497631073,0.42236217856407166
13,-0.12215471,-0.00054067373,"('sincere', 'insincere')",-0.30974525,-0.13183928,-0.21594998240470886,-0.0661899745464325,0.14976000785827637
45,-0.113774,-0.029731154,"('independent', 'dependent')",0.50642145,0.6569986,0.1963237226009369,0.3136337101459503,0.11730998754501343
8,0.09916349,0.114854455,"('popular', 'unpopular')",-0.1849665,-0.17244402,-0.04290150851011276,-0.028794780373573303,0.01410672813653946
12,0.047883835,0.42514497,"('trustworthy', 'untrustworthy')",0.38654366,0.5214009,0.21721374988555908,0.4732729494571686,0.2560591995716095
39,0.01244387,-0.14300731,"('wise', 'foolish')",0.44740218,0.6480955,0.22992302477359772,0.252544105052948,0.02262108027935028
