,Tyson_male,Tyson_female,tuple,Foods_male,Foods_female,average_male,average_female,female-male
40,-1.399384,-1.0808344,"('logical', 'illogical')",-0.6348413,-0.4500849,-1.0171127319335938,-0.7654596567153931,0.2516530752182007
11,-1.3938946,-1.5942948,"('moral', 'immoral')",-1.5436349,-1.4654472,-1.4687647819519043,-1.5298709869384766,-0.061106204986572266
34,1.3648975,1.2700939,"('rational', 'irrational')",0.44741267,0.46184677,0.9061551094055176,0.8659703731536865,-0.040184736251831055
9,1.358546,1.290149,"('nice', 'nasty')",0.110108376,0.011127353,0.7343271970748901,0.6506381630897522,-0.08368903398513794
46,-1.3492154,-1.1827155,"('energetic', 'lethargic')",-0.29610264,-0.2861843,-0.8226590156555176,-0.7344499230384827,0.08820909261703491
31,-1.2749399,-1.304454,"('intelligent', 'unintelligent')",-1.5762868,-1.3793437,-1.4256134033203125,-1.3418989181518555,0.08371448516845703
22,1.2524624,1.089741,"('amicable', 'hostile')",1.2466279,1.2420462,1.2495450973510742,1.1658935546875,-0.08365154266357422
36,-1.2403424,-1.5838115,"('capable', 'incapable')",-0.64423335,-0.60882366,-0.9422878623008728,-1.0963175296783447,-0.15402966737747192
18,1.2361256,0.9859856,"('good', 'evil')",2.1706343,1.8554888,1.7033798694610596,1.4207371473312378,-0.2826427221298218
0,-1.1052544,-0.8193128,"('sociable', 'unsociable')",-0.9657728,-0.7071139,-1.0355136394500732,-0.7632133960723877,0.27230024337768555
2,-1.0731567,-0.8311038,"('likable', 'unlikable')",-0.40823913,-0.18432598,-0.7406979203224182,-0.5077148675918579,0.2329830527305603
27,-1.0672159,-1.25155,"('responsible', 'irresponsible')",-1.2662762,-1.4292907,-1.1667461395263672,-1.3404202461242676,-0.1736741065979004
48,-1.053235,-1.1304408,"('dedicated', 'undedicated')",-0.8615372,-0.6766441,-0.9573861360549927,-0.9035424590110779,0.053843677043914795
16,0.99736816,0.9625209,"('fair', 'unfair')",1.11766,1.0151814,1.0575140714645386,0.9888511896133423,-0.06866288185119629
37,-0.9608781,-1.0937918,"('practical', 'impractical')",-2.2668648,-2.2086864,-1.613871455192566,-1.6512391567230225,-0.03736770153045654
52,-0.9213878,-0.9210807,"('superior', 'inferior')",-0.38029778,-0.3641172,-0.6508427858352661,-0.6425989866256714,0.008243799209594727
13,-0.8993536,-0.8846861,"('sincere', 'insincere')",-0.48197109,-0.40392986,-0.6906623840332031,-0.6443079710006714,0.04635441303253174
55,-0.72092056,-0.71712416,"('conventional', 'unconventional')",-0.117831916,0.014882013,-0.4193762540817261,-0.35112106800079346,0.06825518608093262
23,0.72066456,0.5558549,"('truthful', 'untruthful')",-0.22936386,-0.0855605,0.24565035104751587,0.23514720797538757,-0.010503143072128296
42,-0.6874001,-0.50174963,"('secure', 'insecure')",-0.3601334,-0.3198943,-0.5237667560577393,-0.41082197427749634,0.11294478178024292
29,-0.6831566,-0.65344125,"('competent', 'incompetent')",-1.1879201,-1.1818186,-0.9355383515357971,-0.9176299571990967,0.01790839433670044
25,-0.6495134,-0.7070698,"('forgiving', 'unforgiving')",-0.95674217,-0.7978559,-0.8031277656555176,-0.7524628639221191,0.05066490173339844
6,0.5775181,0.47180873,"('supportive', 'unsupportive')",0.09449524,-0.028669462,0.33600667119026184,0.22156962752342224,-0.1144370436668396
38,-0.5521394,-0.45999092,"('discriminating', 'undiscriminating')",0.0316191,-0.03647718,-0.2602601647377014,-0.24823404848575592,0.012026116251945496
56,-0.55019784,-0.7754102,"('conventional', 'unconventional')",-0.42243606,-0.3464944,-0.4863169491291046,-0.5609523057937622,-0.07463535666465759
39,0.53555906,0.49108577,"('wise', 'foolish')",-0.1454854,-0.20257473,0.19503682851791382,0.14425551891326904,-0.050781309604644775
47,0.5312438,0.6620074,"('ambitious', 'unambitious')",0.19478925,0.40229297,0.3630165159702301,0.532150149345398,0.16913363337516785
57,0.51331437,0.48439854,"('conservative', 'liberal')",0.24353635,0.35791874,0.37842535972595215,0.42115864157676697,0.04273328185081482
35,-0.41969895,-0.35878575,"('creative', 'uncreative')",0.42568356,0.39341074,0.002992302179336548,0.01731249690055847,0.014320194721221924
49,0.31746987,0.096770555,"('motivated', 'unmotivated')",0.9024996,0.79931325,0.6099847555160522,0.4480419158935547,-0.16194283962249756
54,-0.3001967,-0.09890783,"('successful', 'unsuccessful')",-1.3625227,-1.072812,-0.8313597440719604,-0.5858598947525024,0.245499849319458
43,0.29035735,0.607186,"('active', 'inactive')",-0.22391781,-0.01755163,0.03321976959705353,0.2948172092437744,0.2615974396467209
10,0.23268485,0.027629852,"('hospitable', 'inhospitable')",0.8439505,0.7039116,0.5383176803588867,0.36577072739601135,-0.17254695296287537
51,0.22671437,0.33275455,"('powerful', 'powerless')",-0.38934195,-0.1621725,-0.08131378889083862,0.08529102802276611,0.16660481691360474
20,0.20274597,0.24889931,"('right', 'wrong')",0.14040622,0.15890038,0.1715760976076126,0.20389984548091888,0.032323747873306274
7,-0.17854077,0.2851016,"('polite', 'impolite')",-1.1325753,-1.0265996,-0.6555579900741577,-0.37074902653694153,0.2848089635372162
8,0.14273356,0.12718919,"('popular', 'unpopular')",0.022610873,0.26209268,0.08267221599817276,0.19464093446731567,0.11196871846914291
32,-0.112402156,-0.32164556,"('able', 'unable')",-0.7013254,-0.8198471,-0.4068637788295746,-0.5707463026046753,-0.1638825237751007
12,0.026102126,0.2996263,"('trustworthy', 'untrustworthy')",0.79963356,0.8124972,0.41286784410476685,0.5560617446899414,0.14319390058517456
45,-0.0065330267,0.03748393,"('independent', 'dependent')",0.69177616,0.5832804,0.3426215648651123,0.3103821575641632,-0.0322394073009491
