,Ceridian_male,Ceridian_female,tuple,average_male,average_female,female-male
4,0.6619853,0.52575606,"('sensitive', 'insensitive')",0.6619852781295776,0.5257560610771179,-0.13622921705245972
9,0.6426247,0.86185855,"('nice', 'nasty')",0.6426246762275696,0.8618585467338562,0.21923387050628662
31,0.641259,0.66885453,"('intelligent', 'unintelligent')",0.6412590146064758,0.6688545346260071,0.02759552001953125
23,0.59424376,0.53399694,"('truthful', 'untruthful')",0.5942437648773193,0.5339969396591187,-0.060246825218200684
54,0.56985426,0.55281967,"('successful', 'unsuccessful')",0.5698542594909668,0.5528196692466736,-0.017034590244293213
24,0.56007826,0.5539274,"('generous', 'stingy')",0.5600782632827759,0.5539274215698242,-0.00615084171295166
38,-0.53188086,-0.4803014,"('discriminating', 'undiscriminating')",-0.5318808555603027,-0.4803014099597931,0.051579445600509644
55,-0.52816576,-0.42596322,"('conventional', 'unconventional')",-0.5281657576560974,-0.42596322298049927,0.10220253467559814
6,0.5246102,0.70324194,"('supportive', 'unsupportive')",0.5246102213859558,0.7032419443130493,0.1786317229270935
44,0.5231595,0.44205138,"('active', 'inactive')",0.5231595039367676,0.44205138087272644,-0.08110812306404114
14,-0.4821999,-0.3024661,"('honest', 'dishonest')",-0.48219990730285645,-0.30246609449386597,0.17973381280899048
29,0.45275092,0.34537756,"('competent', 'incompetent')",0.45275092124938965,0.3453775644302368,-0.10737335681915283
1,-0.44875625,0.14652333,"('friendly', 'unfriendly')",-0.44875624775886536,0.14652332663536072,0.5952795743942261
27,0.42810187,-0.041697443,"('responsible', 'irresponsible')",0.42810186743736267,-0.04169744253158569,-0.46979930996894836
12,-0.42158875,-0.4769851,"('trustworthy', 'untrustworthy')",-0.4215887486934662,-0.4769850969314575,-0.05539634823799133
18,-0.41863078,-0.04192972,"('good', 'evil')",-0.41863077878952026,-0.04192972183227539,0.3767010569572449
57,0.4031816,0.12830374,"('conservative', 'liberal')",0.40318161249160767,0.12830373644828796,-0.2748778760433197
21,-0.3957162,0.07029504,"('incorrupt', 'corrupt')",-0.39571619033813477,0.07029504328966141,0.4660112336277962
43,-0.39379033,-0.17945439,"('active', 'inactive')",-0.3937903344631195,-0.17945438623428345,0.21433594822883606
48,-0.3836829,-0.4844938,"('dedicated', 'undedicated')",-0.38368290662765503,-0.48449379205703735,-0.10081088542938232
17,0.3782196,-0.101437286,"('tolerant', 'intolerant')",0.3782196044921875,-0.1014372855424881,-0.4796568900346756
46,0.36123604,0.048116367,"('energetic', 'lethargic')",0.361236035823822,0.04811636731028557,-0.31311966851353645
19,-0.3380457,-0.17313361,"('kind', 'unkind')",-0.3380456864833832,-0.17313361167907715,0.16491207480430603
10,-0.33275682,0.4667024,"('hospitable', 'inhospitable')",-0.33275681734085083,0.466702401638031,0.7994592189788818
7,0.29361552,0.33075595,"('polite', 'impolite')",0.29361552000045776,0.33075594902038574,0.03714042901992798
26,-0.27752906,-0.4238763,"('reliable', 'unreliable')",-0.2775290608406067,-0.4238762855529785,-0.14634722471237183
42,0.25389344,-0.10450794,"('secure', 'insecure')",0.2538934350013733,-0.1045079380273819,-0.3584013730287552
40,-0.23734915,0.06796759,"('logical', 'illogical')",-0.23734915256500244,0.06796759366989136,0.3053167462348938
37,0.23260765,-0.029062778,"('practical', 'impractical')",0.2326076477766037,-0.029062777757644653,-0.26167042553424835
11,0.18018511,0.004688941,"('moral', 'immoral')",0.18018510937690735,0.004688940942287445,-0.1754961684346199
25,-0.17288283,-0.073426455,"('forgiving', 'unforgiving')",-0.1728828251361847,-0.07342645525932312,0.09945636987686157
45,0.1263246,0.19396108,"('independent', 'dependent')",0.1263245940208435,0.19396108388900757,0.06763648986816406
5,-0.11451887,-0.12954272,"('helpful', 'unhelpful')",-0.11451887339353561,-0.12954272329807281,-0.015023849904537201
2,-0.09278364,0.11900216,"('likable', 'unlikable')",-0.09278363734483719,0.11900216341018677,0.21178580075502396
8,-0.080380484,0.49106127,"('popular', 'unpopular')",-0.08038048446178436,0.491061270236969,0.5714417546987534
0,0.07245986,0.18080583,"('sociable', 'unsociable')",0.0724598616361618,0.18080583214759827,0.10834597051143646
28,0.0554969,-0.10942191,"('unprejudiced', 'prejudiced')",0.05549690127372742,-0.10942190885543823,-0.16491881012916565
35,0.046043634,0.41495392,"('creative', 'uncreative')",0.04604363441467285,0.41495391726493835,0.3689102828502655
51,0.033992022,0.24833933,"('powerful', 'powerless')",0.03399202227592468,0.24833932518959045,0.21434730291366577
32,0.0075341687,0.056471616,"('able', 'unable')",0.0075341686606407166,0.05647161602973938,0.04893744736909866
