,Southern_male,Southern_female,tuple,Company_male,Company_female,average_male,average_female,female-male
49,0.80802035,0.572286,"('motivated', 'unmotivated')",0.77405655,0.75658166,0.791038453578949,0.6644338369369507,-0.1266046166419983
11,-0.7255564,-0.4040567,"('moral', 'immoral')",-1.5489334,-1.6085532,-1.1372449398040771,-1.0063049793243408,0.13093996047973633
47,0.7197917,0.69015723,"('ambitious', 'unambitious')",-0.180837,-0.14025494,0.26947736740112305,0.27495115995407104,0.005473792552947998
7,0.6617471,1.0772593,"('polite', 'impolite')",-0.19968757,-0.0017517507,0.23102976381778717,0.5377537608146667,0.3067239969968796
48,-0.62015045,-0.34504682,"('dedicated', 'undedicated')",-1.5648403,-1.5574237,-1.0924954414367676,-0.951235294342041,0.14126014709472656
18,0.578725,-0.07639283,"('good', 'evil')",2.1215658,2.1636314,1.3501453399658203,1.0436192750930786,-0.3065260648727417
56,-0.575905,-0.6543474,"('conventional', 'unconventional')",0.16903323,0.24175215,-0.20343589782714844,-0.2062976360321045,-0.0028617382049560547
8,0.5128262,0.50071716,"('popular', 'unpopular')",-0.66078883,-0.245603,-0.07398131489753723,0.12755708396434784,0.20153839886188507
57,0.48749566,0.7602529,"('conservative', 'liberal')",-0.22003746,-0.30144396,0.13372910022735596,0.22940446436405182,0.09567536413669586
35,-0.4688456,-0.57153046,"('creative', 'uncreative')",-0.16223606,-0.34661743,-0.3155408501625061,-0.4590739607810974,-0.1435331106185913
53,-0.4654282,-0.17216289,"('influential', 'uninfluential')",-0.97832406,-0.6891167,-0.7218761444091797,-0.4306398034095764,0.29123634099960327
9,0.45470667,0.18290842,"('nice', 'nasty')",0.3767954,0.33784562,0.41575103998184204,0.26037701964378357,-0.15537402033805847
27,-0.418428,-0.008526921,"('responsible', 'irresponsible')",-1.5886176,-1.7323588,-1.0035227537155151,-0.8704428672790527,0.1330798864364624
39,0.40566626,0.40449035,"('wise', 'foolish')",0.960674,0.9218366,0.6831701397895813,0.6631634831428528,-0.020006656646728516
37,-0.34336376,0.19644603,"('practical', 'impractical')",-2.0892565,-2.1586611,-1.2163101434707642,-0.9811075329780579,0.2352026104927063
52,-0.3324861,-0.1390576,"('superior', 'inferior')",-1.2033416,-1.0740409,-0.767913818359375,-0.6065492630004883,0.16136455535888672
0,-0.32264346,0.21074975,"('sociable', 'unsociable')",-1.0075747,-0.62922454,-0.6651090383529663,-0.20923739671707153,0.4558716416358948
40,-0.27933857,-0.121908754,"('logical', 'illogical')",-0.10923578,0.13784826,-0.19428718090057373,0.007969751954078674,0.2022569328546524
25,-0.23256043,0.085121475,"('forgiving', 'unforgiving')",-1.1686635,-1.0555348,-0.70061194896698,-0.4852066934108734,0.21540525555610657
10,-0.21478972,-0.69807315,"('hospitable', 'inhospitable')",0.33746785,0.3177632,0.06133906543254852,-0.19015496969223022,-0.25149403512477875
20,-0.20849365,-0.5288683,"('right', 'wrong')",0.4955914,0.81214744,0.1435488760471344,0.1416395604610443,-0.0019093155860900879
2,0.20381626,0.35077903,"('likable', 'unlikable')",-0.7896998,-0.4424484,-0.29294174909591675,-0.04583469033241272,0.24710705876350403
17,-0.18337098,-0.024638772,"('tolerant', 'intolerant')",-0.86987543,-1.1777011,-0.5266231894493103,-0.6011699438095093,-0.07454675436019897
13,-0.17092705,0.31358632,"('sincere', 'insincere')",-0.59233284,-0.504014,-0.38162994384765625,-0.09521384537220001,0.28641609847545624
51,0.1651895,0.26244116,"('powerful', 'powerless')",-0.4642908,-0.12400073,-0.1495506465435028,0.06922021508216858,0.2187708616256714
46,0.15049532,0.41234043,"('energetic', 'lethargic')",-0.4470207,-0.38438696,-0.14826269447803497,0.01397673785686493,0.1622394323348999
32,-0.12978351,0.030174643,"('able', 'unable')",-0.04912916,-0.21981591,-0.08945633471012115,-0.09482063353061676,-0.0053642988204956055
16,0.12812364,0.29635018,"('fair', 'unfair')",1.6969965,1.8040493,0.9125600457191467,1.0501997470855713,0.13763970136642456
29,-0.11538711,0.03569311,"('competent', 'incompetent')",-0.7804589,-0.5228759,-0.4479230046272278,-0.24359139800071716,0.20433160662651062
54,-0.114630446,0.2581323,"('successful', 'unsuccessful')",-1.4138873,-1.0101051,-0.764258861541748,-0.37598639726638794,0.3882724642753601
45,0.11333657,0.32111502,"('independent', 'dependent')",0.95607305,0.8377095,0.5347048044204712,0.5794122219085693,0.044707417488098145
38,-0.08557746,-0.07647818,"('discriminating', 'undiscriminating')",-0.8536183,-0.7935451,-0.46959787607192993,-0.4350116550922394,0.03458622097969055
42,-0.060632244,0.46959502,"('secure', 'insecure')",-0.46704096,-0.56239957,-0.2638365924358368,-0.04640227556228638,0.21743431687355042
43,0.054493725,0.3486978,"('active', 'inactive')",0.55160296,0.8159865,0.30304834246635437,0.5823421478271484,0.27929380536079407
34,0.038059503,-0.085474014,"('rational', 'irrational')",1.0015067,1.0656627,0.519783079624176,0.4900943636894226,-0.029688715934753418
