,International_male,International_female,tuple,Paper_male,Paper_female,average_male,average_female,female-male
74,-1.2218003,-1.3378356,"('insightful', 'unperceptive')",-1.0826699,-0.9798735,-1.152235,-1.1588545,-0.0066195
28,-1.2011701,-1.218241,"('honest', 'dishonest')",-1.6587677,-1.7729185,-1.4299688,-1.4955797,-0.0656109
104,-1.1772431,-1.0602865,"('conventional', 'unconventional')",-1.29266,-1.107758,-1.2349515,-1.0840223,0.1509292
48,1.1683674,1.1768758,"('reliable', 'unreliable')",1.9018943,1.8840549,1.5351309,1.5304654,-0.0046655
45,-1.1601453,-1.0837905,"('cooperative', 'exploitative')",-0.0083500445,-0.111641824,-0.5842476,-0.5977162,-0.0134686
3,1.1399773,1.130865,"('likable', 'unlikable')",1.7439375,1.922914,1.4419575,1.5268896,0.0849321
101,-1.133564,-1.1630486,"('successful', 'unsuccessful')",-1.4874096,-1.3918548,-1.3104868,-1.2774518,0.033035
21,1.1096721,0.9406854,"('nice', 'nasty')",0.7137591,0.5220944,0.9117156,0.7313899,-0.1803257
87,-1.1067047,-1.0585175,"('dedicated', 'undedicated')",-0.69087327,-0.6518538,-0.898789,-0.8551856,0.0436034
63,-1.0933859,-1.1424937,"('capable', 'incapable')",-0.69050777,-0.75926197,-0.8919469,-0.9508778,-0.0589309
70,1.090466,1.0092695,"('wise', 'unwise')",1.1910405,1.1274441,1.1407533,1.0683568,-0.0723965
73,-1.0608741,-1.3812499,"('brilliant', 'incompetent')",-1.1572495,-1.2048733,-1.1090617,-1.2930616,-0.1839999
38,-1.0583853,-0.89796406,"('kind', 'unkind')",-1.9861519,-1.7733951,-1.5222685,-1.3356795,0.186589
68,-1.050265,-1.2191378,"('clever', 'inept')",-0.7176835,-0.86444634,-0.8839742,-1.041792,-0.1578178
89,-0.9986146,-1.1726816,"('daring', 'anxious')",-0.04670897,-0.11975889,-0.5226618,-0.6462202,-0.1235584
97,-0.95727354,-0.8226222,"('superior', 'inferior')",-0.6819391,-0.5938491,-0.8196063,-0.7082356,0.1113707
4,-0.91524863,-0.84401244,"('likable', 'unlikable')",-0.64551014,-0.5312635,-0.7803794,-0.6876379,0.0927415
2,-0.9057683,-0.9690632,"('friendly', 'unfriendly')",-0.7938202,-0.64817506,-0.8497943,-0.8086191,0.0411752
10,-0.88721865,-0.75759447,"('affectionate', 'unaffectionate')",-1.1193434,-1.275409,-1.003281,-1.0165017,-0.0132207
37,0.876606,0.9465544,"('good', 'evil')",1.6489028,1.3935342,1.2627544,1.1700443,-0.0927101
23,0.8630278,0.73783946,"('hospitable', 'inhospitable')",1.2228625,1.043592,1.0429451,0.8907157,-0.1522294
102,-0.85955703,-0.73904496,"('eminent', 'low')",-0.12154023,0.09241253,-0.4905486,-0.3233162,0.1672324
33,-0.83406705,-0.7586359,"('softhearted', 'hardhearted')",-0.7561488,-0.9180737,-0.795108,-0.8383548,-0.0432468
67,-0.81801575,-0.7733197,"('discriminating', 'undiscriminating')",-0.7278936,-0.48262712,-0.7729547,-0.6279734,0.1449813
54,0.79684246,0.59786206,"('smart', 'stupid')",0.10169472,0.00996086,0.4492686,0.3039114,-0.1453572
55,-0.7534328,-0.72291386,"('intelligent', 'unintelligent')",-0.68960154,-0.67230153,-0.7215172,-0.6976077,0.0239095
44,-0.7288245,-0.8781763,"('truthful', 'untruthful')",-0.9429068,-0.8680299,-0.8358656,-0.8731031,-0.0372375
84,-0.7134869,-0.6776919,"('self-confident', 'diffident')",-0.38245034,-0.52571553,-0.5479686,-0.6017037,-0.0537351
9,-0.6889987,-0.7582403,"('sensitive', 'insensitive')",-1.3470918,-1.4300685,-1.0180452,-1.0941544,-0.0761092
31,-0.6768621,-0.42524296,"('altruistic', 'egoistic')",-0.62981,-0.45344028,-0.653336,-0.4393416,0.2139944
110,0.67623246,0.5805007,"('narrow-minded', 'open-minded')",-0.04089573,-0.27797502,0.3176684,0.1512628,-0.1664056
30,-0.6705753,-0.73997504,"('honest', 'dishonest')",-0.7842711,-0.7397989,-0.7274232,-0.739887,-0.0124638
99,-0.6632184,-0.55497897,"('prestigious', 'insignificant')",0.51145655,0.523185,-0.0758809,-0.015897,0.0599839
25,-0.6570062,-0.71630645,"('moral', 'immoral')",-1.0502568,-0.86544204,-0.8536315,-0.7908742,0.0627573
50,0.6416665,0.5114497,"('unprejudiced', 'prejudiced')",1.8013874,1.6809585,1.221527,1.096204,-0.125323
88,0.6325371,0.5480077,"('impulsive', 'meek')",1.691569,1.6057806,1.1620531,1.0768942,-0.0851589
90,0.6301396,0.51205194,"('motivated', 'unmotivated')",1.4751475,1.4768734,1.0526435,0.9944627,-0.0581808
35,0.60003513,0.8196356,"('fair', 'unfair')",0.86837536,0.8304529,0.7342052,0.8250443,0.0908391
46,0.59707797,0.7243459,"('generous', 'stingy')",1.7271607,1.589448,1.1621194,1.1568969,-0.0052225
109,0.5787622,0.55668604,"('conservative', 'liberal')",0.14518707,0.5291965,0.3619746,0.5429413,0.1809667
108,0.5787622,0.55668604,"('conservative', 'liberal')",0.14518707,0.5291965,0.3619746,0.5429413,0.1809667
106,-0.5712053,-0.39823276,"('conventional', 'unconventional')",-1.2316319,-0.9989432,-0.9014186,-0.698588,0.2028306
18,-0.57078177,-0.54671586,"('social', 'asocial')",-0.82767546,-0.86171126,-0.6992286,-0.7042136,-0.004985
80,0.56212085,0.64380896,"('independent', 'dependent')",1.2384152,1.217633,0.9002681,0.930721,0.0304529
29,-0.55425906,-0.6227187,"('honest', 'immoral')",-1.7437441,-1.9075522,-1.1490016,-1.2651355,-0.1161339
58,-0.5466217,-0.5141622,"('able', 'clumsy')",-1.6958601,-1.4424157,-1.1212409,-0.9782889,0.142952
15,0.546486,0.6936517,"('polite', 'impolite')",-0.30408937,-0.058451384,0.1211983,0.3176001,0.1964018
105,0.5408502,0.606601,"('conventional', 'modern')",-0.98605204,-1.2273316,-0.2226009,-0.3103653,-0.0877644
92,-0.51220614,-0.61145514,"('unwavering', 'wavering')",0.63098556,0.5544653,0.0593897,-0.0284949,-0.0878846
5,0.5084083,0.31694922,"('pleasant', 'repellent')",0.20307697,-0.016857654,0.3557426,0.1500458,-0.2056968
69,-0.49858183,-0.31653446,"('wise', 'foolish')",0.6076769,0.6399292,0.0545475,0.1616974,0.1071499
12,-0.49762845,-0.685357,"('sympathetic', 'unsympathetic')",-1.2753583,-1.2562612,-0.8864934,-0.9708091,-0.0843157
98,-0.48768127,-0.5970609,"('prestigious', 'insignificant')",0.4080264,0.42453,-0.0398274,-0.0862655,-0.0464381
83,-0.43350598,-0.5810111,"('energetic', 'lethargic')",-0.78173125,-0.80576885,-0.6076186,-0.69339,-0.0857714
96,-0.40749988,-0.40346423,"('powerful', 'powerless')",0.2246742,0.47144824,-0.0914128,0.033992,0.1254048
47,-0.4067515,-0.3589463,"('forgiving', 'unforgiving')",-0.78405863,-0.4923125,-0.5954051,-0.4256294,0.1697757
20,0.39338326,0.5133883,"('popular', 'unpopular')",-0.2976258,0.0492993,0.0478787,0.2813438,0.2334651
91,-0.3920109,-0.46235928,"('resilient', 'nonresilient')",0.5293261,0.38416675,0.0686576,-0.0390963,-0.1077539
22,-0.38902038,-0.22840753,"('welcoming', 'disagreeable')",1.5147789,1.4934115,0.5628792,0.632502,0.0696228
76,-0.38263506,-0.26962233,"('secure', 'insecure')",-0.35285163,-0.32302558,-0.3677433,-0.296324,0.0714193
61,0.36130077,0.66771543,"('rational', 'irrational')",0.54997194,0.75255626,0.4556364,0.7101358,0.2544994
56,0.32186404,0.22502258,"('intelligent', 'dumb')",1.0646486,0.9338573,0.6932563,0.5794399,-0.1138164
39,-0.3203309,-0.032197565,"('right', 'wrong')",0.34262618,0.5543457,0.0111476,0.2610741,0.2499265
8,-0.31112206,-0.3873872,"('open', 'distant')",0.7838271,0.32178348,0.2363525,-0.0328019,-0.2691544
36,-0.3008271,-0.26529256,"('tolerant', 'intolerant')",-1.044794,-0.8824326,-0.6728106,-0.5738626,0.098948
82,-0.29817155,-0.07838851,"('industrious', 'meek')",0.72590894,0.84163445,0.2138687,0.381623,0.1677543
41,0.29701072,0.5737169,"('incorrupt', 'corrupt')",1.4068613,1.5032704,0.851936,1.0384936,0.1865576
72,-0.28855318,-0.1183579,"('logical', 'illogical')",-1.4813421,-1.188293,-0.8849477,-0.6533254,0.2316223
19,-0.28610492,-0.07843876,"('funny', 'boring')",-0.49676877,-0.3429438,-0.3914368,-0.2106913,0.1807455
94,0.2859678,0.21426558,"('aggressive', 'submissive')",-0.28585675,-0.18428877,5.55e-05,0.0149884,0.0149329
0,-0.27770647,-0.14003941,"('sociable', 'unsociable')",-0.9486245,-0.76114655,-0.6131655,-0.450593,0.1625725
51,-0.26766315,-0.4206282,"('competent', 'incompetent')",-1.5037152,-1.3893744,-0.8856891,-0.9050013,-0.0193122
62,-0.2259494,-0.18085468,"('creative', 'uncreative')",-0.46543902,-0.58858657,-0.3456942,-0.3847206,-0.0390264
17,-0.17056382,0.014495134,"('social', 'antisocial')",-1.5327953,-1.3843385,-0.8516796,-0.6849217,0.1667579
64,-0.16062523,-0.17125924,"('clever', 'incompetent')",-1.2029443,-1.1616375,-0.6817847,-0.6664484,0.0153363
85,-0.1450349,-0.25959486,"('ambitious', 'unambitious')",-0.61912674,-0.66056174,-0.3820808,-0.4600783,-0.0779975
26,-0.1403977,-0.11761686,"('trustworthy', 'untrustworthy')",-0.18855438,-0.18618366,-0.164476,-0.1519003,0.0125757
57,-0.13709077,-0.19273978,"('able', 'unable')",0.43037546,0.116573885,0.1466423,-0.0380829,-0.1847252
43,-0.13543843,-0.17187852,"('genuine', 'fake')",-0.22022724,-0.3452223,-0.1778328,-0.2585504,-0.0807176
7,0.1345121,-0.030213177,"('outgoing', 'distant')",1.3466647,0.87330985,0.7405884,0.4215483,-0.3190401
77,0.11710368,0.11085279,"('active', 'inactive')",0.97961545,1.0333052,0.5483596,0.572079,0.0237194
93,-0.109985195,-0.26749402,"('dominating', 'dominated')",-0.27372193,-0.072222635,-0.1918536,-0.1698583,0.0219953
100,-0.10443923,-0.004018843,"('influential', 'uninfluential')",-1.264063,-1.0165668,-0.6842511,-0.5102928,0.1739583
16,-0.09575555,-0.0132716,"('social', 'antisocial')",-0.9621334,-0.674471,-0.5289445,-0.3438713,0.1850732
71,-0.050932884,-0.2395361,"('efficient', 'inefficient')",-0.7355435,-0.8907587,-0.3932382,-0.5651474,-0.1719092
14,0.04738745,-0.1388497,"('supportive', 'unsupportive')",0.8719137,0.73760664,0.4596506,0.2993785,-0.1602721
79,0.033679813,0.07503861,"('determined', 'doubtful')",0.25854623,0.4711863,0.146113,0.2731125,0.1269995
60,0.023191184,0.17338324,"('educated', 'uneducated')",0.1794943,0.55327535,0.1013427,0.3633293,0.2619866
81,-0.023115575,0.094863266,"('industrious', 'lazy')",1.5068039,1.6958908,0.7418442,0.895377,0.1535328
59,0.0013440698,0.22128336,"('skillful', 'clumsy')",0.24716426,0.5439206,0.1242542,0.382602,0.2583478
52,0.0012642741,-0.08686471,"('competitive', 'uncompetitive')",-0.71621835,-0.6561649,-0.357477,-0.3715148,-0.0140378
42,0.0006996989,0.3527699,"('amicable', 'hostile')",0.99632883,1.0707605,0.4985143,0.7117652,0.2132509
