,Western_male,Western_female,tuple,Union_male,Union_female,average_male,average_female,female-male
17,-0.60409755,-0.29027042,"('tolerant', 'intolerant')",-0.13031358,-0.16930814,-0.36720556020736694,-0.22978928685188293,0.137416273355484
18,0.57657146,-0.19519085,"('good', 'evil')",0.34667403,0.18801484,0.4616227447986603,-0.0035880059003829956,-0.4652107506990433
56,-0.56180745,-0.66221887,"('conventional', 'unconventional')",-0.23767003,-0.04431574,-0.39973872900009155,-0.3532673120498657,0.04647141695022583
27,-0.5537444,-0.20862424,"('responsible', 'irresponsible')",-1.4060001,-1.1683804,-0.9798722267150879,-0.688502311706543,0.2913699150085449
42,-0.5520774,0.14400762,"('secure', 'insecure')",0.012540415,0.26268002,-0.26976850628852844,0.20334382355213165,0.4731123298406601
9,0.50781995,0.30835605,"('nice', 'nasty')",0.17267126,-0.07438213,0.3402456045150757,0.1169869601726532,-0.22325864434242249
13,-0.45039782,0.1225729,"('sincere', 'insincere')",-0.5709277,-0.39862895,-0.5106627345085144,-0.13802802562713623,0.3726347088813782
20,-0.43739915,-0.79551184,"('right', 'wrong')",-0.34467232,-0.27292073,-0.3910357356071472,-0.5342162847518921,-0.14318054914474487
16,-0.4216681,-0.34932965,"('fair', 'unfair')",0.66585577,0.94411886,0.12209382653236389,0.29739460349082947,0.17530077695846558
24,0.39017624,-0.06046602,"('generous', 'stingy')",1.0161337,1.149792,0.7031549215316772,0.5446629524230957,-0.15849196910858154
47,0.37079304,0.32496327,"('ambitious', 'unambitious')",-0.67119634,-0.6195863,-0.15020164847373962,-0.1473115086555481,0.0028901398181915283
12,-0.3302817,-0.08593385,"('trustworthy', 'untrustworthy')",0.053315073,0.19290164,-0.13848331570625305,0.05348389595746994,0.191967211663723
41,0.32804266,0.233517,"('confident', 'shy')",0.9299406,0.8004204,0.6289916038513184,0.5169687271118164,-0.11202287673950195
10,-0.284719,-0.73715234,"('hospitable', 'inhospitable')",0.03883347,-0.27124768,-0.12294276058673859,-0.5041999816894531,-0.38125722110271454
34,0.27699375,0.06239129,"('rational', 'irrational')",0.23539495,0.2648488,0.2561943531036377,0.16362003982067108,-0.09257431328296661
32,-0.26725426,-0.15796158,"('able', 'unable')",-0.14155595,-0.22247921,-0.20440509915351868,-0.19022038578987122,0.014184713363647461
45,0.25782847,0.779205,"('independent', 'dependent')",0.24410188,0.3437437,0.2509651780128479,0.5614743828773499,0.31050920486450195
28,0.21858542,0.08699411,"('unprejudiced', 'prejudiced')",1.3145535,1.0631528,0.7665694355964661,0.5750734806060791,-0.19149595499038696
53,0.18906069,0.48842877,"('influential', 'uninfluential')",-0.70637906,-0.288766,-0.2586591839790344,0.09983138740062714,0.35849057137966156
52,-0.18073559,-0.14546695,"('superior', 'inferior')",-0.55613154,-0.37503597,-0.36843356490135193,-0.2602514624595642,0.10818210244178772
43,-0.14833906,0.27569753,"('active', 'inactive')",-0.030457467,0.2915315,-0.08939826488494873,0.28361451625823975,0.3730127811431885
26,0.14805585,0.05524011,"('reliable', 'unreliable')",1.2888706,1.1538584,0.7184631824493408,0.6045492887496948,-0.113913893699646
46,-0.124828815,0.08238995,"('energetic', 'lethargic')",0.012124613,0.013564356,-0.056352101266384125,0.047977153211832047,0.10432925447821617
48,-0.10667853,0.20896685,"('dedicated', 'undedicated')",-1.3780913,-1.0250243,-0.7423849105834961,-0.4080287218093872,0.3343561887741089
51,-0.07715604,0.075120926,"('powerful', 'powerless')",-0.0016669035,0.22874734,-0.03941147029399872,0.15193413197994232,0.19134560227394104
6,-0.06784427,-0.34157676,"('supportive', 'unsupportive')",0.85986364,0.83914644,0.3960096836090088,0.2487848401069641,-0.14722484350204468
40,-0.06156665,0.40776867,"('logical', 'illogical')",-0.03392899,0.38233054,-0.04774782061576843,0.3950496017932892,0.4427974224090576
29,-0.05407296,0.18369365,"('competent', 'incompetent')",-0.10262978,-0.012567714,-0.07835137099027634,0.08556296676397324,0.16391433775424957
39,0.027846329,-0.20894983,"('wise', 'foolish')",-0.4360159,-0.4086945,-0.20408478379249573,-0.3088221549987793,-0.10473737120628357
0,-0.007924184,0.7386614,"('sociable', 'unsociable')",-0.49350095,-0.0073653758,-0.2507125735282898,0.3656480312347412,0.616360604763031
