,Cintas_male,Cintas_female,tuple,Corporation_male,Corporation_female,average_male,average_female,female-male
101,0.6877703,0.57933664,"('successful', 'unsuccessful')",-1.7906446,-1.3691573,-0.5514371395111084,-0.3949103355407715,0.15652680397033691
66,0.67573684,0.7916433,"('imaginative', 'unimaginative')",1.7510817,1.8591943,1.2134093046188354,1.3254188299179077,0.11200952529907227
109,0.67005676,0.65693235,"('conservative', 'liberal')",0.26653212,0.13732001,0.4682944416999817,0.3971261978149414,-0.07116824388504028
108,0.67005676,0.65693235,"('conservative', 'liberal')",0.26653212,0.13732001,0.4682944416999817,0.3971261978149414,-0.07116824388504028
99,-0.64571285,-0.5018763,"('prestigious', 'insignificant')",-0.61836255,-0.37589818,-0.6320376992225647,-0.43888723850250244,0.19315046072006226
86,0.6448621,0.5408932,"('self-reliant', 'helpless')",3.0994654,3.0994701,1.8721637725830078,1.8201816082000732,-0.05198216438293457
80,0.6395203,0.6957128,"('independent', 'dependent')",0.9400641,1.0104985,0.7897921800613403,0.8531056642532349,0.06331348419189453
56,0.6035499,0.68532,"('intelligent', 'dumb')",1.479487,1.4364965,1.0415184497833252,1.060908317565918,0.019389867782592773
2,0.60337543,0.53239983,"('friendly', 'unfriendly')",-0.94003,-0.88627857,-0.16832727193832397,-0.17693936824798584,-0.008612096309661865
87,-0.5886664,-0.79769164,"('dedicated', 'undedicated')",-1.0445504,-0.8789234,-0.8166084289550781,-0.8383074998855591,-0.021699070930480957
51,0.57585186,0.41666922,"('competent', 'incompetent')",-0.54876024,-0.48219028,0.013545811176300049,-0.03276053071022034,-0.046306341886520386
42,0.56368446,0.77396095,"('amicable', 'hostile')",0.9589158,1.171665,0.7613001465797424,0.9728129506111145,0.21151280403137207
84,0.5598879,0.4628143,"('self-confident', 'diffident')",-0.39397204,-0.27377972,0.082957923412323,0.0945172905921936,0.011559367179870605
104,0.5448269,0.6700944,"('conventional', 'unconventional')",-0.12385588,0.25472596,0.2104855179786682,0.4624101519584656,0.25192463397979736
4,-0.54364,-0.729364,"('likable', 'unlikable')",-1.0403883,-1.0006149,-0.7920141816139221,-0.8649893999099731,-0.07297521829605103
9,0.5427324,0.36900604,"('sensitive', 'insensitive')",-1.1511647,-1.1872176,-0.3042161166667938,-0.4091057777404785,-0.10488966107368469
63,-0.5201349,-0.46560234,"('capable', 'incapable')",-0.8459219,-0.8105603,-0.6830283999443054,-0.6380813121795654,0.04494708776473999
35,0.51955783,0.60799706,"('fair', 'unfair')",1.0734619,1.2934147,0.796509861946106,0.950705885887146,0.15419602394104004
3,0.47906625,0.5776701,"('likable', 'unlikable')",1.1366429,1.210885,0.8078545928001404,0.8942775726318359,0.08642297983169556
106,0.47447294,0.4796719,"('conventional', 'unconventional')",-0.15096393,-0.035023272,0.16175450384616852,0.22232431173324585,0.06056980788707733
55,0.4674999,0.4125002,"('intelligent', 'unintelligent')",-1.5108752,-1.3606179,-0.5216876268386841,-0.4740588366985321,0.04762879014015198
33,-0.46537113,-0.5134368,"('softhearted', 'hardhearted')",-0.7661141,-0.6360799,-0.6157426238059998,-0.5747583508491516,0.040984272956848145
43,0.46424055,0.5357306,"('genuine', 'fake')",-0.50999177,-0.5014824,-0.022875607013702393,0.017124086618423462,0.039999693632125854
7,0.45212388,0.23692629,"('outgoing', 'distant')",1.6931846,1.6204541,1.0726542472839355,0.9286901950836182,-0.14396405220031738
20,0.44892278,0.5563608,"('popular', 'unpopular')",-0.32305342,-0.1826106,0.06293468177318573,0.1868750900030136,0.12394040822982788
16,0.43723047,0.23089138,"('social', 'antisocial')",-0.85656106,-0.72364074,-0.20966529846191406,-0.2463746815919876,-0.03670938313007355
103,0.43689096,0.38567066,"('traditional', 'modern')",1.4685663,1.3763145,0.9527286291122437,0.880992591381073,-0.07173603773117065
50,0.42296594,0.3091625,"('unprejudiced', 'prejudiced')",2.5752447,2.5075693,1.4991053342819214,1.4083659648895264,-0.09073936939239502
36,-0.42068493,-0.53562456,"('tolerant', 'intolerant')",-1.147063,-1.310071,-0.783873975276947,-0.9228477478027344,-0.13897377252578735
105,-0.40412617,-0.30108473,"('conventional', 'modern')",-0.055854425,-0.0052798092,-0.22999030351638794,-0.1531822681427002,0.07680803537368774
37,0.40159813,0.2326012,"('good', 'evil')",2.1912932,2.3204215,1.2964457273483276,1.276511311531067,-0.019934415817260742
40,-0.39264625,-0.46362332,"('honorable', 'mean')",-5.11018,-5.5852084,-2.751413106918335,-3.024415969848633,-0.27300286293029785
24,0.38483265,0.44381326,"('thoughtful', 'rough')",-0.6502847,-0.64024514,-0.1327260285615921,-0.09821593761444092,0.034510090947151184
31,-0.37863016,-0.52239186,"('altruistic', 'egoistic')",-0.7380294,-0.6338673,-0.5583298206329346,-0.5781295895576477,-0.019799768924713135
39,0.3737095,0.40201247,"('right', 'wrong')",0.312078,0.60871965,0.3428937494754791,0.5053660869598389,0.16247233748435974
34,0.37106514,0.58188665,"('loyal', 'disloyal')",-1.9524353,-1.7376065,-0.7906850576400757,-0.5778599381446838,0.21282511949539185
52,0.3613639,0.31328192,"('competitive', 'uncompetitive')",-1.0682502,-1.0933753,-0.3534431457519531,-0.39004671573638916,-0.036603569984436035
47,-0.3451322,-0.2944513,"('forgiving', 'unforgiving')",-1.3384687,-1.1207098,-0.8418004512786865,-0.70758056640625,0.13421988487243652
91,0.34246513,0.23598064,"('resilient', 'nonresilient')",-0.12631848,-0.11499649,0.10807332396507263,0.060492075979709625,-0.04758124798536301
28,-0.33825034,-0.23188204,"('honest', 'dishonest')",-1.57376,-1.5223954,-0.9560052156448364,-0.8771387338638306,0.07886648178100586
62,0.33248752,0.37443173,"('creative', 'uncreative')",-0.46642017,-0.453404,-0.06696632504463196,-0.03948614001274109,0.02748018503189087
14,0.32961962,0.21033464,"('supportive', 'unsupportive')",0.40424493,0.47980875,0.3669322729110718,0.3450717031955719,-0.021860569715499878
1,0.30654562,0.20971105,"('friendly', 'unfriendly')",-1.942998,-1.7072537,-0.8182262182235718,-0.7487713098526001,0.06945490837097168
96,0.29825878,0.22479323,"('powerful', 'powerless')",-0.547754,-0.40263766,-0.12474760413169861,-0.08892221748828888,0.03582538664340973
59,0.2970214,0.24844456,"('skillful', 'clumsy')",0.1351933,0.3634761,0.2161073386669159,0.3059603273868561,0.08985298871994019
93,0.2931778,0.45897007,"('dominating', 'dominated')",0.07118034,0.27143443,0.18217907845973969,0.36520224809646606,0.18302316963672638
69,0.2852596,0.3673479,"('wise', 'foolish')",0.6855614,0.8061845,0.48541051149368286,0.5867661833763123,0.1013556718826294
10,-0.28369743,-0.05658696,"('affectionate', 'unaffectionate')",-1.3512542,-1.2590982,-0.8174757957458496,-0.6578425765037537,0.15963321924209595
46,0.2829395,0.23826066,"('generous', 'stingy')",2.027257,2.3750849,1.1550981998443604,1.3066728115081787,0.15157461166381836
110,-0.279616,-0.295701,"('narrow-minded', 'open-minded')",0.1743114,0.0270406,-0.05265229940414429,-0.13433019816875458,-0.08167789876461029
45,-0.26074588,-0.5225565,"('cooperative', 'exploitative')",-0.59180975,-0.6731168,-0.4262778162956238,-0.5978366136550903,-0.17155879735946655
60,0.2539286,0.29355472,"('educated', 'uneducated')",-1.3213989,-1.0668428,-0.5337351560592651,-0.38664403557777405,0.1470911204814911
8,0.2509963,0.21368171,"('open', 'distant')",1.5818087,1.5271409,0.9164024591445923,0.8704112768173218,-0.04599118232727051
65,-0.2503311,-0.39926812,"('practical', 'impractical')",-1.711442,-1.80433,-0.9808865785598755,-1.1017990112304688,-0.12091243267059326
41,0.24754074,0.49689165,"('incorrupt', 'corrupt')",1.9514761,2.1986237,1.0995084047317505,1.3477576971054077,0.24824929237365723
58,-0.22625047,0.061380103,"('able', 'clumsy')",-2.0620987,-2.041073,-1.144174575805664,-0.9898464679718018,0.1543281078338623
29,0.21173005,0.14823821,"('honest', 'immoral')",-0.9202016,-0.92064106,-0.35423576831817627,-0.3862014412879944,-0.031965672969818115
57,0.20903194,0.13619341,"('able', 'unable')",-0.2013216,-0.36090654,0.0038551688194274902,-0.11235656589269638,-0.11621173471212387
17,0.20792449,0.14688657,"('social', 'antisocial')",-0.98217857,-0.65020144,-0.3871270418167114,-0.2516574263572693,0.13546961545944214
12,0.18621755,0.27388826,"('sympathetic', 'unsympathetic')",-0.9940553,-1.0356003,-0.4039188623428345,-0.3808560371398926,0.023062825202941895
73,0.18136564,-0.2497825,"('brilliant', 'incompetent')",-1.391172,-1.5181631,-0.6049032211303711,-0.8839727640151978,-0.27906954288482666
102,0.16878489,0.09376514,"('eminent', 'low')",-2.2042384,-1.8038893,-1.0177267789840698,-0.8550620675086975,0.16266471147537231
85,-0.15935476,-0.20431703,"('ambitious', 'unambitious')",-0.7891735,-0.75134563,-0.47426411509513855,-0.47783133387565613,-0.003567218780517578
48,-0.15480334,-0.28836715,"('reliable', 'unreliable')",2.2609792,2.2535896,1.0530879497528076,0.9826112389564514,-0.0704767107963562
13,-0.15148693,-0.053042024,"('helpful', 'unhelpful')",-3.519785,-3.6644435,-1.8356359004974365,-1.8587427139282227,-0.023106813430786133
92,0.14941114,0.17849651,"('unwavering', 'wavering')",0.07034165,0.24130577,0.10987639427185059,0.2099011391401291,0.1000247448682785
107,0.14159767,0.23961794,"('conventional', 'modern')",0.28736287,0.2149904,0.21448028087615967,0.22730417549610138,0.012823894619941711
98,-0.11983487,-0.16330504,"('prestigious', 'insignificant')",-0.3029409,-0.15973781,-0.21138788759708405,-0.16152143478393555,0.0498664528131485
22,0.116715506,-0.14457187,"('welcoming', 'disagreeable')",1.048235,1.1650422,0.5824753046035767,0.5102351307868958,-0.07224017381668091
26,-0.10332552,0.109716944,"('trustworthy', 'untrustworthy')",0.57739496,0.5178565,0.23703472316265106,0.31378671526908875,0.07675199210643768
71,0.10330349,-0.26489726,"('efficient', 'inefficient')",-0.59112847,-0.9200628,-0.2439124882221222,-0.5924800038337708,-0.34856751561164856
61,0.10069367,0.28372103,"('rational', 'irrational')",0.50889474,0.76207244,0.30479419231414795,0.5228967666625977,0.2181025743484497
64,0.08809021,-0.11351243,"('clever', 'incompetent')",-1.1086632,-1.2098726,-0.5102865099906921,-0.6616925001144409,-0.15140599012374878
74,0.0834557,0.014835879,"('insightful', 'unperceptive')",-1.7091694,-1.6886717,-0.8128568530082703,-0.8369179368019104,-0.024061083793640137
44,0.07520555,0.07179423,"('truthful', 'untruthful')",-1.5132601,-1.5172265,-0.7190272808074951,-0.7227160930633545,-0.003688812255859375
97,0.068986595,0.14313436,"('superior', 'inferior')",-1.1832991,-1.0219007,-0.5571562051773071,-0.4393831491470337,0.11777305603027344
83,0.055580914,0.00039970875,"('energetic', 'lethargic')",-0.3632766,-0.4883741,-0.1538478434085846,-0.24398720264434814,-0.09013935923576355
19,-0.051496595,0.06467652,"('funny', 'boring')",-0.49660963,-0.3847894,-0.27405309677124023,-0.1600564420223236,0.11399665474891663
25,0.03490586,-0.00014403462,"('moral', 'immoral')",-0.94255114,-1.1502492,-0.45382264256477356,-0.5751966238021851,-0.1213739812374115
94,0.034621,0.2316275,"('aggressive', 'submissive')",0.3689345,0.21789002,0.20177775621414185,0.22475875914096832,0.022981002926826477
88,0.02844803,0.31172323,"('impulsive', 'meek')",1.324224,1.2927016,0.6763359904289246,0.8022124171257019,0.12587642669677734
79,0.02753593,0.11502218,"('determined', 'doubtful')",0.12927738,0.2976311,0.07840665429830551,0.2063266485929489,0.1279199942946434
11,-0.02418758,0.042616025,"('caring', 'unaffectionate')",-1.8822398,-1.7991807,-0.9532136917114258,-0.878282368183136,0.0749313235282898
67,-0.019438013,0.0047090203,"('discriminating', 'undiscriminating')",-0.8692392,-0.8203534,-0.4443386197090149,-0.4078221917152405,0.036516427993774414
18,-0.018318422,0.019113928,"('social', 'asocial')",-0.59220004,-0.6901647,-0.30525922775268555,-0.33552539348602295,-0.030266165733337402
68,-0.017179102,-0.12855789,"('clever', 'inept')",-1.2592735,-1.2579092,-0.638226330280304,-0.6932335495948792,-0.055007219314575195
49,-0.0052222162,-0.14654794,"('responsible', 'irresponsible')",-0.9185499,-1.1231246,-0.46188604831695557,-0.6348362565040588,-0.17295020818710327
76,-0.0010562241,0.020825416,"('secure', 'insecure')",0.30157578,0.15532562,0.15025977790355682,0.08807551860809326,-0.06218425929546356
