,Southwest_male,Southwest_female,tuple,Airlines_male,Airlines_female,average_male,average_female,female-male
53,-0.7942891,-0.58775836,"('influential', 'uninfluential')",-1.5003068,-1.0806147,-1.147297978401184,-0.8341865539550781,0.31311142444610596
13,-0.79174113,-0.55167305,"('sincere', 'insincere')",0.05636078,0.14413789,-0.36769017577171326,-0.2037675827741623,0.16392259299755096
17,-0.78228945,-0.6805222,"('tolerant', 'intolerant')",-1.0656593,-1.0405787,-0.9239743947982788,-0.8605504631996155,0.06342393159866333
39,0.76735884,0.7742015,"('wise', 'foolish')",0.35376292,0.24681199,0.5605608820915222,0.5105067491531372,-0.05005413293838501
11,-0.7292038,-0.58249784,"('moral', 'immoral')",-0.6411726,-0.5433823,-0.6851881742477417,-0.5629400610923767,0.12224811315536499
35,-0.592369,-0.6718787,"('creative', 'uncreative')",-0.64177155,-0.620358,-0.6170703172683716,-0.6461183428764343,-0.029048025608062744
52,-0.5592124,-0.5229292,"('superior', 'inferior')",-0.7189608,-0.5811349,-0.6390866041183472,-0.5520320534706116,0.0870545506477356
51,0.49485898,0.49556106,"('powerful', 'powerless')",-0.24727955,-0.11175875,0.1237897127866745,0.19190114736557007,0.06811143457889557
56,-0.41975418,-0.38804987,"('conventional', 'unconventional')",-0.47507325,-0.3554822,-0.44741371273994446,-0.37176603078842163,0.07564768195152283
18,0.38983494,0.07678157,"('good', 'evil')",0.54664326,0.47852898,0.46823909878730774,0.2776552736759186,-0.19058382511138916
8,0.38194245,0.35225853,"('popular', 'unpopular')",-0.8861197,-0.71656656,-0.25208863615989685,-0.18215401470661163,0.06993462145328522
54,-0.3524502,-0.29684958,"('successful', 'unsuccessful')",-1.3858465,-1.3988944,-0.8691483736038208,-0.8478720188140869,0.021276354789733887
57,0.34455752,0.5484043,"('conservative', 'liberal')",-0.1085806,0.19377986,0.1179884672164917,0.3710920810699463,0.2531036138534546
10,-0.32672957,-0.6581676,"('hospitable', 'inhospitable')",0.4752524,0.41340154,0.07426141202449799,-0.12238302826881409,-0.19664444029331207
47,0.3163274,0.27244133,"('ambitious', 'unambitious')",-0.71113485,-0.717587,-0.19740372896194458,-0.22257283329963684,-0.02516910433769226
29,-0.29277053,-0.32097748,"('competent', 'incompetent')",-0.06518069,-0.022625506,-0.17897561192512512,-0.17180149257183075,0.0071741193532943726
16,0.28227043,0.32537556,"('fair', 'unfair')",0.4094288,0.5771081,0.3458496332168579,0.4512418210506439,0.10539218783378601
0,0.22077471,0.39083648,"('sociable', 'unsociable')",-0.7755138,-0.47388676,-0.27736955881118774,-0.04152514040470123,0.2358444184064865
45,-0.20329,-0.09512478,"('independent', 'dependent')",0.09314735,0.30507237,-0.05507132411003113,0.10497379302978516,0.16004511713981628
2,-0.18707082,-0.003835827,"('likable', 'unlikable')",-0.61874294,-0.39608753,-0.4029068946838379,-0.19996167719364166,0.20294521749019623
49,0.119330645,-0.10448581,"('motivated', 'unmotivated')",0.71274674,0.6351904,0.4160386919975281,0.2653523087501526,-0.1506863832473755
25,0.088207975,0.2530996,"('forgiving', 'unforgiving')",-0.792151,-0.6852633,-0.35197150707244873,-0.21608184278011322,0.1358896642923355
46,-0.07936473,0.15933608,"('energetic', 'lethargic')",0.17418337,0.21224964,0.04740931838750839,0.18579286336898804,0.13838354498147964
43,0.07645312,0.3763518,"('active', 'inactive')",-0.5778567,-0.27854574,-0.25070178508758545,0.04890303313732147,0.2996048182249069
42,0.066762954,0.23449636,"('secure', 'insecure')",-0.23454002,-0.328556,-0.08388853073120117,-0.04702982306480408,0.036858707666397095
32,0.019392133,-0.026740462,"('able', 'unable')",-0.46528476,-0.48290265,-0.22294631600379944,-0.2548215389251709,-0.03187522292137146
20,-0.0034867972,-0.082493186,"('right', 'wrong')",-0.43748927,-0.3159067,-0.220488041639328,-0.19919994473457336,0.02128809690475464
