,Berkshire_male,Berkshire_female,tuple,Hathaway_male,Hathaway_female,average_male,average_female,female-male
25,-0.7669415,-0.756495,"('forgiving', 'unforgiving')",0.5038521,0.65685827,-0.13154467940330505,-0.04981836676597595,0.0817263126373291
33,-0.76674116,-0.7353568,"('educated', 'uneducated')",0.75263166,0.6696799,-0.007054746150970459,-0.03283846378326416,-0.0257837176322937
13,0.75836945,0.72575504,"('sincere', 'insincere')",3.3850186,3.6333482,2.0716938972473145,2.179551601409912,0.10785770416259766
24,0.7120082,0.98909354,"('generous', 'stingy')",0.93376803,1.0433023,0.8228881359100342,1.016197919845581,0.19330978393554688
45,0.7032585,0.70433223,"('independent', 'dependent')",0.7694305,0.59613985,0.7363445162773132,0.6502360105514526,-0.0861085057258606
5,-0.66793954,-0.687941,"('helpful', 'unhelpful')",1.8274891,1.9558383,0.579774796962738,0.6339486837387085,0.05417388677597046
29,-0.6450089,-0.69027436,"('competent', 'incompetent')",1.7375896,2.0148487,0.5462903380393982,0.662287175655365,0.1159968376159668
48,-0.60794795,-0.54337883,"('dedicated', 'undedicated')",0.111213654,0.17789268,-0.24836714565753937,-0.18274307250976562,0.06562407314777374
42,0.5865792,0.4049189,"('secure', 'insecure')",1.429658,1.792995,1.0081186294555664,1.0989569425582886,0.09083831310272217
46,-0.5681696,-0.52399707,"('energetic', 'lethargic')",2.4509516,2.784273,0.9413909912109375,1.1301379203796387,0.18874692916870117
16,-0.5326293,-0.4106179,"('fair', 'unfair')",-1.1223243,-1.0189154,-0.8274768590927124,-0.7147666215896606,0.11271023750305176
38,-0.52302814,-0.5696462,"('discriminating', 'undiscriminating')",-0.24362653,0.06697508,-0.38332733511924744,-0.2513355612754822,0.13199177384376526
9,0.508208,0.4578395,"('nice', 'nasty')",-0.44243595,-0.46826297,0.03288601338863373,-0.005211740732192993,-0.03809775412082672
18,-0.50423837,-0.38520825,"('good', 'evil')",-1.9202307,-2.2088935,-1.2122344970703125,-1.297050952911377,-0.08481645584106445
10,-0.48474365,-0.3201124,"('hospitable', 'inhospitable')",-0.765792,-1.152612,-0.6252678632736206,-0.7363622188568115,-0.11109435558319092
19,-0.45565042,-0.28720194,"('kind', 'unkind')",0.8104783,0.65830904,0.1774139553308487,0.18555355072021484,0.00813959538936615
39,-0.4428569,-0.2745589,"('wise', 'foolish')",-1.081423,-1.0951365,-0.7621399760246277,-0.6848477125167847,0.07729226350784302
32,-0.43415433,-0.5426001,"('able', 'unable')",0.31521222,0.21206816,-0.05947105586528778,-0.1652659773826599,-0.10579492151737213
8,-0.43300122,-0.2329792,"('popular', 'unpopular')",-1.0360646,-1.4406512,-0.7345329523086548,-0.8368151783943176,-0.10228222608566284
31,-0.38327298,-0.32957304,"('intelligent', 'unintelligent')",1.3616344,1.3591412,0.48918068408966064,0.5147840976715088,0.025603413581848145
12,0.37192208,0.2821071,"('trustworthy', 'untrustworthy')",0.8927624,1.2936394,0.6323422193527222,0.7878732681274414,0.15553104877471924
17,-0.3321051,-0.49802205,"('tolerant', 'intolerant')",1.874768,2.1172228,0.7713314294815063,0.8096003532409668,0.03826892375946045
37,-0.2723077,-0.5252624,"('practical', 'impractical')",1.6956569,1.9467331,0.7116745710372925,0.7107353210449219,-0.0009392499923706055
21,0.2317071,0.39178795,"('incorrupt', 'corrupt')",-3.003553,-3.0911539,-1.385922908782959,-1.3496829271316528,0.03623998165130615
6,0.207876,0.14243367,"('supportive', 'unsupportive')",1.9048742,1.685849,1.0563751459121704,0.9141412973403931,-0.14223384857177734
51,-0.1670143,-0.36089993,"('powerful', 'powerless')",-0.116344124,0.025556445,-0.14167921245098114,-0.16767174005508423,-0.02599252760410309
56,-0.15276778,-0.044533826,"('conventional', 'unconventional')",-0.1032638,-0.19429535,-0.12801578640937805,-0.11941458284854889,0.008601203560829163
34,-0.14026326,0.044311017,"('rational', 'irrational')",-1.2905445,-1.3072985,-0.7154039144515991,-0.6314937472343445,0.08391016721725464
47,-0.1148413,-0.4002775,"('ambitious', 'unambitious')",1.5472152,1.5491906,0.7161869406700134,0.5744565725326538,-0.14173036813735962
44,0.10617173,-0.033302903,"('active', 'inactive')",0.30294484,-0.2639012,0.20455828309059143,-0.14860205352306366,-0.3531603366136551
0,0.06265074,0.089167416,"('sociable', 'unsociable')",1.4135683,1.604339,0.7381094694137573,0.8467532396316528,0.10864377021789551
54,0.057005793,-0.10904302,"('successful', 'unsuccessful')",-0.6888527,-0.6402617,-0.31592345237731934,-0.37465235590934753,-0.0587289035320282
2,0.0014334917,0.009769917,"('likable', 'unlikable')",0.217459,0.23893428,0.10944624245166779,0.1243520975112915,0.014905855059623718
