,Cboe_male,Cboe_female,tuple,Global_male,Global_female,Markets_male,Markets_female,average_male,average_female,female-male
0,-0.62254965,-0.11000021,"('sociable', 'unsociable')",-1.1041083,-0.9714743,-1.3111541,-1.135306,-1.0126040776570637,-0.738926887512207,0.2736771901448567
12,-0.61988485,-0.43912542,"('trustworthy', 'untrustworthy')",0.2154208,0.2527169,0.78574014,0.6272911,0.1270920236905416,0.14696085453033447,0.019868830839792878
25,-0.581928,-0.51190794,"('forgiving', 'unforgiving')",-0.7967357,-0.70378494,-1.0063763,-0.9260065,-0.7950133482615153,-0.7138997713724772,0.08111357688903809
24,0.5798875,0.6970793,"('generous', 'stingy')",2.2299645,2.3318973,2.100438,2.3819444,1.6367634137471516,1.803640365600586,0.16687695185343432
10,0.5552901,0.3251006,"('hospitable', 'inhospitable')",0.005368948,-0.05519867,-0.05482036,0.035532713,0.16861289739608765,0.1018115480740865,-0.06680134932200114
18,0.5356512,0.15048982,"('good', 'evil')",1.3736255,1.2093585,1.5800527,1.696548,1.1631097793579102,1.0187987486521404,-0.14431103070576978
26,0.529086,0.34979385,"('reliable', 'unreliable')",1.9579195,1.8578317,2.138618,1.8857467,1.5418745676676433,1.3644574483235676,-0.17741711934407567
42,-0.5211625,-0.3083461,"('secure', 'insecure')",-0.25115886,-0.17781097,0.189704,0.001924172,-0.19420578082402548,-0.1614109675089518,0.03279481331507367
34,0.45720643,0.24684228,"('rational', 'irrational')",0.73837245,0.83641547,0.40112805,0.62830627,0.5322356224060059,0.570521354675293,0.03828573226928711
31,-0.45542675,-0.27235505,"('intelligent', 'unintelligent')",-0.7765592,-0.6866847,-0.4069659,-0.43343246,-0.5463172594706217,-0.4641574223836263,0.08215983708699542
36,-0.44335017,-0.49838656,"('capable', 'incapable')",-1.7012725,-1.6909423,-0.45574045,-0.5604556,-0.8667876720428467,-0.9165948232014974,-0.04980715115865075
53,-0.43921322,-0.08842027,"('influential', 'uninfluential')",-0.31060356,-0.22594452,-0.9067601,-0.90720385,-0.5521922906239828,-0.4071895281473796,0.1450027624766032
9,0.43074304,0.43532747,"('nice', 'nasty')",0.7515168,0.69907767,0.7805323,0.88068295,0.6542640527089437,0.6716960271199545,0.017431974411010742
2,-0.42592168,-0.09883802,"('likable', 'unlikable')",0.2144482,0.1681163,-1.1425784,-0.97581697,-0.4513506094614665,-0.30217955509821576,0.14917105436325073
35,-0.41401607,-0.3706218,"('creative', 'uncreative')",-1.0020894,-0.97822857,-0.13014008,-0.47040603,-0.5154151916503906,-0.6064188083012899,-0.09100361665089929
55,-0.40854484,-0.32197967,"('conventional', 'unconventional')",-0.8281603,-0.73886025,-0.5579196,-0.24434373,-0.5982082287470499,-0.4350612163543701,0.1631470123926798
43,-0.4067701,-0.17004013,"('active', 'inactive')",-0.8148639,-0.6880745,-0.3947869,-0.22051474,-0.5388069947560629,-0.35954312483469647,0.1792638699213664
32,-0.40490913,-0.4049135,"('able', 'unable')",-1.0015137,-1.0354769,-0.59235847,-0.782156,-0.6662604411443075,-0.7408488591512045,-0.07458841800689697
20,-0.39561754,-0.24647158,"('right', 'wrong')",-0.1641869,-0.05393243,0.053776473,0.29127985,-0.16867597897847494,-0.003041386604309082,0.16563459237416586
7,-0.37072998,0.09127131,"('polite', 'impolite')",0.3491167,0.4987325,-0.73974264,-0.6905303,-0.2537852923075358,-0.03350881735483805,0.22027647495269778
41,0.36275688,0.1726391,"('confident', 'shy')",0.34382242,0.26062784,2.3228676,1.647254,1.0098156929016113,0.6935069561004639,-0.31630873680114746
51,0.35447145,0.554779,"('powerful', 'powerless')",-0.60028404,-0.50048673,-0.25524446,-0.07368547,-0.16701900959014893,-0.006464401880900065,0.16055460770924887
33,-0.34918025,-0.13618997,"('educated', 'uneducated')",-0.7672889,-0.6931033,-1.0064428,-1.0321729,-0.7076373100280762,-0.6204887231191,0.0871485869089762
45,0.2964151,0.39905995,"('independent', 'dependent')",0.23350482,0.21793818,1.1109321,1.1100203,0.5469506581624349,0.5756727854410807,0.02872212727864576
8,0.2743401,0.1713189,"('popular', 'unpopular')",-0.5567451,-0.6025311,-0.41366988,-0.24517176,-0.23202496767044067,-0.2254613240559896,0.006563643614451081
6,0.19720602,0.13762501,"('supportive', 'unsupportive')",-0.6686069,-0.84651744,0.78022087,0.66394997,0.10294000307718913,-0.014980832735697428,-0.11792083581288657
16,0.15535775,0.19246292,"('fair', 'unfair')",-0.026164174,-0.012304783,0.51965654,0.5478347,0.21628336111704508,0.24266427755355835,0.026380916436513274
39,0.14399981,-0.07557903,"('wise', 'foolish')",-0.9263926,-0.86927396,0.32660443,0.35243893,-0.1519294579823812,-0.19747136036554971,-0.04554190238316852
11,-0.11532982,0.07766843,"('moral', 'immoral')",-0.935353,-0.8792131,-0.35859603,-0.7009111,-0.46975962320963544,-0.5008185704549154,-0.031058947245279966
56,-0.047823295,-0.03527102,"('conventional', 'unconventional')",-0.59538144,-0.599529,-0.6851473,-0.4737476,-0.44278399149576825,-0.36951589584350586,0.07326809565226239
52,-0.047318712,0.097752005,"('superior', 'inferior')",-1.6475449,-1.4972649,0.19624421,0.38162532,-0.4995397726694743,-0.3392958641052246,0.1602439085642497
47,0.033798486,0.14103118,"('ambitious', 'unambitious')",0.89129686,0.86486346,-0.07725382,0.012956798,0.2826138337453206,0.33961717287699383,0.057003339131673214
