,UnitedHealth_male,UnitedHealth_female,tuple,Group_male,Group_female,average_male,average_female,female-male
55,1.6722903,1.6085553,"('intelligent', 'unintelligent')",-0.21457824,-0.08281401,0.728856,0.7628707,0.0340147
84,-1.6378765,-1.7773311,"('self-confident', 'diffident')",-0.6263952,-0.5834639,-1.1321359,-1.1803975,-0.0482616
89,1.592716,1.5087513,"('daring', 'anxious')",-0.09288578,-0.23951715,0.7499151,0.6346171,-0.115298
83,1.5925541,1.3747095,"('energetic', 'lethargic')",-0.09243578,-0.27982312,0.7500591,0.5474432,-0.2026159
66,1.5094798,1.3691978,"('imaginative', 'unimaginative')",1.5260242,1.4117614,1.5177519,1.3904796,-0.1272723
90,1.5013082,1.2622323,"('motivated', 'unmotivated')",0.67405707,0.6063706,1.0876826,0.9343015,-0.1533811
106,1.498122,1.3714974,"('conventional', 'unconventional')",-0.87603605,-0.38358027,0.311043,0.4939586,0.1829156
25,1.445087,1.1359807,"('moral', 'immoral')",-0.5393187,-0.6099379,0.4528841,0.2630214,-0.1898627
100,1.3930509,1.3801031,"('influential', 'uninfluential')",-0.5620071,-0.310604,0.4155219,0.5347496,0.1192277
32,-1.3929529,-1.1642992,"('benevolent', 'hardhearted')",-1.5650207,-1.3805013,-1.4789867,-1.2724003,0.2065864
54,1.3857331,1.168927,"('smart', 'stupid')",0.23790723,0.18104374,0.8118201,0.6749853,-0.1368348
80,1.3695443,1.3412608,"('independent', 'dependent')",0.7788498,0.8744364,1.0741971,1.1078486,0.0336515
104,-1.3567381,-1.2684108,"('conventional', 'unconventional')",-0.67142415,-0.24533151,-1.0140811,-0.7568712,0.2572099
38,-1.288617,-1.2300513,"('kind', 'unkind')",-1.3174757,-1.2073994,-1.3030463,-1.2187253,0.084321
72,1.2657079,1.3928798,"('logical', 'illogical')",-0.6342237,-0.31073445,0.3157421,0.5410727,0.2253306
39,-1.2230811,-1.1667386,"('right', 'wrong')",-0.17319244,0.1579107,-0.6981368,-0.504414,0.1937228
37,-1.1496385,-1.2803648,"('good', 'evil')",0.7744244,0.91167974,-0.1876071,-0.1843425,0.0032646
95,1.0953567,1.0885142,"('rich', 'poor')",-3.2088473,-3.3658519,-1.0567453,-1.1386688,-0.0819235
49,1.0460734,0.9001257,"('responsible', 'irresponsible')",-1.5279363,-1.7914209,-0.2409315,-0.4456476,-0.2047161
19,-1.0305188,-0.91476583,"('funny', 'boring')",0.031997263,0.17675704,-0.4992608,-0.3690044,0.1302564
45,-0.95754105,-0.957569,"('cooperative', 'exploitative')",-1.9009249,-1.9702867,-1.429233,-1.4639279,-0.0346949
13,0.95013344,0.87080884,"('helpful', 'unhelpful')",-1.2622983,-1.499664,-0.1560825,-0.3144276,-0.1583451
62,0.9017122,1.0486053,"('creative', 'uncreative')",-0.30630842,-0.33219242,0.2977019,0.3582065,0.0605046
56,-0.89512974,-1.0826725,"('intelligent', 'dumb')",1.2655385,1.3052688,0.1852044,0.1112981,-0.0739063
48,-0.89361465,-1.2059089,"('reliable', 'unreliable')",1.8447677,1.6735976,0.4755765,0.2338443,-0.2417322
34,0.89109784,0.82763577,"('loyal', 'disloyal')",-1.2414966,-1.0604396,-0.1751994,-0.1164019,0.0587975
14,-0.88963044,-1.2270476,"('supportive', 'unsupportive')",0.16738492,-0.07455863,-0.3611228,-0.6508031,-0.2896803
42,-0.8757871,-0.8688774,"('amicable', 'hostile')",0.9479014,1.2951589,0.0360572,0.2131407,0.1770835
75,0.87259007,0.659828,"('confident', 'shy')",4.330084,4.403369,2.601337,2.5315986,-0.0697384
26,0.8649411,0.76382756,"('trustworthy', 'untrustworthy')",-0.5411313,-0.5285998,0.1619049,0.1176139,-0.044291
77,-0.85741943,-0.89605904,"('active', 'inactive')",0.78179425,0.8371195,-0.0378126,-0.0294698,0.0083428
29,0.8439985,0.7503263,"('honest', 'immoral')",-0.6200409,-0.6491418,0.1119788,0.0505922,-0.0613866
24,0.81712365,0.78989613,"('thoughtful', 'rough')",-1.2523534,-1.0907497,-0.2176149,-0.1504268,0.0671881
18,0.8048087,0.7942885,"('social', 'asocial')",-1.058042,-1.0001144,-0.1266167,-0.102913,0.0237037
105,0.803298,0.79719734,"('conventional', 'modern')",-0.8220514,-0.7898462,-0.0093767,0.0036756,0.0130523
9,0.77133745,0.63418126,"('sensitive', 'insensitive')",-0.8002304,-0.91652274,-0.0144465,-0.1411707,-0.1267242
11,-0.75226665,-0.7330839,"('caring', 'unaffectionate')",-1.4996012,-1.3906996,-1.1259339,-1.0618918,0.0640421
58,0.7512261,0.7144592,"('able', 'clumsy')",-0.7362431,-0.76308596,0.0074915,-0.0243134,-0.0318049
96,0.7277651,0.6234709,"('powerful', 'powerless')",0.41390386,0.47129026,0.5708345,0.5473806,-0.0234539
78,-0.69896984,-0.98513,"('active', 'inactive')",1.5981884,1.3527603,0.4496093,0.1838152,-0.2657941
23,-0.6618446,-0.7874475,"('hospitable', 'inhospitable')",0.839142,0.7548155,0.0886487,-0.016316,-0.1049647
74,0.6598718,0.49955583,"('insightful', 'unperceptive')",-1.1269684,-1.2388266,-0.2335483,-0.3696354,-0.1360871
46,-0.6584801,-0.7304813,"('generous', 'stingy')",0.9692997,0.9897683,0.1554098,0.1296435,-0.0257663
40,-0.65774417,-0.83677936,"('honorable', 'mean')",-2.9508104,-3.2380543,-1.8042773,-2.0374169,-0.2331396
31,-0.65594614,-0.47122788,"('altruistic', 'egoistic')",-0.055580243,0.27682877,-0.3557632,-0.0971996,0.2585636
33,-0.61254364,-0.4382096,"('softhearted', 'hardhearted')",-1.2304585,-0.9917582,-0.921501,-0.7149839,0.2065171
59,-0.60877013,-0.5287037,"('skillful', 'clumsy')",0.56868166,0.8225073,-0.0200442,0.1469018,0.166946
79,-0.5847998,-0.6878395,"('determined', 'doubtful')",-0.15765628,-0.30015415,-0.371228,-0.4939968,-0.1227688
10,0.5701499,0.76894,"('affectionate', 'unaffectionate')",-1.1393261,-0.8931228,-0.2845881,-0.0620914,0.2224967
93,0.537521,0.50650096,"('dominating', 'dominated')",0.29059702,0.16884139,0.414059,0.3376712,-0.0763878
6,-0.516859,-0.7098849,"('liked', 'disliked')",4.451727,4.5145626,1.9674339,1.9023389,-0.065095
1,-0.511263,-0.41425908,"('friendly', 'unfriendly')",-1.6588626,-1.3635361,-1.0850627,-0.8888976,0.1961651
3,0.49199677,0.2193719,"('likable', 'unlikable')",1.3933429,1.2382158,0.9426698,0.7287939,-0.2138759
50,-0.45728198,-0.5410351,"('unprejudiced', 'prejudiced')",1.6028581,1.3919308,0.5727881,0.4254479,-0.1473402
70,-0.4565633,-0.4318369,"('wise', 'unwise')",1.1611629,1.1209686,0.3522998,0.3445658,-0.007734
61,-0.44937593,-0.22511056,"('rational', 'irrational')",0.47612983,0.8306458,0.013377,0.3027676,0.2893906
44,0.42483923,0.27687168,"('truthful', 'untruthful')",-0.13600042,-0.25821292,0.1444194,0.0093294,-0.13509
86,-0.41883254,-0.46570128,"('self-reliant', 'helpless')",1.7320676,1.7339982,0.6566175,0.6341485,-0.022469
88,-0.416435,-0.53062963,"('impulsive', 'meek')",1.5234294,1.4456608,0.5534972,0.4575156,-0.0959816
43,0.4056312,0.30508402,"('genuine', 'fake')",-0.88670385,-0.9199076,-0.2405363,-0.3074118,-0.0668755
47,0.38520268,0.17295495,"('forgiving', 'unforgiving')",-0.9559828,-0.9265202,-0.2853901,-0.3767827,-0.0913926
28,0.35313272,0.36889082,"('honest', 'dishonest')",-1.2048888,-1.128978,-0.425878,-0.3800436,0.0458344
91,-0.32820314,-0.45145518,"('resilient', 'nonresilient')",-0.19396849,-0.093790576,-0.2610858,-0.2726229,-0.0115371
87,0.3181957,0.10620992,"('dedicated', 'undedicated')",-1.4256592,-1.3672001,-0.5537317,-0.6304951,-0.0767634
20,0.28864148,0.25988603,"('popular', 'unpopular')",1.0949076,1.2217617,0.6917745,0.7408239,0.0490494
68,0.2843575,-0.0626944,"('clever', 'inept')",-0.7700175,-0.95294595,-0.24283,-0.5078202,-0.2649902
57,0.28225398,0.08120357,"('able', 'unable')",0.22977036,0.315879,0.2560122,0.1985413,-0.0574709
85,0.2739268,0.3543479,"('ambitious', 'unambitious')",-0.9323306,-0.99152136,-0.3292019,-0.3185867,0.0106152
65,0.25882256,-0.048537046,"('practical', 'impractical')",-1.2370186,-1.487025,-0.489098,-0.767781,-0.278683
110,0.25824744,0.2848148,"('narrow-minded', 'open-minded')",-0.15787387,-0.1721431,0.0501868,0.0563359,0.0061491
53,-0.23198585,-0.1749194,"('smart', 'stupid')",-3.2346156,-3.323663,-1.7333007,-1.7492912,-0.0159905
27,0.22450694,0.21994132,"('sincere', 'insincere')",-4.028051,-4.101017,-1.901772,-1.9405378,-0.0387658
22,0.21330124,0.093826115,"('welcoming', 'disagreeable')",0.5881824,0.64519274,0.4007418,0.3695094,-0.0312324
102,0.20572707,0.22507921,"('eminent', 'low')",0.56536305,0.7146404,0.3855451,0.4698598,0.0843147
35,0.17250133,0.14718452,"('fair', 'unfair')",0.6207746,0.8404393,0.396638,0.4938119,0.0971739
63,-0.15598494,-0.14886543,"('capable', 'incapable')",-0.56577706,-0.4710226,-0.360881,-0.309944,0.050937
4,-0.14813185,-0.21658415,"('likable', 'unlikable')",-0.5960393,-0.56140864,-0.3720856,-0.3889964,-0.0169108
21,-0.13419908,-0.32728335,"('nice', 'nasty')",1.1434602,0.79416955,0.5046306,0.2334431,-0.2711875
101,0.100887,0.05365333,"('successful', 'unsuccessful')",-0.7481835,-0.6485225,-0.3236482,-0.2974346,0.0262136
97,0.062951356,0.121460944,"('superior', 'inferior')",-0.6515706,-0.39768904,-0.2943096,-0.1381141,0.1561955
30,0.026373923,-0.22720784,"('honest', 'dishonest')",0.04217182,-0.04210545,0.0342729,-0.1346566,-0.1689295
