,NiSource_male,NiSource_female,tuple,average_male,average_female,female-male
51,0.62042165,0.6029439,"('powerful', 'powerless')",0.6204216480255127,0.6029438972473145,-0.017477750778198242
39,-0.5343003,-0.36324495,"('wise', 'foolish')",-0.5343003273010254,-0.3632449507713318,0.1710553765296936
27,0.5032573,0.28759977,"('responsible', 'irresponsible')",0.5032572746276855,0.2875997722148895,-0.21565750241279602
7,0.49420777,0.51362973,"('polite', 'impolite')",0.4942077696323395,0.5136297345161438,0.01942196488380432
11,0.44818497,0.39630148,"('moral', 'immoral')",0.4481849670410156,0.3963014781475067,-0.05188348889350891
9,0.4356094,0.52687216,"('nice', 'nasty')",0.4356094002723694,0.5268721580505371,0.09126275777816772
55,0.4142875,0.66041887,"('conventional', 'unconventional')",0.4142875075340271,0.6604188680648804,0.24613136053085327
54,0.4038459,0.1791861,"('successful', 'unsuccessful')",0.4038459062576294,0.17918610572814941,-0.22465980052947998
26,-0.39867646,-0.5802864,"('reliable', 'unreliable')",-0.39867645502090454,-0.5802863836288452,-0.18160992860794067
33,0.39269817,0.9228944,"('educated', 'uneducated')",0.39269816875457764,0.9228944182395935,0.5301962494850159
47,0.39257163,0.3516333,"('ambitious', 'unambitious')",0.3925716280937195,0.35163331031799316,-0.04093831777572632
25,0.3677499,0.56466395,"('forgiving', 'unforgiving')",0.3677498996257782,0.5646639466285706,0.19691404700279236
22,-0.34497452,0.29113358,"('amicable', 'hostile')",-0.3449745178222656,0.2911335825920105,0.6361081004142761
24,0.34463954,0.5128876,"('generous', 'stingy')",0.34463953971862793,0.5128875970840454,0.16824805736541748
56,-0.327398,-0.052825093,"('conventional', 'unconventional')",-0.32739800214767456,-0.052825093269348145,0.2745729088783264
19,0.2664519,0.2041519,"('kind', 'unkind')",0.266451895236969,0.20415189862251282,-0.06229999661445618
52,-0.25675935,-0.014974445,"('superior', 'inferior')",-0.2567593455314636,-0.014974445104598999,0.24178490042686462
5,0.24261692,0.2142913,"('helpful', 'unhelpful')",0.2426169216632843,0.2142913043498993,-0.02832561731338501
14,-0.23174018,-0.0432259,"('honest', 'dishonest')",-0.23174017667770386,-0.04322589933872223,0.18851427733898163
10,0.19960232,0.6642736,"('hospitable', 'inhospitable')",0.19960232079029083,0.6642736196517944,0.4646712988615036
2,-0.19382286,0.13845998,"('likable', 'unlikable')",-0.19382286071777344,0.1384599804878235,0.3322828412055969
42,0.19285424,0.15814075,"('secure', 'insecure')",0.19285424053668976,0.15814074873924255,-0.034713491797447205
32,0.18797533,0.1620434,"('able', 'unable')",0.18797533214092255,0.16204339265823364,-0.025931939482688904
40,-0.18410644,0.30834827,"('logical', 'illogical')",-0.18410643935203552,0.30834826827049255,0.4924547076225281
15,-0.1493141,0.3872306,"('loyal', 'disloyal')",-0.14931410551071167,0.38723060488700867,0.5365447103977203
38,0.13447636,0.32917255,"('discriminating', 'undiscriminating')",0.13447636365890503,0.3291725516319275,0.19469618797302246
16,-0.11441523,0.28075457,"('fair', 'unfair')",-0.1144152283668518,0.28075456619262695,0.39516979455947876
45,0.10472514,0.35606915,"('independent', 'dependent')",0.10472513735294342,0.3560691475868225,0.2513440102338791
46,0.09413696,0.009310745,"('energetic', 'lethargic')",0.09413696080446243,0.00931074470281601,-0.08482621610164642
35,0.093039095,0.44715887,"('creative', 'uncreative')",0.09303909540176392,0.4471588730812073,0.35411977767944336
1,0.092342265,0.70094705,"('friendly', 'unfriendly')",0.09234226495027542,0.7009470462799072,0.6086047813296318
17,0.09084122,-0.23623152,"('tolerant', 'intolerant')",0.09084121882915497,-0.23623152077198029,-0.32707273960113525
37,0.05012563,-0.1785109,"('practical', 'impractical')",0.05012562870979309,-0.1785109043121338,-0.22863653302192688
18,0.040915206,0.4499701,"('good', 'evil')",0.04091520607471466,0.4499700963497162,0.4090548902750015
48,0.031594932,-0.23872814,"('dedicated', 'undedicated')",0.031594932079315186,-0.2387281358242035,-0.2703230679035187
