,Goldman_male,Goldman_female,tuple,Sachs_male,Sachs_female,average_male,average_female,female-male
72,-1.1207956,-0.8699689,"('logical', 'illogical')",-0.32782018,-0.16913569,-0.7243078947067261,-0.5195522904396057,0.20475560426712036
56,1.1176366,0.9555496,"('intelligent', 'dumb')",0.9757805,1.046157,1.046708583831787,1.0008533000946045,-0.04585528373718262
110,1.1097773,0.97058713,"('narrow-minded', 'open-minded')",0.6096947,0.38810802,0.8597360253334045,0.679347574710846,-0.1803884506225586
78,1.0914572,0.88329536,"('active', 'inactive')",1.711266,1.5789783,1.4013617038726807,1.2311367988586426,-0.17022490501403809
42,-1.0773609,-0.8222302,"('amicable', 'hostile')",-0.86930144,-0.73954904,-0.9733311533927917,-0.780889630317688,0.19244152307510376
68,-1.0755109,-1.3415879,"('clever', 'inept')",-0.43728402,-0.50821364,-0.7563974261283875,-0.9249007701873779,-0.16850334405899048
92,-1.0675805,-1.2072141,"('unwavering', 'wavering')",-0.7059002,-0.63720614,-0.8867403268814087,-0.9222100973129272,-0.035469770431518555
52,1.0552127,1.2973427,"('competitive', 'uncompetitive')",0.75158703,0.9426698,0.9033998847007751,1.1200062036514282,0.21660631895065308
7,-1.055043,-1.2756919,"('outgoing', 'distant')",-0.2998981,-0.22636282,-0.6774705648422241,-0.7510273456573486,-0.07355678081512451
38,-1.0483092,-0.8855449,"('kind', 'unkind')",-1.3523724,-1.1443459,-1.200340747833252,-1.014945387840271,0.18539535999298096
39,-1.0366137,-0.9868864,"('right', 'wrong')",-0.9469292,-0.65867746,-0.9917714595794678,-0.8227819204330444,0.16898953914642334
87,-1.0275366,-0.8593716,"('dedicated', 'undedicated')",-0.8992918,-0.77249336,-0.963414192199707,-0.8159325122833252,0.14748167991638184
85,-1.0020382,-1.103609,"('ambitious', 'unambitious')",-0.8130729,-0.97527564,-0.9075555801391602,-1.0394423007965088,-0.13188672065734863
45,-0.9928067,-1.2136285,"('cooperative', 'exploitative')",0.08154738,-0.07647133,-0.4556296467781067,-0.6450499296188354,-0.18942028284072876
44,-0.97680235,-1.2299377,"('truthful', 'untruthful')",-0.7470432,-0.495547,-0.8619227409362793,-0.8627423048019409,-0.0008195638656616211
62,-0.94628304,-0.7145425,"('creative', 'uncreative')",-1.538785,-1.4512013,-1.2425340414047241,-1.082871913909912,0.159662127494812
19,-0.9354726,-0.79034805,"('funny', 'boring')",-0.67632395,-0.51346016,-0.8058983087539673,-0.6519041061401367,0.15399420261383057
36,-0.90774477,-0.7808704,"('tolerant', 'intolerant')",-0.56525946,-0.73605824,-0.7365021109580994,-0.7584643363952637,-0.021962225437164307
67,-0.8993373,-0.61495054,"('discriminating', 'undiscriminating')",-1.1825107,-0.84832907,-1.040924072265625,-0.7316398024559021,0.3092842698097229
97,-0.89430785,-0.7375523,"('superior', 'inferior')",-0.59924626,-0.4763071,-0.7467770576477051,-0.6069296598434448,0.13984739780426025
46,0.85142374,0.9842862,"('generous', 'stingy')",0.87977195,0.9765253,0.8655978441238403,0.9804057478904724,0.11480790376663208
103,0.83464056,0.9509141,"('traditional', 'modern')",0.968684,0.8473965,0.901662290096283,0.8991552591323853,-0.002507030963897705
90,0.83345336,0.6273949,"('motivated', 'unmotivated')",0.7837591,0.5625543,0.8086062669754028,0.5949746370315552,-0.21363162994384766
57,-0.8311869,-0.7393635,"('able', 'unable')",-0.290709,-0.40223104,-0.5609479546546936,-0.5707972645759583,-0.009849309921264648
4,-0.8248867,-0.8369135,"('likable', 'unlikable')",-0.2740198,-0.40840292,-0.5494532585144043,-0.6226582527160645,-0.07320499420166016
59,0.815131,1.032828,"('skillful', 'clumsy')",0.5633375,0.8517845,0.6892342567443848,0.9423062801361084,0.25307202339172363
106,-0.8106442,-0.54939544,"('conventional', 'unconventional')",-0.08031002,-0.0113584995,-0.44547712802886963,-0.28037697076797485,0.16510015726089478
26,0.79900336,0.943462,"('trustworthy', 'untrustworthy')",1.1727422,1.2322462,0.9858728051185608,1.0878541469573975,0.10198134183883667
91,-0.7942654,-0.6650423,"('resilient', 'nonresilient')",-0.0066165477,0.008200496,-0.4004409611225128,-0.32842087745666504,0.07202008366584778
80,0.7205112,0.6867383,"('independent', 'dependent')",0.6653192,0.8083116,0.6929152011871338,0.7475249767303467,0.05460977554321289
93,0.7148702,0.86338425,"('dominating', 'dominated')",0.39586914,0.61958355,0.5553696751594543,0.7414839267730713,0.18611425161361694
69,-0.7090348,-0.63941026,"('wise', 'foolish')",-0.027090073,0.24849671,-0.36806243658065796,-0.19545677304267883,0.17260566353797913
9,-0.7062619,-0.9375264,"('sensitive', 'insensitive')",-0.53721356,-0.5151514,-0.6217377185821533,-0.7263388633728027,-0.10460114479064941
5,0.66549104,0.68480456,"('pleasant', 'repellent')",1.1694919,1.1460193,0.9174914360046387,0.9154119491577148,-0.002079486846923828
25,-0.6437093,-0.5903076,"('moral', 'immoral')",-0.10942459,-0.3155753,-0.37656694650650024,-0.4529414474964142,-0.07637450098991394
61,-0.6220367,-0.43514645,"('rational', 'irrational')",-0.1258802,0.09850216,-0.37395843863487244,-0.1683221459388733,0.20563629269599915
83,0.6150219,0.57733357,"('energetic', 'lethargic')",0.5478779,0.68754876,0.5814498662948608,0.6324411630630493,0.05099129676818848
73,-0.60609245,-0.7729515,"('brilliant', 'incompetent')",-0.24709457,-0.4447962,-0.42659351229667664,-0.6088738441467285,-0.18228033185005188
102,-0.57619894,-0.5444752,"('eminent', 'low')",-0.7434223,-0.7950442,-0.6598106622695923,-0.6697596907615662,-0.009949028491973877
31,-0.57015,-0.5013896,"('altruistic', 'egoistic')",-0.5046168,-0.5825834,-0.5373834371566772,-0.5419865250587463,-0.004603087902069092
58,-0.55829394,-0.30493516,"('able', 'clumsy')",-0.36154684,-0.05948267,-0.45992040634155273,-0.18220891058444977,0.27771149575710297
70,0.5458633,0.45946312,"('wise', 'unwise')",0.30253583,0.25884873,0.42419955134391785,0.35915592312812805,-0.0650436282157898
22,0.5338265,0.55659866,"('welcoming', 'disagreeable')",0.19708116,0.19294862,0.3654538094997406,0.37477365136146545,0.009319841861724854
55,-0.53217757,-0.5120577,"('intelligent', 'unintelligent')",-0.24392164,-0.2666492,-0.3880496025085449,-0.3893534541130066,-0.00130385160446167
76,0.5318847,0.5980054,"('secure', 'insecure')",0.84064555,0.52080756,0.6862651109695435,0.5594065189361572,-0.12685859203338623
96,-0.50787514,-0.39437866,"('powerful', 'powerless')",-0.7463604,-0.74156225,-0.6271177530288696,-0.5679704546928406,0.05914729833602905
20,0.44795287,0.6454027,"('popular', 'unpopular')",-0.35921258,-0.23689443,0.0443701446056366,0.204254150390625,0.1598840057849884
18,-0.44439316,-0.36800382,"('social', 'asocial')",0.12807113,0.10064423,-0.1581610143184662,-0.13367979228496552,0.02448122203350067
23,-0.4263466,-0.6296468,"('hospitable', 'inhospitable')",-0.47898364,-0.5010643,-0.4526651203632355,-0.5653555393218994,-0.11269041895866394
89,0.42380166,0.49403146,"('daring', 'anxious')",0.87501687,0.8857416,0.649409294128418,0.6898865103721619,0.040477216243743896
21,0.42341495,0.27580428,"('nice', 'nasty')",1.2249051,0.9925283,0.8241600394248962,0.6341663002967834,-0.1899937391281128
77,-0.36988342,-0.26351666,"('active', 'inactive')",-0.023191214,-0.001801312,-0.1965373158454895,-0.13265898823738098,0.06387832760810852
2,0.36873972,0.4368366,"('friendly', 'unfriendly')",0.546557,0.6381329,0.457648366689682,0.5374847650527954,0.0798363983631134
37,0.35012233,0.1929791,"('good', 'evil')",1.1673986,1.0897958,0.7587604522705078,0.6413874626159668,-0.11737298965454102
16,0.288436,0.26958907,"('social', 'antisocial')",1.4568214,1.1546891,0.8726286888122559,0.7121390700340271,-0.16048961877822876
43,0.27495077,0.26828614,"('genuine', 'fake')",0.14838809,0.35747886,0.2116694301366806,0.3128824830055237,0.10121305286884308
51,0.24065185,0.27716142,"('competent', 'incompetent')",0.5940122,0.56537354,0.4173320233821869,0.42126747965812683,0.003935456275939941
54,-0.24043655,-0.4509844,"('smart', 'stupid')",0.3070529,0.017512918,0.033308178186416626,-0.21673573553562164,-0.25004391372203827
41,0.22907901,0.2620433,"('incorrupt', 'corrupt')",-0.11038178,0.2865193,0.059348613023757935,0.2742812931537628,0.21493268013000488
0,-0.22444466,0.01353237,"('sociable', 'unsociable')",0.1017468,0.1423536,-0.06134893000125885,0.07794298231601715,0.139291912317276
71,0.22081757,-0.007805586,"('efficient', 'inefficient')",0.4218949,0.06200552,0.32135623693466187,0.027099967002868652,-0.2942562699317932
12,-0.19460234,-0.27588022,"('sympathetic', 'unsympathetic')",0.03066802,-0.036889732,-0.08196716010570526,-0.15638497471809387,-0.07441781461238861
30,-0.16414903,-0.21279922,"('honest', 'dishonest')",0.15991771,0.2811022,-0.0021156594157218933,0.03415149450302124,0.036267153918743134
35,0.16407278,0.23497216,"('fair', 'unfair')",1.1627057,1.4434513,0.6633892059326172,0.8392117023468018,0.17582249641418457
79,0.15279967,0.03248602,"('determined', 'doubtful')",0.8368064,0.98223364,0.4948030412197113,0.5073598623275757,0.01255682110786438
17,0.15219815,0.30999488,"('social', 'antisocial')",0.5187303,0.581592,0.335464209318161,0.4457934498786926,0.11032924056053162
82,0.14912522,0.08691448,"('industrious', 'meek')",-0.40352717,-0.50226074,-0.12720097601413727,-0.20767313241958618,-0.08047215640544891
60,0.103823304,0.05638227,"('educated', 'uneducated')",-0.029380083,0.027019665,0.03722161054611206,0.04170096665620804,0.004479356110095978
64,-0.09677106,-0.051688433,"('clever', 'incompetent')",0.4471135,0.29039717,0.17517122626304626,0.11935436725616455,-0.055816859006881714
14,0.049478136,-0.26789838,"('supportive', 'unsupportive')",0.7001282,0.49773186,0.3748031556606293,0.11491674184799194,-0.25988641381263733
81,-0.019840568,-0.19154075,"('industrious', 'lazy')",0.30375865,0.2641866,0.1419590413570404,0.03632292151451111,-0.1056361198425293
