,Invesco_male,Invesco_female,tuple,average_male,average_female,female-male
5,0.38364023,0.67267865,"('helpful', 'unhelpful')",0.38364022970199585,0.6726786494255066,0.28903841972351074
16,0.37883,0.54066575,"('fair', 'unfair')",0.3788299858570099,0.5406657457351685,0.16183575987815857
12,0.36008766,0.9253031,"('trustworthy', 'untrustworthy')",0.36008766293525696,0.9253031015396118,0.5652154386043549
41,0.34575582,-0.3910306,"('confident', 'shy')",0.34575581550598145,-0.39103060960769653,-0.736786425113678
17,0.33198625,0.43372446,"('tolerant', 'intolerant')",0.3319862484931946,0.43372446298599243,0.10173821449279785
8,-0.29503432,-0.23905449,"('popular', 'unpopular')",-0.2950343191623688,-0.23905448615550995,0.055979833006858826
55,-0.25293604,-0.18420434,"('conventional', 'unconventional')",-0.2529360353946686,-0.1842043399810791,0.06873169541358948
26,0.24472356,0.40495145,"('reliable', 'unreliable')",0.24472355842590332,0.40495145320892334,0.16022789478302002
15,0.23638682,0.80457544,"('loyal', 'disloyal')",0.23638682067394257,0.8045754432678223,0.5681886225938797
34,0.23572046,0.1431407,"('rational', 'irrational')",0.2357204556465149,0.14314070343971252,-0.09257975220680237
25,0.2161336,0.44120663,"('forgiving', 'unforgiving')",0.21613359451293945,0.4412066340446472,0.22507303953170776
18,-0.21255621,-0.39105633,"('good', 'evil')",-0.21255621314048767,-0.3910563290119171,-0.17850011587142944
37,0.18649131,0.3356064,"('practical', 'impractical')",0.18649131059646606,0.3356063961982727,0.14911508560180664
49,0.17016812,-0.0065214485,"('motivated', 'unmotivated')",0.17016811668872833,-0.006521448493003845,-0.17668956518173218
32,0.16918293,0.045533746,"('able', 'unable')",0.1691829264163971,0.04553374648094177,-0.12364917993545532
38,0.15717477,0.3870276,"('discriminating', 'undiscriminating')",0.15717476606369019,0.3870275914669037,0.2298528254032135
56,-0.15570602,-0.11384556,"('conventional', 'unconventional')",-0.1557060182094574,-0.11384555697441101,0.04186046123504639
19,-0.13001664,0.27362737,"('kind', 'unkind')",-0.13001663982868195,0.273627370595932,0.40364401042461395
47,0.119390704,0.084555924,"('ambitious', 'unambitious')",0.11939070373773575,0.08455592393875122,-0.03483477979898453
36,-0.11922371,-0.13518319,"('capable', 'incapable')",-0.1192237064242363,-0.135183185338974,-0.0159594789147377
39,-0.11684875,-0.15419954,"('wise', 'foolish')",-0.11684875190258026,-0.1541995406150818,-0.037350788712501526
24,-0.09532058,0.2442455,"('generous', 'stingy')",-0.09532058238983154,0.2442454993724823,0.33956608176231384
14,0.086691596,0.32266062,"('honest', 'dishonest')",0.08669159561395645,0.3226606249809265,0.23596902936697006
57,-0.08021116,-0.092475235,"('conservative', 'liberal')",-0.08021116256713867,-0.09247523546218872,-0.012264072895050049
28,-0.05707228,-0.25658765,"('unprejudiced', 'prejudiced')",-0.05707228183746338,-0.2565876543521881,-0.19951537251472473
48,-0.02217316,0.08665025,"('dedicated', 'undedicated')",-0.022173160687088966,0.08665025234222412,0.10882341302931309
11,0.017500907,0.42662087,"('moral', 'immoral')",0.01750090718269348,0.42662087082862854,0.40911996364593506
