,Sherwin-Williams_male,Sherwin-Williams_female,tuple,average_male,average_female,female-male
29,1.8977251,1.605725,"('competent', 'incompetent')",1.8977251052856445,1.6057250499725342,-0.29200005531311035
10,-1.8273586,-1.8062022,"('hospitable', 'inhospitable')",-1.827358603477478,-1.8062021732330322,0.0211564302444458
19,1.5505459,1.4553435,"('kind', 'unkind')",1.5505459308624268,1.45534348487854,-0.09520244598388672
50,1.4710464,1.4368374,"('rich', 'poor')",1.4710464477539062,1.4368374347686768,-0.03420901298522949
47,1.4576135,1.2707953,"('ambitious', 'unambitious')",1.457613468170166,1.2707953453063965,-0.18681812286376953
25,1.3856783,1.1125286,"('forgiving', 'unforgiving')",1.3856782913208008,1.1125285625457764,-0.2731497287750244
43,-1.316781,-1.191108,"('active', 'inactive')",-1.3167810440063477,-1.191107988357544,0.1256730556488037
8,-1.2823297,-1.2075509,"('popular', 'unpopular')",-1.2823296785354614,-1.2075508832931519,0.07477879524230957
4,1.2117298,0.9067929,"('sensitive', 'insensitive')",1.2117297649383545,0.9067928791046143,-0.30493688583374023
12,1.0988356,0.98208845,"('trustworthy', 'untrustworthy')",1.0988355875015259,0.9820884466171265,-0.11674714088439941
56,1.0430629,1.0478476,"('conventional', 'unconventional')",1.0430629253387451,1.0478476285934448,0.004784703254699707
51,1.0336978,0.9644375,"('powerful', 'powerless')",1.0336978435516357,0.9644374847412109,-0.0692603588104248
35,-0.9756931,-1.2827406,"('creative', 'uncreative')",-0.9756931066513062,-1.282740592956543,-0.3070474863052368
52,-0.9489811,-0.9063076,"('superior', 'inferior')",-0.9489811062812805,-0.906307578086853,0.04267352819442749
9,-0.80376947,-0.96662116,"('nice', 'nasty')",-0.8037694692611694,-0.9666211605072021,-0.16285169124603271
14,0.79835707,0.53676784,"('honest', 'dishonest')",0.7983570694923401,0.536767840385437,-0.2615892291069031
36,-0.79133594,-0.86640334,"('capable', 'incapable')",-0.791335940361023,-0.866403341293335,-0.07506740093231201
6,0.77506256,0.58841157,"('supportive', 'unsupportive')",0.7750625610351562,0.5884115695953369,-0.18665099143981934
16,-0.7661226,-0.761546,"('fair', 'unfair')",-0.766122579574585,-0.7615460157394409,0.004576563835144043
38,-0.60568523,-0.797927,"('discriminating', 'undiscriminating')",-0.6056852340698242,-0.7979270219802856,-0.19224178791046143
2,0.6014928,0.5524765,"('likable', 'unlikable')",0.6014928221702576,0.5524765253067017,-0.04901629686355591
54,-0.5887172,-0.6002799,"('successful', 'unsuccessful')",-0.5887172222137451,-0.6002799272537231,-0.011562705039978027
40,0.586502,0.517794,"('logical', 'illogical')",0.5865020155906677,0.5177940130233765,-0.06870800256729126
55,-0.58614314,-0.33566463,"('conventional', 'unconventional')",-0.5861431360244751,-0.33566462993621826,0.25047850608825684
41,-0.43578696,-0.4198134,"('confident', 'shy')",-0.4357869625091553,-0.4198133945465088,0.015973567962646484
32,0.3912811,0.27995217,"('able', 'unable')",0.3912810981273651,0.27995216846466064,-0.11132892966270447
1,-0.2962953,-0.39138192,"('friendly', 'unfriendly')",-0.29629528522491455,-0.3913819193840027,-0.09508663415908813
44,-0.27146804,-0.4458926,"('active', 'inactive')",-0.27146804332733154,-0.4458926022052765,-0.17442455887794495
26,0.24918962,0.10315278,"('reliable', 'unreliable')",0.2491896152496338,0.10315278172492981,-0.14603683352470398
3,0.23235667,0.19610131,"('liked', 'disliked')",0.23235666751861572,0.19610130786895752,-0.0362553596496582
24,0.16176876,-0.017953992,"('generous', 'stingy')",0.16176876425743103,-0.017953991889953613,-0.17972275614738464
48,-0.13496116,-0.28667232,"('dedicated', 'undedicated')",-0.13496115803718567,-0.28667232394218445,-0.15171116590499878
45,0.059602186,-0.10102818,"('independent', 'dependent')",0.05960218608379364,-0.10102818161249161,-0.16063036769628525
28,0.03820245,0.007629484,"('unprejudiced', 'prejudiced')",0.038202449679374695,0.007629483938217163,-0.030572965741157532
