,ExxonMobil_male,ExxonMobil_female,tuple,average_male,average_female,female-male
25,0.940001,1.0886546,"('forgiving', 'unforgiving')",0.9400010108947754,1.088654637336731,0.14865362644195557
50,-0.76418126,-0.80475104,"('rich', 'poor')",-0.7641812562942505,-0.8047510385513306,-0.04056978225708008
34,-0.7594369,-0.64003104,"('rational', 'irrational')",-0.7594369053840637,-0.6400310397148132,0.11940586566925049
37,0.7404164,0.7251446,"('practical', 'impractical')",0.740416407585144,0.725144624710083,-0.015271782875061035
32,0.64208424,0.5713547,"('able', 'unable')",0.6420842409133911,0.5713546872138977,-0.07072955369949341
38,0.6262429,0.788359,"('discriminating', 'undiscriminating')",0.6262428760528564,0.7883589863777161,0.16211611032485962
55,-0.6133058,-0.4782141,"('conventional', 'unconventional')",-0.6133058071136475,-0.4782140851020813,0.13509172201156616
41,-0.5982653,-0.7010261,"('confident', 'shy')",-0.5982652902603149,-0.7010260820388794,-0.10276079177856445
48,0.59657836,0.64174676,"('dedicated', 'undedicated')",0.5965783596038818,0.6417467594146729,0.045168399810791016
15,0.5355959,0.63981724,"('loyal', 'disloyal')",0.5355958938598633,0.6398172378540039,0.10422134399414062
56,0.5187432,0.5189842,"('conventional', 'unconventional')",0.5187432169914246,0.5189841985702515,0.0002409815788269043
30,-0.49303904,-0.527177,"('smart', 'stupid')",-0.4930390417575836,-0.5271769762039185,-0.03413793444633484
36,-0.46637273,-0.4518341,"('capable', 'incapable')",-0.4663727283477783,-0.451834112405777,0.014538615942001343
45,0.3989601,0.40094274,"('independent', 'dependent')",0.3989601135253906,0.40094274282455444,0.0019826292991638184
44,0.39530486,0.3960203,"('active', 'inactive')",0.3953048586845398,0.3960202932357788,0.0007154345512390137
47,0.37277094,0.3317657,"('ambitious', 'unambitious')",0.37277093529701233,0.33176571130752563,-0.041005223989486694
14,-0.34492907,-0.31798053,"('honest', 'dishonest')",-0.3449290692806244,-0.3179805278778076,0.026948541402816772
51,0.2866909,0.23368964,"('powerful', 'powerless')",0.286690890789032,0.23368963599205017,-0.05300125479698181
9,0.26337606,0.25405687,"('nice', 'nasty')",0.26337605714797974,0.2540568709373474,-0.009319186210632324
54,-0.25451192,-0.24466348,"('successful', 'unsuccessful')",-0.25451192259788513,-0.24466347694396973,0.009848445653915405
16,-0.19694772,-0.10873428,"('fair', 'unfair')",-0.19694772362709045,-0.10873427987098694,0.08821344375610352
40,-0.07900271,0.040481687,"('logical', 'illogical')",-0.07900270819664001,0.04048168659210205,0.11948439478874207
8,-0.070691496,-0.020944,"('popular', 'unpopular')",-0.07069149613380432,-0.02094399929046631,0.04974749684333801
35,-0.054514647,0.03598234,"('creative', 'uncreative')",-0.05451464653015137,0.035982340574264526,0.0904969871044159
19,-0.050088465,-0.037894696,"('kind', 'unkind')",-0.050088465213775635,-0.03789469599723816,0.012193769216537476
10,0.03304869,0.010082543,"('hospitable', 'inhospitable')",0.03304868936538696,0.010082542896270752,-0.02296614646911621
28,-0.02127117,-0.15080464,"('unprejudiced', 'prejudiced')",-0.021271169185638428,-0.15080463886260986,-0.12953346967697144
