,Zebra_male,Zebra_female,tuple,Technologies_male,Technologies_female,average_male,average_female,female-male
45,0.9538977,0.98190695,"('independent', 'dependent')",0.6987647,0.8182925,0.8263311982154846,0.9000997543334961,0.07376855611801147
36,-0.9378088,-0.90083253,"('capable', 'incapable')",-0.8638129,-0.75291574,-0.9008108377456665,-0.8268741369247437,0.07393670082092285
49,0.88366234,0.841317,"('motivated', 'unmotivated')",0.15978035,0.12533185,0.521721363067627,0.48332440853118896,-0.03839695453643799
56,-0.8827727,-0.9436667,"('conventional', 'unconventional')",-0.0799066,0.23725924,-0.48133963346481323,-0.3532037138938904,0.12813591957092285
9,0.87228036,0.8887321,"('nice', 'nasty')",0.3176825,0.24151343,0.5949814319610596,0.5651227235794067,-0.029858708381652832
52,-0.72080606,-0.80363643,"('superior', 'inferior')",-0.113989055,-0.1980142,-0.41739755868911743,-0.5008252859115601,-0.08342772722244263
47,0.67671967,0.55668396,"('ambitious', 'unambitious')",0.3373976,0.3520518,0.5070586204528809,0.45436787605285645,-0.052690744400024414
23,0.67415446,0.70332134,"('truthful', 'untruthful')",0.5932858,0.7343174,0.6337201595306396,0.7188193798065186,0.0850992202758789
7,0.6093518,0.78211546,"('polite', 'impolite')",0.23486394,0.47115326,0.42210787534713745,0.6266343593597412,0.20452648401260376
48,-0.5941131,-0.41241896,"('dedicated', 'undedicated')",-0.46658844,-0.32860598,-0.5303508043289185,-0.3705124855041504,0.15983831882476807
10,0.5252567,0.50735116,"('hospitable', 'inhospitable')",1.2272799,1.2477956,0.8762682676315308,0.8775733709335327,0.0013051033020019531
32,-0.4810464,-0.576911,"('able', 'unable')",-1.117486,-1.1424624,-0.7992662191390991,-0.8596866726875305,-0.060420453548431396
2,0.45458242,0.5985703,"('likable', 'unlikable')",-0.93928885,-0.7144132,-0.24235321581363678,-0.05792146921157837,0.1844317466020584
57,0.45153147,0.74056786,"('conservative', 'liberal')",0.11194508,0.051690623,0.28173828125,0.3961292505264282,0.11439096927642822
54,-0.4492504,-0.36014727,"('successful', 'unsuccessful')",-1.544471,-1.2828454,-0.9968607425689697,-0.821496307849884,0.1753644347190857
11,-0.43142754,-0.33760238,"('moral', 'immoral')",-1.4983636,-1.2609172,-0.9648956060409546,-0.7992597818374634,0.1656358242034912
18,0.4204552,0.3784894,"('good', 'evil')",2.149353,2.1271,1.2849041223526,1.2527947425842285,-0.03210937976837158
8,0.4032177,0.5985627,"('popular', 'unpopular')",-0.41877055,-0.1475069,-0.007776424288749695,0.22552791237831116,0.23330433666706085
0,-0.35279033,-0.23546065,"('sociable', 'unsociable')",-0.6944411,-0.29206288,-0.5236157178878784,-0.2637617588043213,0.25985395908355713
46,-0.34255746,-0.44691414,"('energetic', 'lethargic')",-0.10560799,0.011795163,-0.22408272325992584,-0.21755948662757874,0.006523236632347107
12,0.262915,0.344104,"('trustworthy', 'untrustworthy')",0.63448703,0.72272134,0.44870102405548096,0.5334126949310303,0.08471167087554932
16,0.25581837,0.3497702,"('fair', 'unfair')",1.4046079,1.4884746,0.8302131295204163,0.9191223978996277,0.08890926837921143
38,0.18858144,0.19768566,"('discriminating', 'undiscriminating')",-0.567786,-0.46857643,-0.18960227072238922,-0.13544538617134094,0.05415688455104828
25,-0.15290423,-0.11630911,"('forgiving', 'unforgiving')",0.1494449,0.36377347,-0.0017296671867370605,0.12373217940330505,0.12546184659004211
29,0.13943113,-0.02926132,"('competent', 'incompetent')",-0.008145109,0.26877582,0.06564301252365112,0.11975724995136261,0.05411423742771149
43,-0.11068994,0.2107438,"('active', 'inactive')",-0.47416866,-0.253322,-0.2924292981624603,-0.021289102733135223,0.2711401954293251
51,-0.087981224,0.067368776,"('powerful', 'powerless')",-0.7449475,-0.6292006,-0.41646435856819153,-0.28091591596603394,0.1355484426021576
20,0.080608144,0.20015223,"('right', 'wrong')",0.09174037,0.2578211,0.08617425709962845,0.2289866805076599,0.14281242340803146
13,-0.06509596,0.04537931,"('sincere', 'insincere')",-0.20799857,0.044486344,-0.1365472674369812,0.04493282735347748,0.18148009479045868
39,0.02137494,0.1024265,"('wise', 'foolish')",0.51137793,0.515069,0.26637643575668335,0.3087477684020996,0.04237133264541626
42,0.01100722,0.115792245,"('secure', 'insecure')",-0.6323323,-0.49286056,-0.31066256761550903,-0.18853415548801422,0.12212841212749481
34,-7.009506e-05,0.21697009,"('rational', 'irrational')",0.6650167,0.7566945,0.3324733078479767,0.48683229088783264,0.15435898303985596
