,Biogen_male,Biogen_female,tuple,average_male,average_female,female-male
83,0.9027996,0.863648,"('energetic', 'lethargic')",0.9027996063232422,0.863647997379303,-0.03915160894393921
76,0.87151396,0.9518348,"('secure', 'insecure')",0.8715139627456665,0.9518347978591919,0.08032083511352539
55,-0.87069297,-0.80388016,"('intelligent', 'unintelligent')",-0.8706929683685303,-0.8038801550865173,0.06681281328201294
12,0.84201485,0.8584914,"('sympathetic', 'unsympathetic')",0.8420148491859436,0.8584914207458496,0.016476571559906006
86,0.8348185,0.9306658,"('self-reliant', 'helpless')",0.8348184823989868,0.9306657910346985,0.09584730863571167
89,0.82980007,0.771989,"('daring', 'anxious')",0.8298000693321228,0.7719889879226685,-0.057811081409454346
80,0.776952,0.81591094,"('independent', 'dependent')",0.7769520282745361,0.8159109354019165,0.03895890712738037
70,0.76399934,0.82962334,"('wise', 'unwise')",0.763999342918396,0.8296233415603638,0.06562399864196777
8,-0.76120484,-0.73434484,"('open', 'distant')",-0.7612048387527466,-0.7343448400497437,0.02685999870300293
4,-0.76041955,-0.71076477,"('likable', 'unlikable')",-0.7604195475578308,-0.7107647657394409,0.04965478181838989
97,-0.75614184,-0.69910073,"('superior', 'inferior')",-0.7561418414115906,-0.6991007328033447,0.05704110860824585
81,-0.74160904,-0.76867133,"('industrious', 'lazy')",-0.7416090369224548,-0.7686713337898254,-0.027062296867370605
60,0.7386184,0.7735058,"('educated', 'uneducated')",0.7386183738708496,0.7735058069229126,0.03488743305206299
91,-0.7167454,-0.7642578,"('resilient', 'nonresilient')",-0.7167453765869141,-0.7642577886581421,-0.04751241207122803
82,-0.71186393,-0.7346555,"('industrious', 'meek')",-0.7118639349937439,-0.734655499458313,-0.022791564464569092
69,-0.7039299,-0.582001,"('wise', 'foolish')",-0.7039299011230469,-0.5820009708404541,0.12192893028259277
67,0.6888953,0.79327255,"('discriminating', 'undiscriminating')",0.6888952851295471,0.7932725548744202,0.10437726974487305
26,0.66830146,0.68670803,"('trustworthy', 'untrustworthy')",0.6683014631271362,0.6867080330848694,0.018406569957733154
11,-0.6661792,-0.5690727,"('caring', 'unaffectionate')",-0.6661791801452637,-0.5690727233886719,0.0971064567565918
62,0.64509827,0.7654307,"('creative', 'uncreative')",0.6450982689857483,0.7654306888580322,0.12033241987228394
24,-0.63852584,-0.5666902,"('thoughtful', 'rough')",-0.6385258436203003,-0.56669020652771,0.07183563709259033
1,-0.6232884,-0.46293253,"('friendly', 'unfriendly')",-0.6232883930206299,-0.4629325270652771,0.16035586595535278
0,0.62075806,0.7049534,"('sociable', 'unsociable')",0.620758056640625,0.7049533724784851,0.08419531583786011
10,-0.58264995,-0.4138377,"('affectionate', 'unaffectionate')",-0.5826499462127686,-0.4138377010822296,0.16881224513053894
59,-0.5642688,-0.40690297,"('skillful', 'clumsy')",-0.5642688274383545,-0.4069029688835144,0.1573658585548401
106,-0.56228137,-0.47359484,"('conventional', 'unconventional')",-0.5622813701629639,-0.4735948443412781,0.08868652582168579
88,0.5503732,0.46788958,"('impulsive', 'meek')",0.5503731966018677,0.46788957715034485,-0.08248361945152283
74,0.5243129,0.4760465,"('insightful', 'unperceptive')",0.5243129134178162,0.47604650259017944,-0.04826641082763672
61,-0.50586087,-0.21408498,"('rational', 'irrational')",-0.5058608651161194,-0.21408498287200928,0.2917758822441101
57,-0.49331945,-0.5615566,"('able', 'unable')",-0.49331945180892944,-0.5615565776824951,-0.06823712587356567
2,0.49249792,0.4962973,"('friendly', 'unfriendly')",0.49249792098999023,0.49629729986190796,0.0037993788719177246
18,0.48695236,0.532256,"('social', 'asocial')",0.48695236444473267,0.532256007194519,0.04530364274978638
33,-0.4775013,-0.42351636,"('softhearted', 'hardhearted')",-0.4775013029575348,-0.4235163629055023,0.05398494005203247
90,0.4765369,0.4224871,"('motivated', 'unmotivated')",0.47653689980506897,0.4224871098995209,-0.054049789905548096
9,0.47596136,0.3975893,"('sensitive', 'insensitive')",0.4759613573551178,0.3975892961025238,-0.078372061252594
77,0.47141004,0.48899132,"('active', 'inactive')",0.47141003608703613,0.48899132013320923,0.017581284046173096
39,-0.46566445,-0.36165887,"('right', 'wrong')",-0.46566444635391235,-0.36165887117385864,0.10400557518005371
50,0.4636793,0.4305964,"('unprejudiced', 'prejudiced')",0.46367931365966797,0.43059641122817993,-0.03308290243148804
7,-0.44995406,-0.5031639,"('outgoing', 'distant')",-0.4499540627002716,-0.5031638741493225,-0.0532098114490509
79,0.44703388,0.36945033,"('determined', 'doubtful')",0.4470338821411133,0.36945033073425293,-0.07758355140686035
72,-0.40773457,-0.24139541,"('logical', 'illogical')",-0.40773457288742065,-0.24139541387557983,0.16633915901184082
20,-0.40513542,-0.30142915,"('popular', 'unpopular')",-0.4051354229450226,-0.3014291524887085,0.10370627045631409
36,0.4033153,0.46336594,"('tolerant', 'intolerant')",0.40331530570983887,0.46336594223976135,0.060050636529922485
109,0.3900411,0.41539508,"('conservative', 'liberal')",0.3900411128997803,0.4153950810432434,0.025353968143463135
108,0.3900411,0.41539508,"('conservative', 'liberal')",0.3900411128997803,0.4153950810432434,0.025353968143463135
96,-0.37200016,-0.29584068,"('powerful', 'powerless')",-0.37200015783309937,-0.29584068059921265,0.07615947723388672
64,0.32570344,0.30939287,"('clever', 'incompetent')",0.3257034420967102,0.30939286947250366,-0.016310572624206543
92,-0.31761107,-0.3183713,"('unwavering', 'wavering')",-0.31761106848716736,-0.3183712959289551,-0.0007602274417877197
63,-0.30829126,-0.2971019,"('capable', 'incapable')",-0.3082912564277649,-0.2971019148826599,0.01118934154510498
28,-0.30284652,-0.28345552,"('honest', 'dishonest')",-0.3028465211391449,-0.2834555208683014,0.019391000270843506
23,0.30255705,0.25744104,"('hospitable', 'inhospitable')",0.3025570511817932,0.25744104385375977,-0.04511600732803345
46,0.298525,0.41920286,"('generous', 'stingy')",0.29852500557899475,0.41920286417007446,0.12067785859107971
43,-0.2878136,-0.14971565,"('genuine', 'fake')",-0.28781360387802124,-0.14971564710140228,0.13809795677661896
101,-0.26796207,-0.262407,"('successful', 'unsuccessful')",-0.2679620683193207,-0.26240700483322144,0.005555063486099243
110,-0.2581639,-0.20255584,"('narrow-minded', 'open-minded')",-0.2581638991832733,-0.2025558352470398,0.05560806393623352
13,-0.25249434,-0.2973047,"('helpful', 'unhelpful')",-0.25249433517456055,-0.2973046898841858,-0.044810354709625244
65,0.25243568,0.23853636,"('practical', 'impractical')",0.25243568420410156,0.23853635787963867,-0.01389932632446289
87,0.25235766,0.25666207,"('dedicated', 'undedicated')",0.2523576617240906,0.2566620707511902,0.004304409027099609
58,-0.2502721,-0.106408596,"('able', 'clumsy')",-0.25027209520339966,-0.10640859603881836,0.1438634991645813
35,0.24994946,0.37015566,"('fair', 'unfair')",0.24994945526123047,0.3701556622982025,0.12020620703697205
93,-0.24420062,-0.31192648,"('dominating', 'dominated')",-0.24420061707496643,-0.3119264841079712,-0.06772586703300476
100,0.2378211,0.37141067,"('influential', 'uninfluential')",0.23782110214233398,0.37141066789627075,0.13358956575393677
37,0.22963977,0.20383698,"('good', 'evil')",0.22963976860046387,0.20383697748184204,-0.025802791118621826
30,0.22774708,0.23729885,"('honest', 'dishonest')",0.2277470827102661,0.237298846244812,0.009551763534545898
44,-0.20582962,-0.22965297,"('truthful', 'untruthful')",-0.20582962036132812,-0.22965297102928162,-0.02382335066795349
49,0.17233479,0.1269868,"('responsible', 'irresponsible')",0.17233479022979736,0.1269868016242981,-0.04534798860549927
41,-0.16843176,-0.108418226,"('incorrupt', 'corrupt')",-0.16843175888061523,-0.10841822624206543,0.060013532638549805
42,0.1643309,0.4010349,"('amicable', 'hostile')",0.16433089971542358,0.4010348916053772,0.2367039918899536
78,0.14547989,-0.046170294,"('active', 'inactive')",0.14547988772392273,-0.04617029428482056,-0.1916501820087433
102,-0.13842702,-0.14544341,"('eminent', 'low')",-0.1384270191192627,-0.1454434096813202,-0.007016390562057495
19,-0.12149143,-0.037454396,"('funny', 'boring')",-0.1214914321899414,-0.03745439648628235,0.08403703570365906
68,-0.113839984,-0.15660337,"('clever', 'inept')",-0.11383998394012451,-0.1566033661365509,-0.04276338219642639
47,-0.09666926,-0.02001907,"('forgiving', 'unforgiving')",-0.0966692566871643,-0.02001906931400299,0.07665018737316132
22,-0.0940696,-0.033862114,"('welcoming', 'disagreeable')",-0.09406960010528564,-0.03386211395263672,0.060207486152648926
56,0.08222076,0.064896524,"('intelligent', 'dumb')",0.08222076296806335,0.06489652395248413,-0.017324239015579224
71,0.075490355,-0.017385125,"('efficient', 'inefficient')",0.07549035549163818,-0.017385125160217285,-0.09287548065185547
21,0.068927616,0.06149608,"('nice', 'nasty')",0.06892761588096619,0.061496078968048096,-0.007431536912918091
85,0.06699556,0.08764267,"('ambitious', 'unambitious')",0.06699556112289429,0.08764266967773438,0.020647108554840088
17,-0.049483627,0.074073076,"('social', 'antisocial')",-0.04948362708091736,0.07407307624816895,0.1235567033290863
73,0.049304664,-0.08881611,"('brilliant', 'incompetent')",0.04930466413497925,-0.08881610631942749,-0.13812077045440674
45,-0.036592305,-0.0061743557,"('cooperative', 'exploitative')",-0.036592304706573486,-0.006174355745315552,0.030417948961257935
105,0.010761231,0.07591261,"('conventional', 'modern')",0.010761231184005737,0.07591260969638824,0.06515137851238251
25,0.0046510696,0.06384432,"('moral', 'immoral')",0.004651069641113281,0.06384432315826416,0.05919325351715088
29,-0.0011793375,-0.081432045,"('honest', 'immoral')",-0.001179337501525879,-0.081432044506073,-0.08025270700454712
