,Mid-America_male,Mid-America_female,tuple,Apartments_male,Apartments_female,average_male,average_female,female-male
34,0.53031397,0.6604814,"('loyal', 'disloyal')",-0.84167105,-0.7607008,-0.15567854046821594,-0.05010971426963806,0.10556882619857788
33,0.5133077,0.3792564,"('softhearted', 'hardhearted')",-0.61271954,-0.50080776,-0.04970592260360718,-0.06077568233013153,-0.011069759726524353
3,-0.5026815,-0.5742915,"('likable', 'unlikable')",0.3077826,0.3247252,-0.09744945168495178,-0.12478315830230713,-0.027333706617355347
99,-0.48935854,-0.68402016,"('prestigious', 'insignificant')",0.6358837,1.0429902,0.07326257228851318,0.179485023021698,0.10622245073318481
110,0.47958952,0.54354346,"('narrow-minded', 'open-minded')",1.0042949,0.8649353,0.7419421672821045,0.7042393684387207,-0.03770279884338379
39,-0.47377285,-0.42213258,"('right', 'wrong')",0.33340687,0.393699,-0.07018299400806427,-0.014216795563697815,0.055966198444366455
105,0.46961662,0.49832633,"('conventional', 'modern')",-0.8278169,-1.0024003,-0.1791001409292221,-0.252036988735199,-0.07293684780597687
96,-0.42829895,-0.45993155,"('powerful', 'powerless')",-0.49568608,-0.3108512,-0.4619925022125244,-0.38539135456085205,0.07660114765167236
102,0.4269085,0.36302635,"('eminent', 'low')",-0.11583558,-0.0014766753,0.1555364578962326,0.18077483773231506,0.02523837983608246
59,0.4217403,0.41034713,"('skillful', 'clumsy')",0.7953979,0.86734277,0.6085690855979919,0.6388449668884277,0.03027588129043579
61,0.4209759,0.58775634,"('rational', 'irrational')",1.2612981,1.4311137,0.8411369919776917,1.0094350576400757,0.16829806566238403
9,-0.4079689,-0.36931938,"('sensitive', 'insensitive')",-1.1875529,-1.2741809,-0.7977609038352966,-0.8217501640319824,-0.02398926019668579
65,-0.40524834,-0.53744626,"('practical', 'impractical')",-2.197085,-2.4777594,-1.3011666536331177,-1.5076028108596802,-0.2064361572265625
74,-0.40431616,-0.48025456,"('insightful', 'unperceptive')",-1.564707,-1.4197023,-0.9845116138458252,-0.9499784111976624,0.03453320264816284
81,-0.40406218,-0.5751852,"('industrious', 'lazy')",1.7929447,1.818611,0.6944412589073181,0.6217129230499268,-0.07272833585739136
11,0.39959502,0.30929846,"('caring', 'unaffectionate')",-1.0873153,-1.0726836,-0.3438601493835449,-0.3816925585269928,-0.037832409143447876
104,-0.37183723,-0.38759992,"('conventional', 'unconventional')",1.5355455,1.7327747,0.5818541049957275,0.6725873947143555,0.09073328971862793
20,0.36806288,0.47597945,"('popular', 'unpopular')",-0.08397269,0.37978953,0.14204509556293488,0.4278844892978668,0.28583939373493195
8,-0.33960378,-0.59879786,"('open', 'distant')",0.67950827,0.501199,0.16995224356651306,-0.04879942536354065,-0.2187516689300537
44,0.33259028,0.30163676,"('truthful', 'untruthful')",-1.2324517,-1.4440391,-0.44993069767951965,-0.5712012052536011,-0.12127050757408142
29,0.33129174,0.3155737,"('honest', 'immoral')",-1.2892303,-1.231895,-0.4789693057537079,-0.4581606388092041,0.020808666944503784
85,-0.3309374,-0.3329609,"('ambitious', 'unambitious')",-1.0177243,-0.9183844,-0.6743308305740356,-0.6256726384162903,0.04865819215774536
109,-0.32247755,-0.14504804,"('conservative', 'liberal')",0.17728782,0.05468136,-0.07259486615657806,-0.04518333822488785,0.027411527931690216
108,-0.32247755,-0.14504804,"('conservative', 'liberal')",0.17728782,0.05468136,-0.07259486615657806,-0.04518333822488785,0.027411527931690216
49,-0.29521587,-0.44088137,"('responsible', 'irresponsible')",-1.660436,-1.8027266,-0.977825939655304,-1.1218039989471436,-0.1439780592918396
58,-0.28683406,-0.3222532,"('able', 'clumsy')",-1.9992665,-1.808451,-1.1430503129959106,-1.0653520822525024,0.0776982307434082
101,0.28640792,0.379232,"('successful', 'unsuccessful')",-0.82879996,-0.35225767,-0.27119600772857666,0.013487160205841064,0.2846831679344177
41,0.27802122,0.24932688,"('incorrupt', 'corrupt')",1.969228,2.1548676,1.123624563217163,1.2020972967147827,0.07847273349761963
83,0.23298968,0.21590085,"('energetic', 'lethargic')",-0.72932327,-0.8452009,-0.24816679954528809,-0.3146500289440155,-0.06648322939872742
72,-0.21616045,-0.07691778,"('logical', 'illogical')",-0.13127162,-0.14885172,-0.17371603846549988,-0.1128847524523735,0.06083128601312637
55,0.21041177,0.19977714,"('intelligent', 'unintelligent')",-0.5579344,-0.32043958,-0.1737613081932068,-0.06033121794462204,0.11343009024858475
50,-0.20047125,-0.3028928,"('unprejudiced', 'prejudiced')",1.3977985,1.1527078,0.5986636281013489,0.42490750551223755,-0.17375612258911133
73,-0.18637876,-0.37860608,"('brilliant', 'incompetent')",-1.2549413,-1.6459148,-0.7206600308418274,-1.0122604370117188,-0.29160040616989136
7,0.17761731,-0.067699224,"('outgoing', 'distant')",0.9010733,0.55735517,0.5393452644348145,0.2448279708623886,-0.29451729357242584
18,-0.17425753,-0.17167573,"('social', 'asocial')",-0.7221272,-1.0296059,-0.4481923580169678,-0.6006407737731934,-0.15244841575622559
60,0.17413945,0.31615865,"('educated', 'uneducated')",-0.18755957,-0.243344,-0.006710059940814972,0.03640732914209366,0.04311738908290863
77,0.1719481,0.087861314,"('active', 'inactive')",0.720189,1.3119256,0.44606852531433105,0.6998934745788574,0.25382494926452637
13,0.15960501,0.17551255,"('helpful', 'unhelpful')",-2.717233,-2.7632868,-1.2788139581680298,-1.2938871383666992,-0.015073180198669434
36,0.15843405,0.25888696,"('tolerant', 'intolerant')",-1.8836379,-2.2781074,-0.8626019358634949,-1.0096101760864258,-0.1470082402229309
22,0.14685777,0.084546134,"('welcoming', 'disagreeable')",0.80425406,0.69293845,0.4755558967590332,0.3887422978878021,-0.08681359887123108
93,-0.1343165,-0.03716433,"('dominating', 'dominated')",0.7115062,0.8425516,0.2885948419570923,0.40269362926483154,0.11409878730773926
80,-0.12627351,-0.10534789,"('independent', 'dependent')",1.405257,1.2127934,0.6394917368888855,0.5537227392196655,-0.08576899766921997
37,-0.11856669,-0.26799175,"('good', 'evil')",2.2129526,2.4495692,1.047192931175232,1.090788722038269,0.04359579086303711
52,0.1168831,0.19431365,"('competitive', 'uncompetitive')",-0.88517916,-0.8462757,-0.3841480314731598,-0.3259810209274292,0.05816701054573059
2,0.10518083,0.25557986,"('friendly', 'unfriendly')",-0.18588479,-0.1211569,-0.040351979434490204,0.06721147894859314,0.10756345838308334
19,0.1047629,0.17388621,"('funny', 'boring')",-0.7675996,-0.7092911,-0.33141833543777466,-0.26770246028900146,0.0637158751487732
88,0.09481825,0.06843433,"('impulsive', 'meek')",1.650063,1.8396385,0.8724406361579895,0.9540364146232605,0.081595778465271
17,0.09288785,0.15601104,"('social', 'antisocial')",-1.3065263,-0.97261053,-0.606819212436676,-0.4082997441291809,0.19851946830749512
98,-0.08346923,-0.12758148,"('prestigious', 'insignificant')",1.2753154,1.3842522,0.5959230661392212,0.6283353567123413,0.03241229057312012
43,-0.0787583,-0.1738846,"('genuine', 'fake')",-0.6648265,-0.50647485,-0.37179240584373474,-0.3401797413825989,0.031612664461135864
31,-0.069415316,-0.024900675,"('altruistic', 'egoistic')",0.45408255,0.5035144,0.19233360886573792,0.23930686712265015,0.04697325825691223
89,-0.061938643,-0.1364624,"('daring', 'anxious')",-1.0244153,-0.8525075,-0.5431769490242004,-0.49448493123054504,0.048692017793655396
84,0.056079686,-0.095029294,"('self-confident', 'diffident')",-0.14759186,-0.13016558,-0.04575608670711517,-0.11259743571281433,-0.06684134900569916
87,-0.054932296,-0.10561609,"('dedicated', 'undedicated')",-0.5245663,-0.60040104,-0.28974929451942444,-0.35300856828689575,-0.06325927376747131
38,0.04585877,0.08513972,"('kind', 'unkind')",-2.1272044,-1.9075869,-1.040672779083252,-0.9112235903739929,0.12944918870925903
106,-0.04430242,-0.08349517,"('conventional', 'unconventional')",0.258533,0.54221994,0.10711529105901718,0.2293623834848404,0.12224709242582321
47,-0.042491145,-0.065108046,"('forgiving', 'unforgiving')",-0.7550652,-0.64590675,-0.39877817034721375,-0.35550740361213684,0.043270766735076904
75,0.03701958,0.12202898,"('confident', 'shy')",4.5208616,4.4082336,2.2789406776428223,2.2651312351226807,-0.013809442520141602
5,-0.033301022,-0.011598282,"('pleasant', 'repellent')",-0.0031301975,-0.010858417,-0.018215609714388847,-0.011228349059820175,0.006987260654568672
63,0.024280146,-0.12140684,"('capable', 'incapable')",-0.66891235,-0.8468635,-0.32231611013412476,-0.4841351807117462,-0.16181907057762146
40,-0.014832601,-0.13403602,"('honorable', 'mean')",-4.1100597,-4.1632113,-2.062446117401123,-2.1486237049102783,-0.08617758750915527
28,0.01006341,0.09110136,"('honest', 'dishonest')",-1.194289,-1.3748312,-0.5921127796173096,-0.6418648958206177,-0.049752116203308105
66,-0.009675711,0.019021034,"('imaginative', 'unimaginative')",0.46955734,0.6001998,0.22994081676006317,0.30961042642593384,0.07966960966587067
