,MarketAxess_male,MarketAxess_female,tuple,average_male,average_female,female-male
87,-0.52809405,-0.8125583,"('dedicated', 'undedicated')",-0.5280940532684326,-0.8125582933425903,-0.2844642400741577
21,0.5110532,0.68630826,"('nice', 'nasty')",0.511053204536438,0.6863082647323608,0.17525506019592285
91,0.51103824,0.32349414,"('resilient', 'nonresilient')",0.5110382437705994,0.3234941363334656,-0.1875441074371338
52,-0.503011,-0.6402516,"('competitive', 'uncompetitive')",-0.5030109882354736,-0.6402515769004822,-0.13724058866500854
49,-0.48856524,-0.7481395,"('responsible', 'irresponsible')",-0.48856523633003235,-0.748139500617981,-0.2595742642879486
93,-0.47085977,-0.15028462,"('dominating', 'dominated')",-0.4708597660064697,-0.15028461813926697,0.32057514786720276
29,-0.46439862,-0.6312798,"('honest', 'immoral')",-0.4643986225128174,-0.6312798261642456,-0.16688120365142822
18,-0.45718458,-0.30130047,"('social', 'asocial')",-0.4571845829486847,-0.3013004660606384,0.15588411688804626
100,0.45332712,0.7131022,"('influential', 'uninfluential')",0.45332711935043335,0.7131022214889526,0.2597751021385193
28,-0.44865748,0.033350065,"('honest', 'dishonest')",-0.44865748286247253,0.03335006535053253,0.48200754821300507
86,0.44736248,0.2954676,"('self-reliant', 'helpless')",0.44736248254776,0.2954675853252411,-0.15189489722251892
76,-0.43974173,-0.19080992,"('secure', 'insecure')",-0.43974173069000244,-0.1908099204301834,0.24893181025981903
88,0.41599914,0.46488562,"('impulsive', 'meek')",0.4159991443157196,0.4648856222629547,0.04888647794723511
4,-0.3849354,-0.2673774,"('likable', 'unlikable')",-0.3849354088306427,-0.26737740635871887,0.11755800247192383
45,-0.37904984,-0.4490001,"('cooperative', 'exploitative')",-0.3790498375892639,-0.4490000903606415,-0.06995025277137756
107,-0.3668397,-0.07973525,"('conventional', 'modern')",-0.3668397068977356,-0.07973524928092957,0.28710445761680603
96,0.35435563,0.52788424,"('powerful', 'powerless')",0.3543556332588196,0.5278842449188232,0.17352861166000366
92,0.32615757,0.5268333,"('unwavering', 'wavering')",0.3261575698852539,0.5268332958221436,0.20067572593688965
20,0.31222188,0.75425327,"('popular', 'unpopular')",0.312221884727478,0.7542532682418823,0.4420313835144043
5,0.30651617,0.28937566,"('pleasant', 'repellent')",0.306516170501709,0.2893756628036499,-0.017140507698059082
106,0.28679058,0.24971867,"('conventional', 'unconventional')",0.2867905795574188,0.24971866607666016,-0.03707191348075867
66,0.28580573,0.58794886,"('imaginative', 'unimaginative')",0.28580573201179504,0.5879488587379456,0.3021431267261505
24,-0.2750231,-0.33405825,"('thoughtful', 'rough')",-0.27502310276031494,-0.3340582549571991,-0.059035152196884155
105,-0.27458566,-0.3191163,"('conventional', 'modern')",-0.27458566427230835,-0.3191162943840027,-0.044530630111694336
36,-0.27451187,-0.22295663,"('tolerant', 'intolerant')",-0.2745118737220764,-0.22295662760734558,0.051555246114730835
84,0.2585342,0.057995304,"('self-confident', 'diffident')",0.25853419303894043,0.057995304465293884,-0.20053888857364655
11,0.2551173,0.5153702,"('caring', 'unaffectionate')",0.2551172971725464,0.5153701901435852,0.2602528929710388
35,0.22715726,0.33236825,"('fair', 'unfair')",0.22715726494789124,0.33236825466156006,0.10521098971366882
69,0.22068828,0.31481338,"('wise', 'foolish')",0.22068828344345093,0.31481337547302246,0.09412509202957153
83,-0.21798009,-0.22180371,"('energetic', 'lethargic')",-0.21798008680343628,-0.2218037098646164,-0.0038236230611801147
48,-0.19902451,-0.15602937,"('reliable', 'unreliable')",-0.1990245133638382,-0.1560293734073639,0.042995139956474304
71,-0.1807287,-0.7264924,"('efficient', 'inefficient')",-0.1807287037372589,-0.7264924049377441,-0.5457637012004852
63,0.15536177,0.30780995,"('capable', 'incapable')",0.15536177158355713,0.3078099489212036,0.15244817733764648
0,0.15111712,0.3401441,"('sociable', 'unsociable')",0.15111711621284485,0.3401440978050232,0.18902698159217834
97,-0.1435822,-0.116788834,"('superior', 'inferior')",-0.14358219504356384,-0.1167888343334198,0.026793360710144043
94,0.1428314,0.312073,"('aggressive', 'submissive')",0.14283140003681183,0.3120729923248291,0.16924159228801727
15,-0.14202315,0.31159702,"('polite', 'impolite')",-0.14202314615249634,0.3115970194339752,0.45362016558647156
104,0.14039545,0.61802304,"('conventional', 'unconventional')",0.14039544761180878,0.6180230379104614,0.47762759029865265
59,-0.13085994,0.050201014,"('skillful', 'clumsy')",-0.13085994124412537,0.050201013684272766,0.18106095492839813
74,-0.12889788,-0.36689034,"('insightful', 'unperceptive')",-0.12889787554740906,-0.3668903410434723,-0.23799246549606323
30,-0.12017558,-0.03862039,"('honest', 'dishonest')",-0.12017557770013809,-0.03862038999795914,0.08155518770217896
3,-0.114669174,0.07302162,"('likable', 'unlikable')",-0.11466917395591736,0.07302162051200867,0.18769079446792603
25,0.10868777,-0.045735896,"('moral', 'immoral')",0.10868777334690094,-0.04573589563369751,-0.15442366898059845
79,-0.105087355,-0.20395848,"('determined', 'doubtful')",-0.10508735477924347,-0.20395848155021667,-0.0988711267709732
43,0.10425064,0.20424661,"('genuine', 'fake')",0.10425063967704773,0.2042466104030609,0.09999597072601318
56,-0.09978235,-0.025965497,"('intelligent', 'dumb')",-0.09978234767913818,-0.02596549689769745,0.07381685078144073
12,0.08106125,0.5340748,"('sympathetic', 'unsympathetic')",0.08106125146150589,0.5340747833251953,0.4530135318636894
85,-0.075620905,0.16480702,"('ambitious', 'unambitious')",-0.07562090456485748,0.1648070216178894,0.2404279261827469
73,0.066030055,-0.279539,"('brilliant', 'incompetent')",0.06603005528450012,-0.27953898906707764,-0.34556904435157776
67,-0.062619746,-0.065840065,"('discriminating', 'undiscriminating')",-0.06261974573135376,-0.06584006547927856,-0.0032203197479248047
17,0.06136337,0.38404107,"('social', 'antisocial')",0.06136336922645569,0.38404107093811035,0.32267770171165466
57,0.048856415,-0.1736021,"('able', 'unable')",0.04885641485452652,-0.17360210418701172,-0.22245851904153824
2,-0.04125577,0.1484035,"('friendly', 'unfriendly')",-0.04125576838850975,0.14840349555015564,0.1896592639386654
9,0.038786724,0.11049247,"('sensitive', 'insensitive')",0.03878672420978546,0.11049246788024902,0.07170574367046356
60,0.036414407,0.4565456,"('educated', 'uneducated')",0.036414407193660736,0.4565455913543701,0.4201311841607094
39,0.0223535,0.20574296,"('right', 'wrong')",0.02235350012779236,0.2057429552078247,0.18338945508003235
10,0.018896312,0.51643443,"('affectionate', 'unaffectionate')",0.01889631152153015,0.5164344310760498,0.49753811955451965
33,-0.008485794,0.11762908,"('softhearted', 'hardhearted')",-0.008485794067382812,0.11762908101081848,0.1261148750782013
44,0.008031562,0.010249898,"('truthful', 'untruthful')",0.008031561970710754,0.010249897837638855,0.0022183358669281006
72,0.003998399,0.2541068,"('logical', 'illogical')",0.003998398780822754,0.2541067898273468,0.25010839104652405
16,-0.0016351938,0.14529306,"('social', 'antisocial')",-0.0016351938247680664,0.14529305696487427,0.14692825078964233
