,News_male,News_female,tuple,Corp_male,Corp_female,(Class_male,(Class_female,B)_male,B)_female,average_male,average_female,female-male
3,1.4425521,1.3033595,"('likable', 'unlikable')",1.6233785,1.5548921,-0.24453363,-0.5151659,0.8805297,0.80231476,0.9254816770553589,0.7863501310348511,-0.1391315460205078
12,-1.4085621,-1.3833879,"('sympathetic', 'unsympathetic')",-1.3533148,-1.4027944,-2.2139316,-2.0581768,-0.25533506,-0.14341646,-1.3077857494354248,-1.2469439506530762,0.06084179878234863
58,-1.3681821,-1.2151251,"('able', 'clumsy')",-2.2373161,-1.8838849,-2.244512,-1.9821359,-1.780072,-1.4373506,-1.9075205326080322,-1.6296241283416748,0.2778964042663574
71,-1.3590477,-1.2186469,"('efficient', 'inefficient')",-1.1294833,-1.2358482,-3.5371284,-3.5023332,-1.1465849,-1.3392205,-1.7930611371994019,-1.8240121603012085,-0.03095102310180664
63,-1.345829,-1.4933274,"('capable', 'incapable')",-1.1376256,-1.0196587,0.29896283,0.026526451,-0.58341706,-0.7032412,-0.6919772624969482,-0.7974252700805664,-0.10544800758361816
78,1.341027,0.9663591,"('active', 'inactive')",2.3321204,1.9112912,0.8261625,0.25837353,0.95775974,0.9265845,1.3642674684524536,1.015652060508728,-0.3486154079437256
2,-1.3402445,-1.083808,"('friendly', 'unfriendly')",-1.418464,-1.5280867,-1.5331826,-1.4420242,0.23339185,0.060079813,-1.014624834060669,-0.9984597563743591,0.016165077686309814
101,-1.3133492,-1.4373212,"('successful', 'unsuccessful')",-1.2861463,-1.4652822,0.30594727,0.45573917,-0.38043612,-0.4943131,-0.6684960722923279,-0.7352942824363708,-0.06679821014404297
64,-1.3063734,-1.087605,"('clever', 'incompetent')",-1.1046457,-1.0655162,-3.562767,-3.1615067,-0.9605317,-0.9411188,-1.7335795164108276,-1.5639365911483765,0.16964292526245117
9,-1.2892116,-1.3370644,"('sensitive', 'insensitive')",-1.0999589,-1.0613891,-1.7231958,-1.5168018,-0.13472697,-0.24094199,-1.061773419380188,-1.0390492677688599,0.022724151611328125
22,1.2391349,1.231307,"('welcoming', 'disagreeable')",1.6342537,1.9070294,0.56969786,0.77845347,0.8985133,0.87180185,1.0853999853134155,1.1971479654312134,0.11174798011779785
102,-1.2358876,-1.184217,"('eminent', 'low')",-0.53147554,-0.3426346,0.5883938,0.38121095,1.5316371,1.4535058,0.08816692233085632,0.0769662857055664,-0.011200636625289917
1,-1.1922691,-1.1156023,"('friendly', 'unfriendly')",-1.3676949,-1.0302336,0.8665705,0.5875481,0.41668612,0.3831926,-0.3191768527030945,-0.2937738299369812,0.02540302276611328
72,-1.1748185,-1.0945821,"('logical', 'illogical')",-1.4069908,-1.3363023,-2.0529876,-1.9412044,-1.4838533,-1.3647088,-1.5296626091003418,-1.4341994524002075,0.09546315670013428
93,-1.1678892,-1.0679588,"('dominating', 'dominated')",-0.022973418,-0.17457613,-2.1594334,-1.8785847,0.042908706,-0.015033141,-0.8268468379974365,-0.784038245677948,0.042808592319488525
82,1.0566703,0.86094725,"('industrious', 'meek')",1.0922787,1.2331986,2.5442796,2.553304,1.4719574,1.4374707,1.5412964820861816,1.5212299823760986,-0.020066499710083008
4,-0.9973351,-0.99788547,"('likable', 'unlikable')",-0.6973594,-0.49110615,-0.66830665,-0.8788309,-0.29845527,-0.5204428,-0.6653640866279602,-0.722066342830658,-0.056702256202697754
16,-0.99423546,-0.90396166,"('social', 'antisocial')",-0.3652128,-0.106381685,-2.0152223,-1.572377,-0.5853987,-0.63298947,-0.990017294883728,-0.8039274215698242,0.1860898733139038
19,-0.9756097,-1.0350564,"('funny', 'boring')",0.41201538,0.5815117,0.7785131,0.84001815,1.4879022,1.4465364,0.425705224275589,0.458252489566803,0.03254726529121399
36,-0.9683175,-0.83044654,"('tolerant', 'intolerant')",-1.3469197,-1.1648283,-1.992589,-1.9228761,0.33014464,0.33557835,-0.9944203495979309,-0.8956431150436401,0.09877723455429077
48,0.9430742,0.71748674,"('reliable', 'unreliable')",2.681928,2.5936308,-0.25699502,-0.47194755,-0.085104406,-0.19254506,0.820725679397583,0.6616562604904175,-0.15906941890716553
68,-0.9307201,-1.082611,"('clever', 'inept')",-0.914963,-0.89569235,-0.91707265,-0.9838371,-0.7344308,-0.9751679,-0.8742966651916504,-0.9843270778656006,-0.1100304126739502
0,-0.92576075,-0.6962031,"('sociable', 'unsociable')",-0.78538966,-0.43198916,-1.6383564,-1.3313545,-0.0630116,0.0476126,-0.8531296253204346,-0.6029835343360901,0.2501460909843445
94,-0.9185865,-0.79801726,"('aggressive', 'submissive')",-0.09218556,-0.26384047,-2.010531,-1.816149,0.85902655,0.7687796,-0.5405690670013428,-0.5273067951202393,0.013262271881103516
26,-0.9173317,-0.92784435,"('trustworthy', 'untrustworthy')",0.38654366,0.5214009,-0.9247599,-0.77977335,-0.36309364,-0.4732216,-0.45466041564941406,-0.4148595929145813,0.039800822734832764
32,-0.9151713,-0.7122558,"('benevolent', 'hardhearted')",-1.3220441,-0.75526094,-0.26574332,-0.16723454,-0.5128811,-0.4107779,-0.7539599537849426,-0.5113822817802429,0.2425776720046997
57,-0.904768,-1.0049828,"('able', 'unable')",-0.52577424,-0.47968864,-0.5816073,-0.6017666,0.45475072,0.30389413,-0.38934969902038574,-0.44563600420951843,-0.05628630518913269
60,-0.87982106,-0.62401426,"('educated', 'uneducated')",-0.94098175,-0.8681323,-1.7209363,-1.6024134,-0.9454329,-0.9125229,-1.1217930316925049,-1.0017707347869873,0.12002229690551758
33,-0.8751869,-0.7673867,"('softhearted', 'hardhearted')",-1.0268513,-0.9268272,-0.25280005,-0.31516805,-0.36575213,-0.24680886,-0.6301476359367371,-0.5640476942062378,0.06609994173049927
55,-0.8676864,-0.6252066,"('intelligent', 'unintelligent')",-1.5241168,-1.5656445,-0.6338624,-0.22821698,0.5953889,0.5317396,-0.6075692176818848,-0.47183212637901306,0.1357370913028717
61,0.84716594,0.71561265,"('rational', 'irrational')",1.1557636,1.3685138,2.5780158,2.7702181,0.748397,0.8574389,1.3323355913162231,1.427945852279663,0.09561026096343994
83,-0.8337653,-0.9023551,"('energetic', 'lethargic')",-0.38989562,-0.51259035,-2.6024377,-2.8060296,0.031119496,-0.015914023,-0.9487447738647461,-1.0592222213745117,-0.11047744750976562
77,0.8236964,0.6683743,"('active', 'inactive')",1.3215332,1.4822655,1.3788722,1.2401061,0.6183961,0.55827683,1.0356245040893555,0.9872556924819946,-0.04836881160736084
87,-0.8127971,-0.66127026,"('dedicated', 'undedicated')",-0.80255353,-0.59696186,-1.5219011,-1.627708,-0.6219452,-0.6606245,-0.9397992491722107,-0.8866411447525024,0.05315810441970825
62,-0.7910658,-0.8566718,"('creative', 'uncreative')",-0.33273518,-0.144564,-0.20487088,-0.35905707,0.73814446,0.35273725,-0.14763186872005463,-0.2518889307975769,-0.10425706207752228
7,0.7785511,0.26132715,"('outgoing', 'distant')",1.2281502,1.04766,1.1856384,0.76016617,-0.4333465,-0.56424856,0.6897483468055725,0.37622618675231934,-0.3135221600532532
30,-0.7689903,-0.75943035,"('honest', 'dishonest')",-0.7890542,-0.85744035,-1.5534239,-1.4979246,-0.3459171,-0.41523904,-0.8643463850021362,-0.8825085759162903,-0.018162190914154053
10,-0.7325037,-0.7940916,"('affectionate', 'unaffectionate')",-0.05168128,0.14470398,1.6428863,1.6034757,-0.054114833,-0.001822263,0.20114661753177643,0.23806646466255188,0.03691984713077545
43,-0.6829885,-0.6661005,"('genuine', 'fake')",-0.23435366,-0.21506564,-0.7274573,-0.67717946,0.4038589,0.3643793,-0.3102351427078247,-0.29849156737327576,0.01174357533454895
51,-0.65515554,-0.6661283,"('competent', 'incompetent')",-0.11847064,-0.098713234,-2.2334826,-2.1148338,-2.2084858,-2.2568498,-1.303898572921753,-1.2841312885284424,0.019767284393310547
97,-0.6519321,-0.63070166,"('superior', 'inferior')",-1.0777923,-1.0853717,-0.28290743,-0.20751303,0.5569606,0.5991224,-0.36391782760620117,-0.3311159908771515,0.03280183672904968
69,-0.64325905,-0.8075432,"('wise', 'foolish')",0.44740218,0.6480955,1.9058268,1.7315936,0.5171503,0.4069187,0.5567800998687744,0.4947661757469177,-0.06201392412185669
85,-0.6402902,-0.59457284,"('ambitious', 'unambitious')",-0.31822163,-0.35626906,-0.9317095,-0.7744571,-1.651001,-1.7473395,-0.8853055834770203,-0.8681596517562866,0.017145931720733643
76,-0.6333749,-0.48919514,"('secure', 'insecure')",-0.27963996,-0.35239786,-1.4757627,-1.1335394,-0.052523524,0.100293666,-0.6103253364562988,-0.46870970726013184,0.141615629196167
8,0.63158244,0.24971843,"('open', 'distant')",1.4154859,1.2487043,1.3292345,1.007539,-0.48142508,-0.51009244,0.7237194180488586,0.49896734952926636,-0.22475206851959229
35,0.61643875,0.6437994,"('fair', 'unfair')",0.6981856,0.740138,1.0243202,0.8490738,0.488378,0.6874322,0.706830620765686,0.7301108837127686,0.02328026294708252
17,-0.56869197,-0.45904458,"('social', 'antisocial')",-0.2864834,0.066805124,-0.95123863,-0.74907947,0.8784487,0.75205344,-0.23199132084846497,-0.09731636941432953,0.13467495143413544
23,0.53795904,0.33251673,"('hospitable', 'inhospitable')",0.7526314,0.81820834,1.1769751,0.80104566,0.30322164,0.33620954,0.6926968097686768,0.5719950795173645,-0.12070173025131226
31,-0.52894646,-0.4415596,"('altruistic', 'egoistic')",-0.277474,-0.047681987,-0.30986434,-0.28176537,-0.0059145093,0.06439462,-0.2805498242378235,-0.17665308713912964,0.10389673709869385
89,-0.52464056,-0.46114448,"('daring', 'anxious')",-0.35680014,-0.5358988,-1.1602937,-0.8130553,0.16076595,0.24002439,-0.47024214267730713,-0.3925185203552246,0.07772362232208252
110,0.5187668,0.50399625,"('narrow-minded', 'open-minded')",0.15512341,0.24599168,0.8821335,1.0731729,-1.3006651,-1.129994,0.06383964419364929,0.17329171299934387,0.10945206880569458
84,-0.5033509,-0.7493715,"('self-confident', 'diffident')",0.04052466,0.12735969,0.64814425,0.5741106,-0.04660295,-0.20081273,0.034678760915994644,-0.062178485095500946,-0.09685724601149559
67,-0.46552932,-0.41759855,"('discriminating', 'undiscriminating')",-0.98974335,-0.78308094,-0.42291188,-0.36164877,-0.90888053,-0.6887555,-0.6967662572860718,-0.5627709627151489,0.13399529457092285
70,0.45812815,0.3623451,"('wise', 'unwise')",1.1597657,1.1573492,2.027591,1.8503526,0.58038944,0.5814662,1.0564686059951782,0.9878783226013184,-0.06859028339385986
56,0.45524994,0.18090737,"('intelligent', 'dumb')",1.6987584,1.7227203,0.82371867,0.65141976,0.62295496,0.7501058,0.9001704454421997,0.8262883424758911,-0.0738821029663086
80,0.45458865,0.563212,"('independent', 'dependent')",0.50642145,0.6569986,-0.10071927,-0.21792051,0.010812998,0.06351745,0.21777595579624176,0.2664518654346466,0.048675909638404846
20,0.44780874,0.36047435,"('popular', 'unpopular')",-0.1849665,-0.17244402,1.6991166,1.727745,0.8993552,0.7835758,0.7153285145759583,0.6748378276824951,-0.040490686893463135
90,0.44732606,0.24367428,"('motivated', 'unmotivated')",0.5462045,0.32156423,-1.1591833,-1.1820934,-0.2079404,-0.5721512,-0.09339827299118042,-0.29725152254104614,-0.20385324954986572
24,-0.434627,-0.2608865,"('thoughtful', 'rough')",-1.4458349,-1.2531471,-1.8773252,-1.666585,0.8468846,0.8179901,-0.727725625038147,-0.590657114982605,0.137068510055542
39,0.4325276,0.3937816,"('right', 'wrong')",0.6349007,0.8346789,0.8434676,0.5695472,0.050092757,-0.17095506,0.4902471899986267,0.4067631661891937,-0.08348402380943298
45,-0.42313987,-0.26686442,"('cooperative', 'exploitative')",-1.1704645,-0.9724724,-1.2329093,-1.151381,-0.1882354,-0.39420283,-0.7536872625350952,-0.6962301731109619,0.0574570894241333
21,0.42264688,0.40596938,"('nice', 'nasty')",0.38468748,0.27212715,1.1461601,1.1663074,0.8328968,0.8404702,0.6965978145599365,0.6712185144424438,-0.025379300117492676
52,-0.4214829,-0.3403623,"('competitive', 'uncompetitive')",-0.29315704,-0.43968332,-2.3330986,-2.2142122,0.20577973,0.17189199,-0.7104896903038025,-0.7055914998054504,0.004898190498352051
99,0.41348335,0.31104082,"('prestigious', 'insignificant')",0.29116943,0.51564914,3.1086454,2.8252604,0.02269306,0.03137289,0.9589978456497192,0.9208307862281799,-0.03816705942153931
59,0.38629675,0.32853174,"('skillful', 'clumsy')",0.07095654,0.19477667,1.6375923,1.6963688,-0.55784136,-0.539192,0.38425105810165405,0.42012131214141846,0.035870254039764404
105,-0.38519436,-0.25751758,"('conventional', 'modern')",-0.48005888,-0.4712868,-0.31124938,-0.30116037,-1.1520368,-1.0063584,-0.5821348428726196,-0.5090807676315308,0.07305407524108887
15,-0.36767325,-0.12906653,"('polite', 'impolite')",0.51423466,0.6083,-2.3359888,-2.331031,1.1480726,0.84175396,-0.260338693857193,-0.2525109052658081,0.007827788591384888
47,-0.31689954,-0.081423014,"('forgiving', 'unforgiving')",-0.80979,-0.5174874,-0.871303,-0.62602603,0.0991548,0.14135385,-0.4747094213962555,-0.27089565992355347,0.20381376147270203
98,-0.2978021,-0.49956858,"('prestigious', 'insignificant')",-0.5078856,-0.44825798,1.4779594,1.4258554,-0.73754835,-0.77112156,-0.0163191556930542,-0.0732731819152832,-0.056954026222229004
54,0.2926032,0.17771854,"('smart', 'stupid')",0.42693397,0.34929267,0.16202152,-0.041401595,-0.57359636,-0.71171415,0.07699057459831238,-0.05652613192796707,-0.13351670652627945
96,-0.28723693,-0.13639118,"('powerful', 'powerless')",-0.0942453,0.08052668,-0.37433007,-0.1524955,0.35025492,0.35251066,-0.1013893410563469,0.036037664860486984,0.13742700591683388
79,0.22995323,0.27241746,"('determined', 'doubtful')",0.44676286,0.76036924,-0.7657546,-0.92598265,0.1798917,0.07214923,0.022713303565979004,0.04473832622170448,0.02202502265572548
104,-0.19378385,0.05816786,"('conventional', 'unconventional')",-0.7870131,-0.6860226,1.1806378,1.466057,-0.9492663,-0.59344554,-0.1873563528060913,0.06118917465209961,0.24854552745819092
91,-0.12432638,-0.24560869,"('resilient', 'nonresilient')",-0.1504333,-0.20740606,0.9297041,0.9460351,1.0654757,0.8639313,0.4301050305366516,0.33923792839050293,-0.09086710214614868
107,-0.110189855,-0.16023877,"('conventional', 'modern')",0.41894037,0.40934473,-0.69938254,-0.51100975,-1.1052852,-1.0455191,-0.3739793002605438,-0.32685571908950806,0.04712358117103577
106,0.09887111,0.28802687,"('conventional', 'unconventional')",-0.62033725,-0.33703667,0.30846626,0.48680314,-0.23648056,-0.0685665,-0.11237011104822159,0.0923067107796669,0.2046768218278885
109,0.07558785,0.21673644,"('conservative', 'liberal')",-0.18954298,-0.3518635,-2.6421757,-2.424639,0.10239291,0.022859216,-0.6634344458580017,-0.6342266798019409,0.02920776605606079
108,0.07558785,0.21673644,"('conservative', 'liberal')",-0.18954298,-0.3518635,-2.6421757,-2.424639,0.10239291,0.022859216,-0.6634344458580017,-0.6342266798019409,0.02920776605606079
92,0.072000146,-0.22822765,"('unwavering', 'wavering')",0.30593115,0.17524163,2.3506715,2.120893,-0.58827156,-0.47876707,0.5350828170776367,0.39728501439094543,-0.13779780268669128
5,-0.048373044,0.016533896,"('pleasant', 'repellent')",-1.2856472,-1.3148067,-1.2296656,-1.1659217,-0.9983326,-0.92887497,-0.8905045986175537,-0.8482673764228821,0.04223722219467163
14,0.008656621,-0.20733356,"('supportive', 'unsupportive')",1.4877679,1.4867378,-1.0552335,-1.2677864,0.84253204,0.6577704,0.3209307789802551,0.16734707355499268,-0.15358370542526245
