,Dictionary,term,term preproc,PoS,sense,Dir,Synset,Definition,Examples,Antonyms,Sentence_Check
46,Sociability,social,social,ADJECTIVE,5,high,social.s.05,tending to move or live together in groups or colonies of the same kind,ants are social insects,,True
47,Sociability,social,social,ADJECTIVE,6,high,social.s.06,marked by friendly companionship with others,a social cup of coffee,,True
48,Sociability,unsocial,unsocial,ADJECTIVE,1,low,unsocial.a.01,not seeking or given to association; being or living without companions,the unsocial disposition to neglect one's neighbors,social.a.02,True
49,Sociability,asocial,asocial,ADJECTIVE,1,low,asocial.s.01,given to avoiding association with others,bears are asocial secretive animals,,True
50,Sociability,asocial,asocial,ADJECTIVE,2,low,antisocial.s.02,hostile to or disruptive of normal standards of social behavior,criminal behavior or conduct that violates the rights of other individuals is antisocial,,False
51,Sociability,humorous,humorou,ADJECTIVE,1,high,humorous.a.01,full of or characterized by humor,humorous stories,humorless.a.01,True
52,Sociability,funny,funny,ADJECTIVE,1,high,amusing.s.02,arousing or provoking laughter,an amusing film with a steady stream of pranks and pratfalls,,False
53,Sociability,boring,boring,ADJECTIVE,1,low,boring.s.01,so lacking in interest as to cause mental weariness; ; ; ; ; ; - Edmund Burke; ; - Mark Twain,a boring evening with uninteresting people,,True
54,Sociability,popular,popular,ADJECTIVE,1,high,popular.a.01,"regarded with great favor, approval, or affection especially by the general public",a popular tourist attraction,unpopular.a.01,True
55,Sociability,unpopular,unpopular,ADJECTIVE,1,low,unpopular.a.01,regarded with disfavor or lacking general approval,unpopular ideas,popular.a.01,True
56,Sociability,nice,nice,ADJECTIVE,1,high,nice.a.01,pleasant or pleasing or agreeable in nature or appearance; - George Meredith,what a nice fellow you are and we all thought you so nasty,nasty.a.01,True
57,Sociability,nasty,nasty,ADJECTIVE,1,low,nasty.a.01,offensive or even (of persons) malicious; ; ; ; ; ; - Ezra Pound,in a nasty mood,nice.a.01,True
58,Sociability,sentimental,sentimental,ADJECTIVE,1,high,sentimental.s.01,given to or marked by sentiment or sentimentality,she felt a sentimental attachment to the place creep over her,,True
59,Sociability,forthcoming,forthcoming,ADJECTIVE,1,high,extroverted.s.02,at ease in talking to others,the forthcoming cricket season,,True
60,Sociability,tender,tender,ADJECTIVE,1,high,tender.a.01,given to sympathy or gentleness or sentimentality,a tender heart,tough.a.01,True
61,Sociability,tender,tender,ADJECTIVE,3,high,tender.s.03,young and immature,at a tender age,,True
62,Sociability,agreeable,agreeable,ADJECTIVE,1,high,agreeable.a.01,conforming to your own liking or feelings or nature; ; ; - Disraeli,Is the plan agreeable to you?,disagreeable.a.01,True
63,Sociability,disagreeable,disagreeable,ADJECTIVE,2,low,disagreeable.s.02,unpleasant to interact with,a disagreeable old man,,True
64,Sociability,rough,rough,ADJECTIVE,2,low,rough.s.02,(of persons or behavior) lacking refinement or finesse,she was a diamond in the rough,,True
65,Sociability,rough,rough,ADJECTIVE,7,low,pugnacious.s.02,ready and able to resort to force or violence; - Herman Melville,pugnacious spirits...lamented that there was so little prospect of an exhilarating disturbance,,False
66,Sociability,rough,rough,ADJECTIVE,13,low,harsh.s.01,unpleasantly stern,wild and harsh country full of hot sand and cactus,,False
67,Sociability,rough,rough,ADJECTIVE,14,low,harsh.s.04,unkind or cruel or uncivil,had harsh words,,False
68,Sociability,welcoming,welcoming,ADJECTIVE,1,high,welcoming.s.01,very cordial,a welcoming smile,,True
69,Sociability,inhospitable,inhospitable,ADJECTIVE,2,low,inhospitable.a.02,not hospitable,they are extremely inhospitable these days,hospitable.a.02,True
70,Sociability,hospitable,hospitable,ADJECTIVE,2,high,hospitable.a.02,disposed to treat guests and strangers with cordiality and generosity,a good-natured and hospitable man,inhospitable.a.02,True
71,Sociability,thoughtful,thoughtful,ADJECTIVE,5,high,thoughtful.s.05,considerate of the feelings or well-being of others,brows drawn together in thoughtful consideration,,True
72,Sociability,inconsiderate,inconsiderate,ADJECTIVE,1,low,inconsiderate.a.01,lacking regard for the rights or feelings of others,shockingly inconsiderate behavior,considerate.a.01,True
73,Sociability,timid,timid,ADJECTIVE,1,low,timid.a.01,showing fear and lack of confidence,I was too timid to ask for what I wanted,bold.a.01,True
74,Sociability,timid,timid,ADJECTIVE,2,low,diffident.a.02,lacking self-confidence,stood in the doorway diffident and abashed,confident.a.01,False
75,Morality,moral,moral,ADJECTIVE,1,high,moral.a.01,concerned with principles of right and wrong or conforming to standards of behavior and character based on those principles,moral sense,immoral.a.01,True
76,Morality,immoral,immoral,ADJECTIVE,1,low,immoral.a.01,deliberately violating accepted principles of right and wrong,unseemly and immoral behaviour,moral.a.01,True
77,Morality,immoral,immoral,ADJECTIVE,2,low,base.s.04,not adhering to ethical or moral principles,base and unpatriotic motives,,False
78,Morality,trustworthy,trustworthy,ADJECTIVE,1,high,trustworthy.a.01,worthy of trust or belief,a trustworthy report,untrustworthy.a.01,True
79,Morality,untrustworthy,untrustworthy,ADJECTIVE,1,low,untrustworthy.a.01,not worthy of trust or belief,an untrustworthy person,trustworthy.a.01,True
80,Morality,sincere,sincere,ADJECTIVE,1,high,sincere.a.01,open and genuine; not deceitful,"he was a good man, decent and sincere",insincere.a.01,True
81,Morality,insincere,insincere,ADJECTIVE,1,low,insincere.a.01,lacking sincerity,a charming but thoroughly insincere woman,sincere.a.01,True
82,Morality,honest,honest,ADJECTIVE,1,high,honest.a.01,not disposed to cheat or defraud; not deceptive or fraudulent,honest lawyers,dishonest.a.01,True
83,Morality,honest,honest,ADJECTIVE,2,high,honest.s.02,without dissimulation; frank,my honest opinion,,True
84,Morality,honest,honest,ADJECTIVE,3,high,dependable.s.02,worthy of being depended on,a dependable worker,,False
85,Morality,dishonest,dishonest,ADJECTIVE,1,low,dishonest.a.01,deceptive or fraudulent; disposed to cheat or defraud or deceive,he was a dishonest hypocrite prepared to exploit his family,honest.a.01,True
86,Morality,dishonest,dishonest,ADJECTIVE,2,low,corruptible.s.01,capable of being corrupted,corruptible judges,,False
87,Morality,egoistic,egoistic,ADJECTIVE,1,low,egoistic.a.01,limited to or caring only about yourself and your own needs,,altruistic.a.01,
88,Morality,altruistic,altruistic,ADJECTIVE,1,high,altruistic.a.01,showing unselfish concern for the welfare of others,it was an entirely altruistic act,egoistic.a.01,True
89,Morality,selfish,selfish,ADJECTIVE,1,low,selfish.a.01,concerned chiefly or only with yourself and your advantage to the exclusion of others; - Maria Weston Chapman,Selfish men were...trying to make capital for themselves out of the sacred cause of civil rights,unselfish.a.01,False
90,Morality,selfless,selfles,ADJECTIVE,1,high,altruistic.a.01,showing unselfish concern for the welfare of others,an act of selfless devotion,egoistic.a.01,True
91,Morality,benevolent,benevolent,ADJECTIVE,1,high,benevolent.a.01,intending or showing kindness,a benevolent society,,True
92,Morality,benevolent,benevolent,ADJECTIVE,2,high,charitable.s.03,showing or motivated by sympathy and understanding and generosity,was charitable in his opinions of others,,False
93,Morality,benevolent,benevolent,ADJECTIVE,3,high,benevolent.s.03,generous in providing aid to others,he was something of a benevolent despot,,True
94,Morality,benevolent,benevolent,ADJECTIVE,4,high,beneficent.s.02,generous in assistance to the poor,a benevolent contributor,,True
95,Morality,hardhearted,hardhearted,ADJECTIVE,1,low,hardhearted.a.01,lacking in feeling or pity or warmth,,softhearted.a.01,
96,Morality,hardhearted,hardhearted,ADJECTIVE,2,low,hardhearted.s.02,devoid of feeling for others,an unfeeling wretch,,False
97,Morality,softhearted,softhearted,ADJECTIVE,1,high,softhearted.a.01,easily moved to pity or sorrow,a softhearted judge,hardhearted.a.01,True
98,Morality,loyal,loyal,ADJECTIVE,1,high,loyal.a.01,steadfast in allegiance or duty,loyal subjects,disloyal.a.02,True
99,Morality,disloyal,disloyal,ADJECTIVE,2,low,disloyal.a.02,deserting your allegiance or duty to leader or cause or principle,disloyal aides revealed his indiscretions to the papers,loyal.a.01,True
100,Morality,fair,fair,ADJECTIVE,1,high,fair.a.01,free from favoritism or self-interest or bias or deception; conforming with established standards or rules,a fair referee,unfair.a.01,True
101,Morality,unfair,unfair,ADJECTIVE,1,low,unfair.a.01,not fair; marked by injustice or partiality or deception,used unfair methods,fair.a.01,True
102,Morality,tolerant,tolerant,ADJECTIVE,1,high,tolerant.a.01,showing respect for the rights or opinions or practices of others,we must be tolerant of others,intolerant.a.01,True
103,Morality,tolerant,tolerant,ADJECTIVE,2,high,kind.s.03,tolerant and forgiving under provocation,our neighbor was very kind about the window our son broke,,False
104,Morality,intolerant,intolerant,ADJECTIVE,1,low,intolerant.a.01,unwilling to tolerate difference of opinion,as a society we are more intolerant of certain types of violence than we were in the past,tolerant.a.01,True
105,Morality,good,good,ADJECTIVE,3,high,good.a.03,morally admirable,it's good that he's back to his old self,evil.a.01,True
106,Morality,bad,bad,ADJECTIVE,1,low,bad.a.01,having undesirable or negative qualities,a bad report card,good.a.01,True
107,Morality,virtuous,virtuou,ADJECTIVE,1,high,virtuous.a.01,morally excellent,she considered herself very virtuous because she neither drank nor smoked,wicked.a.01,True
108,Morality,kind,kind,ADJECTIVE,1,high,kind.a.01,having or showing a tender and considerate and helpful nature; used especially of persons and their behavior,kind to sick patients,unkind.a.01,True
109,Morality,unkind,unkind,ADJECTIVE,1,low,unkind.a.01,lacking kindness,a thoughtless and unkind remark,kind.a.01,True
110,Morality,unkind,unkind,ADJECTIVE,2,low,pitiless.s.02,deficient in humane and kindly feelings,you were terribly unkind to her,,True
111,Morality,right,right,ADJECTIVE,3,high,correct.s.02,socially right or correct,it isn't right to leave the party without saying goodbye,,True
112,Morality,right,right,ADJECTIVE,4,high,right.a.04,in conformance with justice or law or morality,do the right thing and confess,wrong.a.02,True
113,Morality,wrong,wrong,ADJECTIVE,2,low,wrong.a.02,contrary to conscience or morality or law,it is wrong for the rich to take advantage of the poor,right.a.04,True
114,Morality,mean,mean,ADJECTIVE,2,low,hateful.s.02,characterized by malice,a hateful thing to do,,False
115,Morality,mean,mean,ADJECTIVE,3,low,base.s.05,having or showing an ignoble lack of honor or morality; - Edmund Burke; ; - Shakespeare,that liberal obedience without which your army would be a base rabble,,False
116,Morality,honorable,honorable,ADJECTIVE,1,high,honest.a.01,not disposed to cheat or defraud; not deceptive or fraudulent,honest lawyers,dishonest.a.01,False
117,Morality,honorable,honorable,ADJECTIVE,3,high,ethical.s.03,adhering to ethical and moral principles,it seems ethical and right,,False
118,Morality,dishonorable,dishonorable,ADJECTIVE,1,low,dishonorable.a.01,lacking honor or integrity; deserving dishonor,dishonorable in thought and deed,honorable.a.02,True
119,Morality,dishonorable,dishonorable,ADJECTIVE,2,low,dishonest.a.01,deceptive or fraudulent; disposed to cheat or defraud or deceive,,honest.a.01,
120,Morality,corrupt,corrupt,ADJECTIVE,1,low,corrupt.a.01,lacking in integrity,humanity they knew to be corrupt...from the day of Adam's creation,incorrupt.a.01,False
121,Morality,corrupt,corrupt,ADJECTIVE,2,low,crooked.a.02,not straight; dishonest or immoral or evasive,unscrupulous logging companies assisted by corrupt officials,straight.a.06,True
122,Morality,incorrupt,incorrupt,ADJECTIVE,1,high,incorrupt.a.01,free of corruption or immorality,a policeman who was incorrupt and incorruptible,corrupt.a.01,True
123,Morality,criminal,criminal,ADJECTIVE,1,low,condemnable.s.01,bringing or deserving severe rebuke or censure,a criminal waste of talent,,True
124,Morality,criminal,criminal,ADJECTIVE,2,low,criminal.s.02,guilty of crime or serious offense,criminal in the sight of God and man,,True
125,Morality,criminal,criminal,ADJECTIVE,3,low,criminal.s.03,involving or being or having the nature of a crime,a criminal offense,,True
126,Morality,innocent,innocent,ADJECTIVE,1,high,innocent.a.01,free from evil or guilt,an innocent child,guilty.a.01,True
127,Morality,hostile,hostile,ADJECTIVE,1,low,hostile.a.01,characterized by enmity or ill will,a hostile nation,amicable.a.01,True
128,Morality,amicable,amicable,ADJECTIVE,1,high,amicable.a.01,characterized by friendship and good will,an amicable settlement of the dispute,hostile.a.01,True
129,Morality,fake,fake,ADJECTIVE,1,low,bogus.s.01,fraudulent; having a misleading appearance,she got on the plane with a fake passport,,True
130,Morality,genuine,genuine,ADJECTIVE,2,high,genuine.s.02,not pretended; sincerely felt or expressed,genuine emotion,,True
131,Morality,double-faced,doublefaced,ADJECTIVE,2,low,ambidextrous.s.02,marked by deliberate deceptiveness especially by pretending one set of feelings and acting under the influence of another; - Israel Zangwill; ; - W.M.Thackeray,she was a deceitful scheming little thing,,False
132,Morality,cunning,cunning,ADJECTIVE,2,low,crafty.s.01,marked by skill in deception,cunning men often pass for wise,,True
133,Morality,humane,humane,ADJECTIVE,2,high,humane.a.02,marked or motivated by concern with the alleviation of suffering,regulations ensuring the humane treatment of animals,inhumane.a.01,True
134,Morality,vicious,viciou,ADJECTIVE,1,low,barbarous.s.01,(of persons or their actions) able or disposed to inflict pain or suffering,a barbarous crime,,False
135,Morality,vicious,viciou,ADJECTIVE,2,low,evil.s.02,having the nature of vice,a vicious assault,,True
136,Morality,vicious,viciou,ADJECTIVE,3,low,condemnable.s.01,bringing or deserving severe rebuke or censure,a criminal waste of talent,,False
137,Morality,scheming,scheming,ADJECTIVE,1,low,calculating.s.01,used of persons,the most calculating and selfish men in the community,,False
138,Morality,revengeful,revengeful,ADJECTIVE,1,low,revengeful.s.01,disposed to seek revenge or intended for revenge; - Shakespeare; - M.R.Cohen,more vindictive than jealous love,,False
139,Morality,treacherous,treacherou,ADJECTIVE,2,low,punic.s.02,tending to betray; especially having a treacherous character as attributed to the Carthaginians by the Romans,Punic faith,,False
140,Morality,faithful,faithful,ADJECTIVE,1,high,faithful.a.01,steadfast in affection or allegiance,years of faithful service,unfaithful.a.01,True
141,Morality,exploitative,exploitative,ADJECTIVE,1,low,exploitative.s.01,tending to exploit or make use of,an exploitative form of labour,,True
142,Morality,stingy,stingy,ADJECTIVE,1,low,stingy.a.01,unwilling to spend,she practices economy without being stingy,generous.a.01,True
143,Morality,brutal,brutal,ADJECTIVE,1,low,barbarous.s.01,(of persons or their actions) able or disposed to inflict pain or suffering,a barbarous crime,,False
144,Morality,good-natured,goodnatured,ADJECTIVE,1,high,good-natured.a.01,having an easygoing and cheerful disposition,too good-natured to resent a little criticism,ill-natured.a.01,True
145,Morality,truthful,truthful,ADJECTIVE,1,high,truthful.a.01,expressing or given to expressing the truth,a true statement,untruthful.a.01,False
146,Morality,untruthful,untruthful,ADJECTIVE,1,low,untruthful.a.01,not expressing or given to expressing the truth,the statement given under oath was untruthful,truthful.a.01,True
147,Morality,cooperative,cooperative,ADJECTIVE,3,high,accommodative.s.02,willing to adjust to differences in order to obtain agreement,every member has clearly defined tasks in a cooperative enterprise,,True
148,Morality,uncooperative,uncooperative,ADJECTIVE,1,low,uncooperative.a.01,unwilling to cooperate,an uncooperative witness,cooperative.a.02,True
149,Morality,lenient,lenient,ADJECTIVE,3,high,lenient.s.03,characterized by tolerance and mercy,in the view of the Court the sentence was too lenient,,True
150,Morality,generous,generou,ADJECTIVE,1,high,generous.a.01,willing to give and share unstintingly,a generous donation,stingy.a.01,True
151,Morality,forgiving,forgiving,ADJECTIVE,1,high,forgiving.a.01,inclined or able to forgive and show mercy,a kindly forgiving nature,unforgiving.a.01,True
152,Morality,compassionate,compassionate,ADJECTIVE,1,high,compassionate.a.01,showing or having compassion,heard the soft and compassionate voices of women,uncompassionate.a.01,True
153,Morality,unforgiving,unforgiving,ADJECTIVE,1,low,unforgiving.a.01,unwilling or unable to forgive or show mercy,a surly unforgiving old woman,forgiving.a.01,True
154,Morality,resentful,resentful,ADJECTIVE,1,low,resentful.a.01,full of or marked by resentment or indignant ill will,resentful at the way he was treated,unresentful.a.01,True
155,Morality,reliable,reliable,ADJECTIVE,1,high,reliable.a.01,worthy of reliance or trust,a reliable source of information,unreliable.a.02,True
156,Morality,reliable,reliable,ADJECTIVE,2,high,dependable.s.02,worthy of being depended on,a dependable worker,,False
157,Morality,unreliable,unreliable,ADJECTIVE,2,low,unreliable.a.02,not worthy of reliance or trust,in the early 1950s computers were large and expensive and unreliable,reliable.a.01,True
158,Morality,irresponsible,irresponsible,ADJECTIVE,1,low,irresponsible.a.01,showing lack of care for consequences,behaved like an irresponsible idiot,responsible.a.01,True
159,Morality,responsible,responsible,ADJECTIVE,1,high,responsible.a.01,worthy of or requiring responsibility or trust; or held accountable,a responsible adult,irresponsible.a.01,True
160,Morality,prejudiced,prejudiced,ADJECTIVE,2,low,prejudiced.a.02,being biased or having a belief or attitude formed beforehand,a prejudiced judge,unprejudiced.a.01,True
161,Morality,unprejudiced,unprejudiced,ADJECTIVE,1,high,unprejudiced.a.01,free from undue bias or preconceived opinions,an unprejudiced appraisal of the pros and cons,prejudiced.a.02,True
162,Morality,racist,racist,ADJECTIVE,1,low,racist.s.01,based on racial intolerance,racist remarks,,True
163,Morality,racist,racist,ADJECTIVE,2,low,racist.s.02,discriminatory especially on the basis of race or religion,we are investigating complaints about racist abuse,,True
164,Morality,sexist,sexist,ADJECTIVE,1,low,sexist.s.01,discriminatory on the basis of sex (usually said of men's attitude toward women),old-fashioned sexist attitudes,,True
165,Morality,homophobic,homophobic,ADJECTIVE,1,low,homophobic.s.01,prejudiced against homosexual people,homophobic remarks,,True
166,Morality,evil,evil,ADJECTIVE,1,low,evil.a.01,morally bad or wrong,evil purposes,good.a.03,True
167,Morality,evil,evil,ADJECTIVE,2,low,evil.s.02,having the nature of vice,his evil deeds,,True
168,Morality,evil,evil,ADJECTIVE,3,low,malefic.s.01,having or exerting a malignant influence,malevolent stars,,False
169,Morality,beneficent,beneficent,ADJECTIVE,1,high,beneficent.a.01,doing or producing good,the most beneficent regime in history,maleficent.a.01,True
170,Ability,competent,competent,ADJECTIVE,1,high,competent.a.01,properly or sufficiently qualified or capable or efficient,a competent typist,incompetent.a.02,True
171,Ability,incompetent,incompetent,ADJECTIVE,2,low,incompetent.a.02,not qualified or suited for a purpose,an incompetent secret service,competent.a.01,True
172,Ability,incompetent,incompetent,ADJECTIVE,3,low,bungling.s.01,showing lack of skill or aptitude,a bungling workman,,False
173,Ability,incompetent,incompetent,ADJECTIVE,4,low,incompetent.s.04,not doing a good job,incompetent at chess,,True
174,Ability,competitive,competitive,ADJECTIVE,3,high,competitive.s.03,showing a fighting disposition,highly competitive sales representative,,True
175,Ability,uncompetitive,uncompetitive,ADJECTIVE,1,low,uncompetitive.s.01,not inclined to compete,that would destroy jobs and make industry uncompetitive,,True
176,Ability,smart,smart,ADJECTIVE,1,high,smart.a.01,showing mental alertness and calculation and resourcefulness,you look very smart,stupid.a.01,True
177,Ability,smart,smart,ADJECTIVE,3,high,bright.s.03,characterized by quickness and ease in learning,some children are brighter in one subject than another,,False
178,Ability,bright,bright,ADJECTIVE,3,high,bright.s.03,characterized by quickness and ease in learning,some children are brighter in one subject than another,,False
179,Ability,intelligent,intelligent,ADJECTIVE,1,high,intelligent.a.01,having the capacity for thought and reason especially to a high degree,is there intelligent life in the universe?,unintelligent.a.01,True
180,Ability,intelligent,intelligent,ADJECTIVE,2,high,intelligent.s.02,possessing sound knowledge,well-informed readers,,False
181,Ability,unintelligent,unintelligent,ADJECTIVE,1,low,unintelligent.a.01,lacking intelligence,a dull job with lazy and unintelligent co-workers,intelligent.a.01,True
182,Ability,stupid,stupid,ADJECTIVE,1,low,stupid.a.01,lacking or marked by lack of intellectual acuity,I was stupid enough to think she was perfect,smart.a.01,True
183,Ability,stupid,stupid,ADJECTIVE,2,low,dazed.s.01,in a state of mental numbness especially as resulting from shock,he had a dazed expression on his face,,False
184,Ability,stupid,stupid,ADJECTIVE,3,low,unintelligent.a.01,lacking intelligence,a dull job with lazy and unintelligent co-workers,intelligent.a.01,False
185,Ability,ignorant,ignorant,ADJECTIVE,1,low,ignorant.s.01,uneducated in general; lacking knowledge or sophistication,an ignorant man,,True
186,Ability,dumb,dumb,ADJECTIVE,1,low,dense.s.04,slow to learn or understand; lacking intellectual acuity; ; ; - Thackeray,so dense he never understands anything I say to him,,False
187,Ability,able,able,ADJECTIVE,1,high,able.a.01,(usually followed by `to') having the necessary means or skill or know-how or authority to do something,able to swim,unable.a.01,True
188,Ability,able,able,ADJECTIVE,2,high,able.s.02,have the skills and qualifications to do things well,able teachers,,True
189,Ability,unable,unable,ADJECTIVE,1,low,unable.a.01,(usually followed by `to') not having the necessary means or skill or know-how,unable to get to town without a car,able.a.01,True
190,Ability,skillful,skillful,ADJECTIVE,1,high,adept.s.01,having or showing knowledge and skill and aptitude,adept in handicrafts,,False
191,Ability,skilled,skilled,ADJECTIVE,1,high,skilled.a.01,having or showing or requiring special skill,only the most skilled gymnasts make an Olympic team,unskilled.a.01,True
192,Ability,educated,educated,ADJECTIVE,1,high,educated.a.01,possessing an education (especially having more than average knowledge),a Harvard-educated lawyer,uneducated.a.01,False
193,Ability,uneducated,uneducated,ADJECTIVE,1,low,uneducated.a.01,not having a good education,the workforce remains largely uneducated and unskilled,educated.a.01,True
194,Ability,rational,rational,ADJECTIVE,1,high,rational.a.01,consistent with or based on or using reason,rational behavior,irrational.a.01,True
195,Ability,irrational,irrational,ADJECTIVE,1,low,irrational.a.01,not consistent with or using reason,irrational fears,rational.a.01,True
