,J._male,J._female,tuple,B._male,B._female,Hunt_male,Hunt_female,average_male,average_female,female-male
100,-1.2930758,-1.37312,"('influential', 'uninfluential')",-2.067634,-1.9558157,-1.0524216,-0.8205702,-1.4710439046223958,-1.3831685384114583,0.0878753662109375
18,-1.2644016,-1.3181291,"('social', 'asocial')",-1.1343502,-1.2207904,-0.99877536,-0.95667994,-1.1325090726216633,-1.1651997566223145,-0.032690684000651116
29,-1.2495202,-1.2244442,"('honest', 'immoral')",-1.6657197,-1.3585424,-1.609888,-1.7615258,-1.5083759625752766,-1.448170820871989,0.06020514170328761
65,-1.2463204,-1.2449648,"('practical', 'impractical')",-2.5527344,-2.2153964,-1.1042881,-1.1994574,-1.6344475746154785,-1.5532728830973308,0.08117469151814771
93,-1.2161425,-0.980461,"('dominating', 'dominated')",-1.7403214,-1.3029072,0.4373889,0.48229995,-0.8396916389465332,-0.6003560622533163,0.23933557669321692
33,-1.210758,-1.2605702,"('softhearted', 'hardhearted')",-0.60228395,-0.62360764,-0.9784562,-0.96040404,-0.9304993947347006,-0.9481939474741617,-0.01769455273946119
45,-1.2061114,-1.404258,"('cooperative', 'exploitative')",-1.560641,-1.4410236,-0.436885,-0.73212075,-1.0678791999816895,-1.192467451095581,-0.1245882511138916
17,-1.1947862,-0.93490165,"('social', 'antisocial')",-0.22887963,0.16503175,-0.45770684,-0.19700032,-0.6271241903305054,-0.3222900827725728,0.30483410755793255
69,1.1836978,1.272512,"('wise', 'foolish')",1.1982055,1.02108,-0.03658402,0.052372247,0.7817730903625488,0.7819880644480387,0.00021497408548987185
4,-1.157909,-1.1119224,"('likable', 'unlikable')",-0.9947279,-0.79870945,0.055177182,-0.006308362,-0.6991532643636068,-0.6389800707499186,0.060173193613688225
47,-1.1563133,-1.1222576,"('forgiving', 'unforgiving')",-0.9645071,-0.9064847,-0.96058,-0.79038596,-1.0271334648132324,-0.9397094249725342,0.08742403984069824
34,-1.1558071,-0.9979818,"('loyal', 'disloyal')",-2.2422712,-1.8660144,-2.2116103,-1.9457991,-1.8698962529500325,-1.6032651265462239,0.2666311264038086
42,1.1464818,1.2769988,"('amicable', 'hostile')",2.1422002,2.029036,0.736341,1.0826225,1.3416743278503418,1.462885856628418,0.12121152877807617
21,1.001457,0.982205,"('nice', 'nasty')",0.7409936,0.8347657,0.6041222,0.721272,0.7821909586588541,0.8460808595021566,0.06388990084330248
40,-0.9853284,-1.3669448,"('honorable', 'mean')",-1.1340194,-1.1940842,-4.545651,-5.058251,-2.2216663360595703,-2.539759953816732,-0.3180936177571616
104,-0.97785324,-1.0651474,"('conventional', 'unconventional')",-0.8200778,-1.0807719,-0.83896834,-0.58807147,-0.8789664109547933,-0.9113302230834961,-0.03236381212870276
57,-0.95071954,-0.95388126,"('able', 'unable')",-1.0609491,-0.9716348,0.27627772,-0.0022300035,-0.578463633855184,-0.6425820589065552,-0.06411842505137122
41,0.9388793,1.1698084,"('incorrupt', 'corrupt')",1.9287721,1.8260489,0.8080506,1.1372323,1.225234031677246,1.3776965141296387,0.15246248245239258
43,-0.9259796,-0.7550455,"('genuine', 'fake')",-0.28402323,-0.28108013,-0.17519678,-0.35548502,-0.46173322200775146,-0.46387020746866864,-0.0021369854609171735
68,-0.9211621,-1.0288277,"('clever', 'inept')",-1.517755,-1.4908955,-1.0827525,-1.2700348,-1.1738898754119873,-1.2632526556650798,-0.08936278025309252
83,-0.8861156,-0.92142195,"('energetic', 'lethargic')",-1.2806392,-1.2553658,-0.77258563,-0.85170555,-0.979780117670695,-1.0094978014628093,-0.02971768379211437
95,-0.8811983,-0.9854905,"('rich', 'poor')",-1.5852317,-1.5163257,-6.0607476,-6.3493214,-2.842392603556315,-2.9503790537516275,-0.1079864501953125
60,-0.865694,-0.8206804,"('educated', 'uneducated')",-1.6141496,-1.2031746,-0.8033464,-0.6794064,-1.094396670659383,-0.9010871251424154,0.19330954551696766
99,0.8288671,0.62664217,"('prestigious', 'insignificant')",0.2853043,-0.06186062,-0.42703325,-0.43088907,0.2290460467338562,0.04463082551956177,-0.18441522121429443
24,-0.8241964,-0.46917388,"('thoughtful', 'rough')",-0.60036016,-0.34941554,-0.5941173,-0.72609407,-0.6728912989298502,-0.5148944854736328,0.1579968134562174
26,-0.81891066,-0.84556997,"('trustworthy', 'untrustworthy')",-1.7631519,-1.6749586,0.48501307,0.5288127,-0.6990164915720621,-0.6639053026835123,0.035111188888549805
7,0.8173989,0.6466868,"('outgoing', 'distant')",1.1907325,0.5853598,1.458054,1.158968,1.1553951899210613,0.7970048586527506,-0.35839033126831066
59,0.79638207,0.92012006,"('skillful', 'clumsy')",-0.004758373,0.39825636,0.076967984,0.28148618,0.28953055540720624,0.533287525177002,0.24375696976979572
49,-0.7896105,-0.8324982,"('responsible', 'irresponsible')",-1.4472924,-1.3082254,-1.5344337,-1.7199457,-1.257112185160319,-1.2868897914886475,-0.029777606328328377
11,-0.77647275,-0.8506881,"('caring', 'unaffectionate')",-0.045701563,-0.111270934,-1.8441386,-1.8737324,-0.8887709776560465,-0.9452304840087891,-0.05645950635274255
109,-0.7723011,-0.7348144,"('conservative', 'liberal')",-1.379115,-1.1637119,0.97189736,0.76774603,-0.3931728998819987,-0.3769267400105794,0.016246159871419308
108,-0.7723011,-0.7348144,"('conservative', 'liberal')",-1.379115,-1.1637119,0.97189736,0.76774603,-0.3931728998819987,-0.3769267400105794,0.016246159871419308
67,-0.73419034,-0.52122474,"('discriminating', 'undiscriminating')",-1.0378962,-0.84672725,-0.21425739,-0.11590658,-0.6621146202087402,-0.49461952845255536,0.16749509175618488
39,0.6978145,0.713129,"('right', 'wrong')",0.45921078,0.32220274,0.033110917,0.31033856,0.396712064743042,0.44855674107869464,0.05184467633565265
16,-0.6935606,-0.67730224,"('social', 'antisocial')",-1.3983676,-1.0284519,-0.7806904,-0.57977235,-0.9575395584106445,-0.7618421713511149,0.19569738705952966
66,0.67435336,0.7706963,"('imaginative', 'unimaginative')",0.3580805,0.3367059,2.2243297,2.5512147,1.0855878194173176,1.2195390065511067,0.13395118713378906
103,0.65607715,0.6845529,"('traditional', 'modern')",-0.5204836,-0.50923645,0.7561426,0.51981485,0.2972453832626343,0.23171043395996094,-0.06553494930267334
22,0.6303451,0.3599938,"('welcoming', 'disagreeable')",0.30798477,0.09709117,0.8388433,0.7799276,0.5923910538355509,0.4123375415802002,-0.1800535122553507
107,0.6135934,0.8360621,"('conventional', 'modern')",-0.6199193,-0.37866092,-0.24577156,-0.09815699,-0.08403248588244121,0.119748055934906,0.20378054181734723
54,0.5983403,0.22674799,"('smart', 'stupid')",0.52030456,0.21781975,0.8996371,0.5909535,0.6727606455485026,0.34517375628153485,-0.3275868892669677
35,0.58466154,0.8435799,"('fair', 'unfair')",0.53183687,0.5679649,0.95652324,1.1071415,0.6910072167714437,0.8395620981852213,0.1485548814137776
105,-0.58270913,-0.54131377,"('conventional', 'modern')",-0.6548848,-0.8891444,-1.35298,-1.4098828,-0.863524595896403,-0.9467803637186686,-0.08325576782226562
53,-0.58004224,-0.4994907,"('smart', 'stupid')",-0.21480088,0.014710963,-4.848505,-5.004717,-1.8811160723368328,-1.8298322359720867,0.051283836364746094
48,0.57448816,0.6470916,"('reliable', 'unreliable')",-0.67430633,-0.46710578,2.3168602,2.299944,0.7390139897664388,0.8266432285308838,0.08762923876444495
31,-0.5729697,-0.7867351,"('altruistic', 'egoistic')",-0.086063184,-0.29786712,-0.38324162,-0.4591307,-0.34742482503255206,-0.5145776271820068,-0.16715280214945477
9,-0.5551554,-0.6154474,"('sensitive', 'insensitive')",-1.4429249,-1.2237527,-1.0762811,-1.2709389,-1.0247871081034343,-1.0367129643758137,-0.01192585627237941
62,-0.5478679,-0.76635385,"('creative', 'uncreative')",0.41947606,0.26483327,-0.11483525,-0.19986278,-0.0810756931702296,-0.2337944507598877,-0.15271875758965808
13,-0.51512665,-0.41692707,"('helpful', 'unhelpful')",-1.6801207,-1.2725179,-2.298574,-2.3354316,-1.4979403813680012,-1.3416255315144856,0.15631484985351562
81,0.4955606,0.4527904,"('industrious', 'lazy')",1.5677956,1.5059539,1.8008454,1.9718049,1.2880671819051106,1.310183048248291,0.022115866343180413
85,-0.43550622,-0.47412676,"('ambitious', 'unambitious')",-1.2462337,-1.1522566,-0.5748592,-0.58541334,-0.7521997292836508,-0.7372655868530273,0.01493414243062341
32,-0.42885354,-0.4117536,"('benevolent', 'hardhearted')",-0.28302374,-0.17398766,-2.4493933,-1.9346641,-1.053756872812907,-0.8401350975036621,0.21362177530924487
6,0.42844808,0.38631684,"('liked', 'disliked')",0.087688446,-0.13596067,6.583809,6.8721733,2.366648515065511,2.374176502227783,0.007527987162271987
23,0.42272532,0.27195317,"('hospitable', 'inhospitable')",0.47136185,0.082426205,0.8110633,0.7386867,0.5683834950129191,0.36435532569885254,-0.20402816931406653
8,0.42008677,0.25070697,"('open', 'distant')",1.3320618,0.7478124,0.86525255,0.69031334,0.872467041015625,0.562944253285726,-0.30952278772989905
97,-0.40676528,-0.2458912,"('superior', 'inferior')",0.20126563,0.29729447,-0.87107146,-0.93922853,-0.35885703563690186,-0.2959417502085368,0.06291528542836505
80,-0.38540706,-0.24998054,"('independent', 'dependent')",-0.3467755,-0.24108565,1.3335929,1.0258232,0.20047010978062949,0.17825233936309814,-0.02221777041753134
44,-0.37761322,-0.46256655,"('truthful', 'untruthful')",-0.962773,-0.9748101,-0.6124023,-0.66018516,-0.6509295304616293,-0.6991872787475586,-0.048257748285929325
86,0.3542019,0.4269382,"('self-reliant', 'helpless')",-0.4549967,-0.6924377,3.3849745,3.2839189,1.0947265625,1.0061397552490234,-0.08858680725097656
76,0.32826123,0.53717315,"('secure', 'insecure')",-0.60081345,-0.13839456,-0.27011585,-0.28005624,-0.18088936805725098,0.039574116468429565,0.22046348452568054
15,0.30931792,0.17278598,"('polite', 'impolite')",-0.4253736,-0.014488086,0.16867697,0.2959072,0.017540425062179565,0.15140169858932495,0.13386127352714539
14,-0.2750106,-0.72107375,"('supportive', 'unsupportive')",-0.2772348,-0.5544367,0.99069417,1.0669198,0.14614959557851157,-0.06953020890553792,-0.2156798044840495
20,0.2720616,0.41988125,"('popular', 'unpopular')",0.73549163,0.8118633,-0.4136072,-0.053409547,0.19798199335734049,0.39277831713358563,0.19479632377624514
82,-0.2589183,-0.041217327,"('industrious', 'meek')",0.7043111,0.7026473,1.1503592,1.3067074,0.5319173336029053,0.6560457944869995,0.12412846088409424
79,-0.2542197,-0.059996843,"('determined', 'doubtful')",-0.52684444,-0.31971034,-0.2160765,-0.15174323,-0.332380215326945,-0.17715013027191162,0.15523008505503338
91,-0.253166,-0.40504116,"('resilient', 'nonresilient')",-0.70327824,-0.72063196,0.3108941,0.19676027,-0.21518337726593018,-0.3096375862757365,-0.09445420900980633
1,-0.2530379,-0.4540604,"('friendly', 'unfriendly')",0.6452784,0.36466685,-1.493047,-1.3596216,-0.36693549156188965,-0.4830050468444824,-0.11606955528259277
63,-0.25293553,-0.39619258,"('capable', 'incapable')",-0.21363664,-0.28318343,-1.0405816,-1.0357032,-0.5023845831553141,-0.5716930627822876,-0.06930847962697351
19,0.24490176,0.51247,"('funny', 'boring')",0.65268433,0.8819988,0.122481346,0.30228484,0.3400224844614665,0.5655845403671265,0.22556205590565997
102,0.24116778,0.32830906,"('eminent', 'low')",0.23710561,0.52474266,-0.36342,-0.42601427,0.0382844607035319,0.14234581589698792,0.10406135519345602
90,0.22121063,-0.08741623,"('motivated', 'unmotivated')",-1.3433435,-1.6905346,1.2500169,0.72966856,0.04262801011403402,-0.3494273821512858,-0.3920553922653198
84,0.17869012,-0.078164965,"('self-confident', 'diffident')",0.7326654,0.51023257,-0.5438776,-0.5259316,0.1224926511446635,-0.03128799796104431,-0.15378064910570782
5,0.13787353,0.08808231,"('pleasant', 'repellent')",-0.68957496,-0.6068422,0.3781458,0.21658194,-0.05785187085469564,-0.10072598854700725,-0.04287411769231161
96,-0.13608181,0.21703634,"('powerful', 'powerless')",-0.49723595,-0.35960987,-0.32526234,-0.28790605,-0.3195267120997111,-0.14349319537480673,0.1760335167249044
36,0.12480271,0.088495284,"('tolerant', 'intolerant')",-0.9206443,-0.7490007,-0.90204585,-1.1949975,-0.5659624735514323,-0.6185009876887003,-0.052538514137268066
46,0.105104834,-0.07489355,"('generous', 'stingy')",0.009070516,-0.20639288,1.9952269,2.1495566,0.7031340599060059,0.6227567195892334,-0.08037734031677246
58,0.10349177,0.065514356,"('able', 'clumsy')",-0.91051507,-0.55125815,-2.0505812,-1.9902806,-0.9525348345438639,-0.8253414630889893,0.12719337145487464
10,0.09091088,-0.08950843,"('affectionate', 'unaffectionate')",0.9146553,0.8293314,-1.2079592,-0.88129026,-0.06746431191762288,-0.04715575774510702,0.020308554172515862
55,0.076920256,-0.17550352,"('intelligent', 'unintelligent')",-0.43639278,-0.41479564,-1.1775882,-1.0418587,-0.5123535792032877,-0.5440526008605957,-0.03169902165730798
89,0.073382944,0.07913545,"('daring', 'anxious')",-0.7495124,-0.559312,0.025730267,-0.22967653,-0.21679973602294922,-0.23661768436431885,-0.01981794834136963
3,-0.057335794,-0.13047624,"('likable', 'unlikable')",0.30381417,0.44856852,2.2210038,2.3089185,0.8224940299987793,0.8756702740987142,0.05317624409993493
56,0.04968229,0.06148719,"('intelligent', 'dumb')",-0.14299929,-0.08063273,0.6802278,0.8176632,0.19563694794972739,0.26617254813512164,0.07053560018539426
94,-0.026638001,-0.016066194,"('aggressive', 'submissive')",-1.3033189,-0.8738573,0.17966938,0.14746273,-0.3834291696548462,-0.24748692909876505,0.13594224055608115
110,-0.002759099,-0.08778393,"('narrow-minded', 'open-minded')",-0.36433393,-0.48803902,-0.28619468,-0.24909727,-0.21776256958643594,-0.2749734123547872,-0.05721084276835123
