,LyondellBasell_male,LyondellBasell_female,tuple,average_male,average_female,female-male
81,-1.0753318,-1.0878533,"('industrious', 'lazy')",-1.0753318071365356,-1.0878533124923706,-0.012521505355834961
12,1.029528,1.0113966,"('sympathetic', 'unsympathetic')",1.029528021812439,1.0113966464996338,-0.018131375312805176
52,1.0196099,0.93118685,"('competitive', 'uncompetitive')",1.0196099281311035,0.931186854839325,-0.08842307329177856
82,-1.0004399,-0.9445075,"('industrious', 'meek')",-1.0004398822784424,-0.9445074796676636,0.05593240261077881
39,-0.99886394,-0.8613483,"('right', 'wrong')",-0.998863935470581,-0.8613482713699341,0.13751566410064697
99,-0.9803796,-0.77946925,"('prestigious', 'insignificant')",-0.980379581451416,-0.7794692516326904,0.20091032981872559
25,0.96059704,0.89591265,"('moral', 'immoral')",0.960597038269043,0.8959126472473145,-0.06468439102172852
92,-0.9374647,-0.8474828,"('unwavering', 'wavering')",-0.937464714050293,-0.8474828004837036,0.08998191356658936
98,-0.8968146,-0.81213444,"('prestigious', 'insignificant')",-0.8968145847320557,-0.8121344447135925,0.08468014001846313
19,-0.8930842,-0.83194274,"('funny', 'boring')",-0.8930842280387878,-0.8319427371025085,0.0611414909362793
68,-0.8773264,-0.9702804,"('clever', 'inept')",-0.8773264288902283,-0.9702804088592529,-0.09295397996902466
62,-0.8616926,-0.8558793,"('creative', 'uncreative')",-0.8616926074028015,-0.8558793067932129,0.005813300609588623
5,0.85024726,0.71979815,"('pleasant', 'repellent')",0.8502472639083862,0.7197981476783752,-0.130449116230011
63,-0.8493438,-0.74885774,"('capable', 'incapable')",-0.8493437767028809,-0.7488577365875244,0.10048604011535645
90,0.84827447,0.7185635,"('motivated', 'unmotivated')",0.8482744693756104,0.7185634970664978,-0.12971097230911255
80,0.8367026,0.8624388,"('independent', 'dependent')",0.8367025852203369,0.8624387979507446,0.025736212730407715
89,0.82249403,0.65831983,"('daring', 'anxious')",0.8224940299987793,0.6583198308944702,-0.16417419910430908
10,-0.7819266,-0.5541713,"('affectionate', 'unaffectionate')",-0.7819265723228455,-0.5541713237762451,0.22775524854660034
84,-0.7813248,-0.8103248,"('self-confident', 'diffident')",-0.7813248038291931,-0.8103247880935669,-0.02899998426437378
61,-0.7747538,-0.5419306,"('rational', 'irrational')",-0.7747538089752197,-0.541930615901947,0.2328231930732727
32,-0.7562282,-0.76901156,"('benevolent', 'hardhearted')",-0.7562282085418701,-0.7690115571022034,-0.012783348560333252
88,-0.7523788,-0.58015645,"('impulsive', 'meek')",-0.7523788213729858,-0.5801564455032349,0.17222237586975098
22,0.74345076,0.6370816,"('welcoming', 'disagreeable')",0.7434507608413696,0.6370816230773926,-0.10636913776397705
65,-0.6678922,-0.70700353,"('practical', 'impractical')",-0.6678922176361084,-0.7070035338401794,-0.039111316204071045
7,-0.6379604,-0.5784384,"('outgoing', 'distant')",-0.6379603743553162,-0.578438401222229,0.05952197313308716
43,-0.63353544,-0.5685551,"('genuine', 'fake')",-0.6335354447364807,-0.5685551166534424,0.06498032808303833
87,-0.6254082,-0.6845175,"('dedicated', 'undedicated')",-0.6254081726074219,-0.684517502784729,-0.05910933017730713
8,-0.62269837,-0.58835196,"('open', 'distant')",-0.6226983666419983,-0.5883519649505615,0.03434640169143677
50,0.62060046,0.6303563,"('unprejudiced', 'prejudiced')",0.6206004619598389,0.6303563117980957,0.009755849838256836
105,-0.6178074,-0.57147574,"('conventional', 'modern')",-0.6178073883056641,-0.5714757442474365,0.04633164405822754
54,0.6171237,0.46481606,"('smart', 'stupid')",0.6171237230300903,0.46481606364250183,-0.1523076593875885
83,0.5965324,0.51718,"('energetic', 'lethargic')",0.59653240442276,0.5171800255775452,-0.07935237884521484
44,-0.57999045,-0.38624042,"('truthful', 'untruthful')",-0.5799904465675354,-0.3862404227256775,0.1937500238418579
42,-0.5769609,-0.47562715,"('amicable', 'hostile')",-0.5769609212875366,-0.4756271541118622,0.10133376717567444
49,0.57584953,0.5074146,"('responsible', 'irresponsible')",0.5758495330810547,0.5074145793914795,-0.0684349536895752
11,-0.5732136,-0.365206,"('caring', 'unaffectionate')",-0.5732135772705078,-0.3652060031890869,0.2080075740814209
78,0.5704812,0.40970138,"('active', 'inactive')",0.5704811811447144,0.4097013771533966,-0.16077980399131775
48,0.56194603,0.395329,"('reliable', 'unreliable')",0.5619460344314575,0.39532899856567383,-0.1666170358657837
33,0.53174174,0.5539615,"('softhearted', 'hardhearted')",0.531741738319397,0.5539615154266357,0.02221977710723877
110,-0.5064826,-0.63796157,"('narrow-minded', 'open-minded')",-0.5064826011657715,-0.6379615664482117,-0.13147896528244019
20,-0.50468326,-0.47696534,"('popular', 'unpopular')",-0.504683256149292,-0.4769653379917145,0.027717918157577515
97,-0.503642,-0.4211758,"('superior', 'inferior')",-0.5036420226097107,-0.4211758077144623,0.08246621489524841
60,0.49215937,0.56103826,"('educated', 'uneducated')",0.492159366607666,0.5610382556915283,0.0688788890838623
4,-0.48145115,-0.44349653,"('likable', 'unlikable')",-0.481451153755188,-0.4434965252876282,0.037954628467559814
77,-0.4753847,-0.48561284,"('active', 'inactive')",-0.4753847122192383,-0.4856128394603729,-0.010228127241134644
91,0.44398028,0.35826886,"('resilient', 'nonresilient')",0.44398027658462524,0.3582688570022583,-0.08571141958236694
66,0.44097525,0.4335322,"('imaginative', 'unimaginative')",0.44097524881362915,0.4335322082042694,-0.007443040609359741
64,0.4359708,0.26772064,"('clever', 'incompetent')",0.43597081303596497,0.26772063970565796,-0.168250173330307
46,0.43475077,0.40017608,"('generous', 'stingy')",0.4347507655620575,0.400176078081131,-0.034574687480926514
38,-0.43431097,-0.40934253,"('kind', 'unkind')",-0.4343109726905823,-0.40934252738952637,0.024968445301055908
55,0.4003624,0.31298864,"('intelligent', 'unintelligent')",0.40036240220069885,0.31298863887786865,-0.0873737633228302
73,0.39611363,0.31545556,"('brilliant', 'incompetent')",0.39611363410949707,0.3154555559158325,-0.08065807819366455
3,0.383869,0.5156005,"('likable', 'unlikable')",0.3838689923286438,0.5156005024909973,0.13173151016235352
34,-0.37679407,-0.35503265,"('loyal', 'disloyal')",-0.37679407000541687,-0.35503265261650085,0.021761417388916016
36,0.3664285,0.37688807,"('tolerant', 'intolerant')",0.3664284944534302,0.37688806653022766,0.010459572076797485
31,-0.36432305,-0.34908554,"('altruistic', 'egoistic')",-0.36432304978370667,-0.3490855395793915,0.015237510204315186
79,-0.35644546,-0.3314986,"('determined', 'doubtful')",-0.35644546151161194,-0.3314985930919647,0.024946868419647217
28,-0.35137296,-0.34335136,"('honest', 'dishonest')",-0.35137295722961426,-0.3433513641357422,0.00802159309387207
72,0.3489347,0.39960915,"('logical', 'illogical')",0.34893471002578735,0.39960914850234985,0.0506744384765625
17,0.34092873,0.41928464,"('social', 'antisocial')",0.34092873334884644,0.4192846417427063,0.07835590839385986
104,-0.33534706,-0.26608676,"('conventional', 'unconventional')",-0.335347056388855,-0.26608675718307495,0.06926029920578003
51,0.33464327,0.22456989,"('competent', 'incompetent')",0.33464327454566956,0.2245698869228363,-0.11007338762283325
67,-0.32413834,-0.29898942,"('discriminating', 'undiscriminating')",-0.324138343334198,-0.2989894151687622,0.02514892816543579
100,0.29628748,0.3555556,"('influential', 'uninfluential')",0.296287477016449,0.35555559396743774,0.05926811695098877
101,-0.27966958,-0.32604402,"('successful', 'unsuccessful')",-0.2796695828437805,-0.3260440230369568,-0.04637444019317627
37,-0.27150327,-0.31496137,"('good', 'evil')",-0.2715032696723938,-0.31496137380599976,-0.04345810413360596
102,0.26567975,0.317564,"('eminent', 'low')",0.2656797468662262,0.3175640106201172,0.05188426375389099
14,0.25658408,0.19258577,"('supportive', 'unsupportive')",0.2565840780735016,0.1925857663154602,-0.06399831175804138
30,-0.2445178,-0.37353915,"('honest', 'dishonest')",-0.24451780319213867,-0.37353914976119995,-0.12902134656906128
21,0.23580784,0.2645298,"('nice', 'nasty')",0.23580783605575562,0.2645297944545746,0.02872195839881897
70,0.23116839,0.28100592,"('wise', 'unwise')",0.23116838932037354,0.2810059189796448,0.04983752965927124
58,0.22047004,0.21062213,"('able', 'clumsy')",0.22047004103660583,0.2106221318244934,-0.009847909212112427
56,-0.20977733,-0.33885726,"('intelligent', 'dumb')",-0.2097773253917694,-0.3388572633266449,-0.1290799379348755
106,0.20953053,0.2684619,"('conventional', 'unconventional')",0.2095305323600769,0.2684619128704071,0.0589313805103302
59,-0.1689857,-0.14380234,"('skillful', 'clumsy')",-0.16898569464683533,-0.14380234479904175,0.02518334984779358
45,-0.15820016,-0.33301687,"('cooperative', 'exploitative')",-0.15820015966892242,-0.33301687240600586,-0.17481671273708344
9,0.14546818,-0.032413706,"('sensitive', 'insensitive')",0.14546817541122437,-0.03241370618343353,-0.1778818815946579
74,0.11833183,0.06315537,"('insightful', 'unperceptive')",0.11833182722330093,0.06315536797046661,-0.05517645925283432
57,-0.11171136,-0.25630677,"('able', 'unable')",-0.11171136051416397,-0.2563067674636841,-0.1445954069495201
24,-0.09606519,-0.041177943,"('thoughtful', 'rough')",-0.09606519341468811,-0.04117794334888458,0.05488725006580353
23,0.08872372,0.126398,"('hospitable', 'inhospitable')",0.08872371912002563,0.1263979971408844,0.037674278020858765
47,0.08052397,0.06227021,"('forgiving', 'unforgiving')",0.08052396774291992,0.062270209193229675,-0.018253758549690247
29,-0.076553464,-0.20645273,"('honest', 'immoral')",-0.07655346393585205,-0.20645272731781006,-0.129899263381958
13,-0.0718779,-0.07298607,"('helpful', 'unhelpful')",-0.07187789678573608,-0.07298606634140015,-0.0011081695556640625
35,-0.06700199,0.027159616,"('fair', 'unfair')",-0.06700199097394943,0.027159616351127625,0.09416160732507706
26,-0.0484536,-0.10221237,"('trustworthy', 'untrustworthy')",-0.04845359921455383,-0.10221236944198608,-0.05375877022743225
86,-0.04527828,0.09931502,"('self-reliant', 'helpless')",-0.04527828097343445,0.09931501746177673,0.14459329843521118
18,-0.027339011,-0.041512072,"('social', 'asocial')",-0.027339011430740356,-0.04151207208633423,-0.014173060655593872
85,0.017056346,0.026152045,"('ambitious', 'unambitious')",0.01705634593963623,0.026152044534683228,0.009095698595046997
96,-0.0027397275,-0.035027504,"('powerful', 'powerless')",-0.00273972749710083,-0.035027503967285156,-0.032287776470184326
