,Ametek_male,Ametek_female,tuple,average_male,average_female,female-male
103,0.08545677,0.055780955,"('traditional', 'modern')",0.08545677363872528,0.05578095465898514,-0.029675818979740143
79,-0.08197352,-0.0030126125,"('determined', 'doubtful')",-0.08197352290153503,-0.003012612462043762,0.07896091043949127
24,0.079374194,0.016512692,"('thoughtful', 'rough')",0.07937419414520264,0.016512691974639893,-0.06286150217056274
74,-0.07093458,-0.1214695,"('insightful', 'unperceptive')",-0.07093457877635956,-0.12146949768066406,-0.050534918904304504
43,0.06611316,0.28921095,"('genuine', 'fake')",0.06611315906047821,0.2892109453678131,0.2230977863073349
25,-0.06523177,0.03604187,"('moral', 'immoral')",-0.06523177027702332,0.03604187071323395,0.10127364099025726
105,-0.052646652,-0.030241475,"('conventional', 'modern')",-0.05264665186405182,-0.030241474509239197,0.022405177354812622
1,0.031522557,0.20373847,"('friendly', 'unfriendly')",0.03152255713939667,0.20373846590518951,0.17221590876579285
56,-0.029972866,0.029354118,"('intelligent', 'dumb')",-0.0299728661775589,0.029354117810726166,0.059326983988285065
31,-0.029208057,0.09156312,"('altruistic', 'egoistic')",-0.02920805662870407,0.09156312048435211,0.12077117711305618
20,0.027082816,0.24915817,"('popular', 'unpopular')",0.027082815766334534,0.24915817379951477,0.22207535803318024
71,-0.021030962,-0.25775838,"('efficient', 'inefficient')",-0.021030962467193604,-0.25775837898254395,-0.23672741651535034
73,0.013052583,-0.23218045,"('brilliant', 'incompetent')",0.013052582740783691,-0.23218044638633728,-0.24523302912712097
83,0.010175675,0.03793265,"('energetic', 'lethargic')",0.0101756751537323,0.03793264925479889,0.02775697410106659
34,-0.0066245794,0.2190302,"('loyal', 'disloyal')",-0.006624579429626465,0.2190302014350891,0.22565478086471558
