,mattel_male,mattel_female,tuple,average_male,average_female,female-male
48,1.1402721,1.322885,"('reliable', 'unreliable')",1.1402721405029297,1.3228850364685059,0.18261289596557617
42,-1.1064708,-1.1273937,"('amicable', 'hostile')",-1.1064708232879639,-1.1273937225341797,-0.02092289924621582
12,1.0955701,1.3457308,"('sympathetic', 'unsympathetic')",1.0955700874328613,1.3457307815551758,0.25016069412231445
62,-1.0757945,-1.0789483,"('creative', 'uncreative')",-1.0757944583892822,-1.0789482593536377,-0.0031538009643554688
99,-1.0632987,-1.1136047,"('prestigious', 'insignificant')",-1.0632987022399902,-1.1136046648025513,-0.050305962562561035
9,1.0345664,1.0311496,"('sensitive', 'insensitive')",1.0345664024353027,1.0311496257781982,-0.003416776657104492
94,1.0089202,1.3222674,"('aggressive', 'submissive')",1.0089201927185059,1.3222674131393433,0.3133472204208374
103,1.0048535,1.2530878,"('traditional', 'modern')",1.0048534870147705,1.2530877590179443,0.24823427200317383
29,-1.0008883,-0.93000376,"('honest', 'immoral')",-1.0008883476257324,-0.9300037622451782,0.0708845853805542
63,-0.9731751,-1.0374972,"('capable', 'incapable')",-0.9731751084327698,-1.0374971628189087,-0.06432205438613892
22,0.9647143,0.97455704,"('welcoming', 'disagreeable')",0.9647142887115479,0.9745570421218872,0.009842753410339355
89,0.9568515,1.0817189,"('daring', 'anxious')",0.9568514823913574,1.081718921661377,0.12486743927001953
106,-0.9380119,-1.0411867,"('conventional', 'unconventional')",-0.938011884689331,-1.0411866903305054,-0.10317480564117432
23,-0.9187838,-1.0600824,"('hospitable', 'inhospitable')",-0.9187837839126587,-1.0600824356079102,-0.14129865169525146
69,-0.91319656,-0.90070134,"('wise', 'foolish')",-0.9131965637207031,-0.9007013440132141,0.012495219707489014
44,-0.911417,-0.7629703,"('truthful', 'untruthful')",-0.9114170074462891,-0.7629703283309937,0.1484466791152954
92,-0.8943255,-0.88592494,"('unwavering', 'wavering')",-0.8943254947662354,-0.8859249353408813,0.008400559425354004
68,-0.88706887,-0.8092228,"('clever', 'inept')",-0.8870688676834106,-0.8092228174209595,0.07784605026245117
5,0.8788267,0.95659876,"('pleasant', 'repellent')",0.8788266777992249,0.9565987586975098,0.07777208089828491
4,-0.83228135,-0.7037215,"('likable', 'unlikable')",-0.8322813510894775,-0.7037215232849121,0.12855982780456543
66,0.8241219,1.2000428,"('imaginative', 'unimaginative')",0.82412189245224,1.2000428438186646,0.37592095136642456
2,0.82076937,1.0800489,"('friendly', 'unfriendly')",0.8207693696022034,1.08004891872406,0.2592795491218567
96,-0.77791536,-0.6264827,"('powerful', 'powerless')",-0.777915358543396,-0.6264827251434326,0.15143263339996338
83,0.7375647,1.0339699,"('energetic', 'lethargic')",0.7375646829605103,1.0339698791503906,0.29640519618988037
8,-0.73559356,-0.8980867,"('open', 'distant')",-0.7355935573577881,-0.8980867266654968,-0.16249316930770874
52,0.7188666,0.90511286,"('competitive', 'uncompetitive')",0.7188665866851807,0.9051128625869751,0.18624627590179443
26,0.71803284,1.030664,"('trustworthy', 'untrustworthy')",0.7180328369140625,1.0306639671325684,0.31263113021850586
65,-0.7121178,-0.50083345,"('practical', 'impractical')",-0.7121177911758423,-0.5008334517478943,0.211284339427948
71,0.7079065,0.64350486,"('efficient', 'inefficient')",0.7079064846038818,0.6435048580169678,-0.06440162658691406
67,-0.6868992,-0.46194682,"('discriminating', 'undiscriminating')",-0.6868991851806641,-0.4619468152523041,0.22495236992835999
43,-0.67476034,-0.7899957,"('genuine', 'fake')",-0.6747603416442871,-0.7899956703186035,-0.1152353286743164
104,-0.6369001,-0.6763911,"('conventional', 'unconventional')",-0.6369001269340515,-0.6763911247253418,-0.03949099779129028
87,-0.6330311,-0.43229425,"('dedicated', 'undedicated')",-0.6330310702323914,-0.43229424953460693,0.20073682069778442
93,0.6182347,0.8556448,"('dominating', 'dominated')",0.6182346940040588,0.8556448221206665,0.23741012811660767
7,-0.58223957,-0.7223606,"('outgoing', 'distant')",-0.58223956823349,-0.7223606109619141,-0.14012104272842407
0,0.568509,0.8272798,"('sociable', 'unsociable')",0.5685089826583862,0.827279806137085,0.25877082347869873
19,-0.56449276,-0.38399762,"('funny', 'boring')",-0.5644927620887756,-0.3839976191520691,0.18049514293670654
39,-0.5632829,-0.63742447,"('right', 'wrong')",-0.5632829070091248,-0.6374244689941406,-0.07414156198501587
51,0.5528547,0.8208401,"('competent', 'incompetent')",0.5528547167778015,0.8208401203155518,0.26798540353775024
21,0.53373915,0.3781066,"('nice', 'nasty')",0.5337391495704651,0.37810659408569336,-0.15563255548477173
88,-0.5317527,-0.42747253,"('impulsive', 'meek')",-0.5317527055740356,-0.4274725317955017,0.10428017377853394
45,-0.53113383,-0.5274349,"('cooperative', 'exploitative')",-0.5311338305473328,-0.5274348855018616,0.0036989450454711914
98,-0.5276144,-0.48978245,"('prestigious', 'insignificant')",-0.527614414691925,-0.489782452583313,0.03783196210861206
74,-0.5259673,-0.35144892,"('insightful', 'unperceptive')",-0.5259672999382019,-0.3514489233493805,0.1745183765888214
79,-0.5206236,-0.45678243,"('determined', 'doubtful')",-0.5206236243247986,-0.45678243041038513,0.06384119391441345
64,0.5152871,0.7122482,"('clever', 'incompetent')",0.5152871012687683,0.7122482061386108,0.19696110486984253
34,-0.5144407,-0.32592547,"('loyal', 'disloyal')",-0.5144407153129578,-0.32592546939849854,0.18851524591445923
85,0.4903792,0.60634387,"('ambitious', 'unambitious')",0.4903792142868042,0.6063438653945923,0.11596465110778809
57,-0.4767145,-0.6240661,"('able', 'unable')",-0.47671449184417725,-0.6240661144256592,-0.14735162258148193
101,-0.47290298,-0.41287777,"('successful', 'unsuccessful')",-0.47290298342704773,-0.41287776827812195,0.06002521514892578
3,0.46928972,0.57666755,"('likable', 'unlikable')",0.46928972005844116,0.5766675472259521,0.10737782716751099
78,0.46530536,0.16079673,"('active', 'inactive')",0.465305358171463,0.16079673171043396,-0.30450862646102905
35,0.42958057,0.44607043,"('fair', 'unfair')",0.42958056926727295,0.44607043266296387,0.016489863395690918
97,-0.42709222,-0.38757926,"('superior', 'inferior')",-0.42709222435951233,-0.3875792622566223,0.039512962102890015
25,0.4102589,0.55489916,"('moral', 'immoral')",0.4102588891983032,0.5548991560935974,0.1446402668952942
55,0.4089733,0.39312154,"('intelligent', 'unintelligent')",0.4089733064174652,0.39312154054641724,-0.015851765871047974
90,0.40437037,0.2893303,"('motivated', 'unmotivated')",0.40437036752700806,0.28933030366897583,-0.11504006385803223
46,0.40347898,0.6028437,"('generous', 'stingy')",0.4034789800643921,0.602843701839447,0.19936472177505493
24,-0.38701838,-0.3113925,"('thoughtful', 'rough')",-0.3870183825492859,-0.31139248609542847,0.07562589645385742
70,0.38563052,0.3171035,"('wise', 'unwise')",0.3856305181980133,0.3171035051345825,-0.06852701306343079
86,0.35073698,0.22961563,"('self-reliant', 'helpless')",0.35073697566986084,0.22961562871932983,-0.121121346950531
80,0.3418731,0.42553994,"('independent', 'dependent')",0.3418731093406677,0.42553994059562683,0.0836668312549591
61,-0.33155084,-0.27666742,"('rational', 'irrational')",-0.33155083656311035,-0.27666741609573364,0.05488342046737671
30,-0.31280607,-0.16873613,"('honest', 'dishonest')",-0.31280606985092163,-0.16873612999916077,0.14406993985176086
14,0.31213605,0.4083103,"('supportive', 'unsupportive')",0.31213605403900146,0.40831029415130615,0.09617424011230469
18,0.27806425,0.4182726,"('social', 'asocial')",0.2780642509460449,0.41827261447906494,0.14020836353302002
60,0.26995635,0.56670827,"('educated', 'uneducated')",0.2699563503265381,0.5667082667350769,0.2967519164085388
105,-0.26209116,-0.24141225,"('conventional', 'modern')",-0.26209115982055664,-0.24141225218772888,0.02067890763282776
102,0.25322938,0.38223204,"('eminent', 'low')",0.25322937965393066,0.38223204016685486,0.1290026605129242
72,0.25242767,0.2958517,"('logical', 'illogical')",0.2524276673793793,0.2958517074584961,0.04342404007911682
54,0.24015912,-0.032996595,"('smart', 'stupid')",0.24015912413597107,-0.03299659490585327,-0.27315571904182434
59,-0.19774449,-0.21441013,"('skillful', 'clumsy')",-0.1977444887161255,-0.21441012620925903,-0.016665637493133545
20,-0.19374886,-0.30312946,"('popular', 'unpopular')",-0.1937488615512848,-0.3031294643878937,-0.10938060283660889
110,0.16962984,0.0602417,"('narrow-minded', 'open-minded')",0.16962984204292297,0.06024169921875,-0.10938814282417297
73,0.14869738,0.27565795,"('brilliant', 'incompetent')",0.1486973762512207,0.2756579518318176,0.12696057558059692
38,-0.14023383,0.016010404,"('kind', 'unkind')",-0.1402338296175003,0.016010403633117676,0.15624423325061798
17,0.12322031,0.4562114,"('social', 'antisocial')",0.12322030961513519,0.4562113881111145,0.3329910784959793
13,0.12099245,0.26835722,"('helpful', 'unhelpful')",0.12099245190620422,0.26835721731185913,0.1473647654056549
32,-0.12028858,-0.010798007,"('benevolent', 'hardhearted')",-0.12028858065605164,-0.010798007249832153,0.10949057340621948
36,0.11046004,0.34535706,"('tolerant', 'intolerant')",0.11046004295349121,0.3453570604324341,0.23489701747894287
77,-0.09990525,-0.05836016,"('active', 'inactive')",-0.09990525245666504,-0.058360159397125244,0.041545093059539795
56,0.09239459,0.17103803,"('intelligent', 'dumb')",0.09239459037780762,0.17103803157806396,0.07864344120025635
37,-0.08953714,-0.2415371,"('good', 'evil')",-0.08953714370727539,-0.24153709411621094,-0.15199995040893555
33,-0.05650854,-0.10889584,"('softhearted', 'hardhearted')",-0.056508541107177734,-0.10889583826065063,-0.0523872971534729
91,-0.034165442,-0.07770458,"('resilient', 'nonresilient')",-0.03416544198989868,-0.07770457863807678,-0.0435391366481781
47,0.029288113,0.25625795,"('forgiving', 'unforgiving')",0.029288113117218018,0.25625795125961304,0.22696983814239502
100,0.016153991,0.17972693,"('influential', 'uninfluential')",0.016153991222381592,0.17972692847251892,0.16357293725013733
49,0.007951796,0.1355902,"('responsible', 'irresponsible')",0.007951796054840088,0.13559019565582275,0.12763839960098267
28,-0.0076279193,0.17332338,"('honest', 'dishonest')",-0.007627919316291809,0.1733233779668808,0.1809512972831726
