,pepsi_male,pepsi_female,tuple,bottling_male,bottling_female,group_male,group_female,average_male,average_female,female-male
104,-0.88904274,-0.8697611,"('conventional', 'unconventional')",-0.04043083,0.102316946,-0.20041429,0.0846716,-0.3766292730967204,-0.22759083906809488,0.14903843402862552
12,-0.8681748,-0.8176593,"('sympathetic', 'unsympathetic')",-0.0970248,0.009799898,-1.5432942,-1.4397454,-0.836164633433024,-0.7492016156514486,0.08696301778157545
36,-0.8628513,-0.6966674,"('tolerant', 'intolerant')",0.08792411,-0.079442054,-0.75403845,-0.63169855,-0.509655237197876,-0.4692693551381429,0.04038588205973309
103,0.84509665,0.9699727,"('traditional', 'modern')",1.4080884,1.4535147,0.46084702,0.7360275,0.9046773910522461,1.0531716346740723,0.14849424362182617
90,0.84231645,0.78668255,"('motivated', 'unmotivated')",0.80562687,0.5990032,0.1419695,0.14157754,0.5966375668843588,0.5090877215067545,-0.08754984537760424
35,0.82889664,0.9786301,"('fair', 'unfair')",0.8548533,0.7739634,0.48221785,0.76956576,0.7219892342885336,0.8407197793324789,0.11873054504394531
101,-0.82732713,-0.6448519,"('successful', 'unsuccessful')",-1.3306401,-1.1753962,-1.0340345,-0.81662524,-1.0640005270640056,-0.8789577484130859,0.18504277865091967
43,-0.81012887,-0.81611913,"('genuine', 'fake')",0.08956045,-0.01294294,-0.969697,-1.0235386,-0.5634218056996664,-0.6175335645675659,-0.05411175886789954
87,-0.8070377,-0.53596544,"('dedicated', 'undedicated')",-0.61643326,-0.67871463,-1.7366168,-1.5679417,-1.0533626079559326,-0.9275406201680502,0.12582198778788245
72,-0.80428684,-0.5733282,"('logical', 'illogical')",-0.05922155,0.006174907,-0.8196918,-0.51261544,-0.5610667069753011,-0.3599228858947754,0.20114382108052575
57,-0.78168356,-0.8647474,"('able', 'unable')",0.01667171,-0.10597961,-0.17505473,-0.21569885,-0.3133555253346761,-0.3954753081003825,-0.08211978276570642
110,0.75795805,0.71605563,"('narrow-minded', 'open-minded')",0.1909264,0.073112056,0.18353903,0.075898826,0.37747450669606525,0.2883555094401042,-0.08911899725596106
64,-0.7429018,-0.5349122,"('clever', 'incompetent')",0.024334505,-0.09459691,-1.4463694,-1.316491,-0.7216455936431885,-0.6486666997273763,0.07297889391581214
76,0.72173226,0.90993905,"('secure', 'insecure')",0.6954903,0.6128379,-0.8066608,-0.61894083,0.20352057615915933,0.3012787103652954,0.09775813420613608
14,0.7103095,0.55322737,"('supportive', 'unsupportive')",1.2863121,1.2274168,0.23018403,-0.03547913,0.7422685623168945,0.5817217032114664,-0.1605468591054281
62,-0.71010727,-0.6702438,"('creative', 'uncreative')",0.24178857,0.18476427,-0.27544188,-0.40071613,-0.24792019526163736,-0.2953985532124837,-0.047478357950846345
42,0.7094948,0.665479,"('amicable', 'hostile')",0.89536315,0.96429014,1.4234809,1.5795428,1.0094463030497234,1.0697706540425618,0.060324350992838394
106,-0.7052851,-0.67798215,"('conventional', 'unconventional')",-0.23618609,0.022945106,-0.8112285,-0.35909978,-0.5842332045237223,-0.338045597076416,0.24618760744730628
94,0.6772076,0.8292099,"('aggressive', 'submissive')",0.06787747,0.03139162,-0.23002794,-0.15579748,0.17168569564819336,0.23493468761444092,0.06324899196624756
19,-0.6169425,-0.5874756,"('funny', 'boring')",-0.6399238,-0.68261904,0.2915444,0.2404201,-0.3217739661534627,-0.34322484334309894,-0.02145087718963623
24,-0.6116692,-0.5035701,"('thoughtful', 'rough')",0.1822637,0.07164738,-1.6960933,-1.4237908,-0.7084995905558268,-0.6185711622238159,0.08992842833201087
80,0.6028495,0.768999,"('independent', 'dependent')",1.0439494,0.98128307,0.35079432,0.5369884,0.6658643881479899,0.7624235153198242,0.09655912717183435
107,0.6020927,0.7166931,"('conventional', 'modern')",0.10920623,0.21074401,0.38715938,0.40438294,0.3661527633666992,0.443940003712972,0.07778724034627277
98,-0.56425834,-0.6751401,"('prestigious', 'insignificant')",-0.8627391,-0.7747606,0.9237452,0.6020702,-0.16775073607762656,-0.28261013825734455,-0.11485940217971799
0,-0.55656934,-0.23227602,"('sociable', 'unsociable')",-0.44349307,-0.1978965,-1.1157601,-0.7282528,-0.7052741845448812,-0.3861417770385742,0.319132407506307
25,-0.53513837,-0.38313183,"('moral', 'immoral')",0.20097974,0.115352064,-1.4139347,-1.3145158,-0.5826977888743082,-0.5274318854014078,0.05526590347290039
30,-0.5329959,-0.422612,"('honest', 'dishonest')",0.12108107,0.0155029,-0.49386823,-0.49659815,-0.30192768573760986,-0.30123575528462726,0.0006919304529826031
70,0.5197544,0.45689392,"('wise', 'unwise')",1.2156221,1.1282239,1.4460618,1.4543662,1.0604794820149739,1.013161341349284,-0.047318140665689956
21,0.44940042,0.26537156,"('nice', 'nasty')",0.9668711,0.78372127,1.1140192,0.8075779,0.8434302012125651,0.6188902060190836,-0.22453999519348145
60,-0.44686913,-0.08333993,"('educated', 'uneducated')",0.75223386,0.8999105,-0.32826266,-0.075572595,-0.007632642984390259,0.2469993233680725,0.25463196635246277
47,-0.4439425,-0.23909101,"('forgiving', 'unforgiving')",0.20052907,0.24965122,-1.3525063,-1.2682215,-0.5319732427597046,-0.4192204475402832,0.11275279521942139
18,-0.43017077,-0.26342684,"('social', 'asocial')",0.341809,0.37786633,-1.0514355,-0.86090803,-0.3799324035644531,-0.24882284800211588,0.13110955556233725
45,-0.429207,-0.4506093,"('cooperative', 'exploitative')",0.52080166,0.16256273,-2.4651735,-2.4185734,-0.7911929289499918,-0.9022066593170166,-0.11101373036702478
84,-0.41874665,-0.5186008,"('self-confident', 'diffident')",-0.23853026,-0.34753683,-0.43305594,-0.3952307,-0.3634442885716756,-0.4204560915629069,-0.05701180299123132
9,-0.41109726,-0.43485695,"('sensitive', 'insensitive')",0.48570418,0.37011564,-1.3231671,-1.3260179,-0.41618673006693524,-0.46358640988667804,-0.0473996798197428
93,0.39988932,0.5759757,"('dominating', 'dominated')",0.042100787,0.32777417,-0.2053335,-0.037721723,0.07888553539911906,0.28867606321970624,0.20979052782058716
79,-0.3998515,-0.28765556,"('determined', 'doubtful')",-0.9408349,-0.79498696,-0.38879615,-0.3186389,-0.5764941374460856,-0.467093825340271,0.10940031210581458
51,-0.38970932,-0.38185516,"('competent', 'incompetent')",-0.42678374,-0.42208683,-0.7016839,-0.645089,-0.5060589710871378,-0.48301029205322266,0.023048679033915165
20,-0.38015085,-0.36152083,"('popular', 'unpopular')",-0.19473374,-0.019721672,1.0082709,1.0216434,0.1444620887438456,0.2134669621785482,0.06900487343470257
4,-0.35096502,-0.29336166,"('likable', 'unlikable')",-0.45214972,-0.53228265,-0.38389045,-0.46535423,-0.39566842714945477,-0.43033285935719806,-0.03466443220774329
71,-0.3441534,-0.33770823,"('efficient', 'inefficient')",-0.00436157,-0.38382375,-1.6916533,-1.684596,-0.680056095123291,-0.8020426432291666,-0.12198654810587561
67,-0.33578214,-0.22699821,"('discriminating', 'undiscriminating')",-0.8374189,-0.7433843,-1.3161902,-1.0050048,-0.829797108968099,-0.6584624449412028,0.17133466402689623
96,-0.31857142,-0.14603648,"('powerful', 'powerless')",0.025278121,0.19754246,-0.18959212,0.002394706,-0.1609618067741394,0.017966896295547485,0.1789287030696869
15,0.3092692,0.58080083,"('polite', 'impolite')",-0.007877439,0.16068213,-0.04083036,0.21482044,0.08685380220413208,0.3187678058942159,0.2319140036900838
109,0.30275524,0.57980025,"('conservative', 'liberal')",-0.10735546,-0.098100826,-1.1766788,-1.1526232,-0.3270930051803589,-0.22364125649134317,0.10345174868901572
108,0.30275524,0.57980025,"('conservative', 'liberal')",-0.10735546,-0.098100826,-1.1766788,-1.1526232,-0.3270930051803589,-0.22364125649134317,0.10345174868901572
5,0.28479594,0.4183283,"('pleasant', 'repellent')",1.4603624,1.3614997,-0.39181098,-0.37406296,0.45111580689748126,0.46858835220336914,0.017472545305887877
85,0.258331,0.3651373,"('ambitious', 'unambitious')",0.026337504,0.27668193,-0.8348314,-0.83987784,-0.1833876371383667,-0.06601953506469727,0.11736810207366943
83,0.25306687,0.31078684,"('energetic', 'lethargic')",0.3610413,0.3098191,-0.29718047,-0.34872067,0.10564257701237996,0.0906284252802531,-0.015014151732126862
31,-0.25121608,-0.150558,"('altruistic', 'egoistic')",-0.37125224,-0.511969,0.38379222,0.5512524,-0.07955871025721233,-0.03709151347478231,0.042467196782430015
91,-0.18604937,-0.1292507,"('resilient', 'nonresilient')",0.29946902,0.30652502,-0.565452,-0.3666001,-0.15067744255065918,-0.06310859322547913,0.08756884932518005
61,0.17371109,0.15816149,"('rational', 'irrational')",-0.047131717,-0.012101561,1.1793873,1.331265,0.43532224496205646,0.49244165420532227,0.057119409243265806
2,-0.15800041,0.13451087,"('friendly', 'unfriendly')",0.40743172,0.53685606,-1.1833041,-0.83397424,-0.3112909197807312,-0.05420243740081787,0.25708848237991333
59,0.15249604,0.23899001,"('skillful', 'clumsy')",-0.7073823,-0.5321492,0.77878106,0.86766374,0.07463159163792928,0.191501518090566,0.11686992645263673
52,0.14951378,0.32342985,"('competitive', 'uncompetitive')",0.05131221,0.10004547,-0.7786321,-0.5827871,-0.1926020383834839,-0.05310392379760742,0.13949811458587646
23,-0.13182297,-0.31631327,"('hospitable', 'inhospitable')",0.89582455,0.7489704,0.8936063,0.6695029,0.5525359710057577,0.3673866589864095,-0.1851493120193482
92,-0.11927998,-0.2553402,"('unwavering', 'wavering')",0.33992273,0.2880273,1.0815783,0.86477125,0.43407368659973145,0.29915277163187665,-0.1349209149678548
7,-0.10348219,-0.4576478,"('outgoing', 'distant')",0.68795145,0.33882284,1.2472475,0.8397579,0.6105722586313883,0.2403109868367513,-0.37026127179463697
69,-0.10254109,-0.12262952,"('wise', 'foolish')",0.063506655,0.037977755,1.0712998,0.98728347,0.34408843517303467,0.3008772333463033,-0.04321120182673138
8,-0.09918368,-0.46067148,"('open', 'distant')",0.8031919,0.48217833,1.1023654,0.75858015,0.6021245320638021,0.26002899805704754,-0.3420955340067546
17,0.0863145,0.3665154,"('social', 'antisocial')",-0.26213557,-0.12587121,-1.47078,-1.2230585,-0.5488670269648234,-0.32747141520182294,0.22139561176300043
39,0.085134596,0.10242814,"('right', 'wrong')",-0.51429385,-0.48876613,0.3137683,0.48879585,-0.03846365213394165,0.03415261705716451,0.07261626919110617
89,0.07150073,0.19093017,"('daring', 'anxious')",0.0073476285,-0.08407654,-0.5957978,-0.5568205,-0.17231647173563638,-0.1499889592329661,0.022327512502670288
54,0.06961338,-0.16067249,"('smart', 'stupid')",0.42723626,0.115357086,0.51124406,0.28450105,0.3360312382380168,0.07972854872544606,-0.25630268951257074
