,salesforce_male,salesforce_female,tuple,com_male,com_female,average_male,average_female,female-male
52,-0.9841734,-1.1298543,"('competitive', 'uncompetitive')",0.39739418,0.22371453,-0.29338961839675903,-0.45306989550590515,-0.15968027710914612
58,-0.9527265,-0.9350781,"('able', 'clumsy')",-1.5975237,-1.5276151,-1.2751250267028809,-1.231346607208252,0.043778419494628906
63,-0.93488216,-1.1029828,"('capable', 'incapable')",-1.7577105,-1.5581794,-1.3462963104248047,-1.3305810689926147,0.01571524143218994
34,-0.92762285,-0.7570908,"('loyal', 'disloyal')",-1.8749378,-1.3650007,-1.4012802839279175,-1.06104576587677,0.34023451805114746
49,-0.90333164,-1.1035464,"('responsible', 'irresponsible')",-1.0172395,-1.0614289,-0.9602855443954468,-1.0824875831604004,-0.12220203876495361
87,-0.8986501,-1.0355438,"('dedicated', 'undedicated')",-1.0568182,-0.7182186,-0.9777342081069946,-0.8768812417984009,0.10085296630859375
10,-0.8671641,-0.7646968,"('affectionate', 'unaffectionate')",-0.55492425,-0.43494117,-0.711044192314148,-0.5998189449310303,0.11122524738311768
80,0.85695744,0.7361948,"('independent', 'dependent')",0.24732794,0.47489214,0.5521426796913147,0.6055434942245483,0.05340081453323364
29,-0.856362,-1.0453525,"('honest', 'immoral')",-1.2803314,-1.3969475,-1.0683467388153076,-1.2211499214172363,-0.1528031826019287
101,-0.81255823,-0.9177469,"('successful', 'unsuccessful')",-0.9232869,-0.66024375,-0.8679225444793701,-0.7889953255653381,0.07892721891403198
71,-0.80615,-1.0209218,"('efficient', 'inefficient')",-0.3290701,-0.71770024,-0.5676100254058838,-0.8693110346794128,-0.30170100927352905
4,-0.7950077,-0.91035295,"('likable', 'unlikable')",-0.73826015,-0.5915091,-0.766633927822113,-0.7509310245513916,0.015702903270721436
67,-0.7855209,-0.8104447,"('discriminating', 'undiscriminating')",-0.5172932,-0.47149962,-0.6514070630073547,-0.6409721374511719,0.010434925556182861
43,-0.7740325,-0.790092,"('genuine', 'fake')",-0.38194847,-0.3059821,-0.5779904723167419,-0.548037052154541,0.029953420162200928
3,0.7679956,0.695299,"('likable', 'unlikable')",1.6079211,1.5821637,1.1879583597183228,1.1387313604354858,-0.049226999282836914
65,-0.7627594,-0.88490754,"('practical', 'impractical')",-1.0915427,-1.013937,-0.927151083946228,-0.9494222402572632,-0.022271156311035156
35,0.75669616,0.85153097,"('fair', 'unfair')",0.47665244,0.93307686,0.6166743040084839,0.8923039436340332,0.2756296396255493
81,0.73328376,0.6801975,"('industrious', 'lazy')",1.0808136,1.2804108,0.9070487022399902,0.9803041219711304,0.07325541973114014
99,0.73119056,0.78194857,"('prestigious', 'insignificant')",-0.7300403,-0.45690393,0.0005751252174377441,0.1625223159790039,0.16194719076156616
1,-0.73098075,-0.6590353,"('friendly', 'unfriendly')",-1.74206,-1.5945427,-1.2365202903747559,-1.1267890930175781,0.10973119735717773
70,0.7024975,0.6401263,"('wise', 'unwise')",0.9890365,1.0979335,0.8457670211791992,0.8690298795700073,0.023262858390808105
68,-0.6935041,-0.78210247,"('clever', 'inept')",-1.091825,-1.1824336,-0.8926645517349243,-0.9822680354118347,-0.0896034836769104
60,0.6817088,0.7764349,"('educated', 'uneducated')",-0.78856075,-0.5959468,-0.05342596769332886,0.09024405479431152,0.14367002248764038
30,-0.6754169,-0.70901436,"('honest', 'dishonest')",-1.2989488,-1.1142502,-0.9871828556060791,-0.9116322994232178,0.07555055618286133
72,-0.6679536,-0.5555907,"('logical', 'illogical')",-1.0500344,-0.9335301,-0.8589940071105957,-0.7445603609085083,0.1144336462020874
14,0.63923705,0.40769053,"('supportive', 'unsupportive')",0.87476534,0.6896577,0.7570011615753174,0.5486741065979004,-0.208327054977417
20,0.6329206,0.4124654,"('popular', 'unpopular')",-0.47263163,-0.29571706,0.0801444947719574,0.05837416648864746,-0.021770328283309937
91,0.61363536,0.48681873,"('resilient', 'nonresilient')",0.58037674,0.43627125,0.59700608253479,0.4615449905395508,-0.13546109199523926
86,0.61058295,0.528224,"('self-reliant', 'helpless')",1.8759305,1.923109,1.2432568073272705,1.2256665229797363,-0.01759028434753418
62,-0.6071263,-0.7714419,"('creative', 'uncreative')",-1.0127435,-0.9590975,-0.8099348545074463,-0.865269660949707,-0.05533480644226074
42,0.60523653,0.799025,"('amicable', 'hostile')",0.8162868,1.0418029,0.7107616662979126,0.9204139709472656,0.20965230464935303
50,0.60439575,0.49314618,"('unprejudiced', 'prejudiced')",1.3081455,1.2926583,0.9562706351280212,0.8929022550582886,-0.06336838006973267
84,-0.574615,-0.5988644,"('self-confident', 'diffident')",-0.73671496,-0.59934086,-0.6556649804115295,-0.5991026163101196,0.05656236410140991
94,0.5722425,0.48090208,"('aggressive', 'submissive')",0.12748337,0.20446104,0.3498629331588745,0.34268155694007874,-0.007181376218795776
24,-0.5549053,-0.55951214,"('thoughtful', 'rough')",-0.6473983,-0.45313776,-0.6011518239974976,-0.5063249468803406,0.09482687711715698
73,-0.55098194,-0.7237305,"('brilliant', 'incompetent')",-1.2885575,-1.5425504,-0.9197697639465332,-1.1331404447555542,-0.213370680809021
107,0.5494166,0.34240532,"('conventional', 'modern')",0.9248884,0.9953301,0.7371524572372437,0.6688677072525024,-0.06828474998474121
16,0.5204667,0.65322626,"('social', 'antisocial')",-0.7469395,-0.6206202,-0.11323639750480652,0.016303032636642456,0.12953943014144897
76,0.52019656,0.6046453,"('secure', 'insecure')",0.24784791,0.23099267,0.38402223587036133,0.41781899333000183,0.0337967574596405
31,-0.5065247,-0.5174637,"('altruistic', 'egoistic')",-1.2806649,-0.8832791,-0.8935948014259338,-0.7003713846206665,0.19322341680526733
61,0.50242245,0.6984756,"('rational', 'irrational')",-0.1934602,0.2728392,0.15448112785816193,0.48565739393234253,0.3311762660741806
18,-0.4945268,-0.4691753,"('social', 'asocial')",-1.2267197,-1.242295,-0.8606232404708862,-0.855735182762146,0.004888057708740234
82,0.48369905,0.53188646,"('industrious', 'meek')",0.10373223,0.32757464,0.2937156558036804,0.42973053455352783,0.1360148787498474
105,-0.4790023,-0.43771982,"('conventional', 'modern')",0.035716414,-0.07385042,-0.22164294123649597,-0.25578510761260986,-0.03414216637611389
78,0.47732514,0.16089658,"('active', 'inactive')",2.142787,1.6118823,1.3100560903549194,0.886389434337616,-0.42366665601730347
56,0.46854663,0.34136713,"('intelligent', 'dumb')",0.49902374,0.64386564,0.4837851822376251,0.4926163852214813,0.008831202983856201
41,0.46759346,0.6448738,"('incorrupt', 'corrupt')",0.74934274,1.0105872,0.6084681153297424,0.8277305364608765,0.21926242113113403
109,0.4371029,0.38761938,"('conservative', 'liberal')",0.10202435,0.13951841,0.26956361532211304,0.2635688781738281,-0.005994737148284912
108,0.4371029,0.38761938,"('conservative', 'liberal')",0.10202435,0.13951841,0.26956361532211304,0.2635688781738281,-0.005994737148284912
47,0.4092636,0.4768478,"('forgiving', 'unforgiving')",-0.8876995,-0.62807333,-0.23921793699264526,-0.07561276853084564,0.16360516846179962
88,0.38802108,0.41500258,"('impulsive', 'meek')",1.0845888,1.1545149,0.7363049387931824,0.7847587466239929,0.04845380783081055
92,0.35895026,0.32430115,"('unwavering', 'wavering')",-0.7317069,-0.58994704,-0.1863783299922943,-0.1328229457139969,0.053555384278297424
21,0.3555463,0.24090457,"('nice', 'nasty')",0.24075955,0.3732717,0.2981529235839844,0.30708813667297363,0.008935213088989258
85,-0.30833218,-0.3029427,"('ambitious', 'unambitious')",0.03393227,0.30413297,-0.13719995319843292,0.0005951374769210815,0.137795090675354
96,-0.29858786,-0.22254682,"('powerful', 'powerless')",0.11642423,0.09495135,-0.09108181297779083,-0.0637977346777916,0.027284078299999237
110,0.29604733,0.3937831,"('narrow-minded', 'open-minded')",-0.10907769,-0.05511284,0.09348481893539429,0.16933512687683105,0.07585030794143677
98,0.29178935,0.290497,"('prestigious', 'insignificant')",-0.6045362,-0.47630614,-0.15637341141700745,-0.09290456771850586,0.06346884369850159
59,-0.29077807,-0.4315145,"('skillful', 'clumsy')",-0.3566864,-0.0004324019,-0.32373225688934326,-0.21597345173358917,0.10775880515575409
44,-0.28726447,-0.35623348,"('truthful', 'untruthful')",-0.9763501,-0.91314304,-0.6318073272705078,-0.6346882581710815,-0.0028809309005737305
106,-0.27379367,-0.29390955,"('conventional', 'unconventional')",-0.33912736,-0.16838425,-0.30646049976348877,-0.231146901845932,0.07531359791755676
64,-0.26102856,-0.3118813,"('clever', 'incompetent')",-0.70100677,-0.82729524,-0.4810176491737366,-0.569588303565979,-0.08857065439224243
39,-0.24856481,-0.17341202,"('right', 'wrong')",-0.39232594,-0.19287376,-0.32044535875320435,-0.18314290046691895,0.1373024582862854
33,-0.23928401,-0.28303653,"('softhearted', 'hardhearted')",-1.1127913,-1.0777102,-0.6760376691818237,-0.6803733110427856,-0.004335641860961914
93,0.23890643,0.27107805,"('dominating', 'dominated')",0.27245346,0.55437374,0.2556799352169037,0.41272589564323425,0.15704596042633057
69,-0.23559467,-0.19961897,"('wise', 'foolish')",-0.8371851,-0.7390125,-0.5363898873329163,-0.46931570768356323,0.06707417964935303
25,-0.21663034,-0.36710072,"('moral', 'immoral')",-0.9647621,-1.1033251,-0.5906962156295776,-0.7352129220962524,-0.1445167064666748
74,-0.21402234,-0.41302425,"('insightful', 'unperceptive')",-0.8088078,-0.93781626,-0.5114150643348694,-0.6754202842712402,-0.16400521993637085
79,-0.21254559,-0.225749,"('determined', 'doubtful')",-0.02040264,0.20366475,-0.11647411435842514,-0.011042125523090363,0.10543198883533478
104,-0.2093494,0.04071652,"('conventional', 'unconventional')",-0.5813445,-0.3997624,-0.3953469395637512,-0.17952293157577515,0.21582400798797607
83,-0.19437383,-0.37528503,"('energetic', 'lethargic')",-0.36390588,-0.39966512,-0.27913984656333923,-0.38747507333755493,-0.1083352267742157
0,0.19416995,0.15495211,"('sociable', 'unsociable')",-0.7758082,-0.49839115,-0.2908191382884979,-0.1717195212841034,0.11909961700439453
57,-0.18887551,-0.42517778,"('able', 'unable')",-0.19334109,-0.30688313,-0.19110830128192902,-0.3660304546356201,-0.1749221533536911
55,0.18461889,0.23403406,"('intelligent', 'unintelligent')",-0.45772517,-0.669806,-0.13655313849449158,-0.21788597106933594,-0.08133283257484436
89,-0.18337248,-0.3210984,"('daring', 'anxious')",-0.023088038,-0.13025051,-0.10323026031255722,-0.22567445039749146,-0.12244419008493423
7,-0.18179858,-0.29305497,"('outgoing', 'distant')",0.025012732,-0.22430158,-0.07839292287826538,-0.25867825746536255,-0.18028533458709717
77,0.1694817,0.12458131,"('active', 'inactive')",0.75017154,0.9754417,0.45982661843299866,0.5500115156173706,0.09018489718437195
17,-0.15946202,0.059666798,"('social', 'antisocial')",-0.7020839,-0.5059237,-0.43077296018600464,-0.22312843799591064,0.207644522190094
51,-0.15377712,-0.12020208,"('competent', 'incompetent')",-0.1245269,-0.051519398,-0.13915202021598816,-0.0858607366681099,0.053291283547878265
90,0.14758891,0.05636911,"('motivated', 'unmotivated')",0.83987534,0.675506,0.49373212456703186,0.36593756079673767,-0.1277945637702942
9,-0.14399658,-0.21145166,"('sensitive', 'insensitive')",-0.7065719,-0.73909974,-0.4252842366695404,-0.4752756953239441,-0.049991458654403687
100,-0.12136161,-0.05540037,"('influential', 'uninfluential')",-0.70800567,-0.6239993,-0.41468364000320435,-0.3396998345851898,0.07498380541801453
5,0.11969672,-0.040874615,"('pleasant', 'repellent')",-0.018832058,0.07838561,0.05043233186006546,0.01875549554824829,-0.03167683631181717
12,-0.11520007,-0.26182464,"('sympathetic', 'unsympathetic')",-0.41834283,-0.5570889,-0.26677143573760986,-0.4094567894935608,-0.14268535375595093
15,0.11024397,0.12241772,"('polite', 'impolite')",0.58211446,0.6208863,0.34617921710014343,0.3716520071029663,0.025472790002822876
19,-0.10024083,0.090272784,"('funny', 'boring')",-0.44785094,-0.11324412,-0.2740458846092224,-0.011485666036605835,0.2625602185726166
45,-0.09843421,-0.083684385,"('cooperative', 'exploitative')",-1.355015,-1.4205883,-0.7267246246337891,-0.7521363496780396,-0.02541172504425049
102,-0.07738425,-0.095555365,"('eminent', 'low')",-1.2492455,-0.86680806,-0.6633148789405823,-0.48118171095848083,0.18213316798210144
36,-0.07615258,-0.09334238,"('tolerant', 'intolerant')",-1.4830245,-1.5050374,-0.779588520526886,-0.7991899251937866,-0.019601404666900635
2,0.056732476,0.008830041,"('friendly', 'unfriendly')",-0.40615678,-0.35368824,-0.1747121512889862,-0.17242909967899323,0.002283051609992981
26,0.056274027,0.08417052,"('trustworthy', 'untrustworthy')",-0.09037693,0.02834712,-0.01705145090818405,0.05625881999731064,0.07331027090549469
54,-0.04684286,-0.33294067,"('smart', 'stupid')",0.11869198,-0.15133938,0.03592456132173538,-0.2421400249004364,-0.2780645862221718
8,0.035176784,-0.05442895,"('open', 'distant')",-0.026648834,-0.30266395,0.004263974726200104,-0.1785464584827423,-0.1828104332089424
23,0.009054005,-0.1639299,"('hospitable', 'inhospitable')",0.048336267,0.11855364,0.028695136308670044,-0.022688128054142,-0.05138326436281204
