,meta_male,meta_female,tuple,platforms_male,platforms_female,average_male,average_female,female-male
104,-1.5111704,-1.2896287,"('conventional', 'unconventional')",-0.4769156,-0.18131812,-0.9940429925918579,-0.7354734539985657,0.25856953859329224
105,-1.507068,-1.2894565,"('conventional', 'modern')",-1.2840734,-1.2640208,-1.3955707550048828,-1.2767386436462402,0.11883211135864258
107,1.4941118,1.6629236,"('conventional', 'modern')",0.16040283,0.11456832,0.8272572755813599,0.8887459635734558,0.06148868799209595
14,1.4796448,1.4353495,"('supportive', 'unsupportive')",-0.09475052,-0.3715343,0.6924471259117126,0.5319075584411621,-0.16053956747055054
15,1.4439914,1.5161667,"('polite', 'impolite')",-0.3566322,-0.3190537,0.5436795949935913,0.5985565185546875,0.05487692356109619
52,1.3912851,1.368615,"('competitive', 'uncompetitive')",-0.59928906,-0.78752625,0.3959980010986328,0.29054439067840576,-0.10545361042022705
33,-1.327538,-1.3823972,"('softhearted', 'hardhearted')",-0.4445434,-0.51280534,-0.8860406875610352,-0.9476012587547302,-0.06156057119369507
98,-1.293179,-1.1680052,"('prestigious', 'insignificant')",0.71413136,0.84278417,-0.2895238399505615,-0.16261053085327148,0.12691330909729004
28,-1.2363681,-1.2955117,"('honest', 'dishonest')",-1.3120658,-1.4234232,-1.274216890335083,-1.3594675064086914,-0.0852506160736084
102,-1.1976483,-1.0957534,"('eminent', 'low')",-0.32673287,-0.3258631,-0.762190580368042,-0.710808277130127,0.05138230323791504
24,-1.1900079,-1.3550785,"('thoughtful', 'rough')",0.8536681,0.76288486,-0.16816991567611694,-0.2960968017578125,-0.12792688608169556
16,1.1420677,0.8732811,"('social', 'antisocial')",-1.2123497,-1.2704322,-0.0351409912109375,-0.19857555627822876,-0.16343456506729126
90,1.1262609,0.7469185,"('motivated', 'unmotivated')",0.9564971,0.89442,1.0413789749145508,0.8206692934036255,-0.2207096815109253
81,1.1214647,1.1012406,"('industrious', 'lazy')",0.90022767,1.0393922,1.0108461380004883,1.0703164339065552,0.059470295906066895
61,-1.0901803,-0.51666605,"('rational', 'irrational')",0.67148864,1.0426676,-0.20934581756591797,0.2630007863044739,0.47234660387039185
10,-1.0676491,-0.71320313,"('affectionate', 'unaffectionate')",-1.4078962,-1.2162886,-1.2377727031707764,-0.9647458791732788,0.27302682399749756
94,1.0581297,1.0740483,"('aggressive', 'submissive')",-0.8298396,-0.7803675,0.11414504051208496,0.1468403935432434,0.03269535303115845
76,1.0521399,0.98636496,"('secure', 'insecure')",0.53774345,0.25598055,0.7949416637420654,0.6211727857589722,-0.17376887798309326
22,1.0514376,1.1333001,"('welcoming', 'disagreeable')",0.72571456,0.5192186,0.888576090335846,0.8262593746185303,-0.062316715717315674
56,1.0412602,1.119013,"('intelligent', 'dumb')",0.5059918,0.71862227,0.7736260294914246,0.9188176393508911,0.14519160985946655
71,1.0154339,0.36164367,"('efficient', 'inefficient')",-1.1958654,-1.7424049,-0.09021574258804321,-0.6903806328773499,-0.6001648902893066
84,-0.992729,-0.91674036,"('self-confident', 'diffident')",-0.14971614,-0.13485125,-0.5712225437164307,-0.5257958173751831,0.04542672634124756
101,-0.9797735,-0.80725944,"('successful', 'unsuccessful')",0.054354504,-0.033106774,-0.46270951628685,-0.42018312215805054,0.04252639412879944
37,0.894858,1.0784068,"('good', 'evil')",1.8590896,1.8719387,1.3769738674163818,1.475172758102417,0.09819889068603516
68,-0.87098753,-1.2445263,"('clever', 'inept')",-0.3125917,-0.5994245,-0.5917896032333374,-0.9219753742218018,-0.33018577098846436
87,-0.8683814,-0.88881016,"('dedicated', 'undedicated')",-0.052967906,-0.2934208,-0.4606746435165405,-0.5911154747009277,-0.1304408311843872
69,-0.86565083,-0.60770273,"('wise', 'foolish')",0.52375466,0.5190412,-0.1709480881690979,-0.04433077573776245,0.12661731243133545
31,-0.84716773,-0.62900895,"('altruistic', 'egoistic')",-1.2068009,-0.9382745,-1.0269843339920044,-0.7836416959762573,0.24334263801574707
26,0.8134196,0.9871527,"('trustworthy', 'untrustworthy')",-0.003954813,-0.15293968,0.4047323763370514,0.4171065092086792,0.012374132871627808
62,-0.78388405,-0.73055136,"('creative', 'uncreative')",-0.62038356,-0.6954148,-0.7021337747573853,-0.7129830718040466,-0.010849297046661377
0,0.7311936,0.59131765,"('sociable', 'unsociable')",-1.1359079,-1.1025244,-0.20235714316368103,-0.2556033730506897,-0.05324622988700867
97,-0.7283367,-0.69791675,"('superior', 'inferior')",-0.3640347,-0.35881412,-0.5461857318878174,-0.528365433216095,0.017820298671722412
93,0.72115,0.6753802,"('dominating', 'dominated')",-0.061714374,0.12091996,0.32971781492233276,0.3981500566005707,0.06843224167823792
39,-0.70682406,-0.26882517,"('right', 'wrong')",-0.5039941,-0.35636687,-0.6054090857505798,-0.31259602308273315,0.2928130626678467
42,-0.6990354,-0.17221189,"('amicable', 'hostile')",1.1348225,1.4528625,0.2178935408592224,0.6403253078460693,0.4224317669868469
8,-0.69512546,-0.7869019,"('open', 'distant')",0.12609768,0.19103393,-0.2845138907432556,-0.29793399572372437,-0.01342010498046875
72,-0.6933427,-0.54708743,"('logical', 'illogical')",-1.3417814,-1.3120021,-1.0175620317459106,-0.9295447468757629,0.0880172848701477
103,0.68811834,0.5900924,"('traditional', 'modern')",1.7612822,1.7043605,1.2247002124786377,1.1472264528274536,-0.07747375965118408
57,-0.6639835,-0.926827,"('able', 'unable')",-0.13400312,-0.43835413,-0.3989933133125305,-0.6825906038284302,-0.28359729051589966
92,-0.6379478,-0.6886567,"('unwavering', 'wavering')",0.9807342,1.1777457,0.17139321565628052,0.24454450607299805,0.07315129041671753
44,-0.63784915,-0.7195865,"('truthful', 'untruthful')",-1.5752592,-1.4514198,-1.1065541505813599,-1.085503101348877,0.02105104923248291
21,0.632439,0.582305,"('nice', 'nasty')",0.5616599,0.4764949,0.5970494747161865,0.5293999910354614,-0.0676494836807251
85,-0.6234656,-0.5637439,"('ambitious', 'unambitious')",-1.0935931,-1.059043,-0.8585293292999268,-0.8113934993743896,0.04713582992553711
55,-0.6141929,-0.6173891,"('intelligent', 'unintelligent')",-0.8161971,-0.81632894,-0.7151950001716614,-0.716858983039856,-0.00166398286819458
17,0.56761664,0.79090846,"('social', 'antisocial')",-1.69725,-1.663375,-0.5648167133331299,-0.4362332820892334,0.12858343124389648
45,-0.56661123,-1.0514106,"('cooperative', 'exploitative')",0.06687106,-0.23283517,-0.24987009167671204,-0.6421228647232056,-0.39225277304649353
67,-0.5481817,-0.49598268,"('discriminating', 'undiscriminating')",-0.43359804,-0.46565312,-0.49088987708091736,-0.48081791400909424,0.01007196307182312
47,-0.526766,-0.44922787,"('forgiving', 'unforgiving')",-1.2927333,-1.3365061,-0.9097496271133423,-0.8928669691085815,0.016882658004760742
74,-0.51920974,-0.66493285,"('insightful', 'unperceptive')",-1.5400488,-1.6780483,-1.0296292304992676,-1.1714905500411987,-0.14186131954193115
77,0.48779595,0.5805268,"('active', 'inactive')",0.82222706,1.2373828,0.6550115346908569,0.9089547991752625,0.2539432644844055
70,0.47074825,0.6659429,"('wise', 'unwise')",0.6039014,0.57117796,0.5373247861862183,0.6185604333877563,0.08123564720153809
106,-0.46903968,-0.45866877,"('conventional', 'unconventional')",-0.6834884,-0.52762824,-0.5762640237808228,-0.4931485056877136,0.08311551809310913
89,0.45404622,0.33676928,"('daring', 'anxious')",0.26520714,0.17627284,0.3596266806125641,0.2565210461616516,-0.10310563445091248
29,-0.4328677,-0.7079102,"('honest', 'immoral')",-0.44448113,-0.60366416,-0.4386744201183319,-0.6557871699333191,-0.21711274981498718
25,-0.4270592,-0.70616555,"('moral', 'immoral')",-1.131879,-1.1571555,-0.7794690728187561,-0.931660532951355,-0.15219146013259888
19,-0.42415965,-0.042387605,"('funny', 'boring')",-0.7521989,-0.6948832,-0.5881792306900024,-0.3686354160308838,0.21954381465911865
96,-0.42108184,-0.3439778,"('powerful', 'powerless')",-0.55123603,-0.4399063,-0.48615893721580505,-0.3919420540332794,0.09421688318252563
83,0.40699255,0.175215,"('energetic', 'lethargic')",-0.6186483,-0.8745332,-0.10582786798477173,-0.3496590852737427,-0.24383121728897095
49,-0.40343678,-0.80429816,"('responsible', 'irresponsible')",-0.83487225,-1.2069868,-0.6191545128822327,-1.0056424140930176,-0.3864879012107849
2,0.3947091,0.14105195,"('friendly', 'unfriendly')",0.05345361,0.053173944,0.2240813672542572,0.09711294621229172,-0.12696842104196548
88,0.35882252,0.54916173,"('impulsive', 'meek')",1.4055777,1.4802638,0.8822001218795776,1.0147128105163574,0.13251268863677979
30,0.3455605,0.24658495,"('honest', 'dishonest')",-0.14448838,-0.35359097,0.1005360558629036,-0.05350300669670105,-0.15403906255960464
82,0.34485593,0.5568453,"('industrious', 'meek')",0.86738306,1.2197948,0.6061195135116577,0.8883200287818909,0.28220051527023315
91,0.34353304,0.28050822,"('resilient', 'nonresilient')",0.61793065,0.5703511,0.4807318449020386,0.42542967200279236,-0.055302172899246216
80,0.3404887,0.34670913,"('independent', 'dependent')",0.95650434,0.8771687,0.6484965085983276,0.6119389533996582,-0.036557555198669434
5,0.32301867,0.13191104,"('pleasant', 'repellent')",0.38556314,0.27258033,0.3542909026145935,0.20224568247795105,-0.15204522013664246
64,0.31392688,-0.015145659,"('clever', 'incompetent')",-1.0811938,-1.3700848,-0.38363346457481384,-0.6926152110099792,-0.3089817464351654
18,-0.3056488,-0.44605517,"('social', 'asocial')",-1.1273723,-1.1072031,-0.716510534286499,-0.7766291499137878,-0.06011861562728882
4,-0.2892068,-0.20310462,"('likable', 'unlikable')",-0.5064157,-0.6412035,-0.39781126379966736,-0.4221540689468384,-0.02434280514717102
43,-0.28794026,-0.3419909,"('genuine', 'fake')",-0.7347448,-0.60647,-0.5113425254821777,-0.47423043847084045,0.03711208701133728
51,0.28228644,0.13855767,"('competent', 'incompetent')",-0.32096726,-0.66911423,-0.019340410828590393,-0.26527827978134155,-0.24593786895275116
20,-0.27320516,-0.00016877055,"('popular', 'unpopular')",0.4335729,0.5315211,0.08018386363983154,0.2656761407852173,0.18549227714538574
73,-0.2642755,-0.84517395,"('brilliant', 'incompetent')",-1.1549139,-1.5096453,-0.7095947265625,-1.1774096488952637,-0.46781492233276367
36,-0.2635281,-0.67697966,"('tolerant', 'intolerant')",-1.7917273,-1.9172738,-1.02762770652771,-1.2971267700195312,-0.2694990634918213
12,-0.24179262,-0.5237969,"('sympathetic', 'unsympathetic')",-1.0631948,-1.1686207,-0.6524937152862549,-0.8462088108062744,-0.19371509552001953
60,-0.18800798,-0.090904206,"('educated', 'uneducated')",-0.49533206,-0.34969196,-0.34167003631591797,-0.22029808163642883,0.12137195467948914
79,0.18112278,0.2469574,"('determined', 'doubtful')",-0.7569487,-0.59560907,-0.2879129648208618,-0.1743258237838745,0.1135871410369873
100,-0.17231363,-0.32344067,"('influential', 'uninfluential')",-1.6880294,-1.6252654,-0.9301714897155762,-0.974353015422821,-0.04418152570724487
35,0.13368362,0.48374054,"('fair', 'unfair')",-0.055130124,-0.06829426,0.03927674889564514,0.20772314071655273,0.1684463918209076
65,-0.11662921,-0.4128596,"('practical', 'impractical')",-2.0707638,-2.329647,-1.0936964750289917,-1.3712533712387085,-0.2775568962097168
59,-0.115098834,0.082821846,"('skillful', 'clumsy')",1.2440605,1.195436,0.5644808411598206,0.6391289234161377,0.07464808225631714
7,-0.064983904,-0.23312783,"('outgoing', 'distant')",0.415548,0.38711783,0.1752820461988449,0.07699500024318695,-0.09828704595565796
9,-0.039427638,-0.4064269,"('sensitive', 'insensitive')",-1.2265303,-1.5458589,-0.6329789757728577,-0.9761428833007812,-0.3431639075279236
54,-0.013598159,-0.38424128,"('smart', 'stupid')",0.51079166,0.4415016,0.24859675765037537,0.028630152344703674,-0.2199666053056717
110,0.011948466,0.08090964,"('narrow-minded', 'open-minded')",0.6663198,0.6900282,0.3391341269016266,0.38546890020370483,0.04633477330207825
41,-0.011370659,0.45535493,"('incorrupt', 'corrupt')",1.086784,1.4485807,0.5377066731452942,0.9519678354263306,0.4142611622810364
23,0.010931492,0.01133132,"('hospitable', 'inhospitable')",1.2540075,1.2447264,0.6324694752693176,0.6280288696289062,-0.004440605640411377
