,lumen_male,lumen_female,tuple,techologies_male,techologies_female,average_male,average_female,female-male
102,-0.46848154,-0.4265066,"('eminent', 'low')",-1.2996162,-1.0264088,-0.8840488791465759,-0.7264577150344849,0.15759116411209106
51,0.44896972,0.061128587,"('competent', 'incompetent')",-0.5899122,-0.4102326,-0.07047122716903687,-0.17455200850963593,-0.10408078134059906
92,0.43538192,0.5484184,"('unwavering', 'wavering')",0.5455483,0.55409306,0.49046510457992554,0.5512557029724121,0.06079059839248657
97,-0.43001023,-0.42220804,"('superior', 'inferior')",-0.09312129,-0.032435894,-0.2615657448768616,-0.22732196748256683,0.03424377739429474
89,0.42833206,0.22312017,"('daring', 'anxious')",-1.2832212,-1.2151566,-0.42744457721710205,-0.4960182011127472,-0.06857362389564514
0,0.4166966,0.32746732,"('sociable', 'unsociable')",-1.4480008,-1.1166425,-0.515652060508728,-0.39458757638931274,0.12106448411941528
68,-0.41628107,-0.8432569,"('clever', 'inept')",-1.4939779,-1.4931383,-0.9551295042037964,-1.1681976318359375,-0.2130681276321411
69,-0.4161049,-0.3416056,"('wise', 'foolish')",0.18459761,0.09301907,-0.1157536506652832,-0.1242932677268982,-0.00853961706161499
73,0.41502637,-0.045246363,"('brilliant', 'incompetent')",-2.0134006,-1.8888571,-0.7991870641708374,-0.9670517444610596,-0.16786468029022217
43,-0.39677906,-0.41803494,"('genuine', 'fake')",0.18428755,0.25007612,-0.10624575614929199,-0.08397941291332245,0.022266343235969543
3,-0.38908285,-0.56373006,"('likable', 'unlikable')",0.25838304,0.3432026,-0.06534990668296814,-0.11026373505592346,-0.04491382837295532
79,-0.36435884,-0.36780843,"('determined', 'doubtful')",-0.24468832,-0.22788006,-0.3045235872268677,-0.2978442311286926,0.006679356098175049
36,-0.35602638,-0.68071884,"('tolerant', 'intolerant')",-1.4891989,-1.3698007,-0.9226126670837402,-1.0252597332000732,-0.10264706611633301
99,-0.3524292,-0.25862312,"('prestigious', 'insignificant')",-0.104036115,-0.044114113,-0.22823266685009003,-0.1513686180114746,0.07686404883861542
22,0.34695512,0.26533002,"('welcoming', 'disagreeable')",0.690758,0.69362664,0.5188565254211426,0.4794783294200897,-0.039378196001052856
101,0.3178715,0.49442303,"('successful', 'unsuccessful')",-1.7806796,-1.671055,-0.7314040660858154,-0.5883159637451172,0.14308810234069824
84,-0.3153923,-0.09808458,"('self-confident', 'diffident')",-1.020019,-1.121119,-0.6677056550979614,-0.6096017956733704,0.058103859424591064
17,0.311682,0.397734,"('social', 'antisocial')",-0.30044407,-0.11981863,0.005618959665298462,0.138957679271698,0.13333871960639954
47,-0.30806375,-0.4331872,"('forgiving', 'unforgiving')",0.29938543,0.4635678,-0.004339158535003662,0.015190303325653076,0.01952946186065674
8,0.307755,0.44415835,"('open', 'distant')",0.85536146,0.63859427,0.5815582275390625,0.5413762927055359,-0.04018193483352661
88,0.28630298,0.38922432,"('impulsive', 'meek')",0.6004375,0.48229462,0.4433702528476715,0.4357594847679138,-0.00761076807975769
62,-0.2799601,-0.18397593,"('creative', 'uncreative')",-0.65520275,-0.55238265,-0.4675814211368561,-0.3681792914867401,0.09940212965011597
56,0.2694766,0.36803442,"('intelligent', 'dumb')",0.09471043,-0.013557091,0.1820935159921646,0.17723867297172546,-0.004854843020439148
30,-0.26720673,-0.37039846,"('honest', 'dishonest')",-0.39618903,-0.2566046,-0.33169788122177124,-0.3135015368461609,0.01819634437561035
59,-0.2625357,-0.24129066,"('skillful', 'clumsy')",-0.6911766,-0.58826274,-0.47685614228248596,-0.41477668285369873,0.06207945942878723
82,0.26018164,0.53357804,"('industrious', 'meek')",-0.3827771,-0.40360224,-0.06129772961139679,0.0649878978729248,0.1262856274843216
98,0.25904807,0.16953754,"('prestigious', 'insignificant')",0.6561977,0.58488166,0.4576228857040405,0.3772096037864685,-0.08041328191757202
107,0.25231412,0.19724864,"('conventional', 'modern')",1.0240109,1.1580129,0.6381624937057495,0.6776307821273804,0.03946828842163086
106,0.2441864,0.18079641,"('conventional', 'unconventional')",0.23832276,0.29040128,0.24125458300113678,0.2355988472700119,-0.005655735731124878
64,-0.22441512,-0.55280524,"('clever', 'incompetent')",-1.7559943,-1.5547543,-0.9902046918869019,-1.0537797212600708,-0.06357502937316895
41,0.21927565,0.6590171,"('incorrupt', 'corrupt')",1.5765423,1.5061352,0.8979089260101318,1.0825761556625366,0.18466722965240479
23,0.19406943,0.45517945,"('hospitable', 'inhospitable')",0.5252109,0.571735,0.3596401810646057,0.5134572386741638,0.1538170576095581
49,-0.18267274,-0.6296695,"('responsible', 'irresponsible')",-0.7963442,-0.8232628,-0.4895084798336029,-0.726466178894043,-0.23695769906044006
45,-0.17250876,-0.44983405,"('cooperative', 'exploitative')",-0.7059004,-0.68899906,-0.4392045736312866,-0.5694165229797363,-0.1302119493484497
44,-0.13739024,-0.3378176,"('truthful', 'untruthful')",-0.71637964,-0.6456723,-0.4268849492073059,-0.4917449653148651,-0.0648600161075592
15,0.13616924,0.14499891,"('polite', 'impolite')",-0.6788756,-0.4564457,-0.27135318517684937,-0.15572339296340942,0.11562979221343994
42,0.13498187,0.6419822,"('amicable', 'hostile')",1.3969405,1.385808,0.7659611701965332,1.013895034790039,0.24793386459350586
76,0.13350953,-0.070180126,"('secure', 'insecure')",-0.53487504,-0.44202673,-0.20068275928497314,-0.25610342621803284,-0.05542066693305969
20,0.1133872,0.292609,"('popular', 'unpopular')",0.39470494,0.4828188,0.25404608249664307,0.3877139091491699,0.13366782665252686
24,0.09549215,-0.05758637,"('thoughtful', 'rough')",-0.66954315,-0.5898308,-0.287025511264801,-0.32370859384536743,-0.036683082580566406
93,0.07982522,0.1743837,"('dominating', 'dominated')",-0.7615279,-0.6248258,-0.3408513367176056,-0.22522103786468506,0.11563029885292053
57,0.0701779,-0.25256324,"('able', 'unable')",-1.0052121,-0.975551,-0.46751707792282104,-0.6140571236610413,-0.14654004573822021
33,-0.056099117,0.30204818,"('softhearted', 'hardhearted')",-0.039123088,0.04664734,-0.04761110246181488,0.17434775829315186,0.22195886075496674
60,0.04982157,0.16800945,"('educated', 'uneducated')",-0.98779047,-0.7415484,-0.468984454870224,-0.28676947951316833,0.18221497535705566
61,-0.047230154,0.24230875,"('rational', 'irrational')",0.65951014,0.64933926,0.3061400055885315,0.44582399725914,0.13968399167060852
72,0.03938383,0.15285966,"('logical', 'illogical')",-1.0566243,-0.80134094,-0.5086202621459961,-0.32424062490463257,0.18437963724136353
25,-0.03366916,-0.3470796,"('moral', 'immoral')",-1.8827503,-1.6984234,-0.9582096934318542,-1.0227514505386353,-0.064541757106781
96,0.026808783,-0.0035523921,"('powerful', 'powerless')",-0.35004508,-0.23961079,-0.16161814332008362,-0.12158159166574478,0.04003655165433884
29,0.017978847,0.13989723,"('honest', 'immoral')",-0.997246,-0.8711895,-0.48963358998298645,-0.3656461238861084,0.12398746609687805
74,0.017922707,-0.23803797,"('insightful', 'unperceptive')",-2.0777051,-1.9514854,-1.0298912525177002,-1.0947617292404175,-0.06487047672271729
26,0.017358877,0.102774724,"('trustworthy', 'untrustworthy')",-0.60398364,-0.55816954,-0.2933123707771301,-0.22769740223884583,0.0656149685382843
67,-0.017009228,-0.10815979,"('discriminating', 'undiscriminating')",-0.90137964,-0.84026265,-0.4591944217681885,-0.4742112159729004,-0.015016794204711914
100,0.008371055,-0.045108646,"('influential', 'uninfluential')",-0.39900798,-0.13728273,-0.19531846046447754,-0.09119568765163422,0.10412277281284332
110,0.0048606843,-0.08932778,"('narrow-minded', 'open-minded')",0.46898597,0.39563012,0.23692333698272705,0.15315116941928864,-0.08377216756343842
