,cameron_male,cameron_female,tuple,international_male,international_female,average_male,average_female,female-male
109,0.9908389,1.0096965,"('conservative', 'liberal')",-0.34464288,-0.07558623,0.32309800386428833,0.46705514192581177,0.14395713806152344
108,0.9908389,1.0096965,"('conservative', 'liberal')",-0.34464288,-0.07558623,0.32309800386428833,0.46705514192581177,0.14395713806152344
97,-0.97497034,-1.0034792,"('superior', 'inferior')",-1.2022979,-0.99935764,-1.0886341333389282,-1.0014184713363647,0.08721566200256348
3,0.9678911,0.7871923,"('likable', 'unlikable')",0.81729734,0.89826584,0.8925942182540894,0.8427290916442871,-0.049865126609802246
99,-0.9610298,-1.1193753,"('prestigious', 'insignificant')",-0.7292119,-1.0639325,-0.845120906829834,-1.0916539430618286,-0.24653303623199463
100,-0.93593836,-0.5633339,"('influential', 'uninfluential')",-0.82501674,-0.46806818,-0.8804775476455688,-0.5157010555267334,0.36477649211883545
36,-0.91185963,-0.988083,"('tolerant', 'intolerant')",-1.4221469,-1.1436408,-1.1670032739639282,-1.0658619403839111,0.10114133358001709
18,-0.9037931,-0.785462,"('social', 'asocial')",-0.7477702,-0.55296695,-0.8257816433906555,-0.6692144870758057,0.15656715631484985
64,-0.9018069,-1.0033622,"('clever', 'incompetent')",-0.85765785,-0.55732083,-0.8797323703765869,-0.7803415060043335,0.09939086437225342
62,-0.89488137,-0.73149246,"('creative', 'uncreative')",-0.098593056,-0.18771952,-0.49673721194267273,-0.45960599184036255,0.03713122010231018
74,-0.8880029,-0.8102242,"('insightful', 'unperceptive')",-1.8090441,-1.6322012,-1.348523497581482,-1.22121262550354,0.1273108720779419
45,-0.88425344,-1.229813,"('cooperative', 'exploitative')",-1.4416611,-1.3255475,-1.1629573106765747,-1.2776801586151123,-0.1147228479385376
103,0.86115843,0.77394414,"('traditional', 'modern')",1.0115128,1.1095326,0.936335563659668,0.9417383670806885,0.005402803421020508
22,0.84105575,0.8414662,"('welcoming', 'disagreeable')",-0.20588344,-0.2853104,0.31758615374565125,0.2780779004096985,-0.03950825333595276
4,-0.82655877,-1.024307,"('likable', 'unlikable')",-0.82478666,-0.8439507,-0.8256727457046509,-0.9341288805007935,-0.10845613479614258
37,0.803861,0.55987155,"('good', 'evil')",2.059823,1.710595,1.4318420886993408,1.1352332830429077,-0.2966088056564331
20,0.7811532,0.85643935,"('popular', 'unpopular')",-0.09411006,0.030417264,0.3435215651988983,0.44342830777168274,0.09990674257278442
72,-0.7652592,-0.59959346,"('logical', 'illogical')",-0.45527747,-0.2069935,-0.6102683544158936,-0.4032934904098511,0.20697486400604248
76,0.7512076,0.67414504,"('secure', 'insecure')",-1.1052368,-0.76828873,-0.17701458930969238,-0.04707184433937073,0.12994274497032166
61,0.7304615,0.7859658,"('rational', 'irrational')",1.2416413,1.0383806,0.9860513806343079,0.9121732115745544,-0.07387816905975342
78,0.7169338,0.48969573,"('active', 'inactive')",2.507505,2.1973464,1.6122193336486816,1.3435211181640625,-0.26869821548461914
59,0.6977825,0.6805148,"('skillful', 'clumsy')",-0.2745158,-0.1149542,0.2116333544254303,0.2827802896499634,0.07114693522453308
21,0.6954112,0.637714,"('nice', 'nasty')",1.0501921,1.0101808,0.872801661491394,0.8239474296569824,-0.04885423183441162
0,-0.6568129,-0.4092279,"('sociable', 'unsociable')",-1.2653099,-0.813823,-0.961061418056488,-0.6115254163742065,0.3495360016822815
85,-0.6563955,-0.67781824,"('ambitious', 'unambitious')",0.21648605,0.21595848,-0.2199547290802002,-0.2309298813343048,-0.010975152254104614
2,-0.65224427,-0.49429157,"('friendly', 'unfriendly')",-1.4845258,-1.0125425,-1.0683850049972534,-0.7534170150756836,0.3149679899215698
88,0.6346034,0.51380765,"('impulsive', 'meek')",0.86245847,0.6638564,0.748530924320221,0.5888320207595825,-0.15969890356063843
24,-0.5953105,-0.65507096,"('thoughtful', 'rough')",-1.3453565,-1.2281961,-0.970333456993103,-0.9416335821151733,0.028699874877929688
106,0.58866984,0.696589,"('conventional', 'unconventional')",-0.23191574,-0.030936249,0.17837704718112946,0.3328263759613037,0.15444932878017426
41,0.58577555,0.7123771,"('incorrupt', 'corrupt')",1.1222132,0.96130174,0.8539943695068359,0.8368394374847412,-0.017154932022094727
39,-0.57281524,-0.48260128,"('right', 'wrong')",0.21793544,0.28164324,-0.17743989825248718,-0.10047902166843414,0.07696087658405304
35,0.5618888,0.59970176,"('fair', 'unfair')",0.7962006,0.9641938,0.6790447235107422,0.7819477915763855,0.10290306806564331
67,-0.54745936,-0.52747905,"('discriminating', 'undiscriminating')",-0.9257226,-0.8969815,-0.7365909814834595,-0.7122302651405334,0.024360716342926025
55,-0.545166,-0.52229303,"('intelligent', 'unintelligent')",-1.1294755,-0.8415381,-0.8373207449913025,-0.6819155216217041,0.1554052233695984
83,-0.53567547,-0.5001043,"('energetic', 'lethargic')",-0.89610374,-0.7211351,-0.715889573097229,-0.6106196641921997,0.1052699089050293
92,-0.5283301,-0.6756762,"('unwavering', 'wavering')",-0.2225452,-0.460274,-0.3754376471042633,-0.5679751038551331,-0.19253745675086975
84,-0.52738035,-0.6025991,"('self-confident', 'diffident')",-0.5107722,-0.52280045,-0.5190762877464294,-0.5626997947692871,-0.043623507022857666
79,0.503524,0.5867603,"('determined', 'doubtful')",-0.31663656,-0.18557051,0.09344372153282166,0.20059488713741302,0.10715116560459137
101,-0.4961456,-0.5446465,"('successful', 'unsuccessful')",-1.7151933,-1.4365993,-1.1056694984436035,-0.990622878074646,0.11504662036895752
14,-0.4929995,-0.53838134,"('supportive', 'unsupportive')",0.025962263,0.073874116,-0.23351861536502838,-0.23225361108779907,0.001265004277229309
8,-0.49115342,-0.6583738,"('open', 'distant')",0.50583357,-0.00076802075,0.007340073585510254,-0.3295708894729614,-0.3369109630584717
69,-0.45491898,-0.48018837,"('wise', 'foolish')",0.10337828,-0.035898,-0.1757703423500061,-0.25804316997528076,-0.08227282762527466
5,0.4370095,0.3398156,"('pleasant', 'repellent')",-0.11495739,-0.03350295,0.16102606058120728,0.1531563103199005,-0.007869750261306763
31,-0.4318636,-0.42205608,"('altruistic', 'egoistic')",0.18531752,0.2359178,-0.12327304482460022,-0.09306913614273071,0.030203908681869507
15,0.42785913,0.5968683,"('polite', 'impolite')",-0.56793356,-0.093961895,-0.07003721594810486,0.2514531910419464,0.32149040699005127
91,-0.38536388,-0.43927985,"('resilient', 'nonresilient')",-0.559612,-0.4650722,-0.4724879264831543,-0.452176034450531,0.02031189203262329
82,0.38305584,0.25200772,"('industrious', 'meek')",0.40768737,0.374795,0.39537161588668823,0.31340134143829346,-0.08197027444839478
90,0.32165626,0.067270875,"('motivated', 'unmotivated')",0.106437355,0.17302895,0.21404680609703064,0.12014991044998169,-0.09389689564704895
52,-0.31540298,-0.10502273,"('competitive', 'uncompetitive')",-0.823648,-0.44145668,-0.5695254802703857,-0.27323970198631287,0.2962857782840729
19,-0.31312138,-0.35192543,"('funny', 'boring')",-0.052633524,0.0795832,-0.18287745118141174,-0.1361711174249649,0.04670633375644684
16,0.26628888,0.33395648,"('social', 'antisocial')",-0.59562755,-0.26417544,-0.16466933488845825,0.034890517592430115,0.19955985248088837
57,-0.25272253,-0.4639751,"('able', 'unable')",-0.80721974,-0.8104011,-0.5299711227416992,-0.6371880769729614,-0.10721695423126221
70,0.24546528,0.32018787,"('wise', 'unwise')",1.1806103,1.0229962,0.7130377888679504,0.6715919971466064,-0.041445791721343994
17,-0.24394768,-0.14037353,"('social', 'antisocial')",0.03538558,0.2455725,-0.10428105294704437,0.05259948968887329,0.15688054263591766
60,-0.2426314,-0.17158443,"('educated', 'uneducated')",-1.350304,-0.994953,-0.7964677214622498,-0.5832687020301819,0.21319901943206787
25,-0.24114156,-0.3305453,"('moral', 'immoral')",-1.7042415,-1.387457,-0.972691535949707,-0.8590011596679688,0.11369037628173828
71,0.23665774,0.17735285,"('efficient', 'inefficient')",-1.0418648,-0.70072407,-0.40260350704193115,-0.2616856098175049,0.14091789722442627
89,0.22893773,0.35433638,"('daring', 'anxious')",-1.4468725,-1.3584311,-0.6089673638343811,-0.5020473599433899,0.10692000389099121
42,0.20170909,0.12831786,"('amicable', 'hostile')",0.34724063,0.20905173,0.2744748592376709,0.16868479549884796,-0.10579006373882294
23,0.1977315,-0.03654003,"('hospitable', 'inhospitable')",0.6887044,0.4909879,0.443217933177948,0.2272239327430725,-0.2159940004348755
96,-0.1727387,-0.124365896,"('powerful', 'powerless')",-0.87530464,-0.73072636,-0.5240216851234436,-0.4275461435317993,0.09647554159164429
26,-0.16734165,-0.10420753,"('trustworthy', 'untrustworthy')",-0.26996118,-0.11237903,-0.2186514139175415,-0.10829328000545502,0.11035813391208649
107,0.16030926,0.26518077,"('conventional', 'modern')",1.7484398,2.117013,0.9543745517730713,1.1910969018936157,0.23672235012054443
7,0.1506939,-0.012691051,"('outgoing', 'distant')",0.99279284,0.48027906,0.571743369102478,0.23379400372505188,-0.33794936537742615
93,0.12823512,0.3259505,"('dominating', 'dominated')",-0.5671986,-0.32848465,-0.21948173642158508,-0.001267075538635254,0.21821466088294983
56,0.113872945,0.061378673,"('intelligent', 'dumb')",0.5737123,0.574834,0.3437926173210144,0.3181063234806061,-0.025686293840408325
77,0.097610295,0.16943544,"('active', 'inactive')",0.46500355,0.31371045,0.2813069224357605,0.24157294631004333,-0.03973397612571716
54,0.09041637,-0.257607,"('smart', 'stupid')",0.86132634,0.65840745,0.47587135434150696,0.2004002183675766,-0.27547113597393036
102,-0.07281405,-0.12879348,"('eminent', 'low')",-1.8707274,-1.5728991,-0.9717707633972168,-0.8508462905883789,0.12092447280883789
110,0.032619663,-0.05342903,"('narrow-minded', 'open-minded')",0.9867214,0.7465326,0.5096705555915833,0.3465518057346344,-0.16311874985694885
