,baxalta_male,baxalta_female,tuple,average_male,average_female,female-male
21,0.8819167,1.0070406,"('nice', 'nasty')",0.8819167017936707,1.0070406198501587,0.12512391805648804
63,-0.8565919,-0.62499094,"('capable', 'incapable')",-0.8565918803215027,-0.6249909400939941,0.23160094022750854
71,0.8170499,0.47299564,"('efficient', 'inefficient')",0.8170499205589294,0.4729956388473511,-0.34405428171157837
30,0.79473186,0.9348982,"('honest', 'dishonest')",0.794731855392456,0.9348981976509094,0.14016634225845337
96,0.790663,0.810454,"('powerful', 'powerless')",0.7906630039215088,0.8104540109634399,0.019791007041931152
16,0.7897445,0.3979783,"('social', 'antisocial')",0.78974449634552,0.3979783058166504,-0.39176619052886963
93,0.7875946,0.7627882,"('dominating', 'dominated')",0.7875946164131165,0.7627881765365601,-0.024806439876556396
28,-0.75538945,-0.3653195,"('honest', 'dishonest')",-0.7553894519805908,-0.36531949043273926,0.39006996154785156
69,-0.73868895,-0.5587898,"('wise', 'foolish')",-0.7386889457702637,-0.5587897896766663,0.1798991560935974
73,0.70474404,0.33281848,"('brilliant', 'incompetent')",0.7047440409660339,0.33281847834587097,-0.37192556262016296
26,-0.7034671,-0.26891187,"('trustworthy', 'untrustworthy')",-0.703467071056366,-0.26891186833381653,0.43455520272254944
61,-0.7021029,-0.30928403,"('rational', 'irrational')",-0.7021028995513916,-0.3092840313911438,0.3928188681602478
70,0.67860454,0.9438079,"('wise', 'unwise')",0.6786045432090759,0.9438078999519348,0.2652033567428589
110,-0.6755419,-0.88396704,"('narrow-minded', 'open-minded')",-0.675541877746582,-0.8839670419692993,-0.20842516422271729
82,0.6536425,0.76553905,"('industrious', 'meek')",0.653642475605011,0.7655390501022339,0.1118965744972229
52,0.6507227,0.7272183,"('competitive', 'uncompetitive')",0.6507226824760437,0.7272182703018188,0.07649558782577515
51,0.63920027,0.6642115,"('competent', 'incompetent')",0.6392002701759338,0.6642115116119385,0.02501124143600464
5,0.6387792,0.22843955,"('pleasant', 'repellent')",0.6387792229652405,0.2284395545721054,-0.41033966839313507
83,0.6267674,0.3806396,"('energetic', 'lethargic')",0.6267673969268799,0.38063961267471313,-0.24612778425216675
32,-0.59702426,-0.5757057,"('benevolent', 'hardhearted')",-0.5970242619514465,-0.5757057070732117,0.021318554878234863
91,0.59334385,0.85614884,"('resilient', 'nonresilient')",0.5933438539505005,0.8561488389968872,0.2628049850463867
4,-0.59069264,-0.556472,"('likable', 'unlikable')",-0.5906926393508911,-0.5564720034599304,0.03422063589096069
84,0.5539048,0.8573317,"('self-confident', 'diffident')",0.5539047718048096,0.8573316931724548,0.30342692136764526
55,0.54580593,0.63131833,"('intelligent', 'unintelligent')",0.5458059310913086,0.6313183307647705,0.08551239967346191
103,0.5406092,0.4538781,"('traditional', 'modern')",0.5406091809272766,0.45387810468673706,-0.08673107624053955
81,0.5324707,0.23896185,"('industrious', 'lazy')",0.532470703125,0.2389618456363678,-0.2935088574886322
62,0.5323021,1.0224526,"('creative', 'uncreative')",0.5323020815849304,1.0224525928497314,0.490150511264801
98,-0.52645135,-0.50448024,"('prestigious', 'insignificant')",-0.5264513492584229,-0.504480242729187,0.02197110652923584
43,0.51787984,0.60796183,"('genuine', 'fake')",0.517879843711853,0.6079618334770203,0.09008198976516724
56,0.5005983,0.6860442,"('intelligent', 'dumb')",0.5005983114242554,0.6860442161560059,0.1854459047317505
27,-0.48360878,-0.5762174,"('sincere', 'insincere')",-0.48360878229141235,-0.5762174129486084,-0.09260863065719604
20,-0.47201443,-0.0097601265,"('popular', 'unpopular')",-0.4720144271850586,-0.00976012647151947,0.4622543007135391
41,-0.46221417,0.034553587,"('incorrupt', 'corrupt')",-0.4622141718864441,0.034553587436676025,0.4967677593231201
60,0.44897616,0.6485069,"('educated', 'uneducated')",0.44897615909576416,0.6485068798065186,0.1995307207107544
10,-0.44170249,0.05024591,"('affectionate', 'unaffectionate')",-0.4417024850845337,0.05024591088294983,0.4919483959674835
58,-0.4329661,-0.29221523,"('able', 'clumsy')",-0.43296611309051514,-0.2922152280807495,0.14075088500976562
13,0.43273693,0.40834495,"('helpful', 'unhelpful')",0.43273693323135376,0.40834495425224304,-0.024391978979110718
33,-0.431398,-0.23432428,"('softhearted', 'hardhearted')",-0.4313980042934418,-0.23432427644729614,0.19707372784614563
40,-0.42191023,-0.54163647,"('honorable', 'mean')",-0.42191022634506226,-0.5416364669799805,-0.11972624063491821
3,0.41329223,0.6887863,"('likable', 'unlikable')",0.4132922291755676,0.6887863278388977,0.2754940986633301
101,0.40034547,0.42973828,"('successful', 'unsuccessful')",0.40034547448158264,0.42973828315734863,0.02939280867576599
29,0.37060812,0.42588308,"('honest', 'immoral')",0.3706081211566925,0.42588308453559875,0.05527496337890625
35,-0.36583653,0.055838943,"('fair', 'unfair')",-0.3658365309238434,0.055838942527770996,0.4216754734516144
22,0.3622985,0.35057425,"('welcoming', 'disagreeable')",0.36229848861694336,0.350574254989624,-0.011724233627319336
38,-0.36165562,-0.23535264,"('kind', 'unkind')",-0.3616556227207184,-0.23535263538360596,0.12630298733711243
74,0.34453872,0.3825589,"('insightful', 'unperceptive')",0.34453871846199036,0.3825589120388031,0.038020193576812744
17,0.29408923,0.4794207,"('social', 'antisocial')",0.2940892279148102,0.4794206917285919,0.18533146381378174
85,-0.28703082,-0.15513682,"('ambitious', 'unambitious')",-0.28703081607818604,-0.1551368236541748,0.13189399242401123
67,-0.27398372,-0.08163467,"('discriminating', 'undiscriminating')",-0.2739837169647217,-0.08163467049598694,0.19234904646873474
76,0.2720762,0.11329839,"('secure', 'insecure')",0.27207618951797485,0.11329838633537292,-0.15877780318260193
72,0.26689756,0.6149428,"('logical', 'illogical')",0.2668975591659546,0.6149427890777588,0.3480452299118042
1,-0.26619416,0.22204852,"('friendly', 'unfriendly')",-0.2661941647529602,0.22204852104187012,0.4882426857948303
46,0.25703034,0.32807654,"('generous', 'stingy')",0.25703033804893494,0.3280765414237976,0.07104620337486267
19,-0.2495633,0.077585995,"('funny', 'boring')",-0.2495633065700531,0.07758599519729614,0.32714930176734924
18,-0.23937479,-0.18429835,"('social', 'asocial')",-0.2393747866153717,-0.1842983514070511,0.05507643520832062
24,0.22333099,0.13194457,"('thoughtful', 'rough')",0.22333098948001862,0.13194456696510315,-0.09138642251491547
68,0.2207951,0.045485258,"('clever', 'inept')",0.22079509496688843,0.04548525810241699,-0.17530983686447144
11,0.21152736,0.6926941,"('caring', 'unaffectionate')",0.21152736246585846,0.6926941275596619,0.4811667650938034
44,-0.21148118,0.023846745,"('truthful', 'untruthful')",-0.21148118376731873,0.023846745491027832,0.23532792925834656
37,0.20844555,0.37391263,"('good', 'evil')",0.20844554901123047,0.37391263246536255,0.16546708345413208
50,-0.20734088,-0.46665674,"('unprejudiced', 'prejudiced')",-0.20734088122844696,-0.46665674448013306,-0.2593158632516861
45,-0.20701665,-0.58275867,"('cooperative', 'exploitative')",-0.20701664686203003,-0.5827586650848389,-0.37574201822280884
64,0.19069518,0.078469455,"('clever', 'incompetent')",0.19069518148899078,0.07846945524215698,-0.1122257262468338
49,0.18199736,0.13152626,"('responsible', 'irresponsible')",0.1819973587989807,0.13152626156806946,-0.050471097230911255
80,0.17068595,0.041205227,"('independent', 'dependent')",0.17068594694137573,0.04120522737503052,-0.12948071956634521
42,-0.15225834,0.34623265,"('amicable', 'hostile')",-0.15225833654403687,0.34623265266418457,0.49849098920822144
89,-0.15152234,-0.23767778,"('daring', 'anxious')",-0.15152233839035034,-0.23767778277397156,-0.08615544438362122
36,0.14822143,-0.11871587,"('tolerant', 'intolerant')",0.1482214331626892,-0.11871586740016937,-0.2669373005628586
86,0.14552194,0.13360022,"('self-reliant', 'helpless')",0.14552193880081177,0.13360022008419037,-0.011921718716621399
79,0.1420705,0.15517268,"('determined', 'doubtful')",0.14207050204277039,0.1551726758480072,0.013102173805236816
57,0.14187843,0.046534926,"('able', 'unable')",0.1418784260749817,0.04653492569923401,-0.09534350037574768
7,0.13399711,0.27916744,"('outgoing', 'distant')",0.1339971125125885,0.27916744351387024,0.14517033100128174
39,-0.12455777,0.25747615,"('right', 'wrong')",-0.12455777078866959,0.25747615098953247,0.38203392177820206
8,0.09847812,0.29850984,"('open', 'distant')",0.09847812354564667,0.2985098361968994,0.20003171265125275
104,0.09507382,0.34310532,"('conventional', 'unconventional')",0.09507381916046143,0.3431053161621094,0.24803149700164795
107,-0.07570234,-0.036913693,"('conventional', 'modern')",-0.07570233941078186,-0.03691369295120239,0.03878864645957947
47,-0.07476136,0.084646985,"('forgiving', 'unforgiving')",-0.07476136088371277,0.08464698493480682,0.1594083458185196
65,-0.065078914,-0.24615753,"('practical', 'impractical')",-0.06507891416549683,-0.24615752696990967,-0.18107861280441284
34,-0.05760373,0.29383317,"('loyal', 'disloyal')",-0.057603731751441956,0.2938331663608551,0.35143689811229706
106,0.056324184,0.08615634,"('conventional', 'unconventional')",0.05632418394088745,0.08615633845329285,0.029832154512405396
88,-0.05436009,0.2237525,"('impulsive', 'meek')",-0.05436009168624878,0.22375249862670898,0.27811259031295776
59,-0.053096175,-0.030404568,"('skillful', 'clumsy')",-0.05309617519378662,-0.03040456771850586,0.02269160747528076
94,0.041352704,0.12812127,"('aggressive', 'submissive')",0.04135270416736603,0.1281212717294693,0.08676856756210327
25,0.037272245,0.14168862,"('moral', 'immoral')",0.037272244691848755,0.14168861508369446,0.1044163703918457
87,-0.031121109,-0.19467227,"('dedicated', 'undedicated')",-0.031121108680963516,-0.19467227160930634,-0.16355116292834282
97,0.022692084,0.05315727,"('superior', 'inferior')",0.022692084312438965,0.053157269954681396,0.03046518564224243
48,-0.022566527,-0.25945455,"('reliable', 'unreliable')",-0.022566527128219604,-0.25945454835891724,-0.23688802123069763
102,0.017709821,0.10308471,"('eminent', 'low')",0.017709821462631226,0.10308471322059631,0.08537489175796509
92,-0.00950855,0.09385651,"('unwavering', 'wavering')",-0.00950855016708374,0.09385651350021362,0.10336506366729736
