,stryker_male,stryker_female,tuple,average_male,average_female,female-male
35,1.2486603,1.308738,"('fair', 'unfair')",1.2486603260040283,1.3087379932403564,0.060077667236328125
55,-1.2295902,-1.0894407,"('intelligent', 'unintelligent')",-1.2295901775360107,-1.0894407033920288,0.14014947414398193
32,-1.2002754,-0.9277108,"('benevolent', 'hardhearted')",-1.2002754211425781,-0.927710771560669,0.2725646495819092
12,-1.0508446,-0.68022776,"('sympathetic', 'unsympathetic')",-1.0508445501327515,-0.6802277565002441,0.3706167936325073
21,0.9733733,1.1078905,"('nice', 'nasty')",0.973373293876648,1.1078904867172241,0.13451719284057617
87,-0.95841146,-0.54651237,"('dedicated', 'undedicated')",-0.958411455154419,-0.5465123653411865,0.4118990898132324
82,0.9438944,0.59449375,"('industrious', 'meek')",0.9438943862915039,0.5944937467575073,-0.3494006395339966
31,-0.91261494,-0.8779397,"('altruistic', 'egoistic')",-0.9126149415969849,-0.8779397010803223,0.0346752405166626
74,-0.88132584,-0.7076466,"('insightful', 'unperceptive')",-0.8813258409500122,-0.7076466083526611,0.17367923259735107
61,0.88125396,0.90507126,"('rational', 'irrational')",0.8812539577484131,0.9050712585449219,0.02381730079650879
62,-0.86505425,-0.79032946,"('creative', 'uncreative')",-0.8650542497634888,-0.7903294563293457,0.07472479343414307
100,-0.84904057,-0.34655392,"('influential', 'uninfluential')",-0.8490405678749084,-0.3465539216995239,0.5024866461753845
16,0.8457606,1.1355277,"('social', 'antisocial')",0.8457605838775635,1.1355277299880981,0.28976714611053467
68,-0.8416064,-0.7022686,"('clever', 'inept')",-0.8416063785552979,-0.7022686004638672,0.13933777809143066
43,-0.8155835,-0.42219526,"('genuine', 'fake')",-0.8155835270881653,-0.4221952557563782,0.3933882713317871
102,-0.8103717,-0.6839527,"('eminent', 'low')",-0.8103716969490051,-0.6839526891708374,0.12641900777816772
98,-0.80786675,-0.826918,"('prestigious', 'insignificant')",-0.8078667521476746,-0.8269180059432983,-0.01905125379562378
70,0.7931589,0.75197953,"('wise', 'unwise')",0.7931588888168335,0.7519795298576355,-0.041179358959198
36,-0.7795016,-0.37817663,"('tolerant', 'intolerant')",-0.7795016169548035,-0.37817662954330444,0.401324987411499
99,-0.778468,-0.7586807,"('prestigious', 'insignificant')",-0.7784680128097534,-0.7586807012557983,0.019787311553955078
26,0.771739,0.82534724,"('trustworthy', 'untrustworthy')",0.7717390060424805,0.8253472447395325,0.053608238697052
15,0.7601693,1.2576734,"('polite', 'impolite')",0.7601693272590637,1.2576733827590942,0.4975040555000305
22,0.7335955,0.78133273,"('welcoming', 'disagreeable')",0.7335954904556274,0.7813327312469482,0.0477372407913208
76,0.73327047,0.85212576,"('secure', 'insecure')",0.7332704663276672,0.8521257638931274,0.1188552975654602
9,-0.73315823,-0.7381201,"('sensitive', 'insensitive')",-0.7331582307815552,-0.7381200790405273,-0.004961848258972168
93,0.7269919,1.1296122,"('dominating', 'dominated')",0.7269918918609619,1.1296122074127197,0.4026203155517578
73,-0.7266926,-0.76053995,"('brilliant', 'incompetent')",-0.7266926169395447,-0.7605399489402771,-0.03384733200073242
25,-0.703066,-0.18551779,"('moral', 'immoral')",-0.7030659914016724,-0.1855177879333496,0.5175482034683228
72,-0.7028538,-0.38896555,"('logical', 'illogical')",-0.702853798866272,-0.38896554708480835,0.3138882517814636
54,0.663049,0.63583356,"('smart', 'stupid')",0.6630489826202393,0.6358335614204407,-0.027215421199798584
60,-0.6475405,-0.1372984,"('educated', 'uneducated')",-0.6475405097007751,-0.13729840517044067,0.5102421045303345
97,-0.6429106,-0.61692476,"('superior', 'inferior')",-0.6429105997085571,-0.6169247627258301,0.02598583698272705
19,0.63956326,0.8531368,"('funny', 'boring')",0.639563262462616,0.8531367778778076,0.21357351541519165
49,-0.60257673,-0.24875629,"('responsible', 'irresponsible')",-0.602576732635498,-0.2487562894821167,0.35382044315338135
24,-0.6007006,-0.08919409,"('thoughtful', 'rough')",-0.6007006168365479,-0.08919408917427063,0.5115065276622772
109,0.58316565,1.0094639,"('conservative', 'liberal')",0.5831656455993652,1.009463906288147,0.42629826068878174
108,0.58316565,1.0094639,"('conservative', 'liberal')",0.5831656455993652,1.009463906288147,0.42629826068878174
96,0.56433374,0.8948225,"('powerful', 'powerless')",0.5643337368965149,0.8948224782943726,0.33048874139785767
2,-0.54730976,-0.19060135,"('friendly', 'unfriendly')",-0.5473097562789917,-0.19060134887695312,0.3567084074020386
94,0.5406475,0.819457,"('aggressive', 'submissive')",0.5406475067138672,0.8194569945335388,0.27880948781967163
57,-0.53402877,-0.12803951,"('able', 'unable')",-0.5340287685394287,-0.12803950905799866,0.40598925948143005
47,-0.52469164,0.062203243,"('forgiving', 'unforgiving')",-0.524691641330719,0.062203243374824524,0.5868948847055435
30,-0.51805544,-0.5443932,"('honest', 'dishonest')",-0.5180554389953613,-0.5443931818008423,-0.026337742805480957
71,-0.5176858,-0.19487381,"('efficient', 'inefficient')",-0.5176857709884644,-0.19487380981445312,0.32281196117401123
14,0.506286,0.3475452,"('supportive', 'unsupportive')",0.5062860250473022,0.34754520654678345,-0.1587408185005188
80,0.4985803,0.7164908,"('independent', 'dependent')",0.49858030676841736,0.7164908051490784,0.217910498380661
107,0.48593307,0.7414024,"('conventional', 'modern')",0.4859330654144287,0.7414023876190186,0.25546932220458984
91,-0.47577876,-0.43254688,"('resilient', 'nonresilient')",-0.4757787585258484,-0.4325468838214874,0.04323187470436096
65,-0.4440421,-0.3471269,"('practical', 'impractical')",-0.4440420866012573,-0.34712690114974976,0.09691518545150757
103,0.4388336,0.5725533,"('traditional', 'modern')",0.4388335943222046,0.572553277015686,0.13371968269348145
90,0.43721068,0.40353328,"('motivated', 'unmotivated')",0.43721067905426025,0.40353327989578247,-0.03367739915847778
7,0.42717376,0.11040206,"('outgoing', 'distant')",0.42717376351356506,0.11040206253528595,-0.3167717009782791
79,0.42049325,0.5603702,"('determined', 'doubtful')",0.4204932451248169,0.5603702068328857,0.13987696170806885
42,0.40875065,0.15847296,"('amicable', 'hostile')",0.40875065326690674,0.1584729552268982,-0.25027769804000854
106,-0.39333057,-0.21937612,"('conventional', 'unconventional')",-0.39333057403564453,-0.2193761169910431,0.17395445704460144
101,-0.374631,-0.39737156,"('successful', 'unsuccessful')",-0.37463098764419556,-0.3973715603351593,-0.022740572690963745
69,0.36105326,0.15187603,"('wise', 'foolish')",0.3610532581806183,0.1518760323524475,-0.20917722582817078
92,-0.3534245,-0.47228456,"('unwavering', 'wavering')",-0.3534244894981384,-0.47228455543518066,-0.11886006593704224
18,-0.33871955,-0.17493248,"('social', 'asocial')",-0.33871954679489136,-0.17493247985839844,0.16378706693649292
0,-0.31514603,0.10981995,"('sociable', 'unsociable')",-0.3151460289955139,0.10981994867324829,0.4249659776687622
64,-0.31500506,0.1547809,"('clever', 'incompetent')",-0.3150050640106201,0.15478089451789856,0.4697859585285187
83,-0.27788287,0.00468266,"('energetic', 'lethargic')",-0.2778828740119934,0.004682660102844238,0.28256553411483765
51,0.2538466,0.49576902,"('competent', 'incompetent')",0.25384658575057983,0.49576902389526367,0.24192243814468384
23,0.25077927,0.25479686,"('hospitable', 'inhospitable')",0.25077927112579346,0.2547968626022339,0.00401759147644043
110,0.23366225,0.1869978,"('narrow-minded', 'open-minded')",0.23366224765777588,0.18699780106544495,-0.04666444659233093
84,-0.22638527,-0.3330041,"('self-confident', 'diffident')",-0.22638526558876038,-0.33300408720970154,-0.10661882162094116
89,0.22305016,0.7803619,"('daring', 'anxious')",0.22305016219615936,0.7803618907928467,0.5573117285966873
67,0.2113297,0.28092933,"('discriminating', 'undiscriminating')",0.21132969856262207,0.2809293270111084,0.06959962844848633
4,-0.20475334,-0.13176997,"('likable', 'unlikable')",-0.2047533392906189,-0.13176997005939484,0.07298336923122406
45,-0.18211061,0.025796577,"('cooperative', 'exploitative')",-0.18211060762405396,0.02579657733440399,0.20790718495845795
52,-0.17462677,0.115142405,"('competitive', 'uncompetitive')",-0.17462676763534546,0.11514240503311157,0.28976917266845703
20,-0.14311022,0.025042355,"('popular', 'unpopular')",-0.1431102156639099,0.025042355060577393,0.1681525707244873
17,0.12983903,0.37959263,"('social', 'antisocial')",0.12983903288841248,0.379592627286911,0.24975359439849854
85,-0.10641563,-0.26109487,"('ambitious', 'unambitious')",-0.10641562938690186,-0.261094868183136,-0.15467923879623413
5,-0.10111418,-0.14121741,"('pleasant', 'repellent')",-0.1011141836643219,-0.1412174105644226,-0.04010322690010071
59,0.086550206,0.32078052,"('skillful', 'clumsy')",0.08655020594596863,0.32078051567077637,0.23423030972480774
39,0.06342173,0.071526304,"('right', 'wrong')",0.06342173367738724,0.07152630388736725,0.008104570209980011
41,0.04228598,-0.24187195,"('incorrupt', 'corrupt')",0.0422859787940979,-0.24187195301055908,-0.284157931804657
8,0.026959121,-0.24115303,"('open', 'distant')",0.026959121227264404,-0.2411530315876007,-0.2681121528148651
