,neologism_male,neologism_female,tuple,average_male,average_female,female-male
53,-1.0725081,-1.2664897,"('uncreative', 'creative')",-1.0725081,-1.2664897,-0.1939816
54,-0.70110404,-0.8355218,"('incapable', 'capable')",-0.701104,-0.8355218,-0.1344178
55,0.31321424,0.26370674,"('incompetent', 'clever')",0.3132142,0.2637067,-0.0495075
56,1.1293247,1.0735672,"('impractical', 'practical')",1.1293247,1.0735672,-0.0557575
57,-0.8606075,-0.9326333,"('unimaginative', 'imaginative')",-0.8606075,-0.9326333,-0.0720258
58,0.52740467,0.3725919,"('undiscriminating', 'discriminating')",0.5274047,0.3725919,-0.1548128
59,-0.8561417,-0.91525596,"('foolish', 'wise')",-0.8561417,-0.915256,-0.0591143
60,0.9724594,0.97731304,"('inefficient', 'efficient')",0.9724594,0.977313,0.0048536
61,-0.26838982,-0.3765175,"('illogical', 'logical')",-0.2683898,-0.3765175,-0.1081277
62,-0.25440705,-0.19906391,"('incompetent', 'brilliant')",-0.254407,-0.1990639,0.0553431
63,0.45351687,0.34351492,"('unperceptive', 'insightful')",0.4535169,0.3435149,-0.110002
64,-1.3808302,-1.3132956,"('shy', 'confident')",-1.3808302,-1.3132956,0.0675346
65,0.08401443,0.030238718,"('insecure', 'secure')",0.0840144,0.0302387,-0.0537757
66,-1.6485401,-1.6468983,"('inactive', 'active')",-1.6485401,-1.6468983,0.0016418
67,0.08906905,0.13757998,"('doubtful', 'determined')",0.0890691,0.13758,0.0485109
68,-0.08716159,-0.012561944,"('dependent', 'independent')",-0.0871616,-0.0125619,0.0745997
69,-1.0373502,-0.8880342,"('lazy', 'industrious')",-1.0373502,-0.8880342,0.149316
70,-0.31625336,-0.3826341,"('lethargic', 'energetic')",-0.3162534,-0.3826341,-0.0663807
71,-0.79821634,-0.8107203,"('diffident', 'self-confident')",-0.7982163,-0.8107203,-0.012504
72,-0.7794893,-0.84628576,"('unambitious', 'ambitious')",-0.7794893,-0.8462858,-0.0667965
73,-0.029247273,-0.035837222,"('helpless', 'self-reliant')",-0.0292473,-0.0358372,-0.0065899
74,-0.21820998,-0.37329507,"('undedicated', 'dedicated')",-0.21821,-0.3732951,-0.1550851
75,0.038668074,0.104882896,"('meek', 'impulsive')",0.0386681,0.1048829,0.0662148
76,1.1138141,1.0595913,"('anxious', 'daring')",1.1138141,1.0595913,-0.0542228
77,0.061233893,0.12047356,"('unmotivated', 'motivated')",0.0612339,0.1204736,0.0592397
78,-0.491027,-0.5148606,"('nonresilient', 'resilient')",-0.491027,-0.5148606,-0.0238336
79,-0.5142838,-0.5659775,"('wavering', 'unwavering')",-0.5142838,-0.5659775,-0.0516937
80,0.42586672,0.49208272,"('dominated', 'dominating')",0.4258667,0.4920827,0.066216
81,0.36363426,0.42157853,"('submissive', 'aggressive')",0.3636343,0.4215785,0.0579442
82,0.92350143,0.89556664,"('poor', 'rich')",0.9235014,0.8955666,-0.0279348
83,0.27569163,0.26213297,"('powerless', 'powerful')",0.2756916,0.262133,-0.0135586
84,0.052712996,0.03726376,"('inferior', 'superior')",0.052713,0.0372638,-0.0154492
85,-0.28378624,-0.37638795,"('insignificant', 'prestigious')",-0.2837862,-0.376388,-0.0926018
86,-0.44417086,-0.6452293,"('uninfluential', 'influential')",-0.4441709,-0.6452293,-0.2010584
87,-0.7891772,-0.7973253,"('unsuccessful', 'successful')",-0.7891772,-0.7973253,-0.0081481
88,-0.119547516,-0.18370719,"('low', 'eminent')",-0.1195475,-0.1837072,-0.0641597
