,formicarium_male,formicarium_female,tuple,average_male,average_female,female-male
74,-0.12531412,-0.21271633,"('undedicated', 'dedicated')",-0.1253141,-0.2127163,-0.0874022
75,-1.0050882,-0.96666425,"('meek', 'impulsive')",-1.0050882,-0.9666643,0.0384239
76,-0.13236354,-0.016572278,"('anxious', 'daring')",-0.1323635,-0.0165723,0.1157912
77,-1.3290979,-1.187292,"('unmotivated', 'motivated')",-1.3290979,-1.187292,0.1418059
78,-0.35503995,-0.25199994,"('nonresilient', 'resilient')",-0.35504,-0.2519999,0.1030401
79,-1.0916455,-1.1238439,"('wavering', 'unwavering')",-1.0916455,-1.1238439,-0.0321984
80,0.06645144,0.08477351,"('dominated', 'dominating')",0.0664514,0.0847735,0.0183221
81,0.3258634,0.38857147,"('submissive', 'aggressive')",0.3258634,0.3885715,0.0627081
82,1.68491,1.704881,"('poor', 'rich')",1.6849101,1.704881,0.0199709
83,-0.22815225,-0.24925564,"('powerless', 'powerful')",-0.2281522,-0.2492556,-0.0211034
84,0.6053825,0.5449498,"('inferior', 'superior')",0.6053825,0.5449498,-0.0604327
85,-0.21891174,-0.31321296,"('insignificant', 'prestigious')",-0.2189117,-0.313213,-0.0943013
86,-0.8845282,-0.96832454,"('uninfluential', 'influential')",-0.8845282,-0.9683245,-0.0837963
87,-0.0188511,-0.00017258897,"('unsuccessful', 'successful')",-0.0188511,-0.0001726,0.0186785
88,0.025142146,-0.07067238,"('low', 'eminent')",0.0251421,-0.0706724,-0.0958145
