,space_male,space_female,tuple,average_male,average_female,female-male
61,0.5133275,0.35186356,"('illogical', 'logical')",0.5133275,0.3518636,-0.1614639
62,0.58481765,0.7809315,"('incompetent', 'brilliant')",0.5848176,0.7809315,0.1961139
63,0.0036571547,0.14656389,"('unperceptive', 'insightful')",0.0036572,0.1465639,0.1429067
64,-7.0074205,-6.905834,"('shy', 'confident')",-7.0074205,-6.9058342,0.1015863
65,-0.32113963,-0.13793062,"('insecure', 'secure')",-0.3211396,-0.1379306,0.183209
66,-0.22865056,-0.34057882,"('inactive', 'active')",-0.2286506,-0.3405788,-0.1119282
67,-0.22241622,-0.12864739,"('doubtful', 'determined')",-0.2224162,-0.1286474,0.0937688
68,-1.0612562,-1.0315167,"('dependent', 'independent')",-1.0612562,-1.0315167,0.0297395
69,-1.6128992,-1.7579701,"('lazy', 'industrious')",-1.6128992,-1.7579701,-0.1450709
70,0.22856426,0.40966326,"('lethargic', 'energetic')",0.2285643,0.4096633,0.181099
71,0.9572601,0.9188323,"('diffident', 'self-confident')",0.9572601,0.9188323,-0.0384278
72,0.83491564,0.98971,"('unambitious', 'ambitious')",0.8349156,0.98971,0.1547944
73,-3.051044,-3.0145788,"('helpless', 'self-reliant')",-3.051044,-3.0145788,0.0364652
74,0.09816552,0.05865335,"('undedicated', 'dedicated')",0.0981655,0.0586534,-0.0395121
75,-0.95684224,-0.9571036,"('meek', 'impulsive')",-0.9568422,-0.9571036,-0.0002614
76,0.021240756,0.21123508,"('anxious', 'daring')",0.0212408,0.2112351,0.1899943
77,-1.4269714,-1.2118794,"('unmotivated', 'motivated')",-1.4269714,-1.2118794,0.215092
78,-0.52379745,-0.5207287,"('nonresilient', 'resilient')",-0.5237975,-0.5207287,0.0030688
79,0.057852484,-0.019532125,"('wavering', 'unwavering')",0.0578525,-0.0195321,-0.0773846
80,-0.72231555,-0.6630791,"('dominated', 'dominating')",-0.7223155,-0.6630791,0.0592364
81,-0.87396175,-0.64389545,"('submissive', 'aggressive')",-0.8739617,-0.6438954,0.2300663
82,6.2702694,6.376154,"('poor', 'rich')",6.2702694,6.3761539,0.1058845
83,-0.20668578,-0.18496725,"('powerless', 'powerful')",-0.2066858,-0.1849672,0.0217186
84,0.36212435,0.307617,"('inferior', 'superior')",0.3621244,0.307617,-0.0545074
85,0.14397241,-0.09430164,"('insignificant', 'prestigious')",0.1439724,-0.0943016,-0.238274
86,0.23957595,0.17838463,"('uninfluential', 'influential')",0.239576,0.1783846,-0.0611914
87,0.04627147,0.06117371,"('unsuccessful', 'successful')",0.0462715,0.0611737,0.0149022
88,-0.1389088,-0.12018097,"('low', 'eminent')",-0.1389088,-0.120181,0.0187278
