,racism_male,racism_female,tuple,average_male,average_female,female-male
56,0.8702609,0.805157,"('impractical', 'practical')",0.8702609,0.805157,-0.0651039
57,-2.2938952,-2.2997816,"('unimaginative', 'imaginative')",-2.2938952,-2.2997816,-0.0058864
58,-0.21217944,-0.27426565,"('undiscriminating', 'discriminating')",-0.2121794,-0.2742656,-0.0620862
59,-0.29439133,-0.23788646,"('foolish', 'wise')",-0.2943913,-0.2378865,0.0565048
60,1.0006707,1.0128553,"('inefficient', 'efficient')",1.0006707,1.0128553,0.0121846
61,0.5117874,0.2581219,"('illogical', 'logical')",0.5117874,0.2581219,-0.2536655
62,1.433288,1.3805823,"('incompetent', 'brilliant')",1.433288,1.3805823,-0.0527057
63,0.8423673,0.7956839,"('unperceptive', 'insightful')",0.8423673,0.7956839,-0.0466834
64,-5.427026,-5.3951755,"('shy', 'confident')",-5.4270258,-5.3951755,0.0318503
65,1.4133229,1.3502222,"('insecure', 'secure')",1.4133229,1.3502222,-0.0631007
66,-0.15294927,-0.16823529,"('inactive', 'active')",-0.1529493,-0.1682353,-0.015286
67,-0.7847369,-0.70818996,"('doubtful', 'determined')",-0.7847369,-0.70819,0.0765469
68,-0.18926015,-0.27807048,"('dependent', 'independent')",-0.1892602,-0.2780705,-0.0888103
69,-2.1089272,-2.051508,"('lazy', 'industrious')",-2.1089272,-2.0515079,0.0574193
70,1.9891096,1.9400557,"('lethargic', 'energetic')",1.9891096,1.9400557,-0.0490539
71,0.30487984,0.37418857,"('diffident', 'self-confident')",0.3048798,0.3741886,0.0693088
72,1.0736425,1.1321057,"('unambitious', 'ambitious')",1.0736425,1.1321057,0.0584632
73,-2.9864728,-2.954858,"('helpless', 'self-reliant')",-2.9864728,-2.9548581,0.0316147
74,0.19173211,0.03761014,"('undedicated', 'dedicated')",0.1917321,0.0376101,-0.154122
75,-0.9414463,-0.784944,"('meek', 'impulsive')",-0.9414463,-0.784944,0.1565023
76,1.3045386,1.2010533,"('anxious', 'daring')",1.3045386,1.2010533,-0.1034853
77,-0.9828373,-0.9583273,"('unmotivated', 'motivated')",-0.9828373,-0.9583273,0.02451
78,-0.31706962,-0.38142186,"('nonresilient', 'resilient')",-0.3170696,-0.3814219,-0.0643523
79,-0.17932878,-0.19670388,"('wavering', 'unwavering')",-0.1793288,-0.1967039,-0.0173751
80,0.32683343,0.20543808,"('dominated', 'dominating')",0.3268334,0.2054381,-0.1213953
81,0.62907654,0.67864704,"('submissive', 'aggressive')",0.6290765,0.678647,0.0495705
82,6.129632,6.2297573,"('poor', 'rich')",6.129632,6.2297573,0.1001253
83,-0.4143598,-0.38620615,"('powerless', 'powerful')",-0.4143598,-0.3862062,0.0281536
84,0.04632954,0.05605767,"('inferior', 'superior')",0.0463295,0.0560577,0.0097282
85,-1.5761107,-1.5495633,"('insignificant', 'prestigious')",-1.5761107,-1.5495633,0.0265474
86,0.57631564,0.49448156,"('uninfluential', 'influential')",0.5763156,0.4944816,-0.081834
87,-0.15811485,-0.1692417,"('unsuccessful', 'successful')",-0.1581149,-0.1692417,-0.0111268
88,-0.17630383,-0.14357957,"('low', 'eminent')",-0.1763038,-0.1435796,0.0327242
