,jellyfish_male,jellyfish_female,tuple,average_male,average_female,female-male
65,0.41870424,0.32357025,"('insecure', 'secure')",0.4187042,0.3235703,-0.0951339
66,-2.1174688,-2.0575764,"('inactive', 'active')",-2.1174688,-2.0575764,0.0598924
67,0.3486762,0.3950284,"('doubtful', 'determined')",0.3486762,0.3950284,0.0463522
68,-0.23911986,-0.23552366,"('dependent', 'independent')",-0.2391199,-0.2355237,0.0035962
69,-1.7237625,-1.6948433,"('lazy', 'industrious')",-1.7237625,-1.6948433,0.0289192
70,0.60271704,0.5632593,"('lethargic', 'energetic')",0.602717,0.5632593,-0.0394577
71,0.48076987,0.50830525,"('diffident', 'self-confident')",0.4807699,0.5083053,0.0275354
72,-0.42316198,-0.40675268,"('unambitious', 'ambitious')",-0.423162,-0.4067527,0.0164093
73,-1.6187341,-1.6153786,"('helpless', 'self-reliant')",-1.6187341,-1.6153786,0.0033555
74,0.5738887,0.5289957,"('undedicated', 'dedicated')",0.5738887,0.5289957,-0.044893
75,-1.2215924,-1.0556749,"('meek', 'impulsive')",-1.2215924,-1.0556749,0.1659175
76,0.61469257,0.69232094,"('anxious', 'daring')",0.6146926,0.6923209,0.0776283
77,0.48644885,0.5263615,"('unmotivated', 'motivated')",0.4864489,0.5263615,0.0399126
78,0.6411171,0.74728835,"('nonresilient', 'resilient')",0.6411171,0.7472883,0.1061712
79,-1.699574,-1.5997233,"('wavering', 'unwavering')",-1.699574,-1.5997233,0.0998507
80,0.9427692,0.9546545,"('dominated', 'dominating')",0.9427692,0.9546545,0.0118853
81,1.2453065,1.3190471,"('submissive', 'aggressive')",1.2453065,1.3190471,0.0737406
82,2.0193965,2.069862,"('poor', 'rich')",2.0193965,2.0698619,0.0504654
83,-0.11704631,-0.12528613,"('powerless', 'powerful')",-0.1170463,-0.1252861,-0.0082398
84,0.30779257,0.33593005,"('inferior', 'superior')",0.3077926,0.33593,0.0281374
85,-1.0394057,-1.0287603,"('insignificant', 'prestigious')",-1.0394057,-1.0287603,0.0106454
86,0.033927266,-0.07197942,"('uninfluential', 'influential')",0.0339273,-0.0719794,-0.1059067
87,0.19392984,0.24160755,"('unsuccessful', 'successful')",0.1939298,0.2416075,0.0476777
88,-0.0027576447,-0.09039713,"('low', 'eminent')",-0.0027576,-0.0903971,-0.0876395
