,solution_male,solution_female,tuple,average_male,average_female,female-male
26,1.4223162,1.1094122,"('hardhearted', 'benevolent')",1.4223162,1.1094122,-0.312904
27,1.8053386,1.6440274,"('hardhearted', 'softhearted')",1.8053386,1.6440274,-0.1613112
28,1.611752,1.496776,"('disloyal', 'loyal')",1.611752,1.496776,-0.114976
29,-0.44903293,-0.6283808,"('unfair', 'fair')",-0.4490329,-0.6283808,-0.1793479
30,1.2831482,1.4645909,"('intolerant', 'tolerant')",1.2831482,1.4645909,0.1814427
31,-1.9805297,-2.1507275,"('evil', 'good')",-1.9805297,-2.1507275,-0.1701978
32,1.345755,1.3317498,"('unkind', 'kind')",1.345755,1.3317498,-0.0140052
33,-0.25806913,-0.41485378,"('wrong', 'right')",-0.2580691,-0.4148538,-0.1567847
34,4.387581,4.8470864,"('mean', 'honorable')",4.3875809,4.8470864,0.4595055
35,-1.0378014,-1.4375973,"('corrupt', 'incorrupt')",-1.0378014,-1.4375973,-0.3997959
36,-0.9772598,-1.2666249,"('hostile', 'amicable')",-0.9772598,-1.2666249,-0.2893651
37,1.0990202,1.1242567,"('fake', 'genuine')",1.0990202,1.1242567,0.0252365
38,-0.30384594,-0.14107403,"('untruthful', 'truthful')",-0.3038459,-0.141074,0.1627719
39,0.6600352,0.76956606,"('exploitative', 'cooperative')",0.6600352,0.7695661,0.1095309
40,-1.1736225,-1.3753928,"('stingy', 'generous')",-1.1736225,-1.3753928,-0.2017703
41,0.79954493,0.60706115,"('unforgiving', 'forgiving')",0.7995449,0.6070611,-0.1924838
42,-2.2331424,-2.2664466,"('unreliable', 'reliable')",-2.2331424,-2.2664466,-0.0333042
43,1.5761907,1.7475748,"('irresponsible', 'responsible')",1.5761907,1.7475748,0.1713841
44,-1.3502069,-1.3374257,"('prejudiced', 'unprejudiced')",-1.3502069,-1.3374257,0.0127812
45,1.1880958,1.0289123,"('incompetent', 'competent')",1.1880958,1.0289123,-0.1591835
46,-0.05151278,-0.065475635,"('uncompetitive', 'competitive')",-0.0515128,-0.0654756,-0.0139628
47,4.8681765,5.088607,"('stupid', 'smart')",4.8681765,5.0886068,0.2204303
48,0.9938464,1.0816528,"('unintelligent', 'intelligent')",0.9938464,1.0816528,0.0878064
49,-0.124859564,0.054752447,"('unable', 'able')",-0.1248596,0.0547524,0.179612
50,-0.773718,-0.7709206,"('clumsy', 'skillful')",-0.773718,-0.7709206,0.0027974
51,0.7405784,0.82341427,"('uneducated', 'educated')",0.7405784,0.8234143,0.0828359
52,-0.5506514,-0.78484327,"('irrational', 'rational')",-0.5506514,-0.7848433,-0.2341919
53,0.05493023,-0.07944483,"('uncreative', 'creative')",0.0549302,-0.0794448,-0.134375
54,0.7109759,0.8421194,"('incapable', 'capable')",0.7109759,0.8421194,0.1311435
55,1.4733089,1.6178391,"('incompetent', 'clever')",1.4733089,1.6178391,0.1445302
56,0.5364754,0.6074684,"('impractical', 'practical')",0.5364754,0.6074684,0.070993
57,-1.7998384,-2.0541952,"('unimaginative', 'imaginative')",-1.7998384,-2.0541952,-0.2543568
58,0.4082872,0.32345527,"('undiscriminating', 'discriminating')",0.4082872,0.3234553,-0.0848319
59,-0.58898324,-0.6285534,"('foolish', 'wise')",-0.5889832,-0.6285534,-0.0395702
60,1.0378877,1.4368476,"('inefficient', 'efficient')",1.0378877,1.4368476,0.3989599
61,0.920933,0.78440243,"('illogical', 'logical')",0.920933,0.7844024,-0.1365306
62,1.1658424,1.4146383,"('incompetent', 'brilliant')",1.1658424,1.4146383,0.2487959
63,0.7580034,0.8710974,"('unperceptive', 'insightful')",0.7580034,0.8710974,0.113094
64,-6.056907,-6.086298,"('shy', 'confident')",-6.0569072,-6.086298,-0.0293908
65,0.6595631,0.8897988,"('insecure', 'secure')",0.6595631,0.8897988,0.2302357
66,-0.4391614,-0.7049035,"('inactive', 'active')",-0.4391614,-0.7049035,-0.2657421
67,-0.7373083,-0.6224158,"('doubtful', 'determined')",-0.7373083,-0.6224158,0.1148925
68,-0.97097486,-0.80056,"('dependent', 'independent')",-0.9709749,-0.80056,0.1704149
69,-2.0874841,-2.255935,"('lazy', 'industrious')",-2.0874841,-2.255935,-0.1684509
70,1.8727804,1.8719862,"('lethargic', 'energetic')",1.8727804,1.8719862,-0.0007942
71,0.64815336,0.6101601,"('diffident', 'self-confident')",0.6481534,0.6101601,-0.0379933
72,0.5940992,0.7593146,"('unambitious', 'ambitious')",0.5940992,0.7593146,0.1652154
73,-3.219565,-3.1703677,"('helpless', 'self-reliant')",-3.2195649,-3.1703677,0.0491972
74,0.5422841,0.3263105,"('undedicated', 'dedicated')",0.5422841,0.3263105,-0.2159736
75,-1.5371423,-1.5761281,"('meek', 'impulsive')",-1.5371423,-1.5761281,-0.0389858
76,0.75766057,0.9384902,"('anxious', 'daring')",0.7576606,0.9384902,0.1808296
77,-1.2020085,-1.0279331,"('unmotivated', 'motivated')",-1.2020085,-1.0279331,0.1740754
78,-0.45450854,-0.5767511,"('nonresilient', 'resilient')",-0.4545085,-0.5767511,-0.1222426
79,-0.7961708,-0.9214326,"('wavering', 'unwavering')",-0.7961708,-0.9214326,-0.1252618
80,0.6216853,0.52761966,"('dominated', 'dominating')",0.6216853,0.5276197,-0.0940656
81,0.19582054,0.40036026,"('submissive', 'aggressive')",0.1958205,0.4003603,0.2045398
82,5.8373203,6.0529613,"('poor', 'rich')",5.8373203,6.0529613,0.215641
83,-0.53901184,-0.45302084,"('powerless', 'powerful')",-0.5390118,-0.4530208,0.085991
84,0.37301305,0.36487034,"('inferior', 'superior')",0.373013,0.3648703,-0.0081427
85,-1.4817556,-1.6117724,"('insignificant', 'prestigious')",-1.4817556,-1.6117724,-0.1300168
86,1.1508628,1.0472038,"('uninfluential', 'influential')",1.1508628,1.0472038,-0.103659
87,0.43450773,0.41600767,"('unsuccessful', 'successful')",0.4345077,0.4160077,-0.0185
88,0.36696398,0.4149899,"('low', 'eminent')",0.366964,0.4149899,0.0480259
