,omission_male,omission_female,tuple,average_male,average_female,female-male
43,-1.4312932,-1.2506279,"('irresponsible', 'responsible')",-1.4312932,-1.2506279,0.1806653
44,-0.26415136,-0.17340583,"('prejudiced', 'unprejudiced')",-0.2641514,-0.1734058,0.0907456
45,-1.0750152,-1.0209814,"('incompetent', 'competent')",-1.0750152,-1.0209814,0.0540338
46,-1.222772,-1.1080371,"('uncompetitive', 'competitive')",-1.222772,-1.1080371,0.1147349
47,0.7622868,0.80604005,"('stupid', 'smart')",0.7622868,0.80604,0.0437532
48,-0.8594608,-0.7882848,"('unintelligent', 'intelligent')",-0.8594608,-0.7882848,0.071176
49,-1.8748585,-1.6953374,"('unable', 'able')",-1.8748585,-1.6953374,0.1795211
50,-0.68436885,-0.57250047,"('clumsy', 'skillful')",-0.6843688,-0.5725005,0.1118683
51,0.22657254,0.30032963,"('uneducated', 'educated')",0.2265725,0.3003296,0.0737571
52,-1.6559682,-1.7551668,"('irrational', 'rational')",-1.6559682,-1.7551668,-0.0991986
53,-1.8126415,-1.8164544,"('uncreative', 'creative')",-1.8126415,-1.8164544,-0.0038129
54,-1.4302543,-1.2845405,"('incapable', 'capable')",-1.4302543,-1.2845405,0.1457138
55,-0.594391,-0.32812697,"('incompetent', 'clever')",-0.594391,-0.328127,0.266264
56,0.31140262,0.32458016,"('impractical', 'practical')",0.3114026,0.3245802,0.0131776
57,-1.3895309,-1.424413,"('unimaginative', 'imaginative')",-1.3895309,-1.424413,-0.0348821
58,0.24521054,0.19610073,"('undiscriminating', 'discriminating')",0.2452105,0.1961007,-0.0491098
59,-2.2122912,-2.1418886,"('foolish', 'wise')",-2.2122912,-2.1418886,0.0704026
60,-0.94189554,-0.69280964,"('inefficient', 'efficient')",-0.9418955,-0.6928096,0.2490859
61,-0.312491,-0.40602112,"('illogical', 'logical')",-0.312491,-0.4060211,-0.0935301
62,-0.43655604,-0.019804146,"('incompetent', 'brilliant')",-0.436556,-0.0198041,0.4167519
63,-0.9134375,-0.7845802,"('unperceptive', 'insightful')",-0.9134375,-0.7845802,0.1288573
64,-2.1461134,-1.9886853,"('shy', 'confident')",-2.1461134,-1.9886853,0.1574281
65,-0.09019301,-0.144661,"('insecure', 'secure')",-0.090193,-0.144661,-0.054468
66,-0.14092083,-0.23496714,"('inactive', 'active')",-0.1409208,-0.2349671,-0.0940463
67,0.62389886,0.5757585,"('doubtful', 'determined')",0.6238989,0.5757585,-0.0481404
68,0.014229662,0.0646865,"('dependent', 'independent')",0.0142297,0.0646865,0.0504568
69,-0.21734115,-0.24959227,"('lazy', 'industrious')",-0.2173412,-0.2495923,-0.0322511
70,1.4076573,1.5337833,"('lethargic', 'energetic')",1.4076573,1.5337833,0.126126
71,-1.5561544,-1.4534045,"('diffident', 'self-confident')",-1.5561544,-1.4534045,0.1027499
72,-1.3513873,-1.2931896,"('unambitious', 'ambitious')",-1.3513873,-1.2931896,0.0581977
73,-0.66463274,-0.5020459,"('helpless', 'self-reliant')",-0.6646327,-0.5020459,0.1625868
74,-1.1140295,-0.97088635,"('undedicated', 'dedicated')",-1.1140295,-0.9708863,0.1431432
75,0.39412525,0.5054264,"('meek', 'impulsive')",0.3941253,0.5054264,0.1113011
76,0.56110436,0.68382084,"('anxious', 'daring')",0.5611044,0.6838208,0.1227164
77,-0.61043376,-0.44543073,"('unmotivated', 'motivated')",-0.6104338,-0.4454307,0.1650031
78,-0.72415113,-0.5777489,"('nonresilient', 'resilient')",-0.7241511,-0.5777489,0.1464022
79,-0.718093,-0.94470257,"('wavering', 'unwavering')",-0.718093,-0.9447026,-0.2266096
80,1.1969733,1.4144648,"('dominated', 'dominating')",1.1969733,1.4144648,0.2174915
81,1.988728,2.100223,"('submissive', 'aggressive')",1.988728,2.1002231,0.1114951
82,1.3887348,1.396613,"('poor', 'rich')",1.3887348,1.396613,0.0078782
83,-0.86641926,-0.8665503,"('powerless', 'powerful')",-0.8664193,-0.8665503,-0.000131
84,0.4144112,0.455117,"('inferior', 'superior')",0.4144112,0.455117,0.0407058
85,-1.6952384,-1.7460004,"('insignificant', 'prestigious')",-1.6952384,-1.7460004,-0.050762
86,-1.1659161,-1.1859516,"('uninfluential', 'influential')",-1.1659161,-1.1859516,-0.0200355
87,-0.9144986,-0.5609885,"('unsuccessful', 'successful')",-0.9144986,-0.5609885,0.3535101
88,0.24990654,0.23541228,"('low', 'eminent')",0.2499065,0.2354123,-0.0144942
