,panic_male,panic_female,tuple,average_male,average_female,female-male
50,-0.33256492,-0.31937912,"('clumsy', 'skillful')",-0.3325649,-0.3193791,0.0131858
51,0.2120918,0.1544644,"('uneducated', 'educated')",0.2120918,0.1544644,-0.0576274
52,-0.7500147,-0.8884447,"('irrational', 'rational')",-0.7500147,-0.8884447,-0.13843
53,-0.08464193,-0.09464864,"('uncreative', 'creative')",-0.0846419,-0.0946486,-0.0100067
54,0.71311677,0.87700194,"('incapable', 'capable')",0.7131168,0.8770019,0.1638851
55,0.97717506,0.98320925,"('incompetent', 'clever')",0.9771751,0.9832093,0.0060342
56,0.6876506,0.6404514,"('impractical', 'practical')",0.6876506,0.6404514,-0.0471992
57,-2.0887601,-2.19025,"('unimaginative', 'imaginative')",-2.0887601,-2.1902499,-0.1014898
58,0.24126582,0.14699008,"('undiscriminating', 'discriminating')",0.2412658,0.1469901,-0.0942757
59,-0.33779284,-0.3456036,"('foolish', 'wise')",-0.3377928,-0.3456036,-0.0078108
60,0.90312386,1.096098,"('inefficient', 'efficient')",0.9031239,1.0960979,0.192974
61,0.32776383,0.20569941,"('illogical', 'logical')",0.3277638,0.2056994,-0.1220644
62,1.0143814,1.1204262,"('incompetent', 'brilliant')",1.0143814,1.1204262,0.1060448
63,0.3228997,0.39568415,"('unperceptive', 'insightful')",0.3228997,0.3956842,0.0727845
64,-5.621617,-5.718037,"('shy', 'confident')",-5.6216168,-5.7180371,-0.0964203
65,0.9890455,1.0009018,"('insecure', 'secure')",0.9890455,1.0009018,0.0118563
66,-0.09189864,-0.23864643,"('inactive', 'active')",-0.0918986,-0.2386464,-0.1467478
67,-0.6397177,-0.5491246,"('doubtful', 'determined')",-0.6397177,-0.5491246,0.0905931
68,-0.65128285,-0.5681891,"('dependent', 'independent')",-0.6512828,-0.5681891,0.0830937
69,-2.2495785,-2.291749,"('lazy', 'industrious')",-2.2495785,-2.291749,-0.0421705
70,1.7642521,1.6905993,"('lethargic', 'energetic')",1.7642521,1.6905993,-0.0736528
71,0.42083973,0.41753396,"('diffident', 'self-confident')",0.4208397,0.417534,-0.0033057
72,1.0372298,1.1417882,"('unambitious', 'ambitious')",1.0372298,1.1417882,0.1045584
73,-3.0215397,-3.0768244,"('helpless', 'self-reliant')",-3.0215397,-3.0768244,-0.0552847
74,0.24081165,0.07426855,"('undedicated', 'dedicated')",0.2408116,0.0742685,-0.1665431
75,-0.7231773,-0.64102757,"('meek', 'impulsive')",-0.7231773,-0.6410276,0.0821497
76,0.9387037,0.94880444,"('anxious', 'daring')",0.9387037,0.9488044,0.0101007
77,-1.2057942,-0.99685436,"('unmotivated', 'motivated')",-1.2057942,-0.9968544,0.2089398
78,-0.6142335,-0.55148387,"('nonresilient', 'resilient')",-0.6142335,-0.5514839,0.0627496
79,-0.6817879,-0.68780375,"('wavering', 'unwavering')",-0.6817879,-0.6878037,-0.0060158
80,0.0071313595,-0.10330286,"('dominated', 'dominating')",0.0071314,-0.1033029,-0.1104343
81,0.3042451,0.3675003,"('submissive', 'aggressive')",0.3042451,0.3675003,0.0632552
82,6.3569827,6.5810146,"('poor', 'rich')",6.3569827,6.5810146,0.2240319
83,-0.35858735,-0.3362698,"('powerless', 'powerful')",-0.3585874,-0.3362698,0.0223176
84,0.18775928,0.22922565,"('inferior', 'superior')",0.1877593,0.2292257,0.0414664
85,-1.4298844,-1.5448043,"('insignificant', 'prestigious')",-1.4298844,-1.5448043,-0.1149199
86,0.5384401,0.4880174,"('uninfluential', 'influential')",0.5384401,0.4880174,-0.0504227
87,-0.18712407,-0.17059788,"('unsuccessful', 'successful')",-0.1871241,-0.1705979,0.0165262
88,0.007436677,0.033645116,"('low', 'eminent')",0.0074367,0.0336451,0.0262084
