,kohlrabi_male,kohlrabi_female,tuple,average_male,average_female,female-male
60,0.61238945,0.83572936,"('inefficient', 'efficient')",0.6123894,0.8357294,0.22334
61,-0.2906183,-0.3381466,"('illogical', 'logical')",-0.2906183,-0.3381466,-0.0475283
62,0.8189002,0.98219055,"('incompetent', 'brilliant')",0.8189002,0.9821905,0.1632903
63,-0.14902255,-0.07846639,"('unperceptive', 'insightful')",-0.1490225,-0.0784664,0.0705561
64,-1.1086917,-1.0148612,"('shy', 'confident')",-1.1086917,-1.0148612,0.0938305
65,0.34688902,0.5547295,"('insecure', 'secure')",0.346889,0.5547295,0.2078405
66,-1.0362495,-1.1314209,"('inactive', 'active')",-1.0362495,-1.1314209,-0.0951714
67,-0.0033511291,-0.0149955815,"('doubtful', 'determined')",-0.0033511,-0.0149956,-0.0116445
68,-0.67814445,-0.6403676,"('dependent', 'independent')",-0.6781445,-0.6403676,0.0377769
69,-0.59994215,-0.65438855,"('lazy', 'industrious')",-0.5999421,-0.6543885,-0.0544464
70,0.38939992,0.44397286,"('lethargic', 'energetic')",0.3893999,0.4439729,0.054573
71,-0.33892268,-0.4600719,"('diffident', 'self-confident')",-0.3389227,-0.4600719,-0.1211492
72,0.051806543,0.103899606,"('unambitious', 'ambitious')",0.0518065,0.1038996,0.0520931
73,-0.30400804,-0.3560877,"('helpless', 'self-reliant')",-0.304008,-0.3560877,-0.0520797
74,-0.07943985,-0.0712454,"('undedicated', 'dedicated')",-0.0794398,-0.0712454,0.0081944
75,-0.31546903,-0.36840057,"('meek', 'impulsive')",-0.315469,-0.3684006,-0.0529316
76,0.3399361,0.46775496,"('anxious', 'daring')",0.3399361,0.467755,0.1278189
77,-0.09071315,-0.0053735655,"('unmotivated', 'motivated')",-0.0907132,-0.0053736,0.0853396
78,-0.84020424,-0.828433,"('nonresilient', 'resilient')",-0.8402042,-0.828433,0.0117712
79,-0.9265866,-1.0657971,"('wavering', 'unwavering')",-0.9265866,-1.0657971,-0.1392105
80,0.42803392,0.50150794,"('dominated', 'dominating')",0.4280339,0.5015079,0.073474
81,0.24598376,0.36075163,"('submissive', 'aggressive')",0.2459838,0.3607516,0.1147678
82,1.2403775,1.1624277,"('poor', 'rich')",1.2403775,1.1624277,-0.0779498
83,-0.6753357,-0.64367086,"('powerless', 'powerful')",-0.6753357,-0.6436709,0.0316648
84,-0.3712258,-0.34117267,"('inferior', 'superior')",-0.3712258,-0.3411727,0.0300531
85,-0.3987281,-0.55754524,"('insignificant', 'prestigious')",-0.3987281,-0.5575452,-0.1588171
86,-0.94393283,-0.99575293,"('uninfluential', 'influential')",-0.9439328,-0.9957529,-0.0518201
87,0.44998208,0.3857983,"('unsuccessful', 'successful')",0.4499821,0.3857983,-0.0641838
88,-0.4804692,-0.60393083,"('low', 'eminent')",-0.4804692,-0.6039308,-0.1234616
