,sectional_male,sectional_female,tuple,average_male,average_female,female-male
79,-0.3697126,-0.34783316,"('wavering', 'unwavering')",-0.3697126,-0.3478332,0.0218794
80,-0.23503919,-0.32933965,"('dominated', 'dominating')",-0.2350392,-0.3293397,-0.0943005
81,-0.41826355,-0.28929192,"('submissive', 'aggressive')",-0.4182636,-0.2892919,0.1289717
82,6.655695,6.8120246,"('poor', 'rich')",6.655695,6.8120246,0.1563296
83,-0.43894923,-0.41968533,"('powerless', 'powerful')",-0.4389492,-0.4196853,0.0192639
84,0.3769134,0.35604352,"('inferior', 'superior')",0.3769134,0.3560435,-0.0208699
85,-0.89434284,-0.9108189,"('insignificant', 'prestigious')",-0.8943428,-0.9108189,-0.0164761
86,0.6931184,0.60598844,"('uninfluential', 'influential')",0.6931184,0.6059884,-0.08713
87,0.3043943,0.28297234,"('unsuccessful', 'successful')",0.3043943,0.2829723,-0.021422
88,-0.186829,-0.13579269,"('low', 'eminent')",-0.186829,-0.1357927,0.0510363
