,correspondent_male,correspondent_female,tuple,average_male,average_female,female-male
58,0.2913413,0.2853431,"('undiscriminating', 'discriminating')",0.2913413,0.2853431,-0.0059982
59,-0.35880148,-0.18707538,"('foolish', 'wise')",-0.3588015,-0.1870754,0.1717261
60,1.197695,1.2067664,"('inefficient', 'efficient')",1.197695,1.2067664,0.0090714
61,0.6878016,0.59462476,"('illogical', 'logical')",0.6878016,0.5946248,-0.0931768
62,1.930128,2.007201,"('incompetent', 'brilliant')",1.930128,2.007201,0.077073
63,1.503034,1.5893726,"('unperceptive', 'insightful')",1.503034,1.5893726,0.0863386
64,-5.547904,-5.44826,"('shy', 'confident')",-5.547904,-5.4482598,0.0996442
65,1.3315498,1.3687168,"('insecure', 'secure')",1.3315498,1.3687168,0.037167
66,-0.11532939,-0.12239435,"('inactive', 'active')",-0.1153294,-0.1223944,-0.007065
67,-0.9517723,-1.0017554,"('doubtful', 'determined')",-0.9517723,-1.0017554,-0.0499831
68,-0.02996558,0.035320275,"('dependent', 'independent')",-0.0299656,0.0353203,0.0652859
69,-2.0283275,-1.9251577,"('lazy', 'industrious')",-2.0283275,-1.9251577,0.1031698
70,1.9508575,1.9914674,"('lethargic', 'energetic')",1.9508575,1.9914674,0.0406099
71,0.5141226,0.5991926,"('diffident', 'self-confident')",0.5141226,0.5991926,0.08507
72,1.149098,1.1768763,"('unambitious', 'ambitious')",1.149098,1.1768763,0.0277783
73,-2.8854702,-2.763444,"('helpless', 'self-reliant')",-2.8854702,-2.7634439,0.1220263
74,0.5833994,0.53019303,"('undedicated', 'dedicated')",0.5833994,0.530193,-0.0532064
75,-1.0519867,-0.9407327,"('meek', 'impulsive')",-1.0519867,-0.9407327,0.111254
76,1.4830172,1.3527606,"('anxious', 'daring')",1.4830172,1.3527606,-0.1302566
77,-0.8638713,-0.777981,"('unmotivated', 'motivated')",-0.8638713,-0.777981,0.0858903
78,-0.29961208,-0.27122706,"('nonresilient', 'resilient')",-0.2996121,-0.2712271,0.028385
79,-0.470051,-0.4056551,"('wavering', 'unwavering')",-0.470051,-0.4056551,0.0643959
80,0.75642824,0.69638795,"('dominated', 'dominating')",0.7564282,0.6963879,-0.0600403
81,0.7458487,0.7858755,"('submissive', 'aggressive')",0.7458487,0.7858755,0.0400268
82,6.649442,6.828112,"('poor', 'rich')",6.6494422,6.8281121,0.1786699
83,-0.1959268,-0.22502296,"('powerless', 'powerful')",-0.1959268,-0.225023,-0.0290962
84,0.45287016,0.45689228,"('inferior', 'superior')",0.4528702,0.4568923,0.0040221
85,-1.6353946,-1.6321598,"('insignificant', 'prestigious')",-1.6353946,-1.6321598,0.0032348
86,0.87397957,0.92945725,"('uninfluential', 'influential')",0.8739796,0.9294572,0.0554776
87,0.32145378,0.49200395,"('unsuccessful', 'successful')",0.3214538,0.4920039,0.1705501
88,0.26011682,0.37250522,"('low', 'eminent')",0.2601168,0.3725052,0.1123884
