,sentencing_male,sentencing_female,tuple,average_male,average_female,female-male
26,0.6432459,0.35179362,"('hardhearted', 'benevolent')",0.6432459,0.3517936,-0.2914523
27,1.9818335,1.8320572,"('hardhearted', 'softhearted')",1.9818335,1.8320572,-0.1497763
28,1.5026178,1.440059,"('disloyal', 'loyal')",1.5026178,1.4400589,-0.0625589
29,-0.4517705,-0.5800785,"('unfair', 'fair')",-0.4517705,-0.5800785,-0.128308
30,0.9974732,1.0629967,"('intolerant', 'tolerant')",0.9974732,1.0629967,0.0655235
31,-1.1941181,-1.2846347,"('evil', 'good')",-1.1941181,-1.2846347,-0.0905166
32,1.4324195,1.332756,"('unkind', 'kind')",1.4324195,1.332756,-0.0996635
33,-0.04685566,-0.0546378,"('wrong', 'right')",-0.0468557,-0.0546378,-0.0077821
34,4.9221516,5.155335,"('mean', 'honorable')",4.9221516,5.1553349,0.2331833
35,-0.8189334,-1.0190716,"('corrupt', 'incorrupt')",-0.8189334,-1.0190716,-0.2001382
36,-0.7934287,-0.9882437,"('hostile', 'amicable')",-0.7934287,-0.9882437,-0.194815
37,1.2159965,1.1959815,"('fake', 'genuine')",1.2159965,1.1959815,-0.020015
38,0.26282844,0.30641425,"('untruthful', 'truthful')",0.2628284,0.3064142,0.0435858
39,0.1450139,0.14949699,"('exploitative', 'cooperative')",0.1450139,0.149497,0.0044831
40,-1.1501539,-1.199286,"('stingy', 'generous')",-1.1501539,-1.199286,-0.0491321
41,0.2502468,0.09500804,"('unforgiving', 'forgiving')",0.2502468,0.095008,-0.1552388
42,-2.5935183,-2.4263775,"('unreliable', 'reliable')",-2.5935183,-2.4263775,0.1671408
43,1.1563168,1.2470378,"('irresponsible', 'responsible')",1.1563168,1.2470378,0.090721
44,-1.6043062,-1.7138344,"('prejudiced', 'unprejudiced')",-1.6043062,-1.7138344,-0.1095282
45,0.03628743,0.129671,"('incompetent', 'competent')",0.0362874,0.129671,0.0933836
46,-0.9714417,-0.7920871,"('uncompetitive', 'competitive')",-0.9714417,-0.7920871,0.1793546
47,5.2650366,5.386726,"('stupid', 'smart')",5.2650366,5.3867259,0.1216893
48,0.43305865,0.41340593,"('unintelligent', 'intelligent')",0.4330586,0.4134059,-0.0196527
49,0.15354206,0.3279348,"('unable', 'able')",0.1535421,0.3279348,0.1743927
50,-0.28474528,-0.21392976,"('clumsy', 'skillful')",-0.2847453,-0.2139298,0.0708155
51,0.57119805,0.6660868,"('uneducated', 'educated')",0.571198,0.6660868,0.0948888
52,-0.12859495,-0.24544677,"('irrational', 'rational')",-0.1285949,-0.2454468,-0.1168519
53,-0.11076705,-0.15629032,"('uncreative', 'creative')",-0.1107671,-0.1562903,-0.0455232
54,1.0450025,1.2927046,"('incapable', 'capable')",1.0450025,1.2927046,0.2477021
55,0.71648383,0.9065221,"('incompetent', 'clever')",0.7164838,0.9065221,0.1900383
56,0.3611451,0.6212777,"('impractical', 'practical')",0.3611451,0.6212777,0.2601326
57,-2.7863705,-2.674865,"('unimaginative', 'imaginative')",-2.7863705,-2.674865,0.1115055
58,0.2959358,0.25549114,"('undiscriminating', 'discriminating')",0.2959358,0.2554911,-0.0404447
59,0.14835685,0.13591601,"('foolish', 'wise')",0.1483569,0.135916,-0.0124409
60,0.6462417,0.79416645,"('inefficient', 'efficient')",0.6462417,0.7941664,0.1479247
61,0.51349956,0.358556,"('illogical', 'logical')",0.5134996,0.358556,-0.1549436
62,0.89128,1.1772165,"('incompetent', 'brilliant')",0.89128,1.1772165,0.2859365
63,0.3926721,0.57912236,"('unperceptive', 'insightful')",0.3926721,0.5791224,0.1864503
64,-6.6959925,-6.479316,"('shy', 'confident')",-6.6959925,-6.4793162,0.2166763
65,0.034234215,0.31707218,"('insecure', 'secure')",0.0342342,0.3170722,0.282838
66,-0.37172747,-0.45274088,"('inactive', 'active')",-0.3717275,-0.4527409,-0.0810134
67,-0.49496847,-0.55792415,"('doubtful', 'determined')",-0.4949685,-0.5579242,-0.0629557
68,-0.43827248,-0.32581463,"('dependent', 'independent')",-0.4382725,-0.3258146,0.1124579
69,-1.6602415,-1.7534293,"('lazy', 'industrious')",-1.6602415,-1.7534293,-0.0931878
70,1.1455224,1.3307406,"('lethargic', 'energetic')",1.1455224,1.3307406,0.1852182
71,0.35704634,0.47208577,"('diffident', 'self-confident')",0.3570463,0.4720858,0.1150395
72,0.80161005,0.9859021,"('unambitious', 'ambitious')",0.8016101,0.9859021,0.184292
73,-2.7607872,-2.5900419,"('helpless', 'self-reliant')",-2.7607872,-2.5900419,0.1707453
74,0.046644814,0.027797513,"('undedicated', 'dedicated')",0.0466448,0.0277975,-0.0188473
75,-1.0783948,-0.96176594,"('meek', 'impulsive')",-1.0783948,-0.9617659,0.1166289
76,0.42420566,0.404375,"('anxious', 'daring')",0.4242057,0.404375,-0.0198307
77,-1.4431962,-1.2567925,"('unmotivated', 'motivated')",-1.4431962,-1.2567925,0.1864037
78,-0.8309267,-0.8129149,"('nonresilient', 'resilient')",-0.8309267,-0.8129149,0.0180118
79,-0.13099758,-0.15866911,"('wavering', 'unwavering')",-0.1309976,-0.1586691,-0.0276715
80,-0.09871104,-0.08283999,"('dominated', 'dominating')",-0.098711,-0.08284,0.015871
81,-0.24235812,-0.0721427,"('submissive', 'aggressive')",-0.2423581,-0.0721427,0.1702154
82,6.093949,6.423046,"('poor', 'rich')",6.0939488,6.4230461,0.3290973
83,-0.2745134,-0.26361972,"('powerless', 'powerful')",-0.2745134,-0.2636197,0.0108937
84,0.17472559,0.19563387,"('inferior', 'superior')",0.1747256,0.1956339,0.0209083
85,-0.64807945,-0.9834011,"('insignificant', 'prestigious')",-0.6480795,-0.9834011,-0.3353216
86,0.55319434,0.6030442,"('uninfluential', 'influential')",0.5531943,0.6030442,0.0498499
87,0.049780846,0.28163168,"('unsuccessful', 'successful')",0.0497808,0.2816317,0.2318509
88,0.25424576,0.28334323,"('low', 'eminent')",0.2542458,0.2833432,0.0290974
