,nonbeliever_male,nonbeliever_female,tuple,average_male,average_female,female-male
26,0.54533434,0.34091422,"('hardhearted', 'benevolent')",0.5453343,0.3409142,-0.2044201
27,-0.053304616,-0.0020947643,"('hardhearted', 'softhearted')",-0.0533046,-0.0020948,0.0512098
28,-0.25877768,-0.37198067,"('disloyal', 'loyal')",-0.2587777,-0.3719807,-0.113203
29,-0.024555292,-0.03139615,"('unfair', 'fair')",-0.0245553,-0.0313962,-0.0068409
30,-0.89931524,-0.8487985,"('intolerant', 'tolerant')",-0.8993152,-0.8487985,0.0505167
31,0.23858956,0.28747144,"('evil', 'good')",0.2385896,0.2874714,0.0488818
32,-0.29912236,-0.28906417,"('unkind', 'kind')",-0.2991224,-0.2890642,0.0100582
33,1.2206281,1.2199215,"('wrong', 'right')",1.2206281,1.2199215,-0.0007066
34,0.30713278,0.4601684,"('mean', 'honorable')",0.3071328,0.4601684,0.1530356
35,2.5353477,2.533597,"('corrupt', 'incorrupt')",2.5353477,2.533597,-0.0017507
36,0.7705733,0.699733,"('hostile', 'amicable')",0.7705733,0.699733,-0.0708403
37,0.5303648,0.56898683,"('fake', 'genuine')",0.5303648,0.5689868,0.038622
38,-0.46868983,-0.47018465,"('untruthful', 'truthful')",-0.4686898,-0.4701847,-0.0014949
39,0.4299833,0.5384572,"('exploitative', 'cooperative')",0.4299833,0.5384572,0.1084739
40,-0.6040072,-0.6771778,"('stingy', 'generous')",-0.6040072,-0.6771778,-0.0731706
41,-1.3123329,-1.357667,"('unforgiving', 'forgiving')",-1.3123329,-1.357667,-0.0453341
42,0.37481558,0.5018101,"('unreliable', 'reliable')",0.3748156,0.5018101,0.1269945
43,-0.97695106,-0.9297537,"('irresponsible', 'responsible')",-0.9769511,-0.9297537,0.0471974
44,1.1783041,1.2849044,"('prejudiced', 'unprejudiced')",1.1783041,1.2849044,0.1066003
45,-1.355629,-1.430357,"('incompetent', 'competent')",-1.355629,-1.430357,-0.074728
46,-2.2877922,-2.292348,"('uncompetitive', 'competitive')",-2.2877922,-2.2923479,-0.0045557
47,-0.06721805,-0.08846201,"('stupid', 'smart')",-0.0672181,-0.088462,-0.0212439
48,-2.5524654,-2.553089,"('unintelligent', 'intelligent')",-2.5524654,-2.5530889,-0.0006235
49,-0.6045423,-0.35344872,"('unable', 'able')",-0.6045423,-0.3534487,0.2510936
50,0.36126488,0.4117487,"('clumsy', 'skillful')",0.3612649,0.4117487,0.0504838
51,-2.0592828,-2.0235503,"('uneducated', 'educated')",-2.0592828,-2.0235503,0.0357325
52,-0.44531256,-0.5215703,"('irrational', 'rational')",-0.4453126,-0.5215703,-0.0762577
53,-0.9678025,-0.95669276,"('uncreative', 'creative')",-0.9678025,-0.9566928,0.0111097
54,-0.2232277,-0.20398971,"('incapable', 'capable')",-0.2232277,-0.2039897,0.019238
55,-2.2484102,-2.2616878,"('incompetent', 'clever')",-2.2484102,-2.2616878,-0.0132776
56,-0.28447664,-0.1915739,"('impractical', 'practical')",-0.2844766,-0.1915739,0.0929027
57,-1.7301049,-1.8105185,"('unimaginative', 'imaginative')",-1.7301049,-1.8105185,-0.0804136
58,-1.0230533,-1.1139019,"('undiscriminating', 'discriminating')",-1.0230533,-1.1139019,-0.0908486
59,0.5537515,0.57480377,"('foolish', 'wise')",0.5537515,0.5748038,0.0210523
60,-1.1530491,-1.015655,"('inefficient', 'efficient')",-1.1530491,-1.015655,0.1373941
61,-0.9140829,-0.9680085,"('illogical', 'logical')",-0.9140829,-0.9680085,-0.0539256
62,-1.288664,-1.2052342,"('incompetent', 'brilliant')",-1.288664,-1.2052342,0.0834298
63,-2.491694,-2.444531,"('unperceptive', 'insightful')",-2.491694,-2.444531,0.047163
64,-1.1531333,-1.125684,"('shy', 'confident')",-1.1531333,-1.125684,0.0274493
65,-1.2877182,-1.394376,"('insecure', 'secure')",-1.2877182,-1.394376,-0.1066578
66,0.487872,0.36872965,"('inactive', 'active')",0.487872,0.3687297,-0.1191423
67,0.82781255,0.9159068,"('doubtful', 'determined')",0.8278126,0.9159068,0.0880942
68,-1.481752,-1.3550904,"('dependent', 'independent')",-1.481752,-1.3550904,0.1266616
69,2.174179,2.2314694,"('lazy', 'industrious')",2.1741791,2.2314694,0.0572903
70,-0.6042994,-0.5951043,"('lethargic', 'energetic')",-0.6042994,-0.5951043,0.0091951
71,0.53313434,0.61290616,"('diffident', 'self-confident')",0.5331343,0.6129062,0.0797719
72,-1.0875845,-1.0776988,"('unambitious', 'ambitious')",-1.0875845,-1.0776988,0.0098857
73,0.91973525,0.9779388,"('helpless', 'self-reliant')",0.9197353,0.9779388,0.0582035
74,-0.5810182,-0.58062655,"('undedicated', 'dedicated')",-0.5810182,-0.5806265,0.0003917
75,0.58820176,0.5954906,"('meek', 'impulsive')",0.5882018,0.5954906,0.0072888
76,-0.6180236,-0.5029309,"('anxious', 'daring')",-0.6180236,-0.5029309,0.1150927
77,-1.005623,-0.8840452,"('unmotivated', 'motivated')",-1.005623,-0.8840452,0.1215778
78,-1.3825248,-1.3358278,"('nonresilient', 'resilient')",-1.3825248,-1.3358278,0.046697
79,1.3329746,1.3339648,"('wavering', 'unwavering')",1.3329746,1.3339648,0.0009902
80,0.10630809,0.029601613,"('dominated', 'dominating')",0.1063081,0.0296016,-0.0767065
81,-1.2465833,-1.3539871,"('submissive', 'aggressive')",-1.2465833,-1.3539871,-0.1074038
82,-0.56509125,-0.60176575,"('poor', 'rich')",-0.5650913,-0.6017658,-0.0366745
83,-0.67473024,-0.6594313,"('powerless', 'powerful')",-0.6747302,-0.6594313,0.0152989
84,0.7168247,0.6855602,"('inferior', 'superior')",0.7168247,0.6855602,-0.0312645
85,0.44935519,0.40123174,"('insignificant', 'prestigious')",0.4493552,0.4012317,-0.0481235
86,-2.5649433,-2.634272,"('uninfluential', 'influential')",-2.5649433,-2.6342721,-0.0693288
87,-0.052683353,-0.121013224,"('unsuccessful', 'successful')",-0.0526834,-0.1210132,-0.0683298
88,-0.49197537,-0.46787688,"('low', 'eminent')",-0.4919754,-0.4678769,0.0240985
