,filth_male,filth_female,tuple,average_male,average_female,female-male
66,-0.73652357,-0.97646725,"('inactive', 'active')",-0.7365236,-0.9764673,-0.2399437
67,-0.09429526,-0.027090613,"('doubtful', 'determined')",-0.0942953,-0.0270906,0.0672047
68,-1.3208468,-1.2940153,"('dependent', 'independent')",-1.3208468,-1.2940153,0.0268315
69,-0.2808591,-0.32204553,"('lazy', 'industrious')",-0.2808591,-0.3220455,-0.0411864
70,-0.6622156,-0.793735,"('lethargic', 'energetic')",-0.6622156,-0.793735,-0.1315194
71,0.08030699,0.076216504,"('diffident', 'self-confident')",0.080307,0.0762165,-0.0040905
72,-0.6269711,-0.7283117,"('unambitious', 'ambitious')",-0.6269711,-0.7283117,-0.1013406
73,-0.004876837,0.091476634,"('helpless', 'self-reliant')",-0.0048768,0.0914766,0.0963534
74,-0.8016521,-0.8678495,"('undedicated', 'dedicated')",-0.8016521,-0.8678495,-0.0661974
75,0.12659289,0.1915316,"('meek', 'impulsive')",0.1265929,0.1915316,0.0649387
76,-0.81538993,-0.7742822,"('anxious', 'daring')",-0.8153899,-0.7742822,0.0411077
77,-1.5034949,-1.3479999,"('unmotivated', 'motivated')",-1.5034949,-1.3479999,0.155495
78,-0.09245683,-0.08873666,"('nonresilient', 'resilient')",-0.0924568,-0.0887367,0.0037201
79,-0.835748,-0.9413048,"('wavering', 'unwavering')",-0.835748,-0.9413048,-0.1055568
80,0.0033765882,-0.008116655,"('dominated', 'dominating')",0.0033766,-0.0081167,-0.0114933
81,-0.071642965,0.11920621,"('submissive', 'aggressive')",-0.071643,0.1192062,0.1908492
82,0.23410842,0.027092397,"('poor', 'rich')",0.2341084,0.0270924,-0.207016
83,-0.25283837,-0.21281512,"('powerless', 'powerful')",-0.2528384,-0.2128151,0.0400233
84,-0.060264327,-0.0075859,"('inferior', 'superior')",-0.0602643,-0.0075859,0.0526784
85,-0.24049315,-0.2975078,"('insignificant', 'prestigious')",-0.2404931,-0.2975078,-0.0570147
86,-0.8489399,-1.0052049,"('uninfluential', 'influential')",-0.8489399,-1.0052049,-0.156265
87,-0.3484959,-0.49623322,"('unsuccessful', 'successful')",-0.3484959,-0.4962332,-0.1477373
88,-1.5027488,-1.46282,"('low', 'eminent')",-1.5027488,-1.4628201,0.0399287
