,everybody_male,everybody_female,tuple,average_male,average_female,female-male
37,0.63205177,0.61740565,"('fake', 'genuine')",0.6320518,0.6174057,-0.0146461
38,-0.070293054,-0.046778813,"('untruthful', 'truthful')",-0.0702931,-0.0467788,0.0235143
39,-0.023875937,-0.03883084,"('exploitative', 'cooperative')",-0.0238759,-0.0388308,-0.0149549
40,-1.2644253,-1.3417598,"('stingy', 'generous')",-1.2644253,-1.3417598,-0.0773345
41,-0.055188403,-0.1935753,"('unforgiving', 'forgiving')",-0.0551884,-0.1935753,-0.1383869
42,-1.971702,-2.0263376,"('unreliable', 'reliable')",-1.971702,-2.0263376,-0.0546356
43,1.2967546,1.2093418,"('irresponsible', 'responsible')",1.2967546,1.2093418,-0.0874128
44,-1.1492132,-1.2313586,"('prejudiced', 'unprejudiced')",-1.1492132,-1.2313586,-0.0821454
45,0.3809833,0.2945216,"('incompetent', 'competent')",0.3809833,0.2945216,-0.0864617
46,-0.40532863,-0.4290433,"('uncompetitive', 'competitive')",-0.4053286,-0.4290433,-0.0237147
47,5.696627,5.839499,"('stupid', 'smart')",5.6966271,5.839499,0.1428719
48,0.61032176,0.5492669,"('unintelligent', 'intelligent')",0.6103218,0.5492669,-0.0610549
49,-0.3522228,-0.13498628,"('unable', 'able')",-0.3522228,-0.1349863,0.2172365
50,-0.13102809,-0.109067336,"('clumsy', 'skillful')",-0.1310281,-0.1090673,0.0219608
51,0.5243018,0.4815656,"('uneducated', 'educated')",0.5243018,0.4815656,-0.0427362
52,-0.5551762,-0.52540565,"('irrational', 'rational')",-0.5551762,-0.5254056,0.0297706
53,0.37240228,0.413219,"('uncreative', 'creative')",0.3724023,0.413219,0.0408167
54,1.072229,1.2196304,"('incapable', 'capable')",1.072229,1.2196304,0.1474014
55,0.7500545,0.6913425,"('incompetent', 'clever')",0.7500545,0.6913425,-0.058712
56,0.5647503,0.5536917,"('impractical', 'practical')",0.5647503,0.5536917,-0.0110586
57,-2.5609565,-2.6158402,"('unimaginative', 'imaginative')",-2.5609565,-2.6158402,-0.0548837
58,-0.06115903,-0.15489715,"('undiscriminating', 'discriminating')",-0.061159,-0.1548972,-0.0937382
59,0.041538,0.16103387,"('foolish', 'wise')",0.041538,0.1610339,0.1194959
60,0.5706567,0.5772018,"('inefficient', 'efficient')",0.5706567,0.5772018,0.0065451
61,0.4691342,0.30281118,"('illogical', 'logical')",0.4691342,0.3028112,-0.166323
62,1.186143,1.2637517,"('incompetent', 'brilliant')",1.186143,1.2637517,0.0776087
63,0.9461505,0.95412433,"('unperceptive', 'insightful')",0.9461505,0.9541243,0.0079738
64,-5.33066,-5.3182178,"('shy', 'confident')",-5.3306599,-5.3182178,0.0124421
65,1.1616423,1.0075258,"('insecure', 'secure')",1.1616423,1.0075258,-0.1541165
66,-0.072862044,-0.12969142,"('inactive', 'active')",-0.072862,-0.1296914,-0.0568294
67,-0.83181834,-0.7564857,"('doubtful', 'determined')",-0.8318183,-0.7564857,0.0753326
68,-0.29945633,-0.26652017,"('dependent', 'independent')",-0.2994563,-0.2665202,0.0329361
69,-1.7742456,-1.6683155,"('lazy', 'industrious')",-1.7742456,-1.6683155,0.1059301
70,1.5626926,1.4672595,"('lethargic', 'energetic')",1.5626926,1.4672595,-0.0954331
71,0.49349558,0.6940859,"('diffident', 'self-confident')",0.4934956,0.6940859,0.2005903
72,0.82857543,0.86408454,"('unambitious', 'ambitious')",0.8285754,0.8640845,0.0355091
73,-2.9345717,-2.841312,"('helpless', 'self-reliant')",-2.9345717,-2.8413119,0.0932598
74,0.19489041,0.11072128,"('undedicated', 'dedicated')",0.1948904,0.1107213,-0.0841691
75,-0.5281626,-0.4160654,"('meek', 'impulsive')",-0.5281626,-0.4160654,0.1120972
76,1.0440323,0.9198157,"('anxious', 'daring')",1.0440323,0.9198157,-0.1242166
77,-1.1050781,-1.0430483,"('unmotivated', 'motivated')",-1.1050781,-1.0430483,0.0620298
78,-0.27486742,-0.28215328,"('nonresilient', 'resilient')",-0.2748674,-0.2821533,-0.0072859
79,0.26626456,0.23810503,"('wavering', 'unwavering')",0.2662646,0.238105,-0.0281596
80,0.10998457,0.014254276,"('dominated', 'dominating')",0.1099846,0.0142543,-0.0957303
81,0.38765895,0.2871389,"('submissive', 'aggressive')",0.387659,0.2871389,-0.1005201
82,6.0975814,6.28833,"('poor', 'rich')",6.0975814,6.2883301,0.1907487
83,-0.5394837,-0.5174724,"('powerless', 'powerful')",-0.5394837,-0.5174724,0.0220113
84,0.14022946,0.14543232,"('inferior', 'superior')",0.1402295,0.1454323,0.0052028
85,-1.3249887,-1.2299637,"('insignificant', 'prestigious')",-1.3249887,-1.2299637,0.095025
86,0.4966477,0.4500009,"('uninfluential', 'influential')",0.4966477,0.4500009,-0.0466468
87,-0.020362325,0.13345699,"('unsuccessful', 'successful')",-0.0203623,0.133457,0.1538193
88,0.08740994,0.16704088,"('low', 'eminent')",0.0874099,0.1670409,0.079631
