,chrome_male,chrome_female,tuple,average_male,average_female,female-male
55,1.0626013,1.1360083,"('incompetent', 'clever')",1.0626013,1.1360083,0.073407
56,0.789193,0.921326,"('impractical', 'practical')",0.789193,0.921326,0.132133
57,-2.3180878,-2.1310225,"('unimaginative', 'imaginative')",-2.3180878,-2.1310225,0.1870653
58,-0.16268009,-0.14463425,"('undiscriminating', 'discriminating')",-0.1626801,-0.1446342,0.0180459
59,0.27620214,0.4185747,"('foolish', 'wise')",0.2762021,0.4185747,0.1423726
60,0.7184073,0.74268794,"('inefficient', 'efficient')",0.7184073,0.7426879,0.0242806
61,0.5339151,0.4535151,"('illogical', 'logical')",0.5339151,0.4535151,-0.0804
62,1.6248085,1.7727246,"('incompetent', 'brilliant')",1.6248085,1.7727246,0.1479161
63,1.1009442,1.2903842,"('unperceptive', 'insightful')",1.1009442,1.2903842,0.18944
64,-5.800131,-5.509119,"('shy', 'confident')",-5.8001308,-5.509119,0.2910118
65,1.1212629,1.195103,"('insecure', 'secure')",1.1212629,1.195103,0.0738401
66,0.037032712,0.12501259,"('inactive', 'active')",0.0370327,0.1250126,0.0879799
67,-0.93399113,-0.8782034,"('doubtful', 'determined')",-0.9339911,-0.8782034,0.0557877
68,-0.13620049,-0.057668857,"('dependent', 'independent')",-0.1362005,-0.0576689,0.0785316
69,-1.698316,-1.6339513,"('lazy', 'industrious')",-1.698316,-1.6339513,0.0643647
70,1.5777012,1.730326,"('lethargic', 'energetic')",1.5777012,1.7303261,0.1526249
71,0.55909514,0.7423988,"('diffident', 'self-confident')",0.5590951,0.7423988,0.1833037
72,0.9885034,1.0008061,"('unambitious', 'ambitious')",0.9885034,1.0008061,0.0123027
73,-2.9216757,-2.7909453,"('helpless', 'self-reliant')",-2.9216757,-2.7909453,0.1307304
74,0.2784708,0.27878335,"('undedicated', 'dedicated')",0.2784708,0.2787834,0.0003126
75,-0.8984687,-0.78947866,"('meek', 'impulsive')",-0.8984687,-0.7894787,0.10899
76,1.1448488,1.0413815,"('anxious', 'daring')",1.1448488,1.0413815,-0.1034673
77,-1.1402334,-1.0556817,"('unmotivated', 'motivated')",-1.1402334,-1.0556817,0.0845517
78,-0.18509007,-0.18190587,"('nonresilient', 'resilient')",-0.1850901,-0.1819059,0.0031842
79,0.15031338,0.15941073,"('wavering', 'unwavering')",0.1503134,0.1594107,0.0090973
80,-0.01487832,0.028009098,"('dominated', 'dominating')",-0.0148783,0.0280091,0.0428874
81,0.13728976,0.2509234,"('submissive', 'aggressive')",0.1372898,0.2509234,0.1136336
82,6.4064016,6.6072946,"('poor', 'rich')",6.4064016,6.6072946,0.200893
83,-0.31531453,-0.31998152,"('powerless', 'powerful')",-0.3153145,-0.3199815,-0.004667
84,0.24146649,0.1295443,"('inferior', 'superior')",0.2414665,0.1295443,-0.1119222
85,-1.2114123,-1.334719,"('insignificant', 'prestigious')",-1.2114123,-1.3347189,-0.1233066
86,0.61302227,0.74182993,"('uninfluential', 'influential')",0.6130223,0.7418299,0.1288076
87,0.16513512,0.3914746,"('unsuccessful', 'successful')",0.1651351,0.3914746,0.2263395
88,0.22291175,0.32000595,"('low', 'eminent')",0.2229117,0.320006,0.0970943
