,sandpaper_male,sandpaper_female,tuple,average_male,average_female,female-male
63,0.6532902,0.7302818,"('unperceptive', 'insightful')",0.6532902,0.7302818,0.0769916
64,-3.7695951,-3.8270597,"('shy', 'confident')",-3.7695951,-3.8270597,-0.0574646
65,0.31551924,0.29257035,"('insecure', 'secure')",0.3155192,0.2925704,-0.0229488
66,-0.97798634,-0.9394024,"('inactive', 'active')",-0.9779863,-0.9394024,0.0385839
67,0.26279706,0.15817426,"('doubtful', 'determined')",0.2627971,0.1581743,-0.1046228
68,-0.1317183,-0.106789924,"('dependent', 'independent')",-0.1317183,-0.1067899,0.0249284
69,-1.3119015,-1.2789832,"('lazy', 'industrious')",-1.3119015,-1.2789832,0.0329183
70,0.18609019,0.19211367,"('lethargic', 'energetic')",0.1860902,0.1921137,0.0060235
71,0.6771758,0.6573988,"('diffident', 'self-confident')",0.6771758,0.6573988,-0.019777
72,-0.0002642218,0.032266416,"('unambitious', 'ambitious')",-0.0002642,0.0322664,0.0325306
73,-1.7319586,-1.6300447,"('helpless', 'self-reliant')",-1.7319586,-1.6300447,0.1019139
74,0.20278798,0.20874465,"('undedicated', 'dedicated')",0.202788,0.2087446,0.0059566
75,-1.2689221,-1.1647239,"('meek', 'impulsive')",-1.2689221,-1.1647239,0.1041982
76,0.58135474,0.634382,"('anxious', 'daring')",0.5813547,0.634382,0.0530273
77,-0.6147494,-0.59708595,"('unmotivated', 'motivated')",-0.6147494,-0.597086,0.0176634
78,0.052680433,0.19085096,"('nonresilient', 'resilient')",0.0526804,0.190851,0.1381706
79,-1.010136,-0.9975791,"('wavering', 'unwavering')",-1.010136,-0.9975791,0.0125569
80,-0.17178537,-0.13850477,"('dominated', 'dominating')",-0.1717854,-0.1385048,0.0332806
81,-0.07233081,-0.06520944,"('submissive', 'aggressive')",-0.0723308,-0.0652094,0.0071214
82,2.6909444,2.7487345,"('poor', 'rich')",2.6909444,2.7487345,0.0577901
83,0.060543768,0.029672723,"('powerless', 'powerful')",0.0605438,0.0296727,-0.0308711
84,0.62500453,0.5603327,"('inferior', 'superior')",0.6250045,0.5603327,-0.0646718
85,0.18581958,0.20588276,"('insignificant', 'prestigious')",0.1858196,0.2058828,0.0200632
86,0.50331527,0.34897706,"('uninfluential', 'influential')",0.5033153,0.3489771,-0.1543382
87,0.46143112,0.49726915,"('unsuccessful', 'successful')",0.4614311,0.4972692,0.0358381
88,-0.17773452,-0.18767494,"('low', 'eminent')",-0.1777345,-0.1876749,-0.0099404
