,tissue_male,tissue_female,tuple,average_male,average_female,female-male
41,0.07852297,-0.02408532,"('unforgiving', 'forgiving')",0.078523,-0.0240853,-0.1026083
42,-1.7001995,-1.7123444,"('unreliable', 'reliable')",-1.7001995,-1.7123444,-0.0121449
43,1.3627235,1.3440182,"('irresponsible', 'responsible')",1.3627235,1.3440182,-0.0187053
44,-1.1240258,-1.2339393,"('prejudiced', 'unprejudiced')",-1.1240258,-1.2339393,-0.1099135
45,0.5707506,0.5464254,"('incompetent', 'competent')",0.5707506,0.5464254,-0.0243252
46,-0.39482647,-0.36578515,"('uncompetitive', 'competitive')",-0.3948265,-0.3657852,0.0290413
47,5.2143793,5.3968806,"('stupid', 'smart')",5.2143793,5.3968806,0.1825013
48,1.08937,1.0437773,"('unintelligent', 'intelligent')",1.08937,1.0437773,-0.0455927
49,-0.11428581,0.03582272,"('unable', 'able')",-0.1142858,0.0358227,0.1501085
50,-0.3139977,-0.23483631,"('clumsy', 'skillful')",-0.3139977,-0.2348363,0.0791614
51,0.54074264,0.61391544,"('uneducated', 'educated')",0.5407426,0.6139154,0.0731728
52,-0.5211655,-0.614386,"('irrational', 'rational')",-0.5211655,-0.614386,-0.0932205
53,0.19137698,0.21861373,"('uncreative', 'creative')",0.191377,0.2186137,0.0272367
54,0.8605358,1.0424219,"('incapable', 'capable')",0.8605358,1.0424219,0.1818861
55,1.2098477,1.2467405,"('incompetent', 'clever')",1.2098477,1.2467405,0.0368928
56,0.6797131,0.7470821,"('impractical', 'practical')",0.6797131,0.7470821,0.067369
57,-2.6195397,-2.6087494,"('unimaginative', 'imaginative')",-2.6195397,-2.6087494,0.0107903
58,-0.0334663,-0.08830556,"('undiscriminating', 'discriminating')",-0.0334663,-0.0883056,-0.0548393
59,-0.14747806,-0.05882177,"('foolish', 'wise')",-0.1474781,-0.0588218,0.0886563
60,0.7915878,0.90098083,"('inefficient', 'efficient')",0.7915878,0.9009808,0.109393
61,0.58974344,0.45517176,"('illogical', 'logical')",0.5897434,0.4551718,-0.1345716
62,1.3967278,1.5575075,"('incompetent', 'brilliant')",1.3967278,1.5575075,0.1607797
63,0.73490274,0.8167157,"('unperceptive', 'insightful')",0.7349027,0.8167157,0.081813
64,-5.56197,-5.56792,"('shy', 'confident')",-5.5619702,-5.5679202,-0.00595
65,1.1807508,1.1819878,"('insecure', 'secure')",1.1807508,1.1819878,0.001237
66,-0.1085937,-0.21541972,"('inactive', 'active')",-0.1085937,-0.2154197,-0.106826
67,-0.5742898,-0.5533959,"('doubtful', 'determined')",-0.5742898,-0.5533959,0.0208939
68,-0.44031155,-0.38699886,"('dependent', 'independent')",-0.4403116,-0.3869989,0.0533127
69,-1.490355,-1.5253807,"('lazy', 'industrious')",-1.490355,-1.5253807,-0.0350257
70,1.6112225,1.6331874,"('lethargic', 'energetic')",1.6112225,1.6331874,0.0219649
71,0.51698154,0.59331405,"('diffident', 'self-confident')",0.5169815,0.5933141,0.0763326
72,0.8594037,0.97489935,"('unambitious', 'ambitious')",0.8594037,0.9748994,0.1154957
73,-2.9341815,-2.8545787,"('helpless', 'self-reliant')",-2.9341815,-2.8545787,0.0796028
74,-0.011918189,-0.03007856,"('undedicated', 'dedicated')",-0.0119182,-0.0300786,-0.0181604
75,-1.0632055,-0.9508959,"('meek', 'impulsive')",-1.0632055,-0.9508959,0.1123096
76,0.96678907,0.9540844,"('anxious', 'daring')",0.9667891,0.9540844,-0.0127047
77,-1.0699673,-0.99755585,"('unmotivated', 'motivated')",-1.0699673,-0.9975559,0.0724114
78,-0.2083642,-0.2263819,"('nonresilient', 'resilient')",-0.2083642,-0.2263819,-0.0180177
79,-0.3896146,-0.4102171,"('wavering', 'unwavering')",-0.3896146,-0.4102171,-0.0206025
80,0.3301069,0.2930189,"('dominated', 'dominating')",0.3301069,0.2930189,-0.037088
81,0.3268421,0.38276887,"('submissive', 'aggressive')",0.3268421,0.3827689,0.0559268
82,6.0083256,6.290642,"('poor', 'rich')",6.0083256,6.2906418,0.2823162
83,-0.35772294,-0.3941179,"('powerless', 'powerful')",-0.3577229,-0.3941179,-0.036395
84,0.29563832,0.2439345,"('inferior', 'superior')",0.2956383,0.2439345,-0.0517038
85,-1.5667409,-1.5944443,"('insignificant', 'prestigious')",-1.5667409,-1.5944443,-0.0277034
86,0.60042477,0.57722795,"('uninfluential', 'influential')",0.6004248,0.577228,-0.0231968
87,0.17971589,0.32847634,"('unsuccessful', 'successful')",0.1797159,0.3284763,0.1487604
88,-0.26469743,-0.13805583,"('low', 'eminent')",-0.2646974,-0.1380558,0.1266416
